"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111","V_112"
"t92",-0.0337790919475031,0.0542545784556172,-0.00254374344461034,0.00156103674583506,-0.244571435621625,0.0626153810054164,-0.0637102214173068,-0.030318487982978,0.0117277743433021,-0.000135196377851216,5.64900909146341e-05,-0.0308355318226802,-4.25126458249005e-17,0.0877120443813176,-0.00187171733284602,0.170989909927975,-0.00114965253538892,1.55303773029919e-05,6.14921511047812e-05,5.71257673251027e-05,-0.000692776546040499,-0.000321863480504708,0.000480177008561675,-0.000283156183462603,0.000119640954569502,-0.00133448011544848,0.000416704238529486,-0.000544268903271245,0.00054591766625203,1.28038537827062e-18,-0.0013397753110794,0.000632391248919857,-0.00246843267819387,0.0126527174848377,-1.16561149715828e-15,-3.11513712554128e-16,-0.00535417606774106,0.0403496880073456,-0.00475280744688098,0.513858431838855,-0.117022492415307,0.00350505199574536,-0.00493570469060928,0.00302790856687767,0.00192118402941744,-0.00778256723265714,0.0016582211050573,0.00568375346224556,-0.0042810573815843,0.503471162392096,0.000307388913407263,-0.00105399198298876,0.00581465142246267,0.000141720789004369,0.000631278885624478,-2.23802990771381e-05,-0.000258660783078323,-0.000131012417639674,-4.87577901974758e-06,-7.96203789445956e-06,-6.15047919268829e-16,-0.000252809375192615,-3.76759934046912e-05,0.0117700660660993,-0.000263797965549206,-0.0006980565063036,-0.000788928551319397,0.359958024337234,0.00338759258635689,-0.00212213480619099,-0.00528465945220618,-0.000978496771864711,-0.000239284246850165,-9.84022582559214e-05,0.466132212298604,-0.00261477246250909,3.9034613702876e-05,2.12824359743673e-15,7.34818022402051e-17,-3.39490805259524e-18,-1.12555432097046e-16,-1.02673945734377e-16,1.98761363270905e-16,7.91467585914418e-18,-9.47050597666088e-17,6.21247844834194e-17,9.8486214843152e-17,6.74373751285984e-17,3.85560927260685e-17,-1.11703528710345e-16,1.65991352607531e-16,1.06739703881198e-16,-2.67255835517677e-17,-1.43602577745705e-16,-6.61566613123499e-17,-4.04407410337093e-17,1.97128283748599e-16,1.91734882788883e-15,-3.05189359027513e-16,4.91685685222176e-17,2.67526886060798e-17,-4.2351647362715e-16,1.80682292044709e-16,8.24163057678434e-17,1.6909488132627e-16,2.6203811256259e-17,-1.00668171715279e-16,-1.98497088991362e-16,-2.09386544561263e-17,1.96945324631992e-16,-1.70328161297473e-16,-2.32710443796857e-16
"t111",-0.0344716229158306,0.0563097255251925,-0.0026911260531104,0.00167402666339989,-0.265791874601168,0.0686160415787681,-0.0726906240552779,-0.0349323038676653,0.0142279265599735,-0.000171956792006652,7.40840974010061e-05,-0.0454158380882742,2.83041689574596e-16,0.15051299069044,-0.00335260852173387,0.320312683546411,-0.00241608920436566,4.85805036694107e-05,0.000198017257761302,0.000230968209152041,-0.0030641807986472,-0.00204637732380218,-0.00176503867629752,0.000906781686647751,-0.000328483324351614,0.00285352378839005,-0.000456440191161884,0.000404879449326809,-0.000363545662784189,3.50203970233061e-17,0.000677508036453666,-0.000275054135580566,0.000813721753155433,-0.00334489171533831,-2.38943017891606e-16,-7.10462864642802e-17,-0.000336915167173328,0.00547369105762386,-0.00166608477634073,0.196465707955861,-0.0465384475575063,0.00160811479511874,-0.00251187435153673,0.00159909658870786,0.00102243113233952,-0.00456351316241527,0.000984310771121955,0.00384833969291036,-0.00305908053463977,0.366251126988647,0.000329487586460677,-0.00121284404930447,0.00773985505199863,0.000336710981654065,0.00169337508775284,-6.40545872330631e-05,-0.000773751414295469,-0.000392410204994829,-1.50437157752168e-05,-2.61940559896953e-05,1.13910075137548e-15,-0.00140540833619015,-0.000230080821660092,-0.0419870478624567,0.000680759092214457,0.0015435163159809,0.00170820086662816,-0.580666629518059,-0.00461198660092086,0.00279108717753316,0.00685633542280788,0.00122586452766804,0.000298441496225967,0.000122605894069606,-0.513088585664157,0.00231059094207691,-2.68346414850788e-05,-1.31123341860443e-15,7.19290920911513e-18,-1.7144362558285e-16,5.46328886452618e-17,5.01024548395371e-16,-5.14879680284456e-16,-4.97740005717496e-16,-3.60859676798838e-16,-3.78606167885223e-17,2.37460026010163e-16,-2.01112831028432e-16,-3.38301874135841e-16,-1.52703064787828e-18,3.91000369758263e-17,-3.34227725490934e-16,-1.23681742077444e-18,9.02362325309157e-17,2.07390923543373e-16,-2.42844152702001e-16,-6.45134179904738e-16,-1.71623647445255e-15,-1.40129906623902e-16,-4.64424880125673e-16,8.54854188263258e-17,6.84507063785162e-16,-4.10089548653186e-16,-3.71176749042466e-16,-4.29065589423059e-16,-2.53031006952967e-16,-5.84608109311179e-17,2.9984014841033e-16,-1.13126753396447e-16,-1.72354737556947e-16,-5.08626651404888e-17,3.20982761258254e-16
"t118",-0.0349353621516166,0.057690844908696,-0.00279056219526335,0.00175046592373688,-0.28018530268027,0.0726926888593434,-0.0788373045064076,-0.038095744321198,0.0159571587027499,-0.000197570627681619,8.63984928545468e-05,-0.0557776838717225,3.96459068463159e-16,0.195883143226726,-0.0044267484805417,0.429046754714506,-0.00334662630729969,7.34140424377689e-05,0.000300727115718072,0.000362838935071705,-0.00486789540310567,-0.00336917010931164,-0.0035647079244176,0.00186390177147416,-0.000690498802439426,0.00626465028050936,-0.00118897669190514,0.00121883560740137,-0.00114876135831624,3.98136954673537e-18,0.00244972485450328,-0.00107999788096698,0.0037766774268645,-0.0179811666996589,7.23039404401009e-16,8.28016801457802e-17,0.00486048033468689,-0.0325986988091309,0.00275708182411611,-0.286518199173423,0.064107081932178,-0.00180803142145077,0.00245363906684352,-0.00148832181202581,-0.00094225313817234,0.00372939372649803,-0.000792798098180785,-0.0026771708965711,0.00201477441615541,-0.237041030856576,-0.000157593829389388,0.000556461699347548,-0.00329505619256867,-0.000117813658806378,-0.000576824454352677,2.1539926370071e-05,0.000258052404289156,0.000130841413605154,4.98944042043956e-06,8.59329150596529e-06,-7.10517537855678e-16,0.000431805577447611,7.01059666730578e-05,0.0103569611247331,-0.000160328054439189,-0.000353781286317602,-0.000389974694641092,0.124386711236101,0.000945280357812166,-0.000566533038987243,-0.0013862623771222,-0.000245335586915289,-5.96489862098199e-05,-2.449767798487e-05,0.0986429518992276,-0.0004111946228332,4.30713037746697e-06,0.0360697207759128,0.000294408748725589,0.0337316416787925,0.0326188920204927,-0.00429177879035834,-0.0267916012217735,0.000140935643266315,0.0271149830687547,0.048274365643398,0.00408377236203818,0.00449248162693004,0.0140722628103891,0.0301379892216922,-0.0397690546449842,-0.0387586404934623,0.0264109526267456,0.037656650041055,0.0184952529498979,0.0608768219098651,-0.0257474238987953,0.673543466416536,0.0694361437052149,0.0203441261703379,-0.0273473949544918,0.0392883848307275,-0.0457731505733457,-0.018933503908452,-0.0531541978485515,-0.0305029344789679,0.0300814144792965,0.0666561030571211,0.0181699069116328,-0.0771021745879008,0.0455483265905815,0.0233925660969731
"t119",-0.0349353621516167,0.0576908449086962,-0.00279056219526324,0.00175046592373695,-0.280185302680271,0.0726926888593436,-0.0788373045064076,-0.0380957443211981,0.0159571587027498,-0.000197570627681654,8.6398492854468e-05,-0.0557776838717229,4.22054607344116e-16,0.195883143226726,-0.00442674848054164,0.429046754714506,-0.00334662630729941,7.34140424377368e-05,0.000300727115718395,0.000362838935071763,-0.00486789540310574,-0.00336917010931139,-0.00356470792441788,0.00186390177147379,-0.000690498802439546,0.00626465028051002,-0.00118897669190527,0.00121883560740025,-0.00114876135831674,8.91593597199435e-17,0.00244972485450324,-0.00107999788096707,0.0037766774268645,-0.0179811666996597,7.5201582819971e-16,3.64951456480641e-16,0.00486048033468678,-0.0325986988091308,0.00275708182411469,-0.286518199173423,0.0641070819321781,-0.00180803142145047,0.00245363906684237,-0.00148832181202627,-0.000942253138172642,0.0037293937264978,-0.000792798098182877,-0.00267717089657063,0.00201477441615326,-0.237041030856573,-0.000157593829389118,0.00055646169934652,-0.00329505619256906,-0.000117813658806019,-0.000576824454354435,2.1539926370987e-05,0.000258052404291226,0.000130841413604754,4.98944042220184e-06,8.59329150664615e-06,-6.83427937481151e-17,0.000431805577449566,7.01059666723136e-05,0.0103569611247356,-0.000160328054438705,-0.000353781286318021,-0.000389974694639894,0.124386711236095,0.00094528035781127,-0.000566533038983355,-0.00138626237711889,-0.000245335586920463,-5.96489862071916e-05,-2.44976779847013e-05,0.0986429518992393,-0.000411194622838818,4.30713037795625e-06,-0.0360697207759129,-0.000294408748725412,-0.0337316416787924,-0.0326188920204925,0.00429177879035796,0.0267916012217737,-0.000140935643266365,-0.0271149830687544,-0.048274365643398,-0.00408377236203826,-0.00449248162693013,-0.0140722628103889,-0.0301379892216922,0.0397690546449844,0.0387586404934623,-0.0264109526267457,-0.037656650041055,-0.0184952529498979,-0.0608768219098651,0.0257474238987958,-0.673543466416536,-0.0694361437052153,-0.0203441261703374,0.0273473949544915,-0.0392883848307285,0.0457731505733461,0.0189335039084522,0.0531541978485518,0.0305029344789682,-0.0300814144792968,-0.0666561030571212,-0.0181699069116328,0.0771021745879007,-0.0455483265905816,-0.0233925660969733
"t23",-0.0337790919475027,0.0542545784556176,-0.00254374344461029,0.00156103674583502,-0.244571435621627,0.0626153810054166,-0.0637102214173073,-0.0303184879829781,0.0117277743433021,-0.000135196377851387,5.64900909143939e-05,-0.0308355318226816,-6.43411037034565e-16,0.0877120443813027,-0.00187171733284414,-0.170989909927987,-0.00114965253539295,1.55303773029626e-05,6.14921511056365e-05,5.71257673257589e-05,-0.000692776546040808,-0.000321863480504505,0.000480177008560857,-0.000283156183462511,0.000119640954569074,-0.00133448011544892,0.000416704238529686,-0.000544268903268748,0.000545917666252251,1.46192208104598e-16,-0.00133977531107995,0.000632391248918929,-0.00246843267819234,0.0126527174848352,-2.84680052926441e-15,-7.35908161296306e-16,-0.00535417606773894,0.0403496880073416,-0.00475280744688535,0.513858431838859,-0.117022492415303,0.00350505199574552,-0.00493570469060432,0.00302790856687858,0.00192118402942113,-0.00778256723268946,0.00165822110504997,0.00568375346227564,-0.00428105738174532,-0.503471162392083,0.000307388913401245,-0.00105399198299017,0.00581465142246649,0.000141720789010627,0.000631278885622433,-2.23802990828174e-05,-0.000258660783079704,-0.000131012417640414,-4.87577902661002e-06,-7.96203789056491e-06,-1.56435862987237e-16,-0.000252809375186439,-3.76759933992019e-05,0.0117700660660876,-0.000263797965531152,-0.000698056506279092,-0.000788928551296386,0.359958024337273,0.0033875925863755,-0.00212213480612701,-0.0052846594523426,-0.000978496771835259,-0.000239284246950821,-9.84022582507549e-05,-0.466132212298579,-0.00261477246251416,3.90346137003498e-05,-6.62488724061965e-16,-2.64205814939012e-16,1.46694501161846e-16,5.36506521820266e-16,2.98769114473368e-16,-4.79283373386182e-17,-4.18048811586906e-16,-2.98021319254706e-17,-2.82636379551948e-16,-1.42997742605913e-16,4.02963539005702e-16,3.02053195490718e-16,-3.66324965259596e-16,6.28325403770628e-16,8.06716690474346e-16,-6.42388075294046e-16,-1.5586904696371e-16,-2.10094832607267e-16,-6.07400328101975e-16,2.62360110591167e-16,-6.49841354389937e-15,-1.36945314411485e-15,-2.67887921513937e-16,1.8471066203171e-19,-1.05986335996712e-15,2.21839652260587e-16,8.18567968159481e-16,4.21707507012613e-16,5.41442374273389e-16,-1.68988878646477e-15,-6.26440706504748e-16,-3.72205281744333e-16,7.73980636123327e-16,-8.677595779763e-16,-3.9106550662115e-16
"t25",-0.0344716229158308,0.0563097255251924,-0.00269112605311017,0.00167402666339992,-0.265791874601168,0.0686160415787676,-0.0726906240552777,-0.0349323038676661,0.014227926559974,-0.000171956792006888,7.40840974012383e-05,-0.0454158380882752,-9.57158986960049e-16,0.15051299069041,-0.00335260852173017,-0.320312683546422,-0.00241608920437189,4.85805036696466e-05,0.000198017257762439,0.000230968209152511,-0.00306418079864837,-0.00204637732380155,-0.00176503867629632,0.00090678168664867,-0.000328483324352046,0.00285352378839002,-0.000456440191162566,0.000404879449326041,-0.000363545662783805,6.19140647777505e-17,0.000677508036454148,-0.000275054135581246,0.000813721753156454,-0.00334489171533849,-5.18961613111386e-16,-3.3435232465789e-16,-0.000336915167173128,0.00547369105762221,-0.00166608477634264,0.196465707955852,-0.0465384475575038,0.00160811479512099,-0.00251187435152977,0.0015990965887068,0.00102243113233936,-0.0045635131624341,0.000984310771118383,0.00384833969293634,-0.00305908053475847,-0.366251126988665,0.000329487586456847,-0.00121284404930409,0.00773985505200633,0.000336710981658396,0.00169337508776198,-6.40545872389839e-05,-0.000773751414279361,-0.000392410204988231,-1.50437157828106e-05,-2.6194055987682e-05,-7.66604570774232e-16,-0.00140540833619774,-0.000230080821659169,-0.0419870478624384,0.000680759092198556,0.00154351631595321,0.00170820086659455,-0.580666629518072,-0.00461198660093908,0.00279108717746457,0.00685633542295527,0.00122586452763573,0.000298441496335903,0.000122605894061702,0.513088585664132,0.00231059094207949,-2.68346414801607e-05,7.59433118563109e-15,-8.75828259675337e-18,-5.39027732441038e-16,8.59986084884653e-17,-5.63099583456663e-16,9.17733518895246e-16,6.7711534509324e-16,5.4722389226507e-17,5.44763260211808e-16,5.20447881923779e-16,-2.869549407984e-16,-5.0796297465868e-16,3.2385570501213e-16,-8.0136944779365e-16,-3.32154817692454e-16,2.9041732896984e-16,2.55089753486493e-16,5.70682458895962e-16,6.50916949603612e-16,-9.46197045527673e-17,4.71319300143148e-15,1.31586645172603e-15,-3.3908621827235e-16,-3.16519072718483e-16,8.69294766958402e-17,-2.71091518631099e-16,-5.85133781121402e-16,-4.0564720160718e-17,-2.81573440835731e-16,1.67364629503323e-15,8.04241985813824e-16,1.99128337510067e-16,-7.2483452082407e-16,1.98704230904582e-16,9.20774522255777e-16
"t79",-0.0349353621516165,0.057690844908696,-0.0027905621952633,0.00175046592373698,-0.28018530268027,0.0726926888593434,-0.0788373045064074,-0.0380957443211981,0.0159571587027509,-0.00019757062768198,8.63984928546232e-05,-0.0557776838717248,-1.12044276040437e-15,0.195883143226689,-0.00442674848053655,-0.429046754714524,-0.00334662630730786,7.34140424378879e-05,0.000300727115719763,0.000362838935073198,-0.00486789540310788,-0.00336917010931036,-0.00356470792441601,0.0018639017714747,-0.000690498802440155,0.00626465028051173,-0.00118897669190571,0.00121883560739861,-0.00114876135831624,-7.47083871576025e-17,0.00244972485450402,-0.00107999788096653,0.00377667742686385,-0.0179811666996589,1.31696010100533e-15,6.02829397845986e-16,0.00486048033468614,-0.0325986988091301,0.00275708182411739,-0.286518199173426,0.0641070819321783,-0.0018080314214507,0.00245363906683929,-0.00148832181202581,-0.0009422531381734,0.00372939372651248,-0.000792798098178204,-0.00267717089658639,0.0020147744162296,0.237041030856583,-0.000157593829387538,0.000556461699346847,-0.00329505619257069,-0.000117813658809796,-0.000576824454356508,2.153992637158e-05,0.000258052404283671,0.000130841413602688,4.98944042593428e-06,8.59329150500876e-06,4.94333458655016e-16,0.000431805577451263,7.01059666721534e-05,0.0103569611247284,-0.000160328054437034,-0.000353781286313797,-0.000389974694632119,0.124386711236096,0.000945280357814123,-0.000566533038973937,-0.00138626237714735,-0.000245335586913446,-5.96489862275729e-05,-2.44976779821691e-05,-0.098642951899235,-0.000411194622837759,4.30713037602148e-06,0.695877683928432,-0.0288299845600882,-0.0509295661012543,-0.0182058115879701,0.0118434709653328,0.0192317485697655,0.00673301729034037,-0.00920330266718727,0.0292331916658537,0.0296572433115128,0.0412182041433813,0.00413477667973735,-0.000550539987577285,-0.00518946789356633,-0.000524953581620427,-0.0089481720392158,-0.00287060087937901,-0.00577973546252205,-0.0141376122241071,0.00055128202534205,-0.0440668407138489,0.0293966565310581,-0.00476054539596112,-0.00409411838036215,0.0259672633727866,-0.0134438606614027,-0.0104926455990718,-0.00276323943214839,-0.00438126022966165,0.0254886619223812,-0.00692715533964618,0.00712023536977873,-0.0184865172907771,-0.00375885826712518,0.0511508046960073
"t80",-0.0349353621516166,0.057690844908696,-0.00279056219526341,0.00175046592373682,-0.280185302680269,0.0726926888593434,-0.078837304506407,-0.0380957443211978,0.015957158702751,-0.000197570627681991,8.63984928545148e-05,-0.0557776838717246,-1.23300075659536e-15,0.195883143226689,-0.00442674848053647,-0.429046754714522,-0.00334662630730825,7.34140424376332e-05,0.000300727115719383,0.00036283893507334,-0.00486789540310764,-0.00336917010931005,-0.00356470792441621,0.00186390177147518,-0.000690498802440239,0.00626465028051151,-0.00118897669190532,0.00121883560739887,-0.00114876135831581,1.25517022666154e-17,0.00244972485450442,-0.00107999788096634,0.00377667742686402,-0.0179811666996594,2.03838104798169e-15,6.32210062615672e-17,0.00486048033468607,-0.032598698809129,0.00275708182411729,-0.28651819917342,0.0641070819321768,-0.00180803142145086,0.00245363906683949,-0.00148832181202527,-0.000942253138173886,0.00372939372651265,-0.000792798098179185,-0.00267717089658666,0.0020147744162318,0.237041030856578,-0.000157593829385727,0.000556461699348043,-0.00329505619257308,-0.000117813658807067,-0.000576824454356774,2.15399263757428e-05,0.000258052404283681,0.000130841413602567,4.98944042463057e-06,8.59329150453588e-06,-3.1560138584634e-17,0.000431805577450162,7.01059666707203e-05,0.010356961124731,-0.000160328054436232,-0.000353781286310645,-0.000389974694633702,0.12438671123609,0.000945280357815575,-0.000566533038971237,-0.00138626237714906,-0.000245335586909396,-5.96489862321398e-05,-2.4497677983743e-05,-0.0986429518992261,-0.000411194622834998,4.30713037735032e-06,-0.695877683928439,0.0288299845600884,0.050929566101255,0.0182058115879698,-0.0118434709653325,-0.0192317485697664,-0.00673301729034105,0.00920330266718698,-0.0292331916658538,-0.0296572433115124,-0.0412182041433813,-0.00413477667973709,0.000550539987577061,0.00518946789356688,0.000524953581620295,0.0089481720392158,0.00287060087937879,0.00577973546252175,0.0141376122241068,-0.000551282025341908,0.0440668407138476,-0.029396656531059,0.00476054539596169,0.00409411838036213,-0.0259672633727869,0.013443860661403,0.010492645599072,0.00276323943214842,0.00438126022966164,-0.025488661922382,0.00692715533964599,-0.00712023536977908,0.0184865172907774,0.0037588582671252,-0.0511508046960082
"t42",-0.0323158134551006,0.0497111077463087,-0.00220090879225129,0.00128863181148642,-0.191590982360629,0.047304776250544,-0.0382692896088211,-0.0169142410214974,0.00343897511672209,2.25171666108593e-06,-1.46210840506341e-05,0.0485620855984087,9.08630452690676e-16,-0.429843369314292,0.0119541345448033,1.87905246917808e-14,0.0188681475949616,0.00618217859333688,0.0154207994443271,0.00548626796336025,-0.0609909499057908,-0.0283453486792966,-0.0133162884603447,0.00672487812935381,-0.0023914489116128,0.0202183283489834,-0.00312504225954925,0.0028367391439614,-0.00258384315459933,-3.64455863142193e-16,0.00507368933391127,-0.00214224450118298,0.00695173840166557,-0.0313447002896092,0.487596468401501,0.110678290564964,0.00535246721057486,-0.0296718387932248,0.0006755088332294,-0.0410932212118088,0.00610659517285377,0.000158078254195563,-0.000547332926395388,0.000403467886608464,0.000264748224411823,-0.00150220102216642,0.000331120563558006,0.00151938064237482,-0.00125471880651459,4.85722573273506e-17,0.000143129159239376,-0.00052108878844991,0.00322437579749069,0.000119480665643545,0.000581266748477799,-2.16131669884007e-05,-0.000258107575646109,-0.000130856938274794,-4.97886515940562e-06,-8.5316586701592e-06,-2.14025526386941e-16,-0.000409585814772845,-6.59754717287917e-05,-0.00591814609539836,6.93187478400659e-05,0.000119781587938282,0.000126368285015113,-0.00758157895896266,0.000149484722977298,-0.000119416972756585,-0.000322225895616913,-7.12195511158359e-05,-1.77708150079004e-05,-7.34093891523359e-06,-1.38777878078145e-15,-0.000454497296336241,9.02353397118573e-06,-0.0631524027822341,-0.0906431182743508,-0.0145881342941959,-0.285162150211052,-0.0833602096177225,0.322994151288666,0.0903982209430642,-0.130108116122702,0.0624544985003448,0.359807741781807,0.0896028414248057,-0.0336321632108955,0.049458701641894,-0.0561552330295774,0.118219663969774,0.0565087308825848,0.0531509191312254,0.0145203222808309,-0.0641875462605983,-0.0614920085864155,-0.013666006483339,0.125239081617339,0.0292207569347297,0.0154897422479553,0.0836571014433124,0.0137384248444759,-0.00344946648675662,-0.00731357075842097,-0.020978664674366,0.222408942920768,0.0353361666242292,0.0374232777161998,0.00533688564159552,0.129210603497142,0.0129045594156083
"t43",-0.0323158134551006,0.0497111077463087,-0.00220090879225131,0.00128863181148653,-0.191590982360629,0.0473047762505443,-0.0382692896088211,-0.0169142410214974,0.0034389751167222,2.25171666103866e-06,-1.46210840504823e-05,0.0485620855984086,8.8643159674697e-16,-0.429843369314292,0.0119541345448033,1.85407245112401e-14,0.0188681475949617,0.00618217859333683,0.0154207994443271,0.00548626796336035,-0.0609909499057912,-0.0283453486792965,-0.0133162884603448,0.00672487812935348,-0.00239144891161282,0.0202183283489833,-0.00312504225954918,0.00283673914396165,-0.00258384315459924,-2.32027319479454e-16,0.00507368933391193,-0.00214224450118327,0.00695173840166572,-0.0313447002896088,0.487596468401505,0.110678290564964,0.00535246721057461,-0.0296718387932251,0.000675508833230754,-0.0410932212118096,0.00610659517285382,0.000158078254195451,-0.000547332926394486,0.000403467886609796,0.000264748224411982,-0.001502201022167,0.000331120563558413,0.00151938064237596,-0.00125471880651159,4.37150315946155e-16,0.000143129159242227,-0.000521088788449414,0.00322437579749089,0.000119480665643273,0.000581266748478319,-2.16131669891293e-05,-0.000258107575646241,-0.000130856938273481,-4.97886515940314e-06,-8.53165867037141e-06,2.00774156375058e-16,-0.000409585814772804,-6.59754717287582e-05,-0.00591814609539745,6.93187478391191e-05,0.000119781587942341,0.000126368285021926,-0.00758157895896427,0.000149484722977618,-0.000119416972757514,-0.000322225895613009,-7.12195511108853e-05,-1.77708150058959e-05,-7.34093891606394e-06,-2.22044604925031e-16,-0.000454497296336289,9.02353397175046e-06,0.0631524027822329,0.0906431182743502,0.0145881342941959,0.285162150211051,0.0833602096177224,-0.322994151288664,-0.0903982209430643,0.130108116122701,-0.0624544985003435,-0.359807741781805,-0.0896028414248057,0.0336321632108955,-0.0494587016418939,0.0561552330295772,-0.118219663969774,-0.0565087308825845,-0.0531509191312248,-0.014520322280831,0.0641875462605981,0.0614920085864149,0.0136660064833396,-0.125239081617339,-0.0292207569347292,-0.0154897422479555,-0.0836571014433142,-0.0137384248444757,0.00344946648675684,0.00731357075842149,0.0209786646743661,-0.222408942920769,-0.0353361666242289,-0.0374232777161995,-0.00533688564159593,-0.129210603497142,-0.0129045594156087
