,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
t1,11.067302,-0.06347398,4.834117,5.572606,6.7952466,6.8638062,7.1847277,4.3792953,5.6044765,6.939762,4.8814874,4.2229853,5.346081,4.505731,7.0344715,4.668248,5.5044436,5.5894995,5.7968163,6.283626,5.813397,5.079989,4.265677,3.3317795,3.0708685,6.0445085
t3,11.146093,-0.26986006,4.971328,5.6557136,6.9092956,6.702321,7.10903,4.3809295,5.693217,6.886565,4.8448763,4.3473153,5.3600287,4.534306,7.0069227,4.6533337,5.4901094,5.586348,5.885937,6.230642,5.7482586,4.9922395,4.2908077,3.3918412,2.93103,6.063565
t11,11.1696615,-0.31415614,4.982541,5.7460012,6.902635,6.6818805,7.079555,4.3960824,5.710664,6.8613687,4.7731347,4.4266663,5.401484,4.523181,6.9250526,4.6372957,5.513178,5.599476,5.9234967,6.2107444,5.747938,4.95541,4.2754927,3.3946095,2.897148,6.0654726
t12,11.138349,-0.21154551,4.938651,5.698512,6.86342,6.7327085,7.1434145,4.439562,5.661468,6.8817945,4.794692,4.367167,5.3747826,4.5196476,6.957132,4.6531014,5.531456,5.572181,5.8656125,6.22771,5.781537,5.0184765,4.2941732,3.3914165,2.9361866,6.0690007
t5,11.194962,-0.3077452,5.007006,5.710859,6.894886,6.6540117,7.0507655,4.403053,5.7363405,6.844031,4.8285747,4.4320602,5.3867693,4.5626163,6.975942,4.651883,5.4865165,5.5452223,5.95359,6.1930165,5.7766094,4.926539,4.3117194,3.4585285,2.850238,6.055675
t4,11.117216,-0.15523297,4.9495926,5.5792847,6.895871,6.7268534,7.170573,4.395008,5.6720862,6.9024825,4.8899026,4.2538815,5.369341,4.556172,7.0488486,4.657636,5.523151,5.590859,5.8173203,6.284555,5.7685447,5.067892,4.2516985,3.3437471,2.9853022,6.026898
t2,11.113024,-0.12958385,4.927437,5.577249,6.8831806,6.752014,7.197546,4.4217772,5.6638227,6.9064136,4.8735266,4.238573,5.3776355,4.5549116,7.034511,4.6514783,5.5531554,5.5998116,5.778381,6.30543,5.7649455,5.1052704,4.2263513,3.3048096,3.028023,6.0215516
t6,11.127025,-0.08275761,4.845453,5.6035137,6.817778,6.841857,7.2111764,4.4601774,5.641965,6.9278235,4.8032346,4.2390566,5.3286166,4.520288,6.991856,4.649653,5.548827,5.585518,5.7513328,6.2739587,5.738453,5.1330533,4.257846,3.295925,3.080079,6.081391
t8,11.093793,0.003329599,4.8083744,5.5499735,6.781924,6.901825,7.2151413,4.4178863,5.614402,6.947247,4.86482,4.185805,5.3164043,4.51217,7.038791,4.662687,5.519228,5.5784655,5.747647,6.29673,5.7758946,5.129299,4.2557635,3.2959049,3.129287,6.058457
t15,11.131136,-0.044522226,4.8957806,5.5310116,6.8642464,6.800128,7.231589,4.455149,5.6705365,6.9209166,4.8780913,4.175805,5.3556566,4.570122,7.060749,4.648049,5.568365,5.5895042,5.7268915,6.3340592,5.741909,5.1563663,4.2028656,3.2630236,3.0974596,6.0148344
t16,11.115079,-0.10347486,4.9196043,5.5643845,6.877277,6.769016,7.2041817,4.421835,5.661376,6.9118395,4.8833537,4.2243576,5.3723893,4.553885,7.0495224,4.653263,5.5531163,5.5929394,5.7767835,6.307738,5.766219,5.1065426,4.2294707,3.307861,3.0342085,6.0209217
t10,11.043702,-0.09702871,4.833461,5.5878305,6.7747087,6.8272557,7.2237816,4.388382,5.582717,6.939153,4.9047394,4.2334356,5.4094515,4.4929314,7.0296235,4.6629496,5.572237,5.6212573,5.7936673,6.3273535,5.8347406,5.0851974,4.214013,3.302546,3.056658,5.9950185
t7,10.417897,1.8674533,3.360708,5.837097,5.6188173,7.8914275,6.9021935,4.825437,5.016431,6.5093527,4.541056,4.439483,4.7459216,4.36652,6.762955,5.1038027,5.2335434,5.5789866,6.0085344,5.9425898,6.0980396,4.972676,4.2871823,3.236735,4.3940053,6.160044
t9,11.024051,0.19712436,4.6226435,5.5636454,6.581386,7.1152124,7.2460403,4.3891163,5.495617,6.9916472,4.8629265,4.1820264,5.261785,4.3903937,7.0131497,4.6867766,5.486018,5.5546675,5.738564,6.288289,5.8441043,5.1176214,4.307959,3.309727,3.2562292,6.0979033
t13,10.376216,1.8991323,3.3074408,5.877365,5.5942335,7.862772,6.8823805,4.8638606,5.0308833,6.477073,4.513909,4.4352107,4.7390523,4.3752646,6.7670364,5.146001,5.2071786,5.5806518,6.014096,5.928127,6.1221867,4.978539,4.266139,3.2161686,4.411909,6.175995
t14,10.378105,1.9587656,3.3349996,5.853013,5.623436,7.859802,6.8726172,4.850231,5.024274,6.477344,4.5428357,4.4649386,4.7444735,4.394085,6.7650113,5.120398,5.2369747,5.575543,6.035636,5.913574,6.1123524,4.9478226,4.295611,3.245486,4.4265423,6.1397552
t23,10.900898,0.9948705,3.4230118,5.669064,5.3123,8.574735,7.1371045,4.6340327,4.7531447,6.749276,4.4576335,4.2477674,4.568107,3.999495,6.612215,4.9391117,5.1719046,5.6614046,5.741644,6.220582,5.9102373,5.248321,4.1507063,3.130574,4.288605,6.2904086
t32,11.050874,0.7321718,3.272427,5.6236334,5.070417,8.908076,7.182181,4.586521,4.5493283,6.744889,4.3877935,4.251668,4.46432,3.882968,6.488113,4.93267,5.107498,5.7182093,5.720716,6.3331294,5.8374505,5.337925,4.07156,3.0566738,4.3317227,6.3387103
t109,11.24937,-2.4886878,5.1000533,5.6481805,8.008098,6.581397,6.146766,3.5468903,6.680768,7.3174133,4.8126636,4.7391505,5.4015207,4.514429,6.990151,4.3296266,4.645507,6.952585,6.075167,6.4888735,4.089147,4.6347427,3.8645627,2.6044536,4.263108,5.7429204
t110,11.304621,-0.41787562,3.0477953,5.374481,4.6038094,9.786534,7.293032,4.2886963,4.0072365,6.76808,4.068965,4.3823066,3.955797,3.7551641,6.0069904,4.8386445,4.891106,6.1680994,5.649449,6.3472733,5.2304063,5.6595926,3.7108502,2.641696,4.442312,6.428583
t31,10.954736,0.8977569,3.3397794,5.660296,5.1763096,8.730541,7.1655235,4.6199327,4.645605,6.751232,4.437049,4.229703,4.5441337,3.9503324,6.567883,4.9257407,5.1442995,5.665668,5.738453,6.275046,5.906371,5.2719393,4.143262,3.1207664,4.3157897,6.3252
t29,10.994477,0.8524829,3.3092225,5.6670036,5.139071,8.783772,7.1649785,4.624152,4.608628,6.738161,4.4236445,4.2489104,4.5249023,3.9201562,6.553692,4.9461894,5.1461034,5.6617446,5.753982,6.3099074,5.910373,5.2849975,4.1476684,3.0991495,4.312471,6.356893
