,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
t1,0.028273508,-0.010473537,-0.30181012,2.327722,-0.09802656,-0.020359466,-0.015400746,-0.01946757,0.22941373,0.012849541,0.7538666,-0.023679638,4.4199123,-0.24472882,1.5221161,0.2568177,-0.24138176,0.026886372,3.151363,-0.5113689,5.573694,5.7098436,2.6328452,1.645976,1.2757465,7.70818
t3,0.39604974,-0.06630119,-0.7583395,13.584922,-0.20431991,8.315292,-0.051199365,-0.19804715,9.367001,0.029868294,-0.1461452,-0.02998313,2.6118817,-0.12604557,13.601505,0.79344416,-0.011433017,0.096332654,2.4664068,2.695679,13.896021,16.499277,1.3482045,1.435853,12.8945875,18.112825
t11,0.56419474,-0.0838901,-1.0659064,21.137962,-0.2957042,12.992392,-0.08101732,-0.30088294,15.246088,0.041340575,-0.20450233,-0.02833457,1.4756677,-0.037960432,20.968016,1.1510414,1.4445751,0.13927141,2.2167318,5.0205703,19.39715,22.905708,-0.05033432,1.1744418,20.354525,24.107363
t12,0.30409652,-0.05813189,-0.6938766,12.052504,-0.18929525,6.4035335,-0.04365419,-0.15907267,7.0625157,0.013025237,-0.1326792,-0.03328863,3.0816877,-0.14201799,11.589572,0.67057246,-0.07227406,0.09403177,3.0747108,1.2593277,12.37614,14.288438,1.5909336,1.4944335,10.178103,16.861124
t5,0.47721305,-0.07214384,-0.9207889,18.127342,-0.24130327,11.042828,-0.0711124,-0.24994291,12.861033,0.034241322,-0.17651019,-0.029115368,1.6488698,-0.116269514,17.66572,0.9743454,1.1141675,0.11812399,2.3033516,4.1008606,16.619877,20.056267,0.008593097,0.99168754,17.220682,21.233833
t4,0.22228268,-0.046315122,-0.53164786,8.669481,-0.14781228,3.8982503,-0.0319293,-0.10920539,4.463067,0.01083013,-0.08829946,-0.033644907,3.357717,-0.19868448,7.8861656,0.4605381,-0.15624449,0.07260154,3.1531332,0.09373294,9.677336,11.199028,2.3923793,1.5394857,6.5800834,13.931799
t2,0.1990827,-0.04185927,-0.4753079,7.653479,-0.13911088,3.5800104,-0.01957651,-0.10517841,3.6208487,0.017239114,-0.08791936,-0.029733447,3.5133412,-0.18015973,6.773847,0.3987982,-0.15994513,0.061838176,3.048178,-0.015268219,8.679523,10.133634,2.3583848,1.5006709,5.5262413,12.615551
t6,0.15207323,-0.035956178,-0.3750174,5.7424726,-0.111467436,2.672467,-0.019214671,-0.07209786,2.5386596,0.01949206,-0.06824441,-0.026029622,2.925236,-0.21674404,4.8178673,0.29146686,-0.17442593,0.044102266,2.4890523,-0.1469168,6.844509,7.923525,2.038316,1.3571389,3.8123326,9.874196
t8,0.35787523,-0.0049684574,-0.21376626,0.26379597,-0.06186882,-0.23193905,-0.014172343,-0.01267074,-0.023618978,0.00832896,3.4705865,-0.014880888,5.10238,-0.25230807,-0.18792567,0.2869488,-0.3010886,0.0037273085,3.2522862,-0.6480058,4.874081,4.319303,3.167393,1.6154153,0.8885964,5.1186843
t15,0.113010794,-0.033926073,-0.3709978,4.736151,-0.107218616,2.057253,-0.021399904,-0.05504832,1.5621502,0.016300078,-0.043864954,-0.027995594,3.3152363,-0.26493523,3.644521,0.24731536,-0.1871124,0.042475894,2.7290158,-0.27468833,6.3330536,7.150431,2.330371,1.3145361,2.7464044,9.140787
t16,0.084089436,-0.028118128,-0.33665943,3.8257842,-0.10451283,1.2952088,-0.019803656,-0.043612164,0.98530155,0.016642878,-0.026025232,-0.027700441,3.5779126,-0.26935127,2.7369072,0.22748858,-0.20486479,0.036471102,2.871112,-0.3615158,5.862274,6.448439,2.334994,1.3248326,1.9873738,8.485753
t10,0.07011891,-0.024862051,-0.31834248,3.4822824,-0.10072,0.85243726,-0.01891632,-0.03631631,0.69435763,0.01551251,-0.018417744,-0.026837172,3.5662687,-0.2511362,2.2947078,0.23501547,-0.20632221,0.03383461,2.8727746,-0.4107357,5.693178,6.1768436,2.240914,1.2678018,1.8364083,8.119521
t7,0.39616132,3.1178322,-0.08558217,-0.09812105,0.43351793,-0.59015477,-0.025839118,0.55565494,1.0986867,2.6737096,13.526506,2.7984903,8.410605,-0.02968075,-0.8030385,1.0761614,-0.5514381,5.262729,3.5599573,-0.56332755,4.2959986,2.0828981,6.0807285,0.5996369,4.7483087,0.60918796
t9,1.0605425,0.60211307,-0.048342284,-0.17482038,-0.01234905,-0.3053002,-0.016050927,-0.007807266,-0.0056578745,0.0007421177,5.8473825,-0.0003127372,4.456409,-0.17835696,-0.5052199,0.3743432,-0.2298564,2.133439,2.8063886,-0.31612223,3.0600781,2.8957386,3.0664418,1.2715183,0.83078337,2.6248007
t13,0.013008289,4.0494227,-0.095538855,-0.053436656,1.0391219,-0.626159,-0.02957082,0.82738006,1.8771684,3.768036,16.644836,4.03145,9.64519,0.5983379,-0.91145015,1.3861877,-0.6454091,6.412138,3.712896,-0.507666,4.356734,1.7325613,7.1449175,0.7365538,6.117445,-0.023094736
t14,0.024621852,4.7412767,-0.11834301,-0.030709302,1.3318694,-0.67813206,-0.031896938,0.8705887,2.2394307,4.605175,18.623392,4.7360287,10.711527,0.83331877,-1.0096256,1.558202,-0.7116449,7.0901585,3.9889054,-0.521427,4.700145,1.689454,7.928146,0.65511906,6.945497,-0.11092923
t23,0.108633205,2.206292,6.1158423,6.5063663,1.4701047,-0.8099728,-0.022476772,-0.073057614,10.26839,1.9372238,15.142369,2.6889863,13.625479,-0.17969352,-1.1035349,1.8405379,-0.9133104,9.803444,3.775302,1.5615749,1.0622262,0.58418775,10.548151,-0.250946,3.444902,-0.27479514
t32,0.12646264,-0.0037593124,7.876915,9.222919,0.9893493,-0.5567127,-0.027192386,-0.12967852,13.144021,0.014672078,9.27622,0.81965035,12.859369,-0.3238864,-0.60387117,1.4646734,-0.6468382,8.553562,3.2195592,3.4785066,-0.023953278,1.0416242,8.523238,-0.13081563,0.63974553,0.66391844
t109,0.36281976,-0.045584466,2.9875379,19.698534,-0.11276011,8.423635,-0.07858892,-0.26755655,25.613922,0.1371266,5.0405436,-0.050414722,9.847871,-1.1050584,3.9230735,0.607002,-0.3042413,2.5587025,2.471171,11.885287,6.035628,9.902852,8.054001,-0.4706539,3.5592296,9.863357
t110,0.21876226,-0.023948126,5.974506,13.502829,-0.027928676,2.266379,-0.060108393,-0.18545796,18.648754,0.08066447,6.2921295,-0.020101791,11.371704,-0.723898,0.563206,0.862667,-0.45573896,5.0749745,2.8524895,7.183908,1.9270096,4.6661716,7.899766,-0.23111908,1.6052792,5.3928494
t31,0.12674457,0.6706334,7.7395372,8.888783,1.5780724,-0.7637778,-0.022861775,-0.10419424,12.191107,1.1339777,12.312346,1.7346094,13.773165,-0.24307041,-0.9053209,1.7433412,-0.7951525,9.362821,3.7993596,2.7368557,-0.010453904,0.44729578,9.966427,-0.26642323,1.897373,-0.1674872
t29,0.13500895,0.35806465,8.24393,9.248845,1.3544337,-0.7195113,-0.026153337,-0.11005895,12.832824,0.68707013,11.244833,1.3170063,13.3724575,-0.23733707,-0.824527,1.660625,-0.7730228,8.950912,3.421918,2.6586802,-0.01304533,0.46423715,9.740024,-0.19753045,1.6504823,-0.07733415
t30,0.13571264,0.8183201,7.9811487,9.139838,1.427393,-0.76722914,-0.024402695,-0.10387491,12.520876,1.0857004,12.525676,1.7997236,13.882058,-0.22358714,-0.9160197,1.7758698,-0.8305995,9.457312,3.6239572,2.5210435,0.003933713,0.3554564,10.280637,-0.24654284,2.188678,-0.17690551
t238,0.39468879,-0.051586136,7.9787874,24.741869,-0.1131558,8.411922,-0.119586885,-0.24658199,29.981894,0.15771408,4.314353,-0.06312303,7.0543113,-0.95043594,3.9638367,0.4534754,-0.70208645,0.12977363,-0.043909192,10.246536,6.791611,5.8182077,12.018667,-0.18825427,5.7777686,12.354096
t239,0.39483067,-0.051466275,7.970778,24.75487,-0.11306044,8.423128,-0.119593546,-0.24654804,29.987467,0.15741044,4.3228803,-0.063161485,7.042555,-0.9524768,3.9676807,0.45261866,-0.7032761,0.13530394,-0.043202255,10.259119,6.797571,5.8159013,12.033721,-0.18895765,5.773597,12.344239
t114,0.27640563,-0.032658257,9.862563,19.460716,-0.04286182,3.6161623,-0.09970987,-0.17685269,24.114765,0.10298488,5.349505,-0.03697549,8.340818,-0.6691505,1.2982523,0.6786162,-0.76861316,2.2604637,0.21746029,6.7555795,3.4328346,1.9439104,11.520979,-0.04908388,3.9186811,8.455448
t106,0.25538605,-0.029720433,10.16079,18.269012,-0.02831373,2.4974947,-0.095000416,-0.16725661,22.662445,0.09207483,5.7815313,-0.030438812,8.5698,-0.59676147,0.6396193,0.7766318,-0.78777516,3.0390828,0.3767601,5.9522996,2.677112,1.0672975,11.413864,-0.021503134,3.7000382,7.4683967
t107,0.3517361,-0.045145333,8.126055,22.942526,-0.08636463,7.1215553,-0.113639526,-0.22307569,27.911144,0.13350709,4.7969522,-0.055428844,7.514277,-0.9005142,3.129588,0.50431275,-0.7001796,0.8380381,0.022414101,9.205576,5.809793,4.84008,11.812155,-0.17368978,4.8835897,10.8401
t85,0.20090464,-0.019502146,10.855302,15.419649,-0.0019895413,-0.037029725,-0.07932311,-0.14054443,19.462013,0.06978235,7.0226126,-0.016690407,9.74735,-0.37668246,-0.21874525,1.0811894,-0.85931355,5.051535,0.69632775,3.812733,1.2915229,-0.12826534,11.172011,0.18121547,3.1527212,4.8945904
