,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
t1,8.64723,3.9267251,8.895914,4.3658,3.5105581,4.217112,3.3749902,6.376966,5.622234,6.4309874,7.9553003,5.9930124,4.220982,3.3219347,4.1594124,3.5659754,5.529098,3.7021127,4.660203,5.3947134,6.1099343,4.630518,5.207025,5.634292
t2,8.593845,3.9154007,8.880745,4.367777,3.5325143,4.2531857,3.3681376,6.289026,5.576113,6.483981,7.97482,5.9376583,4.260585,3.3280463,4.1334834,3.5122952,5.4992967,3.7154932,4.620868,5.361763,6.1030684,4.7150946,5.161108,5.6691785
t3,8.604334,3.9807906,8.900853,4.3545036,3.5889018,4.2192426,3.3452096,6.3049173,5.6445994,6.4462256,8.003381,5.916615,4.2717776,3.3136513,4.0702515,3.5268996,5.5194325,3.7015605,4.5612597,5.359295,6.1436224,4.6840744,5.160051,5.711901
t4,8.612348,3.9757302,8.907374,4.3285365,3.6250439,4.211734,3.287659,6.2509937,5.604837,6.46346,8.078906,5.8643703,4.251397,3.3349202,4.0475307,3.5382197,5.4740295,3.6562424,4.5136228,5.3929505,6.181693,4.7278028,5.178268,5.783092
t5,8.722954,3.841688,8.986485,4.3911924,3.374339,4.2006965,3.5171714,6.5477314,5.651137,6.2653,7.800358,6.133423,4.147218,3.370829,4.2805753,3.667102,5.543441,3.703836,4.8068233,5.464936,6.068769,4.485542,5.286779,5.4644256
t6,8.611219,3.9469788,8.910499,4.338196,3.5981274,4.231444,3.3187263,6.2447124,5.581872,6.4602976,8.055827,5.8757305,4.246967,3.3456063,4.0742245,3.5386884,5.466856,3.6641064,4.538275,5.3968825,6.1737127,4.7416344,5.1808496,5.768703
t7,8.647379,4.037193,8.862077,4.29277,3.6624281,4.1557894,3.206001,6.258821,5.596322,6.5290804,8.149432,5.863599,4.2257476,3.3056064,4.0204716,3.5496743,5.497701,3.6368923,4.5118165,5.392074,6.176574,4.7230873,5.202675,5.821076
t8,8.656864,4.0563087,8.883607,4.2644367,3.6412477,4.0910583,3.216194,6.3445325,5.665639,6.443907,8.136152,5.9251423,4.2314386,3.2814343,4.0413685,3.5336452,5.549369,3.627941,4.5707655,5.3694396,6.087136,4.6631107,5.2062826,5.768109
t9,8.744391,3.7659473,9.06365,4.3905497,3.3023636,4.1818075,3.6093602,6.6428647,5.646486,6.137587,7.7122846,6.199442,4.1273475,3.394888,4.3202696,3.714661,5.547301,3.6970558,4.879,5.4910994,6.05292,4.412918,5.3108535,5.3683167
t10,8.652834,3.8904116,8.837885,4.3269043,3.5183518,4.217673,3.2790596,6.2281446,5.4827156,6.5589585,8.049823,5.9167595,4.200471,3.310215,4.176948,3.5317426,5.482995,3.6671648,4.630559,5.394434,6.1292906,4.7519946,5.214315,5.7078586
t11,8.546061,3.2901092,9.419471,4.058508,3.0747929,3.986444,4.079457,6.832767,5.2835307,5.481785,7.3806705,6.2181168,4.3724957,3.3600028,4.204024,3.632868,5.523244,3.6470032,5.0350995,5.35172,5.9572864,4.403888,5.0903,4.990616
t12,8.645124,3.9565713,8.796558,4.3031635,3.6397457,4.1948547,3.1413028,6.1564727,5.4798,6.6438193,8.198342,5.819377,4.209125,3.288424,4.0657306,3.5214694,5.464353,3.6290293,4.5059247,5.3909583,6.2287884,4.8167534,5.2033324,5.8627377
t13,8.641261,3.9416275,8.834625,4.329217,3.6297867,4.221318,3.1738482,6.188246,5.5141325,6.596708,8.173362,5.800604,4.2151513,3.3045683,4.0793824,3.5258374,5.434819,3.6235387,4.4710526,5.403851,6.2408137,4.7817736,5.2042093,5.8555446
t14,8.489325,3.1154442,9.5433855,3.86087,2.9616282,3.8577464,4.273794,6.9387984,5.098861,5.2114487,7.2325835,6.2510443,4.4893656,3.3387554,4.1775813,3.606573,5.5140524,3.61074,5.1293344,5.288828,5.898762,4.3706145,4.9953465,4.8151674
t15,8.845728,3.8525586,9.014499,4.391514,3.244542,4.16113,3.58259,6.739499,5.7015176,6.2142506,7.6981463,6.294479,4.055783,3.4019036,4.433308,3.7851715,5.564559,3.7028,4.9595246,5.5408325,6.040802,4.3056936,5.3871775,5.3401456
t16,8.6123085,4.018465,8.868692,4.323031,3.653527,4.2005835,3.2122982,6.240052,5.586603,6.542883,8.130999,5.827197,4.2527275,3.3287752,4.001723,3.5436497,5.4712505,3.6715362,4.4749436,5.3846235,6.2189393,4.7156353,5.1695433,5.8034554
t17,8.654992,4.008636,8.843834,4.333702,3.6862218,4.2151723,3.1466498,6.2138834,5.5324683,6.6051807,8.197555,5.7807703,4.194342,3.3501978,3.9984677,3.603652,5.414972,3.6292613,4.450346,5.454907,6.274927,4.7471056,5.2297473,5.873189
t18,8.609258,3.976434,8.8651705,4.3536897,3.643577,4.2285357,3.1917422,6.1979246,5.546109,6.578252,8.149304,5.800721,4.2423143,3.3445537,4.0217433,3.556521,5.43078,3.670813,4.454456,5.4119334,6.2508554,4.748605,5.1755834,5.8272986
t19,8.820863,3.892037,8.972875,4.4543304,3.3394067,4.233559,3.5034492,6.6340575,5.720229,6.2772937,7.789145,6.2113166,4.0489316,3.39573,4.363209,3.733642,5.5481863,3.7076292,4.862278,5.5294323,6.0821614,4.393274,5.3781605,5.439378
t20,8.789675,3.8296475,9.009233,4.4024053,3.3014495,4.183056,3.572427,6.657288,5.687594,6.1984115,7.7290516,6.2220078,4.0873065,3.391995,4.359135,3.7379181,5.560794,3.705141,4.8913317,5.517228,6.057703,4.3854265,5.350236,5.3815727
t21,8.850749,3.8870637,8.994815,4.434213,3.301223,4.204596,3.5427253,6.673544,5.730277,6.244289,7.743404,6.2386336,4.032207,3.4000902,4.397413,3.7527404,5.55939,3.7094798,4.899657,5.5329027,6.074489,4.3672495,5.3995137,5.3901286
t22,8.855191,3.8768427,8.952776,4.4057894,3.2694354,4.1715326,3.5861695,6.720044,5.7657137,6.20394,7.7013173,6.2741423,4.0212636,3.385339,4.413935,3.7786381,5.596029,3.7213767,4.9359727,5.5644507,6.0664706,4.320207,5.414769,5.3460336
t23,8.659176,3.5779366,9.200365,4.3983464,3.2501204,4.179248,3.7541773,6.6554036,5.5862656,5.9525266,7.606258,6.1986628,4.1884995,3.420976,4.276,3.7090824,5.534766,3.6865516,4.902563,5.466488,6.0254884,4.431697,5.2533207,5.277309
t24,8.67977,3.5347185,9.246601,4.389292,3.2003477,4.164233,3.802599,6.7057805,5.547927,5.905972,7.5587068,6.2439,4.183302,3.449959,4.3085666,3.744359,5.528946,3.677965,4.950914,5.485365,6.006338,4.386707,5.263503,5.229438
t25,8.327175,2.938931,9.644573,4.0542026,2.9935837,4.0780745,4.3344383,6.824105,5.1641746,5.147531,7.265818,6.11701,4.4921665,3.3435473,4.020195,3.5307603,5.477475,3.6499546,4.992172,5.248184,5.934667,4.563864,4.926352,4.881357
t26,8.41412,2.958209,9.669735,3.8476198,2.8916044,3.8798761,4.418374,6.958209,5.024174,5.0449743,7.1740646,6.2247615,4.5609183,3.3167741,4.1091437,3.540858,5.484567,3.5860987,5.147718,5.23291,5.8531585,4.399565,4.8957157,4.745391
t27,8.412983,3.012433,9.611193,3.909063,2.951778,3.933177,4.3432207,6.907954,5.0958643,5.1285644,7.2276335,6.194516,4.5045347,3.3299441,4.099036,3.5635557,5.4983315,3.6252358,5.0894585,5.2686253,5.9053464,4.4419184,4.947363,4.81513
t28,8.416575,2.9929779,9.629501,3.8696587,2.9285266,3.9072301,4.3783364,6.9297214,5.0657754,5.0869317,7.2032323,6.2062798,4.5200405,3.3233075,4.101315,3.558863,5.4961586,3.6147914,5.114847,5.2627244,5.88619,4.420279,4.931995,4.786404
t29,8.435299,3.0656726,9.57638,3.8974025,2.9685128,3.9178412,4.308307,6.9418035,5.1072164,5.1634483,7.2537074,6.1891713,4.4819837,3.303328,4.1218934,3.5545073,5.50555,3.640175,5.079731,5.2591033,5.931177,4.4371443,4.9810624,4.8281956
t30,8.9269495,3.9502287,8.934763,4.4554334,3.2626388,4.2076144,3.525135,6.740892,5.7900405,6.2968907,7.7336526,6.3176613,3.9577506,3.4049761,4.47231,3.8195841,5.5829597,3.7215548,4.9525647,5.603123,6.0768795,4.2760653,5.472667,5.371341
t31,8.360086,2.9849572,9.620057,4.0133967,2.9873397,4.0066085,4.312916,6.863074,5.131103,5.163989,7.2490005,6.151373,4.5056553,3.3423886,4.069439,3.5518136,5.4815307,3.635229,5.027235,5.24786,5.931417,4.521483,4.9452515,4.8478494
t32,8.905275,3.9517016,8.962188,4.474127,3.3073676,4.232071,3.5002787,6.6913567,5.7719765,6.320297,7.771162,6.277371,3.9797359,3.402048,4.4376416,3.7801816,5.5684047,3.715922,4.9050345,5.5683665,6.0846767,4.3144565,5.447142,5.4172573
t33,8.389401,2.9645755,9.619593,3.9467037,2.9536128,4.0313644,4.3732333,6.914824,5.144344,5.089736,7.308901,6.121812,4.4431076,3.2624934,4.0102577,3.493354,5.509026,3.6797957,5.0436,5.2802086,5.948704,4.4874964,4.94952,4.874526
t34,8.242596,2.762309,9.729962,4.244937,2.9988513,4.2085032,4.4221077,6.678741,5.223154,5.101012,7.216538,6.086188,4.5398045,3.4384806,3.9518573,3.5494401,5.4523587,3.638238,4.9178195,5.237739,5.8905344,4.6614194,4.852767,4.9335723
