"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96"
"t1",-0.00567980688733558,0.0177079538345756,0.0280714600139964,0.0127378746459612,-0.0563711164071433,0.00257442147706137,-0.00212978558466021,0.00274713035213068,-0.000501599372318882,0.0144647297290584,-0.0151250501956681,0.0250457711557969,-0.122286135586072,0.00107241913631381,-0.00798694189033388,0.0215307745782335,0.0810489827589183,-5.69235242219666e-15,0.0872758728916692,0.0395222606629268,-0.0179835204886888,0.00660587160007382,-0.00734395953884834,0.00289736508804226,-0.025394160693794,0.0190675373273224,-0.00703047502049542,-2.9620403352304e-16,6.20833336892392e-15,0.198565255894212,-0.00489208655889453,0.16041251612436,-0.0412181375477895,0.623733895065507,-0.0100921159265256,0.366790543287232,0.00513879984248749,-0.243251337603079,0.304660116006718,-0.37854540373881,0.043675823835106,0.0219640431608665,0.0264726482126778,0.000355895571358231,-0.200990173989994,0.0425063115546641,0.0152544750276843,-0.134341065804066,0.0148128534665534,0.0189235665464435,0.0135234647074458,0.0296954010456148,0.00862030975813675,0.00332400622510751,-9.36191139756995e-17,-0.00272106024810865,-0.00289084652364837,-0.00726749572287142,0.00955088325085364,0.00024961773055389,0.000605840384917804,-0.00555205510789742,-0.00282763181242189,-0.0046797908865514,0.00271872713530339,0.00172391097623725,0.000213049948605893,-0.00216906513779696,-0.000145075589242468,-5.98318716822195e-16,2.9316826744008e-16,1.01481323344643e-16,1.50270421106491e-16,-1.13949648328227e-16,-6.46184494801361e-17,1.59865610332988e-16,1.196959198424e-16,1.24032728532342e-16,-2.21177243187043e-17,-1.00098965574724e-16,1.1666015375944e-16,3.40439482160448e-17,9.60603124822157e-17,-1.52005144582468e-16,1.52655665885959e-16,-5.42101086242752e-17,-3.60388802134182e-16,2.2659825404947e-16,-1.32923186346723e-16,2.08600497986211e-16,-7.17741838185404e-17,2.8568727244993e-17,3.96817995129695e-17,-3.60388802134182e-16,-2.57172755313562e-16,-1.50433258355569e-15
"t7",0.0335407204620524,0.0788671418387581,0.0125258181929452,0.0216783745334593,-0.170230215772211,-0.0677247918839831,0.00233996444761371,-0.0551839030553617,0.000282480932408332,-0.00112610538251006,-0.00058472817233934,0.0045299721122381,-0.0320444411084111,0.000421232453458204,-0.0268142788541769,0.00138440624451876,0.0259314152087848,-3.61591616601406e-16,0.0390871574194386,0.221271347719097,0.029626720038839,0.000175680487665163,-0.000954024463604303,0.000425567140963526,-0.0220903582726703,0.00535753879670307,-0.00408560917345046,1.51316508998949e-15,4.82132780074766e-15,0.170400061597319,0.00130092654899366,0.0220626433684161,-0.0124292975401372,0.328662614136685,0.0264673085515099,-0.243333734972968,-0.16475323417161,0.14241989050826,-0.0908647069113317,0.0783969497663115,-9.87689407021611e-05,0.031272716364316,-0.00500445807468828,-0.00276897884604314,0.570258240826815,-0.0177173555524648,0.511014729706961,-0.0344039595790786,-0.00108644211624988,-0.00168606743436402,0.15450892088265,-0.00495117117454584,0.0555786649160794,0.0370062076925198,-4.70727614661567e-15,-0.000661161703403612,0.000216391162720071,0.000538078949403404,-0.000672366071463194,4.42163816186998e-05,-1.96646678624294e-05,0.0945183916627252,0.07117191765968,0.000298427385267228,0.0109594334719335,0.000511729842838026,-1.13925554259501e-05,0.000116052381121157,-0.000541779983287087,-1.14558359819424e-15,3.14086610990518e-16,-3.72296515428466e-16,-1.04087756579668e-15,2.18492981307529e-16,1.0140684519783e-15,-3.16614516846567e-16,-2.52658433292684e-16,4.47989966839762e-18,2.96336219433789e-16,-1.90493988873869e-16,-5.86488849448415e-17,-2.86564641133491e-16,4.66810573798666e-16,4.43972986654056e-16,-3.05135219798434e-16,9.45637733378863e-16,-6.43801046266162e-16,6.07598974353312e-17,2.96543505192713e-16,-1.19573543433814e-16,2.22375770380629e-16,2.95798382917617e-16,2.98556206342162e-16,1.07010574799892e-15,3.00717259978374e-16,-1.20655068600659e-15
"t81",0.0354542467914899,0.0867261178893834,0.0153606808333605,0.0298720086078876,-0.242299701834849,-0.111022444598252,0.00389347628117666,-0.126570172170121,0.000713363999656647,-0.00567029500223493,0.00404646700010461,-0.00762001334825896,0.0206922101164718,4.15870887222028e-05,-0.0115125620511561,0.000729230141975873,0.03446347916736,1.09560759744288e-15,0.0618989147778563,0.520921739439842,0.103722924422712,-0.00315790135015639,0.00793413323203672,-0.00301487757221872,0.033780838715242,-0.00690206969000995,0.00459167183187612,-3.65344701956877e-16,-5.05688250278802e-15,-0.167850317630142,-0.00107640826840934,-0.0142722241518462,0.00671584097759148,-0.159455079670416,-0.0124610008048233,0.119628229338563,0.0915920922973056,-0.090081323153241,0.10249985376949,0.0498087449423562,-4.65327704193136e-06,-0.00227380212328787,0.000401784178650059,0.000226260911969246,-0.0478071887839765,0.00170338731488509,-0.0485132513515867,0.0031731931688558,9.89541801423958e-05,0.000153284945237785,-0.0138795217570791,0.000438537217205694,-0.00491710164326401,-0.00327392730561945,7.83024011417252e-16,5.64210235987283e-05,-1.85182680516038e-05,-4.63984648349756e-05,6.04783742458276e-05,-1.00446548705075e-05,7.98185842848742e-06,0.0249756454290243,0.0173370578263989,-1.04932061395745e-05,-0.000390196029906037,-1.93449617776349e-05,4.31012957391124e-07,-4.39576280591341e-06,2.06168831530493e-05,-0.21135245639867,-0.104847670049161,-0.0813871963705219,-0.16171240424396,0.0601384340344367,0.134423570948762,-0.108789962944385,-0.131313762407637,-0.0037130432295479,0.0317439420563496,0.064181889448492,-0.0925157993253151,0.00502330840456475,-0.0774615060528567,0.0983942209095335,-0.107477680587142,0.132404099076118,0.0825419801138677,-0.102001692157452,0.0296469185547025,-0.0339137091430292,0.075397326120961,0.0121079861932494,0.0338200012222908,0.236135422886187,0.106171261234179,-0.457224472670479
"t82",0.0354542467914898,0.0867261178893833,0.0153606808333601,0.0298720086078878,-0.242299701834849,-0.111022444598251,0.00389347628117681,-0.12657017217012,0.000713363999656843,-0.0056702950022348,0.0040464670001048,-0.00762001334825924,0.0206922101164715,4.15870887215442e-05,-0.0115125620511553,0.000729230141975568,0.0344634791673607,8.15839079087429e-16,0.0618989147778574,0.520921739439841,0.103722924422712,-0.00315790135015631,0.00793413323203858,-0.0030148775722189,0.0337808387152445,-0.00690206969000923,0.00459167183187811,-3.22612849296067e-16,-4.6657623788455e-15,-0.167850317630137,-0.00107640826840838,-0.0142722241518467,0.00671584097758885,-0.159455079670415,-0.0124610008048214,0.119628229338566,0.0915920922973038,-0.090081323153241,0.102499853769492,0.0498087449423582,-4.65327704293403e-06,-0.0022738021232833,0.000401784178649622,0.000226260911969285,-0.0478071887839707,0.00170338731488326,-0.0485132513515848,0.00317319316885886,9.8954180140224e-05,0.000153284945242091,-0.0138795217570871,0.000438537217204802,-0.00491710164325943,-0.00327392730562762,5.92799750633534e-17,5.64210236024263e-05,-1.85182680545017e-05,-4.63984648379451e-05,6.04783742436362e-05,-1.00446548516561e-05,7.98185844269278e-06,0.0249756454290116,0.0173370578264059,-1.04932061390606e-05,-0.000390196029902196,-1.93449617593573e-05,4.31012957794305e-07,-4.39576280550987e-06,2.0616883153243e-05,0.211352456398669,0.104847670049161,0.0813871963705221,0.161712404243961,-0.0601384340344369,-0.134423570948762,0.108789962944385,0.131313762407637,0.00371304322954755,-0.0317439420563492,-0.0641818894484921,0.0925157993253154,-0.00502330840456509,0.0774615060528569,-0.098394220909534,0.107477680587142,-0.132404099076119,-0.0825419801138674,0.102001692157452,-0.0296469185547027,0.0339137091430292,-0.0753973261209611,-0.0121079861932496,-0.033820001222291,-0.236135422886188,-0.106171261234179,0.457224472670479
"t36",0.035958514206374,0.0888714804737899,0.0162057826369644,0.0325194324914749,-0.266059310611853,-0.126448043713178,0.00445099674423658,-0.155596507037245,0.000893491240296417,-0.00781700758085042,0.00661627380404775,-0.0153674446547499,0.0600241554201914,-0.000370827099812556,0.0142436635331465,-0.000619030059487879,-0.00100231680527899,2.44865802860466e-16,0.00128429847947156,0.043839526626902,0.0116370841148584,-0.00043874906367201,0.00109776971866728,-0.000415572268821553,0.00274167411817429,-0.000389288394159231,0.000136022142935353,-4.28504606704572e-16,-5.34285473731088e-17,0.000734619047828497,7.19778429528525e-05,0.00304683933831328,-0.00279165055702008,0.103538459375725,0.0209898018345879,-0.230002709225586,-0.218926908631638,0.247456225286435,-0.380611821469482,-0.327278671019007,0.000124194293708843,-0.0168828442993775,0.00238497242639168,0.00128368708436745,-0.252878466558198,0.00360243448668369,-0.0822123543479518,0.00381519231165487,0.000101526475978656,0.000153368652406898,-0.0115962839299896,0.000278053738919173,-0.00303377739334444,-0.00201921652254207,3.27575577678573e-16,-9.9670760102625e-05,3.45550422630582e-05,9.75021790871346e-05,-0.000185289344715064,0.000112600667631376,-0.000105986803019646,-0.493978324198734,-0.348615019595184,-0.000105768956759311,-0.00375177633958353,-0.0001326240122352,2.92859394246366e-06,-2.94378525149063e-05,0.000121783945664374,2.1874050528421e-16,-2.74124061207652e-16,-5.15945736297174e-16,1.58745235957271e-16,2.73975530156897e-16,-1.06026482315875e-16,2.18723400383525e-16,-9.07322116311956e-16,2.63715839501866e-16,-7.11848019886109e-16,5.19675398590397e-16,-1.65849777156886e-16,5.86702395077798e-16,-5.5681041265012e-16,5.50231431610799e-16,2.77977670331508e-16,-1.62480366728305e-17,-1.43126015472766e-16,-2.6810281060258e-16,-4.43718946564915e-16,4.99094916211148e-16,-3.16099924257674e-17,-1.18987049377472e-16,-7.24914912468509e-17,-2.37303892574246e-16,-1.18066191742478e-15,-7.19673151380293e-16
"t51",0.036694317447745,0.0919455554888816,0.0173642660650601,0.0360093020640533,-0.297081031143892,-0.145873555354623,0.00515074585539403,-0.190063763810341,0.0011048583118289,-0.0102120231713245,0.00931145624030222,-0.0231026064188385,0.097343586777624,-0.000723619066184841,0.0343592844476504,-0.00163820450328883,-0.0215888912220594,3.86599517305799e-16,-0.0318100194467953,-0.185226477455148,-0.0281621778359725,0.000402983213312814,-0.000859695189813577,0.00030923673503995,-0.000502986552663523,4.24953919641426e-05,-6.82490199527936e-06,1.61504104529006e-16,2.75771906339827e-16,4.74515877242534e-06,5.83034639734534e-06,0.00057224920634126,-0.00076320424360714,0.0348754764333637,0.00999452806507758,-0.113758724975819,-0.114667681652331,0.133995121098914,-0.219572524314927,-0.206551979957235,8.69675402584719e-05,-0.0143694410711967,0.00212266345580346,0.00115469288369354,-0.23152232933854,0.00516604292779411,-0.142672898091769,0.00936759952933275,0.000296111556274924,0.000459829737690825,-0.0424376905430118,0.00138111934444375,-0.0155289907152369,-0.0103399720960388,3.0707778072388e-15,0.000292694429302095,-9.79284079195221e-05,-0.000256493302788435,0.000394847390962363,-0.000154243097851661,0.000140654910459442,0.618310660018736,0.435485193893951,8.66549873382581e-05,0.00302495075545685,9.22148057237894e-05,-2.02634170172374e-06,2.02050317393711e-05,-7.73865287159275e-05,3.03530602497681e-15,-9.76198161297286e-16,-8.24187617403029e-17,-3.55026185857246e-16,-7.0447859068668e-18,-1.75458137306384e-15,1.34129093497846e-15,4.07123310224566e-16,2.52846129879312e-15,-1.63861797852579e-15,-1.53482390877954e-16,8.24957564561724e-16,1.07377212188244e-15,-9.27881069330207e-16,7.40689626320195e-16,-1.29849457069119e-15,-8.57356647723915e-16,1.54394775534071e-15,4.56411695263378e-16,3.53116001617435e-17,2.7072119059434e-15,-1.74745288300192e-15,-3.53049159226174e-16,-1.45584015366493e-15,-3.70481121327295e-15,-4.70973974810979e-16,3.12824677877828e-15
"t83",0.0371870290115476,0.0940100511969439,0.0181478666244521,0.0383848890279284,-0.318230715756658,-0.159195503030115,0.00563089265175826,-0.213929406738425,0.00125149693724743,-0.0118874086224232,0.0112160507559884,-0.0286131335003454,0.124152926440963,-0.000981380954699304,0.049274651943608,-0.00239787845320193,-0.0375818831228593,8.76498697535896e-17,-0.0577588309240343,-0.368261432670802,-0.0604413273947399,0.00111598283020267,-0.00253319093093754,0.000930795964472634,-0.00353196902235499,0.000455015872591211,-0.000146418558031174,-5.37494133281855e-17,-1.29242687353663e-16,-0.000727516784594956,-6.34999843616571e-05,-0.00226088606327553,0.0018079343133949,-0.061167591811971,-0.0106762000479128,0.115423568938501,0.107871440100599,-0.120787199453835,0.182988409696502,0.155040052312118,-5.84463574235146e-05,0.0080900652873864,-0.00115369801320939,-0.000622530889465522,0.12317756666346,-0.00212699868556151,0.0546020834877951,-0.00325273540450055,-9.92192468912221e-05,-0.000153293321301644,0.0136945042747991,-0.000429090159618551,0.00480964783607803,0.00320236957829841,-2.17274962307838e-15,-7.03315634941791e-05,2.34067969389269e-05,6.05969738691073e-05,-8.98660913146356e-05,3.16677810405063e-05,-2.86230461513377e-05,-0.12371179519098,-0.0870802370041885,-1.49746801347116e-05,-0.00051939736407867,-1.48756469587384e-05,3.26173951838865e-07,-3.24073925286709e-06,1.19846191425915e-05,-0.187626835483938,0.214363137667029,0.0923332275874021,0.0748310475664508,-0.0560581147764621,0.080321168205776,-0.0849075092829027,0.12985239856982,-0.272227906077598,0.185818479040637,-0.0847680299597983,-0.00611687289113199,-0.12409349710593,0.224597648186664,-0.17582953174507,0.0966829833024532,0.00101136274472194,-0.144165095610189,0.040882080324629,0.0539644150198974,-0.253915620023032,0.13524578379448,0.0485797961141821,0.0951911326413513,0.167057451612159,0.0386040205258596,0.0116446998549017
"t84",0.0371870290115475,0.0940100511969439,0.0181478666244521,0.0383848890279288,-0.318230715756658,-0.159195503030115,0.00563089265175815,-0.213929406738426,0.00125149693724745,-0.0118874086224232,0.0112160507559883,-0.0286131335003454,0.124152926440963,-0.000981380954699454,0.049274651943608,-0.00239787845320205,-0.0375818831228603,7.44067465199718e-17,-0.057758830924035,-0.368261432670804,-0.0604413273947397,0.00111598283020164,-0.00253319093093656,0.000930795964472591,-0.0035319690223534,0.000455015872591592,-0.00014641855803154,5.18569953295263e-17,-4.1754156410068e-16,-0.000727516784595678,-6.34999843634907e-05,-0.00226088606327382,0.00180793431339306,-0.0611675918119726,-0.0106762000479119,0.115423568938506,0.107871440100601,-0.120787199453839,0.182988409696504,0.155040052312119,-5.84463574231781e-05,0.00809006528738813,-0.00115369801320813,-0.000622530889461473,0.123177566663468,-0.00212699868557651,0.054602083487797,-0.00325273540450291,-9.92192468856536e-05,-0.00015329332130668,0.0136945042747978,-0.000429090159613444,0.00480964783607099,0.00320236957829764,-1.25065189509013e-16,-7.0331563487441e-05,2.34067969429172e-05,6.05969738618466e-05,-8.98660913103326e-05,3.16677810362646e-05,-2.86230461642615e-05,-0.12371179519099,-0.0870802370041861,-1.49746801229415e-05,-0.000519397364073527,-1.48756469512594e-05,3.26173957230358e-07,-3.24073924003404e-06,1.19846191493047e-05,0.187626835483935,-0.214363137667027,-0.0923332275874016,-0.0748310475664507,0.0560581147764619,-0.0803211682057745,0.0849075092829011,-0.12985239856982,0.272227906077595,-0.185818479040635,0.0847680299597982,0.00611687289113146,0.124093497105928,-0.224597648186663,0.175829531745069,-0.0966829833024521,-0.00101136274472122,0.144165095610188,-0.0408820803246293,-0.053964415019897,0.253915620023029,-0.135245783794478,-0.0485797961141815,-0.0951911326413502,-0.167057451612156,-0.0386040205258587,-0.0116446998549042
"t4",0.0372356042273431,0.106458529715724,0.00103897108160151,0.00947258190864964,-0.0763900091505616,-0.0283646613931115,0.000961757480450659,0.0671127180613827,0.000117543205175673,0.000878984815740003,-0.00240004843321964,0.00904063816835757,-0.05156850572912,0.000614782705521698,-0.08924468973802,-0.000370799012076678,0.0184337810312898,-2.07878277109957e-16,0.0254357476233971,0.0960749954348288,0.00240176375286091,0.00127507662847236,-0.00389507356979438,0.00156682238679755,-0.0724543969847309,0.0110208288221925,-0.00897294938959421,-8.16943607915651e-16,1.16043997881853e-14,0.421664589877504,0.00524762979870545,-0.013283880848623,-0.00623717724469122,0.236427757948614,0.0237355865107697,-0.231885460999715,0.00056750550222287,0.0437952242402342,0.0777241587991159,0.415142075501478,-0.00688928211089217,-0.001157656509745,-0.000602947141531158,-0.00040973288002206,0.10700944071919,-0.00393738398034086,-0.588126280735351,-0.0217530329625731,-0.000207115532657259,-0.000157119579183174,-0.297185097317231,0.00157237418103895,-0.117306628439634,-0.0795008483100819,4.75514772371266e-15,-0.000798741976937018,0.000260964682856201,0.000646975338391307,-0.000807724102294061,7.60205060960173e-05,-4.76688465476538e-05,-0.0123602883932066,-0.029300830615422,0.000173588497252403,-0.0586556315925091,0.000527346136855019,-1.17266172147562e-05,0.00011924757933082,0.0034078174838876,-1.07189809536705e-15,-2.03721913599072e-16,-1.90701894558758e-16,-6.2062507188049e-16,7.80488373643645e-17,-2.11557491447303e-16,-3.67834034583239e-16,-6.25849215774913e-16,8.00878660005894e-16,4.01979505685062e-17,6.28322921192846e-16,-7.0148573675465e-16,-5.56283010003587e-17,-9.52472496796464e-16,3.54525519390118e-16,-9.22420467036893e-17,2.95642335836629e-16,3.02512723883909e-16,-4.20267523218418e-16,1.11319194214296e-18,6.05659939643855e-16,4.66421458465613e-16,-1.80233348721918e-16,-6.52682346497919e-17,1.04282984159452e-15,2.99400030562258e-16,-2.52248771407145e-15
"t62",0.0438615266037888,0.148417401351288,-0.0091669615863695,0.00493362314711251,-0.0526657655970917,-0.034477457992865,0.00122077442363505,0.22357743372576,0.000592271299405887,-0.00308603287453307,0.00215304204316046,-0.00409810825133534,0.0114600277974741,2.81013117232193e-05,-0.0340715243789413,-0.000886532332901813,0.00348100115298516,2.24298922427332e-16,0.0056706301011642,0.0269737724590913,0.000769908948663349,0.000545818763953731,-0.00175754208006649,0.000719166883716281,-0.0742253580871293,0.00860729254511302,-0.00814497668343429,7.68342826482453e-16,1.18001909548785e-14,0.456777675174695,0.00804304533850558,-0.0847795457538765,0.0169152550738461,-0.277921165487221,-0.0115277900793233,0.112733264032674,-0.0490208068458744,-0.00437588154277835,-0.0130978223362414,-0.052327276063844,0.000298400948019681,-0.00329822818666563,0.000476550339485449,0.000256430530497449,-0.0502777946367399,-0.000174325191171706,-0.102062842609326,-0.0175464896649952,-0.000820502931898261,-0.00137708309735932,0.296788996574502,-0.02424888199859,0.46454731647945,0.312085435766253,-7.58811210132082e-15,0.000154077469468577,-4.92285711741029e-05,-0.000116163056780843,0.000122940884076547,-5.92447013914163e-06,3.39492192022754e-06,0.00364320293813442,-0.00275210277252303,0.000673411836432609,0.420829408373284,-0.000192350123988882,4.17761286447299e-06,-4.09382837779689e-05,0.0085530872446209,2.67302262010564e-16,-1.27061256322692e-15,1.31326973323633e-16,-3.26308753098606e-16,1.84004679910089e-17,-1.12984718701671e-16,-2.73548283595524e-16,-1.88921149465346e-16,8.29805764352743e-16,-7.06688565653806e-16,6.27719873008002e-16,8.81444736373403e-16,4.79408783177688e-16,7.55964820981051e-17,6.03985192922368e-16,-3.88050780485296e-17,-1.03660498463714e-16,1.13577718254127e-15,-5.00442979290512e-16,4.28390189150645e-17,1.99663838326094e-16,3.58560489377098e-16,-1.63127508887498e-16,-1.20437241908237e-16,-3.11027505222835e-16,2.02768651427764e-16,3.55781862390664e-16
