"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111","V_112","V_113","V_114","V_115","V_116","V_117","V_118","V_119","V_120","V_121"
"t1",0.02776161897882,-0.0528450719014925,0.00804664556214367,-0.00683212610534521,0.0103924548187361,-0.00753280541130812,0.0180122507545538,-0.0212366420380589,0.022787704616609,-0.00187836920286653,0.0306151959640228,-2.18315610662845e-05,0.0766088379774904,-0.0213490563048136,0.119905357193624,-0.00996753763204847,0.329150655598241,-0.0133618530616541,-0.0261378197046413,0.0689649972888897,-0.0289457617835668,3.68409055530896e-15,-0.000603261443157337,-0.293481312540967,0.00599805354770996,-0.231100446072881,0.032953133520547,-0.00248581517972881,0.00561513788955253,-0.00314723634307964,0.284870897252733,-0.0752029489852294,0.245134496666817,1.71503230459806e-17,-5.6041792605994e-15,1.98426956885083e-16,-0.135602353659184,0.000624951901138116,-0.00106550875299219,0.00140988283745763,-0.228335374339768,0.00614495872024017,0.0325876494782394,-0.017906751012654,0.290234033611266,-0.604124034691314,-0.00510573486113839,-0.0125193021599181,0.0321611472875915,-0.0521315301744972,0.0516825374387989,0.008031337498187,-0.0323126069057329,-0.0660593732981339,0.0994569150391153,0.0204044774790057,-0.0112273666056116,0.0181698737818834,0.019393779210028,0.0016526296653552,-0.0110617155139566,-0.000420086136782164,-0.00861902498334875,-0.000136019738662761,-7.04925444538017e-05,-0.00116095967746636,-0.00590969838649324,-0.00204980505061058,-0.000114281126662694,4.80589167396485e-15,0.0258725391573257,0.0938348990833157,-0.0246295785044973,-0.0436020907554307,-0.0519378318047395,0.0112366893436249,0.0554603409896055,0.00245721605432843,0.000227190461331573,-0.000230783479406035,-0.00325958666897914,-1.41496114351247e-05,-0.003879491997575,3.3316324858462e-05,0.000226753890563012,0.000550322282066568,2.07971775954856e-05,-0.00114821059634189,-2.04438611525345e-15,1.06197602794955e-16,-5.25092664661886e-17,-3.42607886505419e-17,-6.1853733940298e-17,3.57786716920216e-18,-2.74303149638833e-17,-1.43209554458179e-16,-6.17114324051593e-17,-1.28098486679162e-16,-1.14979640392088e-16,4.87213351260674e-18,-3.18484388167617e-17,2.55981826989722e-17,1.49170972340955e-17,-2.55085666131527e-16,-1.01571108837052e-16,-6.1257422745431e-18,-4.17282311135359e-17,-1.49294639151254e-16,-1.70761842166467e-16,-1.18313562072481e-16,1.04090184822186e-16,1.81468338619761e-17,2.37914614224788e-16,4.65212729246927e-17,-1.04595228216987e-16,-4.4113475893004e-17,-3.21194893598831e-17,3.75344015850904e-16,-1.63633212882375e-16,-1.01720018688241e-15,-1.08122061651117e-16
"t5",0.0514004157147462,-0.0856412001619393,-0.034784271619414,0.0118132024063491,-0.00018639568745548,-0.00209962205577428,0.0140564894357695,-0.00946427721723944,0.0105562968238762,-0.00104753978498329,0.0272868997557764,-1.19960001680052e-05,0.0952202648338896,-0.0078589589611943,0.0926156175656556,-0.00728369321737561,0.256978748377749,-0.017233052291272,-0.000561085878181516,0.120436474656428,0.0499073145809325,-6.01987590126321e-16,0.000411267820220278,-0.00913931400015081,0.00233392542944762,-0.0155583108378594,-0.00470411833750464,-0.0253658464555271,0.00301529037955124,-0.0330601761219564,0.0998103558324682,-0.0270143226112959,0.00536478175257568,8.75634178567529e-17,-2.40279401603645e-15,-4.95324501110362e-16,-0.066425875661663,0.000430605703659464,0.000911514841886478,0.300830834543364,0.314831270899303,0.0102062063482699,-0.274329877331932,-0.226934791199566,-0.151621982956501,0.0636684728896167,-0.0130583679962795,0.000189667706917898,-6.20466245441972e-05,0.108639271128781,0.00344148996388239,0.00119704916228165,-0.0326442540580653,-0.0119298150481683,0.0897430469948214,0.0142426388503099,2.54812622819912e-06,-0.00015895499827129,-0.0223092363841726,-0.0622092251382787,0.00809160869040247,4.80448625744664e-06,0.000221009082831924,4.26187359159909e-06,2.89141284885381e-06,0.0221607448122077,0.00768260131461124,0.000133316684736033,0.000191176391954057,5.81610340117245e-15,-0.0804373260143105,-0.132620205375629,0.282530235579733,-0.0415255225442781,0.35879242335619,-0.270386138595779,0.396255878785467,0.143905528040854,0.0709724844069703,-0.0284698909338101,-0.00349225109765971,-1.41393679345595e-05,-0.00251609116526417,2.00251686881081e-05,0.0029728438438259,0.000323618147409173,0.000207893776179882,-0.000609246184090588,-1.09326840365547e-15,1.02733030247321e-15,-5.27695108439219e-16,9.26053429368329e-16,1.00455853074333e-15,-4.94003704343507e-16,-6.97959155342069e-17,-5.17912305524563e-16,4.45559500860762e-16,-6.03858181078365e-16,-1.85218068636374e-16,-1.81503079501215e-16,-2.99914596791719e-16,-3.07355056765817e-16,-5.89579062932069e-16,-1.05754087285818e-15,-4.90630599077941e-16,-8.69334764732003e-16,-2.0970857129232e-16,-8.160849057195e-16,-1.62855568685996e-15,4.83585786342016e-16,7.99401042065884e-17,2.30242008164187e-17,8.03688651023228e-16,-1.85930154250161e-18,-2.49591831490822e-16,2.94834302677009e-16,1.00955505332492e-15,3.36294469969316e-16,-4.14334616175558e-16,-1.39638593822938e-16,7.48815426866424e-16
"t8",0.0550792356500335,-0.113510662220409,-0.0567824411347946,0.0327979834105641,-0.00403485540709312,-0.00013205980665404,0.00724120194960828,-0.00554499173813158,0.00641349862774045,-0.000728509258211532,0.0196347741977752,-9.06257342040245e-06,0.106279247263384,-0.00209845860774607,0.0641894456177648,-0.00637875260153119,0.230694908384077,-0.0177643881911667,-0.000612666386977538,0.13722056271155,0.0757734548799777,-2.45258481525619e-15,0.000762956502807701,0.120182970607776,-0.00153526634822927,-0.00191225184525953,-0.00138157021589845,-0.0158695673419959,0.00333339209064703,-0.0452237322312517,0.0414154872741303,-0.0113833981794561,0.00298352781237748,-6.97816692548254e-17,-1.51657447657489e-15,-4.01941428842342e-16,-0.0458744622363715,0.000319553551988394,0.000692984865941491,0.255160842855848,0.277605164021554,0.00966776779407481,-0.261351475882339,-0.223260625635859,-0.153945035430484,0.0760361825962689,-0.0168449132867374,0.000277575825563343,-9.89513631191093e-05,0.0356743443308651,0.00431613488535315,0.00283665938834763,-0.0837449321144203,-0.0330088196344281,0.292501476270859,0.0583534182697771,4.68001131586119e-05,0.00176045786869797,0.0646377805132444,0.00167659395512126,-0.0387732901340518,-1.94821230044174e-05,-0.000832985586806954,-1.54757748825471e-05,-9.79411639043608e-06,-0.00537586885362596,-0.0223120413358526,-0.000361280453364261,-0.000449723045122592,7.72797408597004e-15,0.0950879383278818,0.150854922349742,-0.300645693805395,0.0426397031015687,-0.343755439251034,0.255917688741082,-0.365283080472519,-0.128734918219352,-0.0618801547840342,0.022351885791211,0.00266017714926063,1.05433471017078e-05,0.00152912527073397,-1.14102464199613e-05,-0.00169073317302978,-0.000183734214250457,-0.000105885572373145,0.000309890866473638,1.67661499814104e-15,-1.09943843389895e-15,1.12683844912941e-15,-1.78337791492333e-15,-1.07567950616602e-15,5.43889679856987e-16,-1.20664406649199e-16,1.14893303410704e-15,-4.41515218310152e-16,6.6433215341412e-16,5.00886380551147e-16,7.63651689248253e-17,9.16745811975764e-16,3.62311471497487e-16,8.1913486834089e-16,1.54091599616391e-15,7.62199873010984e-16,1.55452450897733e-15,7.04776812607873e-16,7.66355139596692e-16,1.6643103621274e-15,-2.36467164790847e-16,-3.11332817719692e-16,-1.27803640392321e-16,-8.97759030502451e-16,-2.06503459890423e-17,3.7262769084355e-16,-2.95967020904168e-16,-7.0576470360323e-16,6.01743818976655e-17,-5.18273845958994e-16,1.65723483621568e-15,-7.00855250965004e-16
"t16",0.059001633085554,-0.143180938078615,-0.0801767056778046,0.0550814528957204,-0.00811635740647432,0.00194296089931925,0.000159137627336048,-0.00151513552679378,0.00217559740613682,-0.000415327342254777,0.0122816256194108,-6.36956918581735e-06,0.129620045745582,0.00466066150073136,0.0366956385720737,-0.00636240212409226,0.240827803910414,-0.0231532101293492,-0.000863157328723648,0.203776511431715,0.147615182256297,-7.25651450349988e-15,0.00168917075064366,0.438495383187152,-0.0109643814492347,0.0316280878556227,0.00677002434004511,-0.00291318825475286,0.00816455865630859,-0.13676974252439,-0.130741275827006,0.0347456424181363,-0.00474008576235085,1.02523719216248e-16,1.81349481608032e-15,3.43373505963989e-16,0.041984040011656,-0.000245824602155726,-0.000504280589222551,-0.147734129615313,-0.149719542858243,-0.00464191039525903,0.1244272964206,0.101592271396015,0.0672626436216345,-0.028611941066103,0.00613029851338939,-0.000101379096967068,3.76171166719917e-05,0.0663761206010437,-0.000348684195118694,-0.000484091538179913,0.0141111050961717,0.00549100197561544,-0.0473389081547205,-0.00912940924772915,-6.62365324268985e-06,-0.00023594988500665,-0.0102210245609475,-0.0217261817971639,0.00306608841778364,1.68917925141054e-06,7.47993157654944e-05,1.41286881250718e-06,9.20671961065012e-07,0.00706116871069038,0.00195790683287486,3.280522223114e-05,4.1816924784279e-05,8.22678130661565e-16,-0.00779694382638992,-0.0122143303386943,0.0237891546554321,-0.00333081972896778,0.0261608366091134,-0.0193840490724051,0.0273809789350204,0.00953367320921512,0.00453444745539724,-0.001565584645222,-0.000183807017135566,-7.21425844295535e-07,-9.46492884668873e-05,6.82636349215439e-07,0.000101048832633754,1.09709784409037e-05,5.95432346876272e-06,-1.74130840703877e-05,0.00730167094024745,-0.063870493628942,0.00714797019207712,-0.0647002478761437,-0.245369605794107,0.0868135241949318,-0.0315714292243741,0.101493463362605,-0.00674161197833579,0.05523785823973,0.115898983608274,-0.00658711198709857,0.000772310713406516,-0.0121126337104621,0.0151428624136893,-0.0225763769502171,-0.0281215991283754,0.174482836550999,0.148581539351207,0.0409299564284073,-0.0336928774868974,0.125792601548569,0.0312144797238181,0.120927010118794,0.0129910841958992,-0.0281491713915689,-0.00432706050473847,-0.096709098894335,-0.124248988988606,0.278750817954327,-0.110826184342695,0.426606430271255,-0.0991929619406218
"t17",0.059001633085554,-0.143180938078615,-0.0801767056778047,0.0550814528957204,-0.00811635740647437,0.00194296089931944,0.000159137627336145,-0.00151513552679411,0.00217559740613696,-0.000415327342254765,0.0122816256194108,-6.36956918566821e-06,0.129620045745582,0.00466066150073132,0.0366956385720735,-0.00636240212409254,0.240827803910414,-0.0231532101293493,-0.000863157328723573,0.203776511431714,0.147615182256296,-7.79983871571097e-15,0.00168917075064338,0.43849538318715,-0.0109643814492357,0.0316280878556223,0.00677002434004457,-0.00291318825475407,0.00816455865630904,-0.13676974252439,-0.130741275827006,0.0347456424181359,-0.00474008576235088,-8.38976678373493e-17,1.44703462454768e-15,2.99159855547152e-16,0.0419840400116562,-0.000245824602155373,-0.000504280589222871,-0.147734129615311,-0.149719542858241,-0.00464191039525881,0.124427296420599,0.101592271396014,0.0672626436216331,-0.028611941066102,0.00613029851338942,-0.000101379096967196,3.76171166717679e-05,0.0663761206010402,-0.00034868419511928,-0.000484091538178226,0.0141111050961721,0.0054910019756132,-0.0473389081547227,-0.00912940924772975,-6.62365324447661e-06,-0.000235949885007223,-0.0102210245609521,-0.0217261817971762,0.00306608841778025,1.68917925202851e-06,7.47993157656566e-05,1.41286881126746e-06,9.20671961218833e-07,0.00706116871069135,0.00195790683287878,3.28052222313402e-05,4.18169247847213e-05,3.07653440500282e-15,-0.00779694382638581,-0.0122143303386979,0.0237891546554311,-0.00333081972896903,0.0261608366091119,-0.0193840490724018,0.0273809789350157,0.00953367320921436,0.00453444745539681,-0.00156558464522432,-0.00018380701713568,-7.21425840250411e-07,-9.46492884647901e-05,6.82636342480253e-07,0.000101048832637412,1.09709784349952e-05,5.95432346949206e-06,-1.74130840697374e-05,-0.0073016709402453,0.0638704936289416,-0.00714797019207709,0.0647002478761435,0.245369605794108,-0.0868135241949324,0.0315714292243743,-0.101493463362606,0.00674161197833611,-0.0552378582397302,-0.115898983608274,0.00658711198709828,-0.00077231071340659,0.0121126337104619,-0.0151428624136893,0.0225763769502172,0.0281215991283755,-0.174482836551,-0.148581539351208,-0.0409299564284075,0.0336928774868973,-0.125792601548569,-0.0312144797238184,-0.120927010118794,-0.0129910841958994,0.0281491713915689,0.00432706050473856,0.0967090988943355,0.124248988988605,-0.278750817954328,0.110826184342696,-0.426606430271256,0.0991929619406226
"t77",0.0632749789813256,-0.176946764122273,-0.107362717722,0.081577717304,-0.0130492645203055,0.00459220767349872,-0.00969906806506698,0.00431659978839483,-0.0040477604838681,7.13890526127924e-05,0.000849501514768036,-2.35881925231382e-06,0.247425800139686,0.0301571682658933,-0.0845933483201277,0.00271435869549087,-0.0893422403622535,0.00436244728209964,0.000126477036063905,-0.0249074868421779,-0.00444107767452619,-5.36353071388528e-16,2.27590124936516e-06,0.0395364957871327,-0.00185062795199021,0.0117776392239703,0.00489599030667532,0.121570664988339,-0.0383278607524427,0.565965715125791,0.0553502836847184,-0.0139314391662823,0.000500681295260208,-6.39533224141831e-17,-2.23957995760724e-16,-4.57457441073801e-17,0.000665702591713287,-1.10254828184284e-05,-2.71104007301461e-05,-0.0133556519903709,-0.0153396600485778,-0.000577123700608146,0.0156887085571047,0.0138210995475044,0.00982451117256022,-0.0059086344675644,0.00149773913403606,-3.28095370239678e-05,1.45276970669045e-05,0.0868128763093879,0.000688079986621952,3.95193221610626e-06,0.000143282299826464,0.00013286417228087,-0.00224330908321754,-0.000642124905263828,-9.19267593092049e-07,-5.41609238309468e-05,-0.00971608117726753,-0.0771337999028095,-0.00493520102434106,-1.98741813917704e-06,-7.78113171716909e-05,-1.39515630273653e-06,-8.55073668744134e-07,-0.0624295704339932,0.000893331165081064,5.69555092232686e-06,9.30217818822271e-08,-5.72231707544124e-16,-0.000248241867548311,-0.000426232103507992,0.000949943104397952,-0.000141543962580138,0.00123559773971194,-0.000931044767176733,0.00136178963664588,0.000492141209833684,0.000241208696750374,-9.27525456738601e-05,-1.11910573605126e-05,-4.47396391091691e-08,-6.80262158066062e-06,5.09543760501932e-08,7.55057982741328e-06,8.20561429424634e-07,4.71184899235282e-07,-1.37884154784894e-06,0.653030866614578,-0.123679363795143,0.0524408052055213,-0.106034818587327,0.0727380888326836,-0.0181047353942444,0.00997969070954045,-0.00575459484598285,0.0348970591355633,0.00128141800625546,-0.00742973090771337,-0.0193218690461919,0.00829023052234668,0.0158367352367357,0.00066825198311407,0.0239592581333382,-0.00701579723748344,-0.00935446840944965,-0.0183335863227943,-0.0104042169007358,-0.000819144499912594,0.0156313123362988,-0.0016270515242199,-0.0235508582068129,-0.00965515786971093,-0.00704426612854217,-0.00512388879590524,0.0146038266981527,-0.11894246504336,-0.0115761384300621,-0.00163238949053282,0.0254879782845885,0.138809122919023
"t78",0.0632749789813256,-0.176946764122273,-0.107362717721999,0.0815777173039998,-0.0130492645203056,0.00459220767349851,-0.0096990680650671,0.00431659978839466,-0.00404776048386757,7.13890526129832e-05,0.000849501514768064,-2.35881925211848e-06,0.247425800139686,0.030157168265893,-0.0845933483201271,0.00271435869548943,-0.0893422403622509,0.00436244728209986,0.000126477036063988,-0.0249074868421754,-0.00444107767452587,-4.24863382945463e-16,2.27590125037569e-06,0.0395364957871341,-0.0018506279519889,0.0117776392239725,0.00489599030667491,0.121570664988335,-0.0383278607524396,0.565965715125785,0.0553502836847195,-0.0139314391662802,0.000500681295259278,-6.53636439531524e-17,-2.48591077744072e-16,-3.29627967025167e-16,0.000665702591713585,-1.10254828186041e-05,-2.71104007289035e-05,-0.0133556519903679,-0.0153396600485794,-0.00057712370061234,0.0156887085571057,0.0138210995475047,0.00982451117255613,-0.00590863446756357,0.0014977391340376,-3.28095370238724e-05,1.45276970689358e-05,0.0868128763093928,0.000688079986621713,3.951932218315e-06,0.000143282299831626,0.000132864172276443,-0.00224330908322092,-0.000642124905263667,-9.1926759040236e-07,-5.41609238382812e-05,-0.00971608117726483,-0.0771337999028055,-0.00493520102434799,-1.98741813632215e-06,-7.78113171681187e-05,-1.39515630868574e-06,-8.5507366855735e-07,-0.0624295704339906,0.000893331165089058,5.69555092346918e-06,9.30217908102661e-08,1.35037891710735e-15,-0.000248241867545046,-0.000426232103512392,0.000949943104408223,-0.000141543962582067,0.00123559773970343,-0.000931044767167973,0.00136178963664154,0.000492141209840698,0.000241208696749313,-9.27525456679346e-05,-1.11910573730163e-05,-4.47396490573491e-08,-6.80262158083301e-06,5.09543589964435e-08,7.55057983737871e-06,8.20561427480388e-07,4.71184913480084e-07,-1.37884155143782e-06,-0.653030866614585,0.123679363795144,-0.0524408052055221,0.106034818587329,-0.0727380888326846,0.0181047353942447,-0.00997969070954047,0.00575459484598303,-0.0348970591355638,-0.00128141800625539,0.00742973090771376,0.019321869046192,-0.00829023052234673,-0.0158367352367361,-0.000668251983113844,-0.0239592581333383,0.00701579723748365,0.00935446840945018,0.0183335863227951,0.010404216900736,0.000819144499912515,-0.0156313123362986,0.0016270515242199,0.0235508582068131,0.00965515786971092,0.00704426612854232,0.00512388879590548,-0.0146038266981532,0.118942465043362,0.0115761384300626,0.00163238949053241,-0.0254879782845881,-0.138809122919024
"t26",0.0635266752891983,-0.178931621621895,-0.108955726165991,0.0831218304279815,-0.013335205212851,0.00474131884849138,-0.0101958778401345,0.00457997185740088,-0.00431127833956733,7.77140024694582e-05,0.000931578468418764,-2.61472927462678e-06,0.285136286132579,0.0355170756268004,-0.104651733000991,0.00414906354195593,-0.142180683786463,0.00917006483978664,0.00030604163317843,-0.0675245392267139,-0.0372069881435066,1.62674152786817e-15,-0.000387456788843469,-0.0799664544988401,0.00178402600806,-0.00525409500178742,-0.00149070442576122,-0.0242264011447353,0.00722193299771247,-0.105745362303431,-0.0057529704255654,0.00140019005278518,-1.31494567005355e-05,-5.76812732730711e-17,8.28694609325322e-17,1.78890147623371e-16,-8.5261941093831e-07,1.35645605195306e-07,5.05065556344732e-07,0.000843203187946526,0.00129680868186002,7.51904345210365e-05,-0.00210614633221651,-0.00217190319553966,-0.00177432693812714,0.00182798032975973,-0.000552927397726277,1.48357948381809e-05,-7.16026646096352e-06,-0.0543950975284921,-0.000483516100096098,-4.81809375512364e-06,-0.000187100586460227,-0.000184438135755867,0.00350681874025006,0.0011523685784019,2.53486857740119e-06,0.000210759126698537,0.0598858236382356,0.533879063998638,0.0400564949594547,1.70300151852109e-05,0.000689962681947611,1.26258957653571e-05,8.08182739854386e-06,0.710428533502563,-0.0112257551897265,-7.68854226267141e-05,-1.63417346789855e-06,3.03047395945745e-14,-0.00374312972886275,-0.00575377693957433,0.0108445051699411,-0.00149218999975685,0.0113368174719293,-0.00835196031011112,0.0116529235338182,0.00400165057445957,0.00188121573195069,-0.00062046383413234,-7.19320073848868e-05,-2.79869294073577e-07,-3.39909361230678e-05,2.398569092052e-07,3.54834123260703e-05,3.85029602425943e-06,2.01965226708329e-06,-5.90400235553909e-06,1.43587689357146e-15,6.82972003090563e-16,9.25627500156704e-16,-2.53581851538002e-15,-1.95211404500844e-15,-1.13128371837364e-15,-8.66382697292068e-16,5.46390384456602e-17,1.84774627087062e-15,2.28159743341245e-15,1.35779536782965e-15,-1.71545164508289e-15,2.13977128364451e-17,-2.40853562912609e-16,2.12535477497925e-15,4.35379720401714e-15,1.30216177442821e-15,-2.14197067171849e-15,-8.7145367113162e-16,-7.91939979217245e-16,2.98016898635496e-15,1.64720113865091e-16,-3.81256179615346e-15,-3.07972238274654e-15,-5.97766067193324e-15,2.72495617216092e-16,1.69091573753836e-15,1.92894389378522e-15,-7.59170129561556e-16,-9.94010633256758e-15,-6.98052108771122e-16,3.07878982125669e-17,-2.92237483479919e-15
"t63",0.0640223333001428,-0.18273928272641,-0.111974467755883,0.0860094299362061,-0.0138649914837848,0.00500925791775636,-0.0110472991053794,0.00502156187306899,-0.00474930633307596,8.77643723362643e-05,0.00106020981919312,-3.0081553558786e-06,0.339685623432746,0.0430454162780916,-0.131249047990399,0.0057629487440401,-0.200316168227665,0.0139019201534539,0.000476124179241991,-0.106881021170996,-0.0640389281634788,2.98260480748289e-15,-0.000691076360732252,-0.159754056404422,0.0039232156291392,-0.0134910526167158,-0.00422601184307727,-0.0779094076273603,0.0236432796505809,-0.347132118843978,-0.0231188166191418,0.00569661733097875,-9.2126313099801e-05,1.83622322165879e-16,8.64658944203514e-17,-3.49993572218339e-17,2.32009076316575e-05,-1.12916303223683e-06,-3.35798609272512e-06,-0.00283414588182166,-0.00368351033984816,-0.000165870831406958,0.00456496583672966,0.00428969376726787,0.00322742281283164,-0.0024173157140373,0.000659072468183542,-1.57173835871856e-05,7.21931707691435e-06,0.047893857670943,0.000399660314028216,2.99745714338068e-06,0.000112662200411486,0.000107941037572411,-0.00194517469143585,-0.000602323371359669,-1.12496466797996e-06,-8.40267755320041e-05,-0.0213601514224892,-0.186123867565278,-0.0135751976909931,-5.72055533620521e-06,-0.000230517586707058,-4.20506791848455e-06,-2.67411671596054e-06,-0.22915284038985,0.00357743297017963,2.43038143347171e-05,5.03370864449331e-07,-7.43928363348421e-15,0.000928627464129556,0.00140503672737247,-0.00257418084677395,0.000348707951384929,-0.00256754492326924,0.00188089898940014,-0.00259206407842646,-0.00087750614714339,-0.000407437129190208,0.000127515287315879,1.45535989415696e-05,5.59946203416596e-08,6.07209129402419e-06,-4.12527185354652e-08,-6.09591437926749e-06,-6.60788062696626e-07,-3.24364608024166e-07,9.47418013171877e-07,0.0203768047356536,-0.026230569722904,-0.043525304676309,0.148263961453072,0.142391713279221,0.039633329033965,0.0379447192057838,-0.000905312923322993,-0.0809505542055578,-0.0917472431796229,-0.113166235891737,0.082748673837789,-0.0165284270554325,0.0223338065176165,-0.105483711576916,-0.208926017609073,-0.062669842929156,0.0770461836652971,-0.00247181319818076,0.00295756079293573,-0.13284348533849,-0.0477417714335149,0.177168090393333,0.134797480736018,0.282891851229858,0.0040897622936421,-0.0900027050702868,-0.0638646042113337,0.0173255922567584,0.373842223280728,0.0773823800830092,-0.163154591709003,0.131554231260061
"t70",0.0640223333001428,-0.18273928272641,-0.111974467755883,0.086009429936206,-0.0138649914837846,0.00500925791775675,-0.0110472991053796,0.00502156187306904,-0.00474930633307577,8.77643723363568e-05,0.00106020981919283,-3.00815535584656e-06,0.339685623432747,0.0430454162780915,-0.131249047990399,0.00576294874403989,-0.200316168227667,0.0139019201534537,0.000476124179242284,-0.106881021170998,-0.0640389281634796,2.77002412562225e-15,-0.000691076360732295,-0.159754056404423,0.00392321562914006,-0.0134910526167178,-0.00422601184307841,-0.0779094076273621,0.0236432796505818,-0.347132118843982,-0.0231188166191423,0.00569661733097853,-9.21263130989614e-05,7.6598461285373e-17,2.88914089160147e-16,1.48271800504431e-16,2.32009076317347e-05,-1.1291630319044e-06,-3.35798609212132e-06,-0.00283414588182226,-0.0036835103398485,-0.000165870831406094,0.00456496583673159,0.00428969376726591,0.00322742281283121,-0.00241731571403717,0.000659072468182366,-1.57173835870087e-05,7.21931707663333e-06,0.0478938576709431,0.000399660314028074,2.99745714461667e-06,0.000112662200410198,0.000107941037572792,-0.00194517469143631,-0.000602323371362665,-1.12496466783771e-06,-8.40267755314317e-05,-0.0213601514224894,-0.186123867565291,-0.013575197690996,-5.72055533496613e-06,-0.000230517586705504,-4.20506791904114e-06,-2.67411671755325e-06,-0.229152840389872,0.00357743297017712,2.43038143346757e-05,5.03370866308196e-07,-9.418874278605e-15,0.000928627464133663,0.00140503672737721,-0.00257418084676846,0.000348707951386577,-0.00256754492327228,0.0018808989893953,-0.00259206407842107,-0.000877506147141359,-0.00040743712918846,0.000127515287324075,1.45535989412309e-05,5.59946142277419e-08,6.07209129262209e-06,-4.12527210424896e-08,-6.09591438849281e-06,-6.60788062013958e-07,-3.24364609440552e-07,9.47418011550019e-07,-0.0203768047356539,0.026230569722903,0.0435253046763083,-0.14826396145307,-0.142391713279219,-0.0396333290339641,-0.0379447192057832,0.000905312923323117,0.0809505542055563,0.0917472431796208,0.113166235891736,-0.0827486738377877,0.0165284270554324,-0.0223338065176161,0.105483711576914,0.208926017609069,0.0626698429291547,-0.0770461836652948,0.00247181319818161,-0.0029575607929353,0.132843485338487,0.0477417714335151,-0.17716809039333,-0.134797480736015,-0.282891851229852,-0.00408976229364213,0.090002705070285,0.063864604211332,-0.0173255922567582,-0.37384222328072,-0.0773823800830085,0.163154591709003,-0.131554231260058
