"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99"
"Galium_spurium",-0.104984428474697,-0.0678275367507279,-0.000563594518319892,-0.102193200945609,-0.0031972580873356,-0.000523774386787827,-0.022789765638393,-0.00587090933192795,-0.000898219334870289,-2.4878596597552e-05,-0.000187207322572265,1.67919780970119e-05,-1.51506164866627e-05,0.00154116374400844,5.30902383616298e-05,1.55441907783553e-05,2.4787328343488e-05,0.000782232736454595,-0.12023818194142,-1.35044823581387e-16,-1.7630221047484e-15,-5.05528709340126e-05,-0.0001159584892885,-0.00388432798388934,3.76146653123037e-06,-1.20152040886058e-05,0.0081120673104105,-7.48786129524995e-07,-4.55563739682112e-16,-1.56865562437973e-16,-2.54207737648866e-16,-0.163807488818077,3.72303736300323e-15,-0.000414820829714196,1.39021502534095e-15,-0.0501088776425821,4.35340166978228e-05,1.52353720797651e-15,-1.25176223665258e-15,1.54389557659121e-15,0,0,-7.74691804523887e-16,0,4.91036119198375e-15,6.54101528714381e-07,0.258896898580699,-1.12372276034871e-14,3.10719747151249e-15,2.94903215648481e-15,-0.000207840437237796,-9.26425858538796e-06,1.76461014662382e-16,-7.1775122739904e-05,0.170565132062044,-0.0102659334776723,0.731439553893881,0.205218057803051,0.315855485711819,0.350880378329699,1.51365110061932e-14,-1.03544362617135e-13,-0.151171541517311,2.24867848325037e-06,0.0130974827227846,5.8457069017965e-07,2.42263748061171e-15,3.52521172681854e-15,2.90428207059237e-15,-1.03760756869153e-14,1.29936130976134e-15,-0.0152638813277034,4.58681113465818e-16,9.35038234132573e-16,2.16933850170665e-07,-3.92469819507979e-16,-0.000376008736730616,5.2073122752223e-05,-2.64521895520004e-16,-1.32392537824256e-15,0.000557302710279111,5.49613116564563e-07,1.08313372801654e-15,3.71416378445652e-16,9.06908311009113e-08,2.20755785492349e-08,-2.05804981393485e-15,1.94700060834827e-15,-1.24215817586564e-16,0.000176112753627817,3.39450488137967e-05,-4.40098562109072e-16,-0.000547940940502292,-2.21390789781223e-15,-7.34700700564338e-15,2.41690777896816e-15,-1.55467940162485e-15,3.31055958663437e-15,3.29820555515116e-15
"Galium_eriocarpum",-0.104984428474698,-0.0678275367507286,-0.000563594518319494,-0.10219320094561,-0.00319725808733477,-0.000523774386788392,-0.0227897656383936,-0.00587090933192599,-0.000898219334869277,-2.48785966018452e-05,-0.000187207322573033,1.67919780976656e-05,-1.5150616486108e-05,0.00154116374400746,5.3090238360051e-05,1.55441907766751e-05,2.47873283410726e-05,0.000782232736456293,-0.120238181941417,1.19615496650617e-15,1.29533289079554e-15,-5.0552870933847e-05,-0.000115958489289982,-0.00388432798388656,3.76146653428262e-06,-1.20152040890835e-05,0.00811206731042152,-7.48786124456005e-07,9.0674472144651e-16,3.58017442673138e-15,1.75555927695211e-15,-0.163807488818112,1.9682492612632e-15,-0.000414820829717332,-3.77715663015971e-15,-0.0501088776425868,4.35340166963283e-05,2.21920955775521e-14,1.57408800405085e-14,1.34570612421796e-15,-3.21528971890159e-15,-3.56862081260679e-15,-1.52728091012106e-14,2.13691874313303e-15,1.64756777839175e-14,6.54101540813278e-07,0.258896898580811,-1.25125508281864e-14,1.56138216172179e-15,1.24766393845115e-15,-0.000207840437245531,-9.26425858578475e-06,-1.9762553285399e-14,-7.17751225984321e-05,0.170565132063613,-0.0102659334796431,-0.595552851729178,0.32173136788312,-0.102502357239498,0.575585783769876,-2.03283222968028e-14,4.95031646296199e-13,-0.151171541513972,2.24867851322368e-06,0.013097482722845,5.84570766890364e-07,-6.39604769948181e-16,-4.69230939673823e-15,-2.90920922870352e-15,2.75999636258491e-14,9.316780214204e-16,-0.0152638813277262,-1.15476107417582e-15,2.61501416878851e-15,2.16933834227656e-07,6.09235387452865e-16,-0.000376008736737721,5.20731227448653e-05,3.54772939556438e-15,6.33569433407735e-16,0.00055730271028207,5.49613114089307e-07,1.74216466230158e-15,-8.18925587464379e-15,9.06908379429177e-08,2.20755758677125e-08,5.45925054664683e-16,1.00285416011802e-15,5.21311575467466e-15,0.000176112753637341,3.39450487909598e-05,3.13150578902476e-14,-0.000547940940497977,-2.99564175431473e-16,2.75847530728597e-15,-5.34623325494111e-15,-1.46339751042407e-14,2.87591402386623e-15,2.99755748967595e-15
"Galium_propinquum",-0.104984428474698,-0.0678275367507294,-0.000563594518319799,-0.102193200945609,-0.00319725808733622,-0.000523774386787294,-0.0227897656383926,-0.00587090933192862,-0.000898219334869645,-2.48785965974032e-05,-0.000187207322571604,1.67919780962528e-05,-1.51506164868148e-05,0.00154116374400752,5.30902383620079e-05,1.55441907768765e-05,2.47873283443773e-05,0.000782232736451948,-0.120238181941423,9.90814513618652e-17,-5.58783536424263e-16,-5.05528709330464e-05,-0.000115958489288462,-0.00388432798389023,3.76146653263403e-06,-1.20152040862484e-05,0.00811206731041845,-7.48786127559767e-07,1.21305083084482e-16,2.70738623147617e-16,-3.67743434401947e-17,-0.163807488818097,1.27989569291015e-15,-0.000414820829711733,1.65165542671048e-15,-0.0501088776425853,4.35340166926776e-05,2.12176618670139e-15,7.29060070020191e-16,-8.79523041807647e-16,-1.31867434042786e-15,-3.69545242596357e-15,-1.20763209912927e-15,-1.3156726432316e-16,4.70642795554426e-15,6.54101529876638e-07,0.258896898580751,-5.07588413908206e-15,-2.73217332447418e-15,1.42769701373148e-16,-0.000207840437252281,-9.26425856609148e-06,2.0413804406365e-14,-7.1775122774326e-05,0.170565132063024,-0.0102659334766805,-0.273653608488177,-0.569239950254998,0.598947011298102,-0.205771862147983,-8.39189990377167e-14,1.03624890038373e-13,-0.151171541517123,2.2486784438193e-06,0.013097482722649,5.8457070666257e-07,3.07040014226014e-15,-2.0057763016615e-14,-4.24121485354695e-15,2.55337640643969e-15,5.62535475630472e-15,-0.0152638813277245,6.4648156772998e-16,6.4179643693666e-15,2.16933848171262e-07,5.04525892830006e-15,-0.000376008736732625,5.20731227525268e-05,-4.42377328193764e-15,1.07704947616075e-15,0.000557302710283448,5.49613103168765e-07,2.96183552945691e-15,1.35487796450056e-14,9.06908226678246e-08,2.20755887351198e-08,-1.53979157127492e-15,1.65427450316779e-15,-3.85108625663208e-16,0.000176112753626652,3.39450488292495e-05,-1.26441945836288e-14,-0.000547940940515496,-2.54650870400042e-15,-6.39807687180721e-15,-1.12497271518175e-15,-8.03007807877846e-16,3.76334652176301e-15,7.44156778898195e-16
"Galium_sterneri",-0.104984428474697,-0.0678275367507293,-0.000563594518319761,-0.102193200945608,-0.00319725808733579,-0.000523774386787533,-0.0227897656383931,-0.0058709093319276,-0.000898219334870158,-2.48785965976483e-05,-0.000187207322571927,1.67919780962022e-05,-1.515061648621e-05,0.00154116374400853,5.30902383609253e-05,1.55441907772828e-05,2.47873283426571e-05,0.000782232736455068,-0.120238181941416,-1.29071737850052e-16,-9.39599183511978e-16,-5.05528709321111e-05,-0.000115958489287736,-0.00388432798388959,3.76146652945661e-06,-1.20152040857642e-05,0.0081120673104128,-7.48786129057e-07,-4.23420025201922e-16,3.23361608125673e-16,9.99521660394032e-16,-0.163807488818071,1.30170898275465e-15,-0.000414820829713182,-6.66829838825852e-16,-0.0501088776425805,4.35340166933051e-05,7.28561613008658e-15,7.49914476910212e-15,2.1009280207337e-15,8.35629579243919e-16,-3.06917998458464e-16,-1.3575986294607e-15,-2.51761098316686e-15,5.55277954775557e-15,6.54101527496219e-07,0.258896898580703,-1.15796322928768e-15,-5.09070861732869e-15,3.29015506379456e-15,-0.000207840437237774,-9.26425860902049e-06,2.58713113779816e-15,-7.17751227299381e-05,0.170565132062582,-0.0102659334757688,-0.0449954784263349,0.535657706483499,-0.0890733457107,-0.70930400216675,1.79525772298383e-13,-4.38436588084741e-13,-0.151171541517278,2.24867842998166e-06,0.0130974827227531,5.84570704938605e-07,2.01301907046659e-15,1.04778620690481e-14,-6.50176790769663e-16,-1.47661212646515e-15,6.58888877107289e-15,-0.0152638813276998,-8.78156606523471e-16,-1.73648932680659e-15,2.16933835068422e-07,-3.48398217102247e-15,-0.000376008736739145,5.20731227414522e-05,1.26527211234179e-15,-1.21659051421839e-15,0.0005573027102787,5.49613107766483e-07,-2.40624502387787e-15,-7.5099563793844e-15,9.06908305989775e-08,2.20755981583472e-08,-2.18607834698026e-15,2.89408595373564e-15,2.77926516218735e-15,0.00017611275363014,3.39450488228444e-05,-1.68326406617147e-15,-0.000547940940504461,-4.59586817267133e-16,-5.0740844019803e-15,8.27133226651882e-16,-8.0174492026133e-15,1.29436281063289e-15,-2.38313557215914e-16
"Galium_nuttallii",-0.104984428474698,-0.0678275367507283,-0.000563594518319755,-0.102193200945609,-0.00319725808733578,-0.000523774386787473,-0.0227897656383934,-0.00587090933192777,-0.000898219334870636,-2.48785965987627e-05,-0.000187207322571943,1.67919780966348e-05,-1.51506164866062e-05,0.00154116374400848,5.30902383620873e-05,1.55441907782069e-05,2.47873283440002e-05,0.000782232736454761,-0.120238181941422,-1.95575269351278e-16,-1.04767230576505e-15,-5.05528709340919e-05,-0.000115958489289068,-0.00388432798388835,3.76146653084602e-06,-1.20152040873937e-05,0.00811206731041431,-7.4878612826886e-07,-7.95276407890236e-16,-1.7102549339985e-16,-4.3162267059855e-16,-0.163807488818081,5.47838867579138e-15,-0.000414820829714888,-1.20250225850866e-15,-0.0501088776425828,4.3534016694396e-05,7.34764622791978e-15,-7.72519749471469e-16,1.18484051991741e-15,1.84735002419662e-17,2.62901299140792e-15,1.4875839279532e-16,-2.91506587503183e-15,3.35191595097949e-15,6.54101531935233e-07,0.25889689858071,-3.39178194779135e-15,9.21090583436774e-15,-3.19410096337463e-16,-0.000207840437240067,-9.26425858373169e-06,-2.68133439896122e-15,-7.17751227080237e-05,0.170565132062209,-0.0102659334776825,0.182762384749566,-0.493367181914368,-0.723226794060529,-0.0113902977839487,-1.62506536802839e-13,-7.95354239263522e-14,-0.151171541516516,2.24867847158525e-06,0.0130974827228038,5.84570672090551e-07,8.20046661186271e-16,6.17349506870089e-15,-2.88216704236432e-15,-3.55828691193689e-16,-1.61256437803107e-16,-0.0152638813277122,7.9072587909412e-16,2.36214394225695e-15,2.16933849165026e-07,-1.93737674840969e-16,-0.000376008736730482,5.20731227471448e-05,-3.2603227550496e-15,1.35665264537701e-15,0.000557302710280645,5.49613117337384e-07,1.3249624989041e-15,-2.10317147995769e-15,9.06908347714776e-08,2.20755838801806e-08,-1.15271616207044e-15,1.0162713935638e-15,1.5146068316569e-15,0.00017611275362904,3.39450488124137e-05,-1.48652855582947e-15,-0.000547940940506011,-1.13816649693131e-15,-3.68630979570029e-15,-1.15703714222001e-15,2.53321991395955e-15,3.55277574069824e-15,1.16716480178864e-15
"Galium_porrigens",-0.105783743354723,-0.0688156348699016,-0.000576562618055584,-0.108176311285904,-0.00348889906098913,-0.000575537882951537,-0.0256962268043067,-0.00703130117655317,-0.001084843799212,-3.12395705456173e-05,-0.000245469100097516,2.24430750617358e-05,-2.07301610016131e-05,0.00231870333074611,8.05186552186399e-05,2.37492848308593e-05,4.03088049821085e-05,0.00141236628747435,-0.227481326478318,-3.77053856608509e-16,-3.99482469338719e-15,-0.000113174517473007,-0.000278286678920496,-0.0122927110838487,2.72717854743094e-05,-8.80984560394518e-05,-0.412713099762191,3.2400301938349e-05,-5.92883704040495e-16,-7.34084934733112e-16,1.10132121532147e-16,0.250264108936619,-5.49874258811822e-15,0.000474541960043439,3.50591410133059e-16,0.040730011447114,-3.00206819077044e-05,1.50061213569961e-15,5.93164615868404e-15,-2.61792677532351e-15,1.72216289486453e-15,-4.31296647860524e-16,2.53881212299938e-15,-6.91943754090763e-16,-2.59863739976761e-15,-2.9875979652818e-07,-0.0926776818669895,3.5321591876816e-15,-2.4479259499804e-16,-1.89393160240913e-15,4.98855649744763e-05,2.16342433012268e-06,1.03026946921522e-15,4.23946717762912e-06,-0.00470628538038662,0.000165696628327027,-1.03542174834104e-13,3.41324191133197e-14,-2.92647850397287e-14,9.03305208410643e-14,-5.3496669656723e-16,2.27720061112117e-16,-0.0399692354977137,-9.1485791671718e-09,0.000398875036835657,2.2190511462128e-08,-6.69088059138089e-16,2.51598804443804e-16,-7.33164411970237e-15,5.41496627500917e-15,5.52387352554755e-15,-0.00264251687143956,1.02566505159858e-15,-4.07218644364338e-15,4.32760945608139e-08,3.79032010632371e-15,-8.16182767360569e-05,1.22612351813942e-05,-4.18480788726331e-15,5.9748602043554e-15,0.000137289303324649,1.35426608824834e-07,8.0924455770875e-15,-7.39768466531257e-15,2.37656918296618e-08,5.91276450580558e-09,-3.09616880508301e-15,-2.11642465171521e-14,1.87693707163612e-14,5.7615357447438e-05,1.18027002782694e-05,-1.53463169378724e-13,-0.406081899941028,-1.33039267369084e-13,6.06032031559204e-13,5.62526612490593e-13,0.707106781186396,8.78077690734914e-14,4.94418815047562e-14
"Galium_angustifolium",-0.105783743354723,-0.0688156348699016,-0.000576562618056157,-0.108176311285904,-0.00348889906098918,-0.000575537882952093,-0.0256962268043059,-0.00703130117655488,-0.00108484379921173,-3.12395705457419e-05,-0.000245469100097227,2.24430750612882e-05,-2.07301610013501e-05,0.00231870333074563,8.05186552170475e-05,2.37492848304104e-05,4.0308804980835e-05,0.00141236628747513,-0.22748132647832,-5.2733604375643e-16,-2.94019490726181e-15,-0.000113174517474292,-0.00027828667892189,-0.0122927110838483,2.72717854739362e-05,-8.80984560392335e-05,-0.412713099762193,3.24003019372558e-05,1.82046782928937e-17,-3.39254385432906e-16,-3.81235695006524e-17,0.250264108936618,-4.19062982039882e-15,0.000474541960043495,1.15809694366681e-15,0.0407300114471119,-3.00206819083547e-05,9.12949656571927e-16,5.83856415220063e-15,-1.56609815141569e-15,7.66507653307123e-16,-3.20531927726598e-16,-1.38948374617172e-15,7.32646067450666e-17,-4.45517084438514e-15,-2.98759795274148e-07,-0.0926776818669964,3.07291114924477e-15,1.44649969618403e-16,5.26471077944816e-16,4.98855649772265e-05,2.16342433103254e-06,1.30658697057531e-16,4.23946717416557e-06,-0.00470628538040029,0.000165696628320183,-9.1399110502266e-14,1.99840144432528e-14,-2.99517355362156e-14,8.55981951985996e-14,2.38746263847401e-16,-7.07623473335119e-16,-0.0399692354977159,-9.14858184592078e-09,0.000398875036839753,2.21905072439291e-08,6.43879462117464e-16,-5.86869216909824e-15,-4.95467427620351e-15,-2.6741478414269e-15,-3.79201319810669e-15,-0.00264251687144351,2.1522456512854e-16,1.03258506476962e-15,4.32760940417887e-08,7.03600600001775e-16,-8.16182767322453e-05,1.22612351944241e-05,-5.26240899155124e-15,-2.73444595232199e-15,0.000137289303402836,1.35426601960446e-07,-1.52656785929374e-14,1.44438286392754e-14,2.37656914679681e-08,5.91276611133564e-09,-8.81462420261277e-16,-1.13484798095874e-15,3.47724070720247e-15,5.76153575113747e-05,1.18027004149543e-05,2.99550258256812e-13,-0.406081899940506,-4.83520114209413e-14,-6.53717027840105e-13,-6.26854785777606e-13,-0.707106781186698,-4.60772374628801e-14,-1.14432442961055e-14
"Galium_boreale",-0.105774089409633,-0.068803735790912,-0.000576406995867919,-0.108105508743969,-0.00348548868930174,-0.000574934177911754,-0.0256626540928833,-0.00701817916837688,-0.00108273936439409,-3.11687458856067e-05,-0.000244829011747034,2.23813409121612e-05,-2.06696198853979e-05,0.00231047837873242,8.02290962196581e-05,2.36628229907806e-05,4.0147657100242e-05,0.00140596968638591,-0.226402620781016,-7.27535356329957e-16,-4.04379733358805e-15,-0.000112562733861638,-0.000276717331995938,-0.0122141694644309,2.70645767848608e-05,-8.74282224152356e-05,-0.409180789653942,3.2122346438312e-05,-1.52197512531836e-15,6.70396906786346e-16,-6.79779027670293e-18,0.247348818098227,-4.54142713592163e-15,0.000468611564532198,2.31925146992513e-15,0.040172171432503,-2.95900190328378e-05,-1.6578142600042e-15,1.19562517551688e-15,-8.83846340843319e-16,3.34048609216414e-15,1.17180376617115e-15,1.82863997427149e-15,-8.28721432713506e-16,-1.83092107099196e-15,-2.93936768729247e-07,-0.0910757614207983,3.76594260452525e-15,-6.38006192002806e-16,-2.63009271660106e-15,4.8928657127547e-05,2.12164819942335e-06,-4.15699164501816e-16,4.13663186657832e-06,-0.00458757927643899,0.000161485395958539,-9.56457135714572e-14,1.46063716677247e-14,-2.21316021065121e-14,7.7562956057875e-14,4.46848823538238e-17,8.68065372698043e-16,-0.038937944848801,-8.89521304177731e-09,0.000386948889418359,2.15142725282754e-08,-3.96907846099342e-16,5.56118012036337e-15,1.99748332538131e-14,-6.94836525652817e-15,-2.59639260991854e-15,-0.00250564302719162,-1.24570577355671e-15,3.43263720167975e-15,4.06055286399263e-08,-6.03327732664285e-15,-7.58153739630971e-05,1.1220790683263e-05,1.01692315315302e-14,-5.03966682002193e-15,0.000124128622718822,1.22435608963447e-07,5.60334642010859e-15,-7.94271103683952e-15,2.09734685669195e-08,5.1571585836979e-09,1.240047071283e-15,2.58185890442375e-14,-1.85330342113494e-14,3.71961466079226e-05,6.20861472453843e-06,-1.42880688042266e-13,0.818652305036282,1.76027395434611e-13,3.10619502959712e-14,6.79594623366241e-14,3.01317914756071e-13,-3.09209319601168e-14,-3.00944730217455e-14
"Galium_trifidum",-0.105080165314427,-0.067945914502709,-0.000565148609417027,-0.102911081335137,-0.00323228694624051,-0.00052999312948146,-0.0231392390020618,-0.00601070209259301,-0.00092070783497628,-2.56459948368067e-05,-0.000194244855294763,1.74749464400854e-05,-1.58253684824598e-05,0.00163542361761693,5.64159922337717e-05,1.65392533774141e-05,2.66724235538463e-05,0.000858935484378412,-0.133304486148225,-5.72995919652642e-16,-2.39232699348064e-15,-5.8205658399936e-05,-0.000135818063233749,-0.00491686076773513,6.6675689151665e-06,-2.14203654688574e-05,-0.0442108348506872,3.37330332785234e-06,-2.05027626089866e-16,2.41475300240467e-16,6.09902949919647e-16,-0.111089725671882,2.76683777412731e-15,-0.000300651664740721,2.35762809970908e-15,-0.0382894952692562,3.38830868584414e-05,4.18308375160133e-15,-4.1102002469895e-15,2.42488719186387e-15,-6.1877164772148e-16,8.20889624042174e-16,-2.75961561353972e-15,-7.11371101224254e-15,4.53888858692134e-15,5.25471258584135e-07,0.210302932132003,-7.58840474994266e-15,2.93743577895799e-15,-5.73801448442309e-15,-0.00017020855077348,-7.5877637555016e-06,1.77646021996834e-15,-5.20757665737959e-05,0.083585021329018,-0.00320729214833923,1.89925852822626e-12,-5.70432590052405e-13,7.36109090349046e-13,-1.78562720165587e-12,1.29537349406871e-14,4.41200413218287e-15,0.937034206786143,2.27846184102005e-06,0.0124093581639397,5.50125837964248e-07,-2.61578775281844e-15,6.28024913258919e-15,-5.58911891502552e-15,-1.85107904414265e-15,5.38798198179858e-15,-0.0139684898669508,-1.46829342914234e-15,1.85854639345373e-15,1.98652773503724e-07,2.906753694123e-16,-0.000344576479428513,4.77654763954947e-05,1.65874943460522e-15,-8.53847221839526e-16,0.000511518170393212,5.04461996946424e-07,5.57350108962179e-16,1.75312329068544e-16,8.33178582465104e-08,2.02878717391733e-08,9.61173504707693e-16,1.61071598865211e-15,2.67820214788756e-15,0.000162279284415091,3.12913256956658e-05,-6.04272380918343e-15,-0.0010989977856299,-2.02749166040168e-15,-4.47078204411184e-15,4.46426088676032e-16,-5.34412055570943e-15,1.36475661846592e-15,3.0991544050615e-15
"Galium_mexicanum",-0.107693670854002,-0.0712292240053818,-0.000609106678980812,-0.125062378990515,-0.00441152154785813,-0.000743874771059642,-0.0362252004290992,-0.0126868334740632,-0.00203900472760729,-7.30373740835881e-05,-0.000797017955481729,8.84390540978578e-05,-0.000111383508617159,-0.0229336066422148,-0.00063678764425714,-0.000158469942295154,-0.000113830029633415,-0.0019541066571295,0.253078587965564,5.67154794693357e-17,3.62655856676403e-15,7.07542846736965e-05,0.000144746808833852,0.00357005124759063,-2.37814576817837e-06,7.57635146889477e-06,-0.00404493174868031,3.7166959867915e-07,-6.32088070999529e-16,8.45216632900018e-17,-5.01195138168639e-16,0.0453198162305905,-6.74898007474538e-16,0.000100145282801523,-9.67663725673715e-16,0.0100733415318974,-7.94965550673531e-06,1.3125814141833e-15,3.16285060244336e-15,-1.68499027998223e-15,-1.20190160279072e-15,1.4323540304045e-15,2.95564599182993e-15,-8.86454358966219e-16,1.31420937518308e-16,-9.19331613160633e-08,-0.0307540172347634,2.53941668876681e-15,-3.13363017097026e-16,-8.4723531848336e-16,1.83241874485851e-05,7.99340005811576e-07,4.87738622151659e-16,1.44844529017626e-06,-0.000974854679667059,2.61686486209601e-05,-1.64313007644523e-14,-1.14491749414469e-14,2.71241362703734e-14,-8.64586180426841e-15,-7.02326650424336e-15,1.5817689346504e-15,-0.000640537548589445,1.25597541826404e-07,0.354924831138427,-1.92346094491132e-07,3.54988168449958e-15,6.09109378440168e-16,5.3178886093827e-15,-8.67800666385772e-15,1.73630142124487e-14,-0.126428709608778,2.84672263784381e-15,6.49238526287278e-15,-2.2450937724915e-08,-1.14161914144958e-14,0.0605055452980055,0.0218139568498507,-7.36230887091556e-16,-6.62901155533396e-15,0.00576213122263119,-7.51356141490954e-08,-5.64396507086045e-16,-4.68516248830428e-15,1.73740479022142e-09,5.4043688884515e-10,-1.18493706523004e-14,-2.7930208473414e-15,1.22458528837897e-14,0.389455556140221,0.301126774001609,-0.707106781186568,-2.31414147065026e-05,6.03410102908995e-15,5.604727507152e-14,-1.4363253905569e-14,-1.7966493444196e-13,-1.05144586078287e-14,-3.49305761790009e-15
