accepted_species,estimate
t269,0.40519905
t223,0.3984695
t137,0.4923506
t251,0.5350155
t276,0.6106935
t339,0.61300504
t129,0.5876443
t165,0.6340686
t355,0.6090129
t307,0.61153156
t325,0.6140087
t469,0.6059166
t480,0.6059166
t350,0.6059166
t409,0.6152022
t446,0.598029
t341,0.61798584
t427,0.61988974
t428,0.61988974
t106,0.23766318
t99,0.24980803
t228,0.5836265
t65,0.33025923
t461,0.41431582
t482,0.59876657
t413,0.59876657
t393,0.59558564
t349,0.49702278
t415,0.49805784
t470,0.4926827
t81,0.27499253
t179,0.22432798
t259,0.19013703
t64,0.31350267
t170,0.3376447
t171,0.3376447
t492,0.3212462
t405,0.27013105
t387,0.3012063
t283,0.35639825
t388,0.37394574
t292,0.3767123
t338,0.117977485
t328,0.117971174
t282,0.72565514
t335,0.72276336
t291,0.73014474
t75,0.8454726
t133,0.8542816
