,0,1,2,3,4,5,6,7,8,9,10,11,12
t1,10.42198,9.009828,3.2529078,6.9252067,5.215977,5.1816673,5.307744,5.397447,6.155113,6.3566065,4.17294,3.6824381,3.286912
t2,10.805054,8.567516,3.1748242,7.075489,4.7512293,5.2028775,4.899505,5.344844,6.2324796,6.509601,4.0079775,3.8218877,3.3531811
t3,10.410042,9.023226,3.1600754,7.0089836,5.2039123,5.1167245,5.2669272,5.4581776,6.213912,6.4404073,4.0618525,3.6462643,3.2399666
t4,10.733657,8.628849,3.1972752,7.041734,4.8031063,5.216907,4.9666915,5.338973,6.2368236,6.490413,4.0356364,3.7515638,3.3492725
t5,10.484464,8.897738,3.1992042,6.984736,5.0799403,5.17056,5.154255,5.402078,6.2215185,6.4231176,4.03794,3.6148694,3.286101
t6,10.547034,8.820641,3.218972,6.9756703,5.0115867,5.203438,5.077999,5.3708725,6.239805,6.4296803,3.9990532,3.5831046,3.316075
t7,10.29081,9.333538,3.0090222,7.092999,5.427278,4.920643,5.4510765,5.5867724,6.2317657,6.484865,4.079516,3.8214998,3.077917
t8,10.274229,9.482179,2.8972375,7.073581,5.6780953,4.739026,5.4403143,5.665049,6.307953,6.5420027,4.0670857,4.012174,2.9569545
t9,10.846453,-0.94774,4.889861,3.8323853,4.273839,6.67368,3.2881215,7.0185304,5.278489,4.8681254,4.4626517,4.6485643,8.74574
t10,10.26519,9.311034,3.0572078,7.046526,5.378671,4.993126,5.5162177,5.5540485,6.2151537,6.496264,4.1365027,3.752084,3.0722356
t11,10.2555485,9.372188,3.008878,7.0745273,5.4638414,4.9146996,5.4968724,5.6038175,6.2185373,6.5180297,4.11528,3.8304956,3.0235007
t12,10.203228,9.469415,3.0004077,7.1468396,5.578192,4.8767195,5.4786606,5.6760583,6.188616,6.538889,4.0277143,3.8228893,2.940221
t13,10.273655,9.262939,3.126353,7.021993,5.3591146,5.0533814,5.4584136,5.494795,6.240421,6.474631,4.126852,3.7158525,3.0708878
t14,9.812522,10.389962,2.3161042,7.900393,4.9762325,4.451165,5.2310667,5.342422,5.634778,7.5809216,3.631822,7.491149,1.3715807
t15,12.432747,-0.052608207,4.54231,5.4252815,3.9547522,6.2784853,3.9321964,5.2464566,5.6402225,7.088768,5.6294255,2.4773831,7.692787
t16,10.282548,9.570358,2.7676215,7.2197337,5.83721,4.5944486,5.336553,5.8187613,6.2165046,6.613459,3.892959,4.2627816,2.8442454
t17,12.167488,-0.5678184,4.415704,5.0900407,4.4856663,6.7900233,3.680691,5.7637386,5.904686,6.999162,5.2589726,3.6066358,8.568449
t18,10.578148,8.653833,3.3004024,6.8907256,4.8256016,5.308506,4.9148116,5.2815127,6.236175,6.335856,3.953938,3.4131157,3.4248493
t19,9.162268,10.530259,3.096079,6.102022,4.5279894,5.3598685,6.9399858,5.108917,7.370149,7.2822413,5.0928445,2.6406927,2.5767183
t20,9.456932,10.225159,3.0256538,6.3789387,4.8168387,5.173807,6.516163,5.16607,7.127689,7.0076103,4.9475994,2.9072998,2.5494928
t21,10.128988,9.519235,3.0022206,6.9759097,5.3971906,4.9298744,5.658455,5.556255,6.3577785,6.5978394,4.235366,3.7056854,2.9379253
t22,-3.7178998,10.578494,5.4174037,-0.6117687,8.6611805,11.936572,-1.95745,14.749198,5.7943034,4.5741277,14.27276,4.72172,-0.56378704
t23,12.263288,-0.366786,4.167997,5.3215275,4.014858,6.4482446,3.9491231,5.106372,5.3351927,7.341514,5.4412866,2.6598566,8.025767
t24,12.3450985,-0.4284578,4.132992,5.354792,4.023074,6.476592,4.0253625,5.079843,5.331591,7.391187,5.375594,2.6600046,8.04753
t25,11.361297,7.6435695,3.1651313,7.283893,3.8437781,5.2521787,4.2044067,5.329744,5.8977766,6.721236,4.3649254,3.926563,3.675366
t26,10.270142,9.564978,2.8579795,7.207372,5.96819,4.683142,5.416357,5.821284,6.250941,6.487242,3.882742,3.8752084,2.9876096
t27,9.973691,9.696101,2.9933891,6.848458,5.2971253,4.952903,5.859926,5.5047903,6.5138087,6.7080793,4.388037,3.55543,2.8336055
t28,10.747207,-1.0480827,4.8698874,3.752078,4.262458,6.702919,3.1749868,7.114588,5.350615,4.734266,4.4755,4.632638,8.730502
