"","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","t26","t27","t28","t29","t30","t31","t32","t33","t34","t35","t36","t37","t38","t39","t40","t41","t42","t43","t44","t45","t46","t47","t48","t49","t50","t51","t52","t53","t54","t55","t56","t57","t58","t59","t60","t61","t62","t63","t64","t65","t66","t67","t68","t69","t70","t71","t72","t73","t74","t75","t76","t77","t78","t79","t80","t81","t82","t83","t84","t85","t86","t87","t88","t89","t90","t91","t92","t93","t94","t95","t96","t97","t98","t99","t100","t101","t102","t103","t104","t105","t106","t107","t108","t109","t110","t111","t112","t113","t114","t115","t116","t117","t118","t119","t120","t121","t122","t123","t124","t125","t126"
"t1",0,7.53270100983537,5.44676089948165,6.29462372560797,9.85482662497267,8.79805330298923,6.41514052050335,6.54631340148382,6.94133820107265,7.11298313773577,8.28969915934933,7.82939155137281,7.90069760318638,9.85482662497267,7.90866549211461,9.85482662497267,9.85482662497267,9.85482662497267,9.19898724442832,9.52853083279831,9.85482662497267,9.85482662497267,9.24409444698859,9.85482662497266,9.85482662497267,9.85482662497266,9.85482662497267,9.85482662497266,9.85482662497266,9.85482662497266,8.96807721312303,8.938097441049,9.60685676767769,9.18564627588569,9.04013157255232,9.33532732080101,9.65315841099874,9.85482662497266,9.85482662497266,9.21190634427921,9.10797443445288,9.85482662497267,9.85482662497267,9.70289821094627,9.85482662497267,9.85482662497267,9.85482662497267,9.85482662497266,9.85482662497267,9.85482662497266,9.85482662497266,9.85482662497267,9.85482662497267,9.85482662497267,9.85482662497267,7.79977680289138,7.79977680289138,9.85482662497267,9.85482662497267,9.85482662497267,9.85482662497267,9.85482662497267,9.85482662497267,9.85482662497267,9.85482662497266,9.85482662497266,9.85482662497267,9.85482662497267,9.85482662497267,9.85482662497267,9.85482662497267,9.85482662497267,9.85482662497267,9.85482662497267,9.85482662497267,9.85482662497267,9.85482662497267,9.85482662497267,9.85482662497267,9.85482662497267,9.85482662497266,9.85482662497266,7.79977680289138,7.79977680289138,9.85482662497267,9.85482662497267,9.85482662497267,9.85482662497266,9.85482662497266,9.85482662497266,9.85482662497266,9.85482662497266,9.85482662497266,9.85482662497267,9.85482662497266,9.85482662497266,9.85482662497267,9.85482662497267,9.85482662497266,9.85482662497266,9.85482662497267,9.85482662497267,9.85482662497266,9.85482662497266,9.85482662497267,9.85482662497267,9.85482662497266,9.85482662497266,9.85482662497267,9.85482662497267,9.85482662497267,9.85482662497267,9.85482662497267,9.85482662497267,9.85482662497267,9.85482662497267,9.85482662497266,9.85482662497266,9.85482662497267,9.85482662497267,9.85482662497266,9.85482662497266,9.85482662497266,9.85482662497266,9.85482662497266,9.85482662497266
"t2",7.53270100983537,0,9.45614076213898,10.3040035882653,13.86420648763,12.8074331656466,10.4245203831607,10.5556932641411,10.95071806373,11.1223630003931,12.2990790220067,11.8387714140301,11.9100774658437,13.86420648763,11.9180453547719,13.86420648763,13.86420648763,13.86420648763,13.2083671070856,13.5379106954556,13.86420648763,13.86420648763,13.2534743096459,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,12.9774570757804,12.9474773037063,13.616236630335,13.195026138543,13.0495114352096,13.3447071834583,13.6625382736561,13.86420648763,13.86420648763,13.2212862069365,13.1173542971102,13.86420648763,13.86420648763,13.7122780736036,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,10.7229506148515,10.7229506148515,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,10.7229506148515,10.7229506148515,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763,13.86420648763
"t3",5.44676089948165,9.45614076213898,0,2.03750732526795,5.59771022463264,4.13140670454091,1.74849392205503,1.8796668030355,2.27469160262433,2.85586673739574,4.0325827590093,3.57227515103278,3.23405100473806,5.59771022463264,3.65154909177459,5.59771022463264,5.18818002652434,5.59771022463264,4.9418708440883,5.27141443245829,5.59771022463264,5.18818002652434,4.57744784854027,5.59771022463264,5.59771022463264,5.59771022463264,5.18818002652434,5.59771022463264,5.59771022463264,5.59771022463264,4.710960812783,4.27145084260068,5.34974036733766,4.92852987554566,4.78301517221229,5.30547441920092,5.39604201065871,5.59771022463264,5.59771022463264,4.54525974583089,4.44132783600456,5.59771022463264,5.18818002652435,5.44578181060624,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.18818002652435,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,9.72321655519499,9.72321655519499,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.18818002652435,5.82497372337257,5.82497372337257,5.59771022463264,5.59771022463264,5.18818002652435,5.18818002652435,5.18818002652435,5.59771022463264,5.59771022463264,5.59771022463264,5.18818002652434,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.18818002652434,5.59771022463264,9.72321655519499,9.72321655519499,5.59771022463264,5.59771022463264,5.59771022463264,5.18818002652434,5.18818002652434,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.18818002652435,5.18818002652435,5.18818002652435,5.18818002652435,5.18818002652434,5.18818002652434,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264,5.59771022463264
"t4",6.29462372560797,10.3040035882653,2.03750732526795,0,3.95788395654658,5.38879972877553,3.00588694628965,3.13705982727011,3.53208462685894,2.61286276913936,3.78957879075292,3.3292711827764,4.49144402897268,4.21921047108281,3.4085451235182,5.35470625637625,6.44557305075896,5.35470625637625,4.69886687583191,3.89291467890846,5.35470625637625,6.44557305075896,5.83484087277488,5.35470625637625,4.21921047108281,5.35470625637625,6.44557305075896,5.35470625637625,5.35470625637625,5.35470625637625,4.46795684452662,5.5288438668353,5.10673639908127,4.68552590728928,4.54001120395591,6.15333724532724,5.15303804240233,5.35470625637625,5.35470625637625,5.8026527700655,5.69872086023918,5.35470625637625,6.44557305075896,5.20277784234985,5.35470625637626,4.21921047108281,5.35470625637626,5.35470625637625,5.35470625637626,5.35470625637625,6.44557305075896,4.21921047108281,4.21921047108281,4.21921047108281,4.21921047108281,10.5710793813213,10.5710793813213,5.35470625637626,5.35470625637626,5.35470625637625,5.35470625637625,6.44557305075896,6.6728365494989,6.6728365494989,5.35470625637626,5.35470625637626,6.44557305075896,6.44557305075896,6.44557305075896,5.35470625637625,4.21921047108281,4.21921047108281,6.44557305075896,5.35470625637626,5.35470625637626,5.35470625637625,4.21921047108281,4.21921047108281,5.35470625637626,5.35470625637625,6.44557305075896,5.35470625637625,10.5710793813213,10.5710793813213,4.21921047108281,4.21921047108281,5.35470625637626,6.44557305075896,6.44557305075896,5.35470625637625,5.35470625637625,5.35470625637625,5.35470625637625,5.35470625637625,5.35470625637626,5.35470625637626,5.35470625637625,5.35470625637625,5.35470625637625,5.35470625637625,5.35470625637625,5.35470625637625,5.35470625637625,5.35470625637625,5.35470625637626,5.35470625637626,5.35470625637625,5.35470625637625,6.44557305075896,6.44557305075896,6.44557305075896,6.44557305075896,6.44557305075896,6.44557305075896,5.35470625637625,5.35470625637625,5.35470625637625,5.35470625637625,5.35470625637625,5.35470625637625,5.35470625637625,5.35470625637625,4.21921047108281,4.21921047108281,5.35470625637625,5.35470625637625
"t5",9.85482662497267,13.86420648763,5.59771022463264,3.95788395654658,0,8.94900262814022,6.56608984565434,6.6972627266348,7.09228752622363,6.17306566850405,7.34978169011761,6.88947408214109,8.05164692833737,7.7794133704475,6.96874802288289,8.91490915574095,10.0057759501237,8.91490915574095,8.2590697751966,7.45311757827315,8.91490915574095,10.0057759501237,9.39504377213957,8.91490915574095,7.7794133704475,8.91490915574095,10.0057759501237,8.91490915574095,8.91490915574095,8.91490915574095,8.02815974389131,9.08904676619999,8.66693929844597,8.24572880665397,8.1002141033206,9.71354014469193,8.71324094176702,8.91490915574095,8.91490915574095,9.3628556694302,9.25892375960387,8.91490915574095,10.0057759501237,8.76298074171455,8.91490915574095,7.7794133704475,8.91490915574095,8.91490915574095,8.91490915574095,8.91490915574095,10.0057759501237,7.7794133704475,7.7794133704475,7.7794133704475,7.7794133704475,14.131282280686,14.131282280686,8.91490915574095,8.91490915574095,8.91490915574095,8.91490915574095,10.0057759501237,10.2330394488636,10.2330394488636,8.91490915574095,8.91490915574095,10.0057759501237,10.0057759501237,10.0057759501237,8.91490915574095,7.7794133704475,7.7794133704475,10.0057759501237,8.91490915574095,8.91490915574095,8.91490915574095,7.7794133704475,7.7794133704475,8.91490915574095,8.91490915574095,10.0057759501237,8.91490915574095,14.131282280686,14.131282280686,7.7794133704475,7.7794133704475,8.91490915574095,10.0057759501237,10.0057759501237,8.91490915574095,8.91490915574095,8.91490915574095,8.91490915574095,8.91490915574095,8.91490915574095,8.91490915574095,8.91490915574095,8.91490915574095,8.91490915574095,8.91490915574095,8.91490915574095,8.91490915574095,8.91490915574095,8.91490915574095,8.91490915574095,8.91490915574095,8.91490915574095,8.91490915574095,10.0057759501237,10.0057759501237,10.0057759501237,10.0057759501237,10.0057759501237,10.0057759501237,8.91490915574095,8.91490915574095,8.91490915574095,8.91490915574095,8.91490915574095,8.91490915574095,8.91490915574095,8.91490915574095,7.7794133704475,7.7794133704475,8.91490915574095,8.91490915574095
"t6",8.79805330298923,12.8074331656466,4.13140670454091,5.38879972877553,8.94900262814022,0,3.01197190462826,5.19098478134484,5.58600958093367,6.20715914090332,7.38387516251688,6.92356755454036,6.5453689830474,8.94900262814022,7.00284149528217,8.94900262814022,8.49949800483368,8.94900262814022,8.29316324759588,8.62270683596587,8.94900262814022,8.49949800483369,7.88876582684961,8.94900262814022,8.94900262814022,8.94900262814022,8.49949800483369,8.94900262814022,8.94900262814022,8.94900262814022,8.06225321629059,7.58276882091002,8.70103277084524,8.27982227905325,8.13430757571988,8.6567668227085,8.7473344141663,8.94900262814022,8.94900262814022,7.85657772414023,7.7526458143139,8.94900262814022,8.49949800483369,8.79707421411382,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.49949800483369,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,13.0745089587026,13.0745089587026,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.49949800483368,9.17626612688016,9.17626612688016,8.94900262814022,8.94900262814022,8.49949800483368,8.49949800483368,8.49949800483368,8.94900262814022,8.94900262814022,8.94900262814022,8.49949800483369,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.49949800483369,8.94900262814022,13.0745089587026,13.0745089587026,8.94900262814022,8.94900262814022,8.94900262814022,8.49949800483369,8.49949800483369,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.49949800483368,8.49949800483368,8.49949800483368,8.49949800483368,8.49949800483369,8.49949800483369,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022,8.94900262814022
"t7",6.41514052050335,10.4245203831607,1.74849392205503,3.00588694628965,6.56608984565434,3.01197190462826,0,2.80807199885895,3.20309679844778,3.82424635841744,5.000962380031,4.54065477205448,4.16245620056152,6.56608984565434,4.61992871279629,6.56608984565434,6.1165852223478,6.56608984565434,5.91025046511,6.23979405347999,6.56608984565434,6.1165852223478,5.50585304436373,6.56608984565434,6.56608984565434,6.56608984565434,6.1165852223478,6.56608984565434,6.56608984565434,6.56608984565434,5.6793404338047,5.19985603842414,6.31811998835936,5.89690949656736,5.75139479323399,6.27385404022262,6.36442163168041,6.56608984565434,6.56608984565434,5.47366494165435,5.36973303182802,6.56608984565434,6.1165852223478,6.41416143162794,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.1165852223478,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,10.6915961762167,10.6915961762167,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.1165852223478,6.79335334439427,6.79335334439427,6.56608984565434,6.56608984565434,6.1165852223478,6.1165852223478,6.1165852223478,6.56608984565434,6.56608984565434,6.56608984565434,6.1165852223478,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.1165852223478,6.56608984565434,10.6915961762167,10.6915961762167,6.56608984565434,6.56608984565434,6.56608984565434,6.1165852223478,6.1165852223478,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.1165852223478,6.1165852223478,6.1165852223478,6.1165852223478,6.1165852223478,6.1165852223478,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434,6.56608984565434
"t8",6.54631340148382,10.5556932641411,1.8796668030355,3.13705982727011,6.6972627266348,5.19098478134484,2.80807199885895,0,0.820105159380617,3.95541923939791,5.13213526101147,4.67182765303495,1.77946456149435,6.6972627266348,4.75110159377675,6.69726272663481,3.73359358328064,6.6972627266348,6.04142334609046,6.37096693446045,6.6972627266348,3.73359358328064,3.12286140529656,6.6972627266348,6.6972627266348,6.6972627266348,3.73359358328064,6.69726272663481,6.69726272663481,6.69726272663481,5.81051331478517,2.81686439935697,6.44929286933982,6.02808237754783,5.88256767421446,6.40502692120308,6.49559451266088,6.69726272663481,6.69726272663481,3.09067330258718,2.98674139276085,6.69726272663481,3.73359358328064,6.5453343126084,6.69726272663481,6.69726272663481,6.69726272663481,6.69726272663481,6.69726272663481,6.69726272663481,3.73359358328064,6.69726272663481,6.69726272663481,6.69726272663481,6.69726272663481,10.8227690571972,10.8227690571972,6.69726272663481,6.69726272663481,6.6972627266348,6.6972627266348,3.73359358328064,6.92452622537474,6.92452622537474,6.69726272663481,6.69726272663481,3.73359358328064,3.73359358328064,3.73359358328064,6.69726272663481,6.69726272663481,6.69726272663481,3.73359358328064,6.69726272663481,6.69726272663481,6.69726272663481,6.69726272663481,6.69726272663481,6.69726272663481,6.69726272663481,3.73359358328064,6.69726272663481,10.8227690571972,10.8227690571972,6.69726272663481,6.69726272663481,6.69726272663481,3.73359358328064,3.73359358328064,6.6972627266348,6.6972627266348,6.69726272663481,6.69726272663481,6.69726272663481,6.69726272663481,6.69726272663481,6.69726272663481,6.69726272663481,6.6972627266348,6.6972627266348,6.69726272663481,6.69726272663481,6.69726272663481,6.69726272663481,6.69726272663481,6.69726272663481,6.6972627266348,6.6972627266348,3.73359358328064,3.73359358328064,3.73359358328064,3.73359358328064,3.73359358328064,3.73359358328064,6.69726272663481,6.69726272663481,6.69726272663481,6.69726272663481,6.69726272663481,6.69726272663481,6.69726272663481,6.69726272663481,6.6972627266348,6.6972627266348,6.69726272663481,6.69726272663481
"t9",6.94133820107265,10.95071806373,2.27469160262433,3.53208462685894,7.09228752622363,5.58600958093367,3.20309679844778,0.820105159380617,0,4.35044403898674,5.5271600606003,5.06685245262378,2.17412920432748,7.09228752622363,5.14612639336558,7.09228752622364,4.12825822611377,7.09228752622363,6.43644814567929,6.76599173404928,7.09228752622363,4.12825822611377,3.51752604812969,7.09228752622363,7.09228752622363,7.09228752622363,4.12825822611377,7.09228752622364,7.09228752622364,7.09228752622364,6.205538114374,3.2115290421901,6.84431766892865,6.42310717713666,6.27759247380329,6.80005172079191,6.89061931224971,7.09228752622364,7.09228752622364,3.48533794542031,3.38140603559398,7.09228752622364,4.12825822611377,6.94035911219723,7.09228752622364,7.09228752622364,7.09228752622364,7.09228752622364,7.09228752622364,7.09228752622364,4.12825822611377,7.09228752622364,7.09228752622364,7.09228752622364,7.09228752622364,11.217793856786,11.217793856786,7.09228752622364,7.09228752622364,7.09228752622363,7.09228752622363,4.12825822611377,7.31955102496357,7.31955102496357,7.09228752622364,7.09228752622364,4.12825822611377,4.12825822611377,4.12825822611377,7.09228752622364,7.09228752622364,7.09228752622364,4.12825822611377,7.09228752622364,7.09228752622364,7.09228752622364,7.09228752622364,7.09228752622364,7.09228752622364,7.09228752622364,4.12825822611377,7.09228752622364,11.217793856786,11.217793856786,7.09228752622364,7.09228752622364,7.09228752622364,4.12825822611377,4.12825822611377,7.09228752622363,7.09228752622363,7.09228752622364,7.09228752622364,7.09228752622364,7.09228752622364,7.09228752622364,7.09228752622364,7.09228752622364,7.09228752622363,7.09228752622363,7.09228752622364,7.09228752622364,7.09228752622364,7.09228752622364,7.09228752622364,7.09228752622364,7.09228752622363,7.09228752622363,4.12825822611377,4.12825822611377,4.12825822611377,4.12825822611377,4.12825822611377,4.12825822611377,7.09228752622364,7.09228752622364,7.09228752622364,7.09228752622364,7.09228752622364,7.09228752622364,7.09228752622364,7.09228752622364,7.09228752622363,7.09228752622363,7.09228752622364,7.09228752622364
"t10",7.11298313773577,11.1223630003931,2.85586673739574,2.61286276913936,6.17306566850405,6.20715914090332,3.82424635841744,3.95541923939791,4.35044403898674,0,2.27099330716073,1.81068569918421,5.30980344110047,6.17306566850405,1.22124428253989,3.83612077278407,7.26393246288676,3.83612077278407,3.18028139223973,5.8467698763297,3.83612077278407,7.26393246288676,6.65320028490268,3.71031851203825,6.17306566850405,3.16740541539794,7.26393246288676,3.71031851203825,3.71031851203825,3.71031851203825,2.82356910018862,6.34720327896309,3.58815091548909,3.16694042369709,2.89562345961791,6.97169665745503,3.50865029806433,3.71031851203825,3.71031851203825,6.6210121821933,6.51708027236697,3.71031851203825,7.26393246288676,3.68419235875767,3.83612077278407,6.17306566850405,3.71031851203825,3.71031851203825,3.83612077278407,3.71031851203825,7.26393246288676,6.17306566850405,6.17306566850405,6.17306566850405,6.17306566850405,11.3894387934491,11.3894387934491,3.71031851203825,3.71031851203825,3.83612077278407,3.83612077278407,7.26393246288676,7.49119596162669,7.49119596162669,3.71031851203825,3.71031851203825,7.26393246288676,7.26393246288676,7.26393246288676,3.16740541539794,6.17306566850405,6.17306566850405,7.26393246288676,3.83612077278407,3.83612077278407,3.71031851203825,6.17306566850405,6.17306566850405,3.71031851203825,3.71031851203825,7.26393246288676,3.71031851203825,11.3894387934491,11.3894387934491,6.17306566850405,6.17306566850405,3.83612077278407,7.26393246288676,7.26393246288676,3.71031851203825,3.71031851203825,3.71031851203825,3.71031851203825,3.71031851203825,3.16740541539794,3.16740541539794,3.71031851203825,3.71031851203825,3.71031851203825,3.71031851203825,3.71031851203825,3.71031851203825,3.71031851203825,3.71031851203825,3.83612077278407,3.83612077278407,3.83612077278407,3.83612077278407,7.26393246288676,7.26393246288676,7.26393246288676,7.26393246288676,7.26393246288676,7.26393246288676,3.71031851203825,3.16740541539794,3.71031851203825,3.71031851203825,3.16740541539794,3.16740541539794,3.71031851203825,3.71031851203825,6.17306566850405,6.17306566850405,3.71031851203825,3.71031851203825
