"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121","c122","c123","c124","c125","c126"
"t1",0.0539377878594644,0.0373129881662074,-0.218179003035992,0.0278071681158505,-0.000841551841493887,-5.48446272470642e-06,0.0212954670548531,-0.00842057800714486,-0.000363559650503248,0.00327373445675175,-0.00050939750926618,-0.0664411740344022,0.294244343084949,-0.0534787279884247,-0.027138592385894,0.0353333916206555,0.00592494093074343,-0.00193127047163224,-0.000325203820915144,-0.000440022360289506,0.0100341224912203,-0.00116969401909152,-0.00219190193238679,0.0011611433060196,-2.10566808619937e-05,-0.000551381551254719,-0.0156385430168547,-0.00851831205353626,-0.00430425203032316,0.899760691552358,0.0224166916744717,0.0143878619598145,-0.0693709903211786,-0.0159474682874879,-0.1224589160193,-0.000981371650165727,-0.0846675726891174,-0.00474102461142099,5.7542116300832e-05,0.00176596094473921,-0.00214109283432519,0.0037457796941279,0.000688894985860047,0.00171987291455744,-0.00236053869507779,-0.000285462025223768,-0.000282200093779699,0.0531826321087003,-0.017008662369007,3.37316107531017e-16,-0.0215110340963236,0.0134476622161444,3.66731598411554e-05,-3.24276808676044e-05,-0.000478809534205538,-0.000144865943116549,-0.000392300106957952,-0.000507148657782076,0.0196896644111294,1.92053334917553e-16,-0.0004427598104433,0.00258823089532767,0.000403188733001135,-0.00752618268538666,-4.99407064596726e-05,0.000310895025914165,0.00561729800893831,0.00219957158545827,1.31963897646048e-07,0.000217794424152975,-0.0267076879321199,6.33311170682248e-07,1.05190198716728e-05,-0.000245059446765999,-1.46277239566634e-05,7.76169481486808e-16,-2.37060058884092e-18,-1.02063564832285e-05,-1.19675402716884e-07,-5.659190416771e-06,7.19090028482975e-06,-2.3459090229511e-15,-2.10397643936924e-16,-4.38363610129946e-16,1.38218025526293e-16,-3.9505015818714e-17,1.71134839080515e-08,5.84256780979648e-16,-5.30723186477057e-05,-0.000446391256821124,-3.76074591399389e-16,-5.02898743348255e-09,-1.63453267684502e-07,-0.000146661772718269,-1.9304323851638e-16,-6.32685688502837e-08,2.74421963899167e-16,3.1109460756045e-05,8.16865366969689e-06,-1.9530515154414e-06,3.14556713150284e-15,4.49116874186551e-16,1.86018924926928e-16,-1.82539315532079e-16,-2.78441380102708e-16,2.75408676845236e-06,-1.32903505862185e-06,-3.96693895416913e-16,-2.82028427385714e-16,3.02212709948161e-17,-5.69659213623831e-17,1.48651412004956e-16,2.22723351540842e-16,2.59648168526918e-06,-1.55706410526402e-15,2.05814475358427e-16,5.99318147714373e-16,1.46196318701217e-06,5.00600790717395e-16,-2.00989114417043e-08,-1.58908999149202e-15,-1.35754323463491e-15,-1.23960415058939e-15,1.26796907283581e-14,9.24899092587408e-16,0.0890870806374779
"t2",0.0578205248913533,0.0425896220289699,-0.272160067232281,0.0385510724287665,0.00129802658966832,-1.4746681157002e-06,0.00939644641894191,-0.00578315118007704,-0.000368945122124658,0.00388754004660442,-0.000751955108436003,-0.158029230444455,0.762778227190802,-0.157706474598226,-0.184960434382196,0.295545397685634,-0.153019889143157,0.0140521135774994,0.00173123932713656,0.00127076384144425,-0.0258333148427317,0.00178002829416259,0.00274184061689374,-0.00110391509042108,1.85581171149404e-05,0.000443715095098012,0.0160060849823233,0.00597254933732454,0.002278996229867,-0.364170815090348,-0.00744972877499608,-0.00471388603361626,0.0202642020448687,0.00229869283904262,0.0128628968664834,6.64788736337125e-05,0.00453515871345107,0.000154540812647852,-7.68531675323352e-07,-1.48599642154927e-05,-9.83148425798383e-06,6.51629026050728e-05,1.88528907699915e-05,5.60789037262282e-05,-0.00016057782216343,-1.98576722406839e-05,-2.42216447393285e-05,0.00555130360587275,-0.00189829761296314,6.05428977799783e-17,-0.00246512075883929,0.00164636925925736,4.95902870806313e-06,-4.79023159751127e-06,-7.09633494112681e-05,-2.18413385578973e-05,-5.98334340489859e-05,-7.99375655204708e-05,0.00318154562926307,1.51764424751319e-16,-7.29961813859225e-05,0.000433384720705104,6.92926116478123e-05,-0.00130156599993415,-8.94987479473473e-06,5.70174107966805e-05,0.00103240340448352,0.000418546398099432,2.5262971404611e-08,4.21085311156284e-05,-0.0051914937942773,1.24196707517562e-07,2.06643562546519e-06,-4.92489772001996e-05,-3.01817472911001e-06,-5.45392227297172e-16,5.59717064532254e-16,-2.14128453159705e-06,-2.511726176462e-08,-1.20144493873109e-06,1.52736600538899e-06,-5.41744167218772e-16,2.04598606828106e-16,-6.06890620260333e-17,2.18099206937513e-16,4.50206850051902e-16,3.78786929094996e-09,7.3630177285527e-17,-1.1789424684361e-05,-9.96636627565724e-05,-9.90467541593173e-17,-1.1529057168273e-09,-3.75544054394277e-08,-3.37851281999226e-05,-7.09098382351173e-17,-1.476703282109e-08,2.82899907156448e-16,7.31989182178326e-06,1.93385998059815e-06,-4.71503536279294e-07,3.93396491606587e-15,1.29340823406373e-15,8.36353099036545e-18,-3.66432759725397e-16,1.55929106981016e-17,6.90052132323894e-07,-3.33993909404717e-07,-3.49952277439784e-16,-1.51084507429543e-16,1.38736335899582e-16,2.44458306298659e-16,2.46300658989605e-16,2.76353017761765e-16,6.80118682926599e-07,-1.49907546885424e-15,5.94499043852443e-16,6.83504156784871e-16,3.86909719305499e-07,1.83560236501506e-16,-5.35022700599232e-09,-1.69321159326323e-15,-1.22701643769507e-15,-1.30376883161981e-15,1.21457323014032e-14,6.63337013813204e-16,0.0890870806374756
"t56",0.0665178390953488,0.0557349555564274,-0.425913606951107,0.0734226439508468,0.0142535588043918,3.05651893415593e-05,-0.0970504412525001,0.0269582469758367,0.000644964909564882,-0.00429437870374006,0.000462432552002888,0.0390627512980117,-0.166648204719256,0.0291066361143552,0.0157200397747318,-0.0220645941233933,0.00402410351182682,-5.40615198257421e-05,1.02251918269996e-05,3.89012491298962e-05,-0.000927293187673025,0.000104883245589664,0.000173406557779527,-4.44021111760324e-05,-1.87585177473261e-08,-0.000247225972688729,-0.502117097438091,0.00147728477806887,0.000409439435337522,-0.0657229087582304,-0.00138123528827064,-0.000875871513777225,0.00383196391467662,0.000477237143550304,0.00274943261684369,1.46322196097465e-05,0.00100975722195043,3.5012292102098e-05,-1.76985068052534e-07,-3.43669482492999e-06,-2.29962610870325e-06,1.54151383888581e-05,4.49982352933655e-06,1.34483161129834e-05,-3.97853084354706e-05,-4.92711305872554e-06,-6.10329760758223e-06,0.00142406513139878,-0.000490418910611779,-1.72966916196383e-16,-0.000638730016492851,0.000429898959168832,1.31154514747969e-06,-1.28301275371252e-06,-1.90162107171697e-05,-5.86817170125711e-06,-1.61043722963858e-05,-2.16282541569578e-05,0.00086433154921195,-1.14467521723771e-15,-1.98982429145245e-05,0.000118453578371396,1.9026366554136e-05,-0.000357785450640454,-2.47641283943635e-06,1.58462345754233e-05,0.000287043444940012,0.000117172315604818,7.08105762181096e-09,1.1826638233559e-05,-0.00145970468712653,3.49849562263997e-08,5.82305663983357e-07,-1.39452436082982e-05,-8.59562946697763e-07,2.37641954399198e-14,-1.13180314555759e-13,-6.12114849550528e-07,-7.18071161346219e-09,-3.4438031680319e-07,4.37850385464553e-07,-0.707106781186547,1.60665746573931e-15,2.40376394514082e-14,-2.84815599471123e-15,7.66204167924995e-15,1.09649975463419e-09,-1.8677432266078e-14,-3.41571032091788e-06,-2.8910854691706e-05,2.51695774379124e-15,-3.36656446000537e-10,-1.09719338099727e-08,-9.87728378650143e-06,-1.20629213578057e-15,-4.33175650907725e-09,1.43561599933624e-14,2.15172218339764e-06,5.69381825407691e-07,-1.39547985652432e-07,-4.190981475192e-14,1.26577957984442e-14,5.11684851001778e-16,-3.80814345606846e-16,-3.54149672196224e-15,2.06331309068559e-07,-9.99512687723564e-08,-1.51505925653115e-15,8.15926409512174e-16,-2.27540198487045e-15,-1.22148631198925e-15,-6.71359361458818e-16,3.20223100064434e-16,2.0599687174944e-07,-1.09522241945465e-15,-5.29578614366689e-16,-1.31651581057744e-15,1.17551255654951e-07,7.08846257026823e-16,-1.6283777251733e-09,-2.41371685505456e-15,-2.60074472907489e-15,-1.28700975769569e-15,9.81665892718553e-15,4.98396070052767e-16,0.0890870806374705
"t57",0.0665178390953496,0.0557349555564285,-0.425913606951106,0.0734226439508463,0.0142535588043915,3.0565189341196e-05,-0.0970504412525001,0.0269582469758368,0.000644964909565139,-0.00429437870374024,0.000462432552002406,0.039062751298012,-0.166648204719255,0.0291066361143548,0.0157200397747303,-0.0220645941233922,0.00402410351182541,-5.4061519825279e-05,1.02251918271818e-05,3.89012491295838e-05,-0.000927293187673845,0.000104883245589168,0.000173406557779324,-4.44021111761595e-05,-1.87585164906705e-08,-0.000247225972691068,-0.502117097438089,0.00147728477806835,0.000409439435337991,-0.0657229087582281,-0.00138123528827033,-0.000875871513776645,0.00383196391467368,0.000477237143550676,0.00274943261684147,1.46322196088507e-05,0.00100975722194898,3.50122921046858e-05,-1.76985068142139e-07,-3.43669482872065e-06,-2.29962610702797e-06,1.54151383883105e-05,4.49982352917163e-06,1.34483161150919e-05,-3.97853084396007e-05,-4.92711306189233e-06,-6.10329760340318e-06,0.00142406513139871,-0.00049041891061508,-1.16555562520346e-16,-0.000638730016495608,0.000429898959169406,1.31154514947585e-06,-1.28301274780601e-06,-1.90162107156765e-05,-5.86817171042625e-06,-1.6104372292454e-05,-2.16282541535183e-05,0.000864331549212465,1.56933948772355e-15,-1.98982429298224e-05,0.000118453578374081,1.90263665395907e-05,-0.000357785450637112,-2.47641282922228e-06,1.58462345680607e-05,0.000287043444931971,0.000117172315588511,7.08103517645929e-09,1.18266382114469e-05,-0.00145970468711866,3.49849618840967e-08,5.82305672043731e-07,-1.39452436040641e-05,-8.59562913548509e-07,-2.42460062489341e-14,1.14818606949814e-13,-6.12114801787332e-07,-7.18072651745136e-09,-3.44380084636721e-07,4.37850573760898e-07,0.707106781186548,-1.63563937088987e-15,-2.42078888995177e-14,3.12134077827992e-15,-7.13655409660004e-15,1.09647067052508e-09,1.91848534025666e-14,-3.41571034543674e-06,-2.8910854662474e-05,-3.30079786975543e-15,-3.36635587798644e-10,-1.09719397375479e-08,-9.87728375599174e-06,9.33002629181532e-16,-4.33176719196207e-09,-1.318699622317e-14,2.15172218232929e-06,5.69381816786751e-07,-1.39547987460925e-07,4.96484857048251e-14,-1.06092297201269e-14,-5.58503440252234e-17,2.1613092879328e-16,2.72466101038632e-15,2.06331306311836e-07,-9.99512640352747e-08,8.5642816515792e-16,-1.01459322772776e-15,2.55565824194496e-15,1.16589225046748e-15,9.9248942567899e-16,1.71037177098605e-16,2.05996866300959e-07,-1.25657288660335e-15,7.31736502287172e-16,2.2411274776132e-15,1.17551260499401e-07,-2.28735610636648e-16,-1.62837844518945e-09,-1.04081064597572e-15,-1.2981881944561e-16,-1.29703258176505e-15,1.5383027054621e-14,7.41539000789027e-16,0.0890870806374811
"t83",0.0666771491298508,0.0559725190390073,-0.428648776417987,0.0740342904299697,0.0144693331614534,3.10903455067399e-05,-0.098785594948445,0.027484948409539,0.000660651971670718,-0.00441663106863249,0.000479332076320138,0.0412968831802742,-0.176774453824624,0.0310244774277233,0.0171590616704449,-0.024179523390184,0.00452874834370641,-6.21019416850413e-05,1.18872356927596e-05,4.73662331161956e-05,-0.00114633754035329,0.000150250353237757,0.000288634823165085,-0.000180360645611881,3.96531632658873e-06,0.000342913121771989,0.497610432254014,-1.39944609878597e-05,0.00022145806044692,-0.045431867871021,-0.00103200198368467,-0.000657149111886575,0.00295924591756408,0.000401326774375467,0.00234991910737119,1.26798471275646e-05,0.000879298281299632,3.06987168802038e-05,-1.56108455069547e-07,-3.03581219771663e-06,-2.03914192826836e-06,1.3718760635807e-05,4.0156516626783e-06,1.2018314557269e-05,-3.58801842101636e-05,-4.44517241043801e-06,-5.52791543771719e-06,0.00129535415902767,-0.00044681710197468,2.29902455468971e-16,-0.00058232819706657,0.000392610203439274,1.20106732764081e-06,-1.17799700439527e-06,-1.74614619281377e-05,-5.39121645634333e-06,-1.48007036721985e-05,-1.98979046002767e-05,0.000795811626528902,-1.74541226344705e-18,-1.83327368568182e-05,0.000109189633152868,1.75535224582521e-05,-0.000330158157368997,-2.28795682725809e-06,1.46520296060919e-05,0.000265431029368851,0.000108482744805072,6.55732376009736e-09,1.09558101579131e-05,-0.00135248415819531,3.24255450122191e-08,5.39739595912625e-07,-1.29366039960869e-05,-7.98170806211698e-07,-2.56781479683562e-15,7.99750704633335e-15,-5.68751432218941e-07,-6.67211610725077e-09,-3.20127057218006e-07,4.07022118643681e-07,-4.67183548721586e-14,8.81902739004068e-17,-7.79908239835724e-16,2.50924051719448e-16,3.73507666255927e-15,1.02090363040624e-09,7.24363877511545e-15,-3.18068877982262e-06,-2.6926917568215e-05,-9.38978621521358e-16,-3.13872872380056e-10,-1.02305425011727e-08,-9.21080804653931e-06,-1.81653562684627e-15,-4.04157780380186e-09,1.83981189061423e-15,2.00823025689379e-06,5.31542318559103e-07,-1.30377255303512e-07,0.70710678118655,-7.99654333318653e-14,-1.04692680931542e-14,5.48271953014407e-15,-8.97391628499751e-15,1.93065628583482e-07,-9.3536675776058e-08,-1.53988143054415e-15,1.30436449272909e-15,-4.90453001195705e-16,8.62830423680795e-16,-2.59480713184113e-15,-9.44566124623976e-16,1.93111560142253e-07,1.66034937202834e-15,7.50440043493523e-16,-5.47932678236915e-15,1.10246473755275e-07,2.65540808324524e-15,-1.5275644839033e-09,1.98860005373849e-16,-2.30118821849495e-15,-1.49997003767052e-15,1.18188098324139e-14,-4.74289540178021e-16,0.0890870806374478
"t84",0.0666771491298508,0.0559725190390082,-0.428648776417987,0.0740342904299691,0.0144693331614535,3.1090345506658e-05,-0.0987855949484445,0.027484948409539,0.000660651971670614,-0.00441663106863231,0.000479332076320435,0.0412968831802739,-0.176774453824623,0.0310244774277227,0.0171590616704453,-0.0241795233901831,0.00452874834370562,-6.21019416845517e-05,1.18872356932345e-05,4.73662331163076e-05,-0.00114633754035392,0.000150250353238148,0.000288634823164543,-0.000180360645611891,3.96531632693754e-06,0.000342913121772281,0.497610432254011,-1.39944609873184e-05,0.000221458060447624,-0.0454318678710211,-0.00103200198368686,-0.000657149111886153,0.0029592459175654,0.000401326774375703,0.00234991910737116,1.26798471265128e-05,0.000879298281299708,3.06987168805184e-05,-1.56108456182491e-07,-3.0358121974542e-06,-2.039141927844e-06,1.37187606351706e-05,4.01565166292785e-06,1.20183145595428e-05,-3.58801842127975e-05,-4.44517241468914e-06,-5.52791543597052e-06,0.00129535415902238,-0.00044681710197465,7.80630482502004e-17,-0.00058232819706963,0.000392610203439735,1.20106732641967e-06,-1.17799700412334e-06,-1.74614619283056e-05,-5.39121645787875e-06,-1.48007036759224e-05,-1.98979046015607e-05,0.000795811626531192,-2.90092478098959e-16,-1.83327368634387e-05,0.000109189633151838,1.7553522452809e-05,-0.00033015815736857,-2.28795683765351e-06,1.46520295907695e-05,0.000265431029376323,0.000108482744801519,6.5573248660002e-09,1.09558101633218e-05,-0.00135248415819602,3.24255468426241e-08,5.39739598717034e-07,-1.29366039954694e-05,-7.98170809690069e-07,2.7726080982891e-15,-8.16483590383171e-15,-5.68751433664163e-07,-6.67211938970871e-09,-3.20127047217737e-07,4.070221207849e-07,4.51803559911887e-14,-1.33724091832394e-16,3.23943572225937e-16,2.38723773552011e-16,-3.68920265928981e-15,1.0208898772465e-09,-7.04541992786209e-15,-3.18068877764394e-06,-2.69269175715386e-05,1.38568194106067e-15,-3.13869528712767e-10,-1.02305233467547e-08,-9.21080803726834e-06,1.83088754689522e-15,-4.04158839308022e-09,-2.02722088197846e-15,2.0082302758922e-06,5.31542364802588e-07,-1.3037703412153e-07,-0.707106781186546,8.06585272481471e-14,1.06804559618313e-14,-6.05508985606415e-15,9.12248015278427e-15,1.93065615909265e-07,-9.3536664225252e-08,9.39022122466332e-16,-1.85122662197345e-15,7.62852316677838e-16,-7.9838523154521e-16,2.87267269329803e-15,1.22463529819312e-15,1.93111549665753e-07,-4.78429713498362e-15,6.15780250334026e-17,6.56043562486009e-15,1.10246475994872e-07,-1.33346892100088e-15,-1.52756831722966e-09,-3.56175390979444e-15,-8.29517691157776e-17,-8.42848315087985e-16,1.23751858436666e-14,2.40125797044681e-15,0.0890870806374975
"t14",0.0284245130281079,0.174894973357311,0.0496579126349841,0.022353185094131,0.00247479328720399,3.03924846260824e-06,-0.00699155003456788,0.00139064061490931,4.45827277535699e-05,0.000515315379596587,-0.00011601283895544,-0.00631315143303761,0.0145410133505783,0.00149072245624479,0.020206369232979,-0.0335531673009038,0.0431558839006404,-0.0025539779278011,-0.00114789135892821,0.00210092556686742,-0.0968021748348736,0.101043999154913,0.0016247905734324,0.000187790906376344,-1.14946896141615e-06,-0.0395245012216609,-6.6451527784625e-05,-0.000865499270989854,-0.057454283173401,0.0496096953974287,-0.175659982492335,-0.0112615446980615,0.931875280580356,-0.0155990754891141,-0.063078739931867,-0.00105494698701034,-0.0466886296208473,0.00284736698746944,-0.00684666800786108,0.0171468403602078,-0.00757712476005405,0.00207795018226974,0.00209913923685498,0.0964011666714126,-0.055053008469905,-8.54663112723865e-05,-0.000303363892217524,0.03878046352872,-0.0140316098463429,1.70291075309604e-16,-0.0192853786195509,-0.000452248871479932,-0.00033987506855608,-4.58114424628291e-05,-0.00240694365813785,-0.000649997517636931,-0.00166275006406853,-0.0019357525452641,0.0723353624357023,5.11344846997429e-16,-9.44344259320862e-05,0.00943200669728974,0.00151711756804411,-0.028691173265104,-0.000215710937561202,-0.00147479326871187,-0.00609735715498245,-0.00183081771463585,-1.0537566117322e-06,-0.000146302438578894,0.0167454619604398,4.37474610476929e-07,9.35667723354835e-06,-0.000735682453296729,4.41070138758068e-06,1.98148079647753e-16,-5.3340394372549e-16,2.49856885678276e-06,-2.04420680064601e-05,1.19001309343557e-06,-7.872085056131e-05,4.0146639735159e-16,7.0796861067204e-18,1.08219802427089e-16,1.48285482607573e-16,2.37151502406826e-16,-2.62985463523223e-08,4.64839488425295e-16,7.24411724844639e-05,0.000516674072870231,-1.29880237382958e-16,2.27749541212402e-09,6.74113529265524e-08,5.67406546275077e-06,-1.63265572873932e-16,1.08812777126556e-08,5.10530467138767e-17,-2.79129438499768e-07,-8.31027134912784e-09,-3.18965594481975e-07,4.40304482258279e-15,4.56839046914205e-16,4.4093809518747e-16,-1.79054015546211e-16,5.29272850048456e-16,1.05586277277119e-06,-5.27656190503032e-07,2.97534054784747e-17,-4.44613006241044e-16,3.15750461063671e-16,-1.63857986230019e-16,2.26054906975412e-16,1.95313432492291e-16,2.57270791976599e-07,-1.06325305278668e-15,1.97310897927176e-16,6.98149008946252e-16,8.39941078235926e-07,4.22299160541408e-16,-1.18439058617955e-08,-1.52482263673714e-15,-1.21673518556447e-15,-1.50986007250761e-15,1.15417348225962e-14,1.12448715389919e-15,0.0890870806374741
"t25",0.0312410312190244,0.208459112085354,0.0656518718050841,0.0327407893427814,0.00597202235942017,9.15716041563292e-06,-0.0230358291687831,0.00590573840944875,0.00127782757109482,-0.00355775444055095,0.00022547813638937,0.003852272270709,-0.00776630670165054,-0.000666450509263686,-0.00404994281765747,0.00585088729000175,-0.00183492127322149,-8.3281408398873e-05,-8.2605855433373e-05,0.000461076114879182,-0.0263216570240854,0.178096683410711,-0.00275522540673618,-5.57016794955548e-05,1.689832437515e-07,-0.0945995407272822,8.21837504336336e-05,0.000199227396154991,-0.229305587338547,-0.00642312373770665,0.0318856773394803,2.85866476990443e-06,-0.0386153354054111,-5.34213694523391e-06,0.000217009379578236,2.67259211068587e-05,0.00202775887311303,-0.000260441013538284,0.0012663533558741,-0.00385860746969065,0.00304880366143654,-0.00179517405884576,-0.00495214542727086,-0.769999471467043,-0.501384852225764,0.00245308618837782,-2.77962141880043e-06,0.00856863844615794,-0.00341719789737029,-1.52842511433309e-15,-0.00482042284941583,-0.000118472787209322,-9.29000202772438e-05,-1.28288972382606e-05,-0.000674556617679846,-0.000182886083731043,-0.000469056488952388,-0.000550109084695598,0.0206890773466306,-6.56832839510458e-16,0.00234372656165064,0.0027009732734612,0.000437667249909026,-0.00828923797004037,-6.28995772256912e-05,-0.00317354060592868,-0.00172097825592837,-0.000537706574065362,-3.09964410527936e-07,-4.31390275669102e-05,0.00494390042793998,1.29426848348779e-07,2.7692916012062e-06,-0.000218893136243245,1.32051117274938e-06,-1.90531660021928e-15,2.28330094280359e-16,7.51047806445544e-07,-6.14526943957695e-06,3.58747974069349e-07,-2.3734466703086e-05,-1.35763867652091e-15,-2.86127803525545e-16,-2.35044640947968e-17,-8.29463995315077e-16,2.35694137160313e-16,-8.01275817952918e-09,7.65222202711419e-16,2.2092709977031e-05,0.000157784025192933,2.041255014785e-15,7.00535256707306e-10,2.07477533820821e-08,1.74763697591612e-06,-3.33835058280267e-16,3.36394127078184e-09,2.93523964485642e-16,-8.64934899526049e-08,-2.57969342623513e-09,-9.95914041951507e-08,2.67701897755259e-15,1.1528900931818e-16,-9.41975584226396e-17,-2.80838537997515e-16,1.99763436821706e-16,3.33506789904399e-07,-1.6682653701897e-07,-2.29294120733882e-16,-4.93003172022008e-16,5.14775490619093e-16,-9.63067997781916e-17,5.5650632993413e-17,5.20940447567193e-16,8.24696100565381e-08,-1.67196417574159e-15,7.91011641337756e-16,5.28024071614511e-16,2.70210708446118e-07,5.24529013166722e-16,-3.81799384381928e-09,-1.35097392399405e-15,-1.05866456860142e-15,-1.01825164353591e-15,1.22657194852032e-14,9.02771652665669e-16,0.0890870806374733
"t77",0.0315635553119346,0.21224593309019,0.0674255689480645,0.033875307577622,0.00633355604016072,9.77912997520897e-06,-0.0246576260266529,0.0063559269254526,0.00139596191303416,-0.00393431279039418,0.000254862524682096,0.00456366587811743,-0.00926552653386679,-0.000802806743526496,-0.00508429388659668,0.00738932810142093,-0.0024010630798342,-0.000111462117555032,-0.000111850864785605,0.000647838893395861,-0.0373534337984585,0.269580829836668,-0.00431867005476215,-9.30120954004434e-05,2.88221124214637e-07,-0.166130023061568,0.000145234254748897,0.00036638928038464,-0.478448881179568,-0.0158987647125404,0.0938989446678479,8.54332227664778e-06,-0.131763754646457,0.000277949758098737,-0.0011840174126857,-6.38899603862555e-05,-0.00374858336913616,0.000335311304718238,-0.00117052093422069,0.0032683083373437,-0.00203415809930088,0.000929030854966872,0.00205987343709724,0.282620087030359,0.0492088319316541,-0.000216959341002904,-1.7947778634193e-08,0.00085533622880282,-0.000453106371840761,6.03848476103006e-16,-0.000702015438882373,-2.11369851498651e-05,-2.11893137215499e-05,-3.49555286790257e-06,-0.000184916472426515,-5.17094152869386e-05,-0.000135341862970388,-0.000167820884114951,0.00656942578809508,-2.52252671015622e-16,0.000767835328947993,0.000905869083866846,0.000152489134455974,-0.00291395924965918,-2.32293073978958e-05,-0.00120848602974401,-0.000657177303294658,-0.000214590729828932,-1.24628546986504e-07,-1.75558468198168e-05,0.0020250776611414,5.35786456760597e-08,1.148768031718e-06,-9.32516762860105e-05,5.79608071875713e-07,-3.14287319774036e-15,-1.30931613941036e-15,3.35766694111194e-07,-2.74846090745223e-06,1.62454332427586e-07,-1.07534356119227e-05,1.21103383265835e-14,-4.78079546451194e-16,6.71175691862082e-16,2.15846591602386e-15,1.62682402537369e-16,-3.79042922116297e-09,-1.38856934036486e-15,1.04894259346175e-05,7.52993176137366e-05,-3.64104451794131e-15,3.43215795393914e-10,1.0187160388722e-08,8.60291706920652e-07,-1.1729429090636e-14,1.67703335505175e-09,0.707106781186547,-4.34526574288131e-08,-1.3035000594535e-09,-5.12485601093318e-08,1.17430552197983e-15,3.11195532889588e-15,-3.21280431078854e-15,-9.03679348879845e-16,3.53781549203664e-17,1.77458711153066e-07,-8.90020650639616e-08,-1.83454838665432e-15,4.55259998508759e-16,-7.33963873779919e-16,1.16348808856907e-15,-1.43458521771826e-17,1.84170203491175e-15,4.55907396930188e-08,-2.02875933771184e-15,3.03658970787213e-15,1.62626346555154e-15,1.50665736567451e-07,-1.60087480933256e-15,-2.13911660408635e-09,-1.62464468650471e-15,-1.64170987975893e-15,-1.46915583853511e-15,1.11880171403306e-14,6.51673257362242e-16,0.0890870806374731
"t78",0.0315635553119346,0.21224593309019,0.0674255689480645,0.0338753075776219,0.00633355604016064,9.77912997516309e-06,-0.024657626026653,0.00635592692545294,0.00139596191303417,-0.00393431279039423,0.00025486252468195,0.00456366587811742,-0.00926552653386678,-0.000802806743526764,-0.00508429388659712,0.00738932810142103,-0.00240106307983431,-0.000111462117554947,-0.000111850864785957,0.00064783889339582,-0.0373534337984583,0.269580829836668,-0.00431867005476258,-9.30120954001753e-05,2.88221124489378e-07,-0.166130023061567,0.000145234254748148,0.000366389280384262,-0.478448881179567,-0.0158987647125404,0.0938989446678484,8.54332227640101e-06,-0.131763754646457,0.000277949758098707,-0.00118401741268525,-6.38899603868105e-05,-0.00374858336913676,0.000335311304718022,-0.00117052093421982,0.00326830833734292,-0.00203415809930063,0.000929030854966886,0.00205987343709731,0.282620087030359,0.049208831931653,-0.000216959341002874,-1.79477781575309e-08,0.00085533622880224,-0.000453106371840006,9.69334159665089e-17,-0.000702015438885234,-2.11369851515894e-05,-2.11893137218463e-05,-3.49555286830951e-06,-0.000184916472424993,-5.17094152875859e-05,-0.000135341862970742,-0.000167820884115993,0.00656942578809399,7.39467511787784e-17,0.000767835328948865,0.000905869083866705,0.000152489134456013,-0.00291395924965772,-2.32293073994447e-05,-0.00120848602974558,-0.000657177303294646,-0.000214590729828626,-1.24628550345396e-07,-1.75558468136483e-05,0.00202507766113893,5.35786434886985e-08,1.14876803242954e-06,-9.32516762901772e-05,5.79608073361821e-07,3.91145714700518e-15,2.74228340944487e-15,3.35766687835455e-07,-2.74846090768531e-06,1.62454324691508e-07,-1.07534356095622e-05,-1.49444090047508e-14,3.28298632319968e-16,-1.4027573010522e-15,-1.53808394771252e-15,2.70011746804073e-17,-3.79042453597279e-09,1.4169649196499e-15,1.04894259351318e-05,7.52993176120486e-05,2.85124042628996e-15,3.4323967054226e-10,1.01871866139293e-08,8.60291663445926e-07,1.16400449597929e-14,1.67702391918818e-09,-0.707106781186548,-4.34528858690248e-08,-1.3035422182005e-09,-5.12485562101796e-08,4.94906380570537e-15,-1.96930202589816e-15,3.95103350845826e-15,7.15215382516623e-16,-6.74123255016597e-16,1.77458713392015e-07,-8.90020769622492e-08,1.01494214991823e-15,-6.87439166856938e-16,6.582607180011e-16,-1.17666980266835e-15,8.8906562535379e-17,-1.34005925700071e-15,4.55907376085402e-08,-7.48340252219768e-16,-2.90013917729938e-15,-6.92061403896493e-16,1.50665738211029e-07,2.61668841133099e-15,-2.13911316921618e-09,-1.90906596977631e-15,-8.44862766646753e-16,-1.12083687821401e-15,1.3701391211597e-14,7.61981942792781e-16,0.0890870806374767
