,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
t1,0.59358937,-0.12827842,1.6868927,-0.16987292,4.820428,0.07988404,8.562314,-0.01764363,4.3851624,8.448743,2.542651,9.711009,-0.4777066,6.4556193,0.06640067,-0.013788936,0.5380142,1.4450471,5.6218333,-0.7290539,-0.04075842
t2,0.79098254,-0.17710051,2.5344486,-0.18903933,6.563281,0.10996015,11.033428,-0.039253134,5.740508,10.741297,2.948395,12.830714,-0.67819315,8.437499,0.095723614,-2.2250548e-05,0.7005582,1.9799557,7.0753174,-0.9614768,-0.04561813
t3,0.16264415,-0.022446143,1.5566404,0.15963955,7.1597433,0.06993185,7.3105054,-0.041549526,4.9519377,10.780067,1.3181378,10.876754,-0.19091271,7.43123,0.1388973,-0.02453327,0.114148654,0.002603841,5.850163,-0.86467516,1.0463539
t4,0.60611683,-0.114653096,2.6883655,-0.052233066,9.745768,0.12918134,12.655831,-0.065891266,7.883954,15.219584,2.6386814,16.897457,-0.58241445,11.289426,0.19767182,-0.010316648,0.03129778,0.24083333,9.044707,-1.2928915,0.73739976
t5,-0.011775289,0.2830923,1.126127,0.6724441,7.0786467,0.06985732,7.0970035,-0.053651042,5.0961995,11.566311,1.3714149,10.629022,-0.1279005,7.6149035,0.15583882,-0.04019249,0.09085848,0.0075225267,5.9571047,-0.84478277,1.3871623
t6,3.063735,0.08435042,3.7439933,2.3252892,3.2341824,0.09737006,6.801396,-0.20972653,3.816689,8.1455555,1.6432587,11.599312,-0.28987515,8.801512,0.21626951,1.9462832,0.29565746,0.04078034,5.3132176,-1.0167187,-0.12921414
t7,-0.054679137,0.06504029,1.9678477,0.5896939,10.075634,0.09470095,10.509675,-0.06781994,7.260556,15.876089,2.1375794,15.730812,-0.22396721,10.516735,0.2093371,-0.04910102,0.1269451,0.005999797,8.375741,-1.2106926,1.9345344
t8,1.4350473,-0.24162106,4.9344316,1.7412847,5.865289,0.13655466,10.33397,-0.19902986,6.1232705,12.394877,3.1836257,16.06264,-0.40978628,12.080373,0.26160535,0.86666995,0.25863913,0.019758807,7.831941,-1.2759663,-0.053243857
t9,3.0518703,-0.08977561,4.180659,1.7557535,4.7097487,0.12212294,9.317294,-0.23150587,5.287387,10.73526,2.4015462,14.95219,-0.4028194,10.637876,0.25706267,1.8067737,0.2526684,0.041473296,7.020622,-1.2327584,-0.12487118
t10,0.8692755,-0.19561082,3.9214902,3.505855,2.1851628,0.07470738,4.5344877,-0.18484403,3.0994015,6.9268756,2.121545,9.13374,0.42317504,8.507735,0.200159,0.5275986,0.36708066,0.0278214,4.1366787,-0.7538153,-0.0097134095
t11,4.4066887,0.54047906,4.256865,2.1494048,5.455038,0.13898619,11.672632,-0.24988133,6.4047346,12.104735,2.3011322,17.19011,-0.60197353,12.552836,0.27105838,2.8276138,0.24817011,0.047560867,7.8674283,-1.4363394,-0.16899356
t12,4.7316055,0.9369113,4.102137,2.444747,5.205154,0.13583983,11.750229,-0.25437427,6.418394,11.822351,2.151937,17.089752,-0.6233884,12.595274,0.27116105,3.097177,0.26030317,0.051316675,7.701574,-1.4451561,-0.17547515
t13,4.904455,1.5729076,3.2285666,2.883456,3.6578226,0.10553677,9.217952,-0.22062625,5.0489554,8.984497,1.2787929,13.8216305,-0.5145007,10.632607,0.22531651,3.4385498,0.3013027,0.05294677,5.5532265,-1.2184148,-0.18188845
t14,-0.2103913,1.1731344,0.75885344,2.2578712,9.7925005,0.03898627,6.640308,-0.056090873,5.820209,15.342173,1.0969018,12.708688,1.7014636,8.448259,0.20832267,-0.09126494,0.2504267,0.020837134,6.7640657,-1.0127478,3.4348981
t15,-0.34068212,2.4721127,-0.027719177,3.626934,8.556494,1.3997133,2.4301622,-0.021707052,3.9573603,12.743223,0.1402626,8.365377,4.212433,5.4434767,0.1720336,-0.12113946,0.35851234,0.030675372,4.452926,-0.72315365,4.521914
t16,6.004037,-0.3132942,6.4218035,1.3755046,3.1545234,0.11969472,4.619381,-0.34876624,2.9902372,8.000868,2.5056138,15.079741,0.57432806,9.673329,0.28086776,3.7332482,0.6074365,0.070609786,6.3239684,-1.4065711,-0.37692717
t17,3.884433,-0.11786578,4.462005,1.9814073,2.9188905,0.092823245,5.429247,-0.25363082,3.2643194,7.892882,1.8253574,12.243886,-0.08991114,8.796978,0.23312189,2.4627368,0.42606512,0.049869172,5.29504,-1.1049083,-0.20477976
t18,6.6848598,3.2141373,1.9732064,3.8894916,2.7872195,0.09178982,8.86128,-0.20724633,4.779139,7.258533,0.28195286,12.3458805,-0.5950524,10.512407,0.19430931,4.7797084,0.3741608,0.066451065,4.118564,-1.1740072,-0.23570509
t19,-0.007785745,-0.32473773,-0.049411755,-0.4981639,0.23930214,0.008438736,13.642358,7.255544,-0.51629883,12.050443,12.039543,5.511371,-0.87827903,5.84029,12.675008,5.9922504,0.070834756,3.9182093,0.39827615,2.6399207,-0.7105514
t20,0.4143363,-0.26118326,3.2522407,-0.22671306,7.90217,0.10986222,6.833972,7.0455365,9.163595,4.706396,0.008587415,6.2534156,-0.6091086,4.265222,0.11427126,2.4847891,0.08735666,0.0039548683,1.1328055,-0.48939073,-0.42790645
