,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
t1,8.266651,4.0514255,3.0575843,3.1167984,4.338999,4.6503987,3.5426607,5.181958,4.6058946,6.016441,3.1292129,1.7692684,4.1983194,6.848146,4.6144686,5.206766,3.0940135,5.856974,4.550601,7.05369,4.2883596
t2,8.278452,3.9825006,3.163141,3.1464295,4.2774744,4.760781,3.523154,5.1670504,4.574736,6.052753,3.1265562,1.6192509,4.0950294,6.8167334,4.536866,5.2445617,3.032982,5.823213,4.4288387,7.0625744,4.262655
t3,8.239506,3.9350588,3.0935705,3.1531444,4.3247237,4.685398,3.5514448,5.20249,4.575354,6.03807,3.1120963,1.712442,4.161731,6.8214717,4.589773,5.252398,3.1044507,5.8813834,4.5123453,7.040536,4.3044124
t4,8.227959,4.022104,3.1622076,3.085739,4.2169147,4.7024775,3.528333,5.140839,4.5329065,6.064264,3.064758,1.644861,4.112248,6.8128414,4.6065903,5.156139,3.008408,5.8648443,4.4484763,7.0684195,4.3023257
t5,8.26804,3.8897462,3.12123,3.188908,4.328319,4.713743,3.5189357,5.172787,4.5912876,6.036153,3.1442683,1.6822824,4.135765,6.8269744,4.5451317,5.305736,3.0742583,5.871332,4.490706,7.009251,4.3106904
t6,8.208352,4.3857574,2.9813204,2.9701734,4.3054547,4.4969773,3.6010647,5.183708,4.5664606,6.0211577,3.0473895,1.9362787,4.2818794,6.8531623,4.7791,4.980986,3.106448,5.8785405,4.637989,7.119764,4.3028927
t7,8.269997,3.883022,3.2013462,3.1677146,4.260422,4.788729,3.5193613,5.1691594,4.5539217,6.0674534,3.1134202,1.5761664,4.0604343,6.7989645,4.531788,5.278115,3.025445,5.829973,4.4022245,7.0573225,4.2667317
t8,8.203899,4.1498666,3.115174,2.9926524,4.2018504,4.626821,3.528004,5.1358747,4.529848,6.044369,3.0157864,1.7045064,4.169915,6.8418036,4.687981,5.053934,2.9862618,5.8761578,4.491922,7.1080375,4.3032713
t9,8.152822,4.266352,3.0651512,3.0280168,4.1661496,4.5979676,3.5767417,5.1483626,4.495792,6.0841284,3.0297387,1.7857698,4.1905255,6.8075585,4.7239804,4.9786725,3.0443666,5.916959,4.5343747,7.0776443,4.3145227
t10,8.232056,4.3578715,2.908415,3.0385315,4.4023905,4.4680424,3.641237,5.2525544,4.623262,6.0088606,3.1453178,2.0465944,4.349442,6.867754,4.762932,5.088315,3.1994636,5.8446136,4.705812,7.116368,4.27755
t11,8.182793,4.233362,3.1207836,2.9529393,4.1699524,4.596922,3.5519338,5.114246,4.5067463,6.0599422,2.990371,1.7280637,4.1736073,6.8287344,4.720683,4.9833264,2.9748538,5.8813043,4.4959216,7.1182375,4.3230844
t12,8.137217,4.2892594,3.1014447,3.0567086,4.128737,4.606765,3.6060143,5.125045,4.465236,6.1225295,3.0390627,1.7858751,4.1591086,6.7717733,4.698216,4.9594545,3.0541818,5.9251547,4.512421,7.049802,4.3511972
t13,8.114747,4.38252,3.142889,2.9242456,4.1131425,4.5497184,3.6751482,5.110374,4.408072,6.1682262,2.978717,1.8209455,4.155565,6.742386,4.754095,4.8866973,3.005326,5.8865266,4.4858236,7.1187854,4.3830285
