accepted_species,estimate
t366,0.138905
t361,0.041018363
t140,-0.031134529
t165,-0.035209212
t355,0.32365188
t272,0.23874821
t273,0.20958646
t490,-0.07912284
t471,-0.17912893
t330,0.20958646
t331,0.24605258
t307,0.2271916
t325,0.2271916
t390,0.080196194
t472,0.08826825
t473,0.14673598
t474,-0.06285085
t469,-0.094170205
t480,-0.24926965
t406,0.48802534
t306,0.40989107
t422,0.38815737
t463,0.32398322
t464,0.30651906
t445,0.13217872
t374,0.25652894
t424,0.2826809
t425,0.5307165
t408,0.31197095
t409,0.32165122
t429,0.19472563
t364,0.348141
t468,0.28651333
t442,0.53178996
t399,0.44037378
t383,0.3323414
t438,0.047567423
t403,0.10016117
t181,-0.029631633
t182,-0.029631633
t418,-0.20629352
t419,-0.36859703
t416,-0.17928898
t250,0.22034292
t285,0.18375364
t341,-0.3068548
t427,-0.32787418
t100,-0.035209212
t91,-0.034814
