accepted_species,estimate
t141,-1.620268091374551
t186,-1.6781397650775418
t178,-1.0471047094309334
t171,1.197948455730222
t50,0.8802875099868009
t197,-0.8752489166802586
t122,-0.5595386755800418
t241,-0.8553747094972022
t181,-0.6972786841103007
t120,0.8625894610694945
t227,0.7348255992508773
t95,0.34372054022602133
t229,0.1781310221044268
t131,0.33769916016950424
t90,0.6982618778683728
t242,0.37511166015291575
t132,0.8609629352582396
t151,0.8628082257335544
t208,0.8963495497502848
t72,-0.23202884426503279
t134,-0.347364290511086
t188,-0.20792528709071828
t118,-0.4891795942257843
t70,-0.9181323578966589
t32,-0.3892340118831815
