,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
t1,-0.11964198,-1.0787566,10.063187,0.081131354,-0.27925283,-0.9904608,14.907906,4.584729,8.181934,4.6687455,-0.039664965,1.2535378,4.3418202,4.501013,0.21393889,6.152068,-0.6574288,-0.079361044,0.7917884,-0.5374011,-0.23337673,4.1864643,1.5006766,4.8254433,13.044346
t2,-0.11959778,-1.0669025,9.899347,0.08029956,-0.304945,-0.9841501,14.8670845,4.9922514,7.8786373,4.5243506,-0.011164527,1.2760651,3.88809,4.458185,0.057403624,5.932137,-0.650864,-0.0935596,0.7611471,-0.5575586,-0.23018181,4.2753196,1.438194,5.296547,12.668147
t3,-0.09907342,-0.9336746,8.35636,0.07157148,-0.14722253,-0.80817163,12.68485,3.6365714,7.1125875,4.2934074,-0.061020833,1.0460024,4.2127914,3.0647342,-0.08486938,4.8986793,-0.5487024,-0.04409774,0.6567004,-0.34631005,-0.23520616,2.9651368,0.8024379,3.234299,11.317007
t4,-0.09488231,-0.89491844,7.9632854,0.071878314,-0.09705765,-0.76472294,12.0000515,3.3203118,7.071182,4.2258263,-0.08224964,1.003562,4.323727,2.7219424,-0.08700656,4.8495874,-0.5189733,-0.030641029,0.6364881,-0.3012856,-0.2444202,2.6088684,0.6026977,2.9096348,11.071981
t5,-0.12825242,-1.15366,10.7874775,0.089968204,-0.1264521,-0.9833776,15.493049,2.1435604,10.7388735,5.9261155,-0.2704036,1.1694324,7.8140206,4.782643,0.8915031,7.1118894,-0.74254316,0.68922246,0.9764142,-0.35466632,-0.3274205,2.638582,2.2713025,2.117851,17.025946
t6,-0.13658273,-0.5273951,8.788671,0.074805334,-0.5288856,-0.78549397,14.826542,7.925259,4.9434123,3.9775245,1.6760926,1.809217,-0.10480385,7.4717584,0.16574466,4.63575,-0.47407544,-0.22267397,0.47006,-1.0126963,-0.030418899,5.787784,2.6376345,12.318719,7.1369658
t7,-0.13574873,-0.46886665,8.628677,0.07435574,-0.51881653,-0.7516392,14.516711,7.9859676,4.658218,3.9414887,1.8076205,1.7947962,-0.12548019,7.359078,0.061385907,4.424133,-0.45297918,-0.22361527,0.44356278,-1.0122415,-0.023178311,5.60505,2.6260428,12.317886,6.6280546
t8,-0.13192925,-0.34534335,7.3646054,0.071569994,-0.5226439,-0.63021404,13.60317,7.9482827,4.5234394,3.994713,1.0198984,1.782842,-0.19537994,7.579278,-0.00044934615,4.056378,-0.43885252,-0.22492824,0.3702582,-1.0621222,0.67446053,5.099154,3.2489767,12.5941515,5.8998346
t9,-0.13363309,-0.19116548,8.975759,0.0787053,-0.45357943,-0.7054448,13.361282,8.002483,3.547185,3.6849914,3.561447,1.7129992,-0.1498882,6.355332,-0.1047264,4.225831,-0.36371073,-0.2218614,0.41544417,-0.95654875,-0.03665438,5.8627887,1.8145192,11.538732,4.8418274
t10,-0.10149298,-0.8954614,7.952355,0.09206394,7.5641737,-0.61603487,10.41156,0.0064629205,11.10145,5.2673106,-0.5838698,0.65228426,9.251775,1.2512279,1.0475677,7.7397137,-0.49979955,5.454122,0.897963,0.53357244,-0.44406882,0.061697766,1.4462117,-0.14141934,16.315556
