accepted_species,estimate
t68,1.0432012
t222,0.6725177
t259,0.6572775
t270,0.6572775
t271,0.6572775
t248,0.6690417
t289,-0.10040333
t397,-0.10040333
t398,-0.10040333
t304,-0.10040333
t305,-0.10040333
t265,-0.10986382
t290,-0.43571195
t385,-0.45427462
t386,-0.45427462
t351,-0.42160085
t352,-0.42160085
t387,-0.42160085
t388,-0.42160085
t346,-0.41628382
t335,-0.41628382
t250,-0.08264486
t272,-0.10236021
t273,-0.10236021
t253,-0.10236021
t371,-0.10986382
t372,-0.10986382
t333,-0.10986382
t323,-0.112774305
t324,-0.112774305
t239,-0.15807855
t355,-0.086980574
t356,-0.086980574
t350,-0.086980574
t334,-0.086980574
t132,0.9565084
t133,0.96834284
t66,1.0537492
t70,1.0664008
t71,1.0537492
