,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
t1,0.5544987,0.06939337,-0.012206926,1.7107956,1.6205332,2.5458586,8.080944,0.009529365,-0.17298818,5.1086235,-0.070265725,0.32637423,1.7355988,4.155342,-0.046967454,-0.10292224,-0.08573122,-0.060207076,4.4965286,6.575426,-0.09809251,0.029538648,-0.5204847,0.1241385,-0.15284672,-0.09128615,12.931413,-0.054516457,6.1490016,6.9898124,0.21532059,0.036733698,-0.13533635,10.732085,2.6086738,5.141569
t7,0.0015069948,0.0638868,-0.010485991,0.43401873,0.64090973,3.7458222,11.152945,0.13123043,-0.12719233,1.6879034,-0.06872835,0.3332539,1.7648427,6.1534305,-0.06677687,-0.092446215,-0.10311626,-0.07103715,5.73552,5.199207,-0.09867692,0.043903265,-0.55499905,0.11291047,-0.1408812,-0.08880363,11.010856,-0.008113688,7.483758,8.438321,0.22216788,0.0043599093,-0.046868987,8.116374,0.6047765,6.3041706
t58,0.018926725,0.045306977,-0.0053999946,0.0028047236,-0.04366429,3.1546032,9.55412,0.016326299,0.33486545,-0.06778475,-0.03933283,0.16312474,1.933655,5.858838,-0.072583176,0.14721671,-0.026112715,-0.061875135,5.182789,0.70193905,-0.02863771,0.04918209,-0.23694548,0.012965574,-0.023156557,-0.017250394,1.2839189,1.4788349,5.0589743,4.472828,0.14077002,0.32202077,2.0035427,1.2517177,-0.052698348,4.550539
t59,0.0181084,0.043145254,-0.0050385953,0.0027113603,-0.046083413,3.0188084,8.980507,0.01639183,0.45458788,-0.06877175,-0.037131354,0.14772342,1.8672068,5.5678215,-0.07100646,0.2408001,-0.017713528,-0.05893569,4.7835894,0.48487636,-0.027990283,0.047082927,-0.20939474,0.008118911,-0.009823877,-0.012445627,0.7571301,1.5060934,4.709588,4.1819015,0.12942356,0.30391037,2.1112752,1.0254282,-0.050458457,4.2548757
t62,0.019580131,0.043859676,-0.005607622,0.0028683264,-0.046462458,3.0957918,9.170388,0.0158561,0.37012556,-0.06762795,-0.03854663,0.15633646,1.9453752,5.6835313,-0.071888,0.18175124,-0.021624522,-0.06009054,4.9166923,0.59526676,-0.02958983,0.048047494,-0.2165695,0.0111304335,-0.020172833,-0.01437977,0.97259456,1.4710674,4.8528814,4.2986584,0.13526782,0.35083684,2.1095307,1.0743368,-0.05176515,4.286044
t63,0.018894376,0.040125154,-0.005398892,0.002916074,-0.052557357,2.882649,8.142074,0.01491748,0.5718594,-0.06905225,-0.034458753,0.1296542,1.8379154,5.1827135,-0.06985335,0.3680308,-0.006333137,-0.054257605,4.1773534,0.2194809,-0.030789422,0.043872047,-0.16235177,0.0025986636,0.037502572,-0.0055467803,0.022138413,1.5227485,4.1955395,3.772148,0.11519642,0.30754852,2.3098598,0.68428445,-0.046799216,3.665741
t40,0.022166997,0.052237734,-0.006543719,0.0029786848,-0.043202516,3.5023115,11.436282,0.017502988,-0.0032192841,-0.060085513,-0.046245802,0.20830019,2.1151218,6.7167645,-0.0809196,-0.0038019652,-0.047060475,-0.07097583,6.3192716,1.6084218,-0.034267336,0.05447255,-0.32068187,0.028339067,-0.054561216,-0.031310163,3.0386891,1.4945195,6.229685,5.540688,0.18004268,0.37614045,1.6482319,2.3317206,-0.054939363,5.519484
t24,0.022989184,0.060345102,-0.007842827,0.0026140723,-0.040539987,3.7246366,13.311367,0.018818878,-0.017253792,-0.050566696,-0.05442487,0.2570393,2.3492002,7.4284034,-0.09418793,-0.01959217,-0.0677041,-0.081178725,7.390305,2.560985,-0.039271683,0.059076957,-0.42991742,0.044343982,-0.08939669,-0.04452436,4.991756,1.5875784,7.564084,6.677591,0.21735695,0.37142923,1.176548,3.6514447,-0.05002605,6.717431
t22,0.024138765,0.058013197,-0.0071941996,0.0026091149,-0.041145694,3.6261292,12.812743,0.017759696,-0.008950384,-0.05169954,-0.051869415,0.24534355,2.3044922,7.187716,-0.09340931,-0.012138439,-0.06389799,-0.077362776,7.0925994,2.312601,-0.038229804,0.05769527,-0.4084415,0.040541723,-0.08422282,-0.040772915,4.505376,1.632001,7.2145467,6.297528,0.21109782,0.36094382,1.2882353,3.2607381,-0.05332834,6.431838
t25,0.02035928,0.06700644,-0.0052928803,0.0027568634,-0.039273806,2.868359,15.538025,0.04185409,0.29860696,-0.0561149,-0.062101867,0.25546128,2.5090754,7.7815166,-0.11919593,0.13474752,-0.07772715,-0.09510818,9.008478,2.8593383,-0.001894581,0.06570994,-0.5334748,0.03824552,-0.09427592,-0.04724999,5.567573,2.7370396,8.245064,6.308998,0.2513505,0.0016259424,0.5591936,4.0425134,-0.046979852,8.082163
