,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
t1,5.5461903,11.1949835,1.9634389,3.3906507,5.2657084,3.7164361,6.600948,5.7090464,5.5541716,4.189437,5.4408283,3.581264,4.2475643,5.691097,6.644105,5.394032,2.971523,2.878626,5.9374685,7.5730753,5.022292,4.812681,7.0058293,5.6923895,3.7736962,4.0321975,2.585639,6.437596,4.0171843,4.793621,5.1848297,5.662333,4.1450834,5.6916738,5.148315,3.8557625
t7,-0.6601464,7.0104275,4.1413064,6.026442,2.498191,4.3418536,2.5707967,4.860572,6.7763467,3.9378736,3.6496882,3.4423072,3.8442156,4.522021,6.4810143,3.8567393,5.2893906,3.6667871,6.3809996,7.369093,5.527177,3.482813,4.720622,5.253603,4.223792,2.9399765,4.018139,6.0196466,4.484197,4.2618003,5.721998,5.635851,2.1003366,4.0535207,5.5274773,5.1542363
t58,-0.6780465,7.0012727,4.292557,6.0473514,2.4389892,4.3529954,2.5457015,4.81863,6.885235,3.8750916,3.674145,3.5009892,3.8892882,4.4179983,6.4802,3.864944,5.4815273,3.6879284,6.334167,7.3411803,5.372732,3.444988,4.6974344,5.2130356,4.1713486,2.9331515,4.015171,6.0019436,4.6230884,4.2341375,5.672346,5.646518,2.0590763,4.0312133,5.55276,5.169656
t59,-0.67979294,7.0330486,4.356071,6.0191903,2.392529,4.3646297,2.5350642,4.789828,6.904962,3.8331597,3.668689,3.5074482,3.897566,4.3948402,6.4844584,3.8719025,5.550922,3.6837652,6.350861,7.32244,5.3086047,3.4382226,4.7205496,5.176254,4.177166,2.8977413,3.9869835,5.9984074,4.659136,4.24054,5.6427255,5.6590533,2.051294,4.0440164,5.5725446,5.1742167
t62,-0.70689833,7.02315,4.3602114,6.028226,2.3923693,4.370044,2.5323677,4.7800064,6.923622,3.8119578,3.6763783,3.517992,3.9020958,4.3770256,6.490443,3.880799,5.5660586,3.683227,6.340997,7.3150234,5.2915826,3.424817,4.7102027,5.1633644,4.1629486,2.8922217,3.9782834,5.99945,4.6809945,4.2383347,5.6246276,5.6624637,2.0460017,4.0467405,5.5856867,5.1752024
t63,-0.66047096,7.0655475,4.391719,5.9938426,2.3623803,4.37174,2.5115747,4.7732606,6.8722878,3.830772,3.6622486,3.5130844,3.8968115,4.41094,6.484142,3.8830233,5.5487924,3.6657813,6.378011,7.325761,5.312948,3.4319935,4.745363,5.1789503,4.2025976,2.879502,3.9932082,6.002236,4.629131,4.264468,5.6515117,5.667892,2.0435035,4.0625386,5.586077,5.176559
t40,-0.67252696,6.937528,4.1830726,6.101818,2.524587,4.3398633,2.5410788,4.828163,6.8551064,3.911522,3.698718,3.5125625,3.8918843,4.4273453,6.4845634,3.8921976,5.3614445,3.6755798,6.323484,7.3650193,5.4758034,3.4352126,4.67982,5.2653255,4.1797132,2.97257,4.052903,6.0163856,4.574633,4.248194,5.706662,5.65173,2.0606399,4.0405836,5.552452,5.165806
t24,-0.6819312,6.884219,4.0697355,6.1300106,2.616533,4.350897,2.5440972,4.8826027,6.7869706,3.997746,3.6942892,3.5015407,3.871193,4.489834,6.4499197,3.8743193,5.230451,3.674078,6.313487,7.3982635,5.5956464,3.4442174,4.6523967,5.326698,4.1723123,3.042902,4.1068363,6.007063,4.4839897,4.256048,5.7619867,5.6062884,2.0669162,4.0065374,5.515224,5.1604676
t22,-0.68352926,6.8851447,4.0962725,6.1351423,2.6040845,4.35337,2.5312285,4.8670144,6.7855387,3.986708,3.7024007,3.5212653,3.8794112,4.4663014,6.4529176,3.8858202,5.2478266,3.670162,6.3135104,7.395149,5.5871515,3.431075,4.6525393,5.3217163,4.1728272,3.0371656,4.1070285,6.008174,4.484899,4.2589564,5.7554154,5.612366,2.0578108,4.0111074,5.5276356,5.1634774
t25,-0.6964854,6.8165984,4.0703564,6.1957693,2.6651707,4.3541436,2.526004,4.850412,6.7934513,3.9888282,3.750132,3.5518854,3.9217658,4.4212046,6.4468164,3.92323,5.2449365,3.665308,6.26936,7.3956695,5.602908,3.4084976,4.632362,5.342281,4.141604,3.0680122,4.135595,6.007159,4.4887476,4.2611217,5.7512307,5.620528,2.0402884,4.0058713,5.5404973,5.1700263
t33,-1.3209692,4.5636973,1.6949095,7.137572,5.123499,4.6484246,2.612139,4.9340925,5.870317,4.564893,4.779663,4.6027007,4.6363497,4.4686203,6.0672297,4.651752,3.5244372,3.2642949,5.556791,7.530972,7.168757,3.16023,4.7571034,6.0076275,3.8708,4.092893,4.6672482,6.0493355,3.5096035,4.773427,5.9657383,5.760214,1.9770498,4.16907,5.3180847,5.1458607
t34,-1.3690553,4.4508214,1.5809103,7.20186,5.2274094,4.67828,2.6194575,4.9463162,5.8096924,4.579843,4.8317394,4.66416,4.6723404,4.465708,6.0428257,4.7077813,3.440074,3.2449868,5.518478,7.5361915,7.2495427,3.1422746,4.7608333,6.0371046,3.8620536,4.148274,4.6932983,6.057528,3.44189,4.8033476,5.9831553,5.7715783,1.9716015,4.1709833,5.308897,5.139452
t52,-1.3750055,4.4474063,1.5809287,7.1564965,5.2718167,4.6735125,2.591815,4.96683,5.8031526,4.564509,4.801197,4.6031704,4.702604,4.4659743,6.035052,4.693593,3.4742231,3.2426856,5.544151,7.530318,7.183995,3.1362615,4.7887673,6.087183,3.8526084,4.10242,4.7264285,6.055793,3.489768,4.792647,5.959743,5.7562213,1.9542298,4.1797953,5.329358,5.182642
t98,-1.6346414,4.153331,1.2768387,7.8804173,5.572113,4.8617516,2.404792,5.2271624,5.635624,4.440557,4.7493916,4.4386315,4.7410817,4.395273,5.95473,4.9111223,3.6657894,3.3318481,5.6579146,7.4188128,7.002276,3.1903393,4.7357917,6.1313324,4.0329695,3.9313622,4.7170167,6.264786,3.563768,4.885468,5.9258347,5.690007,2.1478157,3.9967074,5.5229435,5.0944147
t99,-1.5281988,4.281421,1.4096289,7.564269,5.4430976,4.7612467,2.460419,5.1018205,5.703959,4.5048714,4.7815366,4.525079,4.736941,4.426727,6.0042133,4.8234653,3.5462375,3.2786274,5.619535,7.4569755,7.115718,3.1995573,4.754876,6.117515,3.9635258,4.0264535,4.7294445,6.1767054,3.554163,4.8636236,5.939708,5.707879,2.0800273,4.061486,5.424786,5.1256075
t180,-1.0609651,2.4466324,-0.4824221,-2.4374413,6.726326,3.3021576,3.2261393,5.69293,6.5930634,4.7721105,4.306953,5.801676,5.30802,6.110798,6.9035063,3.7854795,2.2289007,3.6075187,5.032693,6.6529307,8.034716,4.142713,6.6776,6.583404,3.4702842,4.7241974,4.433814,5.536767,2.95518,6.3369803,5.56781,4.2845025,1.2283865,5.972152,4.2797837,5.0362954
t203,-1.0349168,2.363583,-0.4420755,-2.4655483,6.791408,3.2567554,3.1969664,5.640796,6.639007,4.86926,4.2641473,5.8726773,5.271323,6.13624,6.9680943,3.7230365,2.193077,3.6292832,5.05302,6.647941,8.010076,4.13511,6.678723,6.6137867,3.4570372,4.7996655,4.5001326,5.505864,2.8795269,6.3810167,5.5879636,4.247622,1.1620638,5.9899945,4.2500234,5.036829
t204,-0.96320635,2.4352026,-0.39003995,-2.4404016,6.711929,3.21684,3.2848914,5.6403484,6.634472,4.8018694,4.2308507,5.865126,5.3352866,6.13394,7.028706,3.7399633,2.1262097,3.578289,5.113012,6.5918527,8.0509615,4.1422033,6.694348,6.6726575,3.3988662,4.8018394,4.5578523,5.4473577,2.883473,6.4397526,5.631503,4.2321844,1.1733785,6.0092173,4.180197,5.10005
t220,-1.0296894,2.4256263,-0.45135137,-2.4482362,6.738273,3.2854953,3.2289429,5.6668334,6.618513,4.8046565,4.2725835,5.8381104,5.31323,6.125247,6.9459853,3.7556999,2.203599,3.6033592,5.0606666,6.6474533,8.027328,4.1324196,6.68786,6.594794,3.4557266,4.7662044,4.475862,5.5153503,2.9145064,6.36474,5.5963826,4.2584214,1.1975948,5.989861,4.244284,5.041282
t222,-1.0531278,2.459275,-0.47788253,-2.458206,6.6838503,3.2756317,3.201443,5.738337,6.5762653,4.728807,4.3624134,5.7502637,5.334817,6.1300483,6.9038424,3.839213,2.2213707,3.5759292,5.0475087,6.6384854,8.013465,4.1213274,6.6941824,6.615743,3.444486,4.6593165,4.43284,5.5172787,3.0137217,6.3440504,5.544854,4.322712,1.2852229,5.968024,4.2891064,5.033841
