,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
t46,8.478906,5.691989,4.953079,4.883208,4.9259305,5.1814713,5.1993732,5.1450176,5.9894648,5.942987,5.3726206,5.1925163,5.007909,5.4000816,4.979207,4.3817387,5.305348,4.2483764,4.772766,5.997742,5.36484,5.733118,5.56901,4.013141,4.4639397,3.7711616,4.878156,5.771276,4.2694187,4.76357,5.0934596,5.261092,3.991979,4.3547564,4.384138,5.900094,7.558655,5.325388,4.8855224,5.7900815,5.229168,4.881952,4.4693713,4.6336603,4.6425877,5.170868,3.5935977,5.417195,4.761157,4.8901386,4.461727,5.828226,5.2931113,4.3418713,5.8331347,5.447897,5.2609253,4.5994534,5.069589,5.101796,5.788268,5.3332458,3.0949576,3.9622667,4.785399,5.450867,5.23548,4.6362453,5.9098787,4.9286785,4.657908,4.9028683,4.1589465,6.2823195,4.732977,4.4003406,4.8226757,5.6680126,4.857913,5.496905,5.403709,3.9915009,4.082205,5.6454196,5.7905655,5.7300324,5.1991916,3.144921,5.548719,3.55837,5.488852,4.452913,5.2090764,5.0293317,5.557771,5.6137514,4.7252836,3.8721178,4.648847,4.9893155
t500,8.492797,5.6973114,4.988393,4.887137,4.923412,5.179026,5.199627,5.163349,5.976573,5.9457693,5.3765893,5.1968675,4.972665,5.3903866,4.9917893,4.3922815,5.307828,4.272047,4.7517924,6.000668,5.3757305,5.767488,5.572678,3.9757328,4.486344,3.7347982,4.884164,5.7479033,4.2327724,4.7660036,5.096045,5.276938,3.9797714,4.3558764,4.406993,5.8833213,7.586476,5.3093467,4.8858314,5.769865,5.2274003,4.874498,4.434124,4.6217446,4.646614,5.1668773,3.5819926,5.4365754,4.7961755,4.879166,4.472785,5.8048534,5.297365,4.3482027,5.844052,5.4833407,5.2254624,4.599788,5.0888977,5.098439,5.776985,5.340269,3.0865803,3.976643,4.7933216,5.4598126,5.23058,4.64631,5.8999486,4.9307647,4.6450057,4.904896,4.15396,6.2740617,4.740909,4.390469,4.8262873,5.678982,4.823655,5.489383,5.389173,3.9856615,4.1003265,5.621917,5.8100815,5.7246866,5.1811733,3.1468384,5.5856237,3.5219374,5.4784484,4.458866,5.1961045,5.027698,5.5565057,5.6098237,4.7154465,3.8700128,4.648889,4.9944224
t818,8.481734,5.693852,4.9588184,4.8826756,4.9233103,5.1832323,5.197145,5.1490936,5.986115,5.9446373,5.373596,5.193061,5.0022044,5.3990664,4.9803724,4.3854346,5.307469,4.252968,4.7675858,5.999975,5.365017,5.7391286,5.571675,4.008751,4.469667,3.7662926,4.8786187,5.76602,4.264572,4.76606,5.092153,5.2619586,3.9876423,4.3538547,4.3899207,5.8959293,7.5619917,5.321881,4.8830233,5.7859144,5.22807,4.879141,4.4637833,4.6304917,4.6420207,5.1717825,3.5912929,5.4186435,4.763781,4.88881,4.4618626,5.8232102,5.295844,4.3416433,5.8337936,5.4535136,5.258186,4.5977407,5.0740385,5.099107,5.78745,5.3333406,3.0916078,3.9635694,4.7873354,5.454741,5.23438,4.639103,5.9067574,4.931212,4.6535487,4.903369,4.1584873,6.280647,4.7322674,4.3975496,4.8204827,5.669965,4.855533,5.4969263,5.3994374,3.989482,4.083323,5.6406035,5.7958217,5.729718,5.1949635,3.146909,5.5535393,3.553525,5.4893007,4.4557877,5.206857,5.0308757,5.5565495,5.613481,4.725166,3.8732486,4.649914,4.989493
t78,8.471076,5.689282,4.937392,4.8817177,4.9269676,5.182748,5.199923,5.136808,5.9945836,5.9412003,5.3713617,5.190757,5.023562,5.403639,4.974576,4.3772907,5.3042855,4.2411375,4.781437,5.99531,5.359059,5.7171574,5.5668063,4.0263853,4.454592,3.7852974,4.8748946,5.779962,4.2836275,4.7620835,5.092269,5.253734,3.99792,4.3543835,4.3744273,5.907042,7.548299,5.331337,4.886053,5.7978554,5.23025,4.884986,4.4848228,4.6386623,4.641355,5.1738944,3.5991116,5.409867,4.7494264,4.8947005,4.4579163,5.8363323,5.29095,4.3393984,5.828906,5.4324126,5.27309,4.5996556,5.0629606,5.1039033,5.791854,5.3280215,3.1000633,3.9566615,4.783118,5.446471,5.2372537,4.633349,5.914417,4.9278846,4.663647,4.9024305,4.1609807,6.2852545,4.7298436,4.404429,4.822236,5.6636667,4.8694315,5.499201,5.4095917,3.9945261,4.075942,5.65312,5.7820997,5.7318444,5.2053027,3.1439888,5.5340743,3.5730567,5.4934716,4.4508853,5.2143946,5.031019,5.558767,5.614831,4.7308135,3.8745422,4.648367,4.9879975
t58,8.470939,5.689427,4.937296,4.881503,4.926502,5.1832213,5.1995516,5.1369777,5.994287,5.9413595,5.3714886,5.1907296,5.023673,5.40368,4.97449,4.3777003,5.304641,4.2417135,4.7810106,5.9955096,5.3585744,5.7170324,5.5671434,4.0265284,4.4551287,3.7854412,4.8746967,5.7793875,4.2837596,4.7624483,5.0919085,5.253287,3.9975324,4.3541775,4.3749723,5.906729,7.548092,5.3310485,4.885579,5.7975755,5.2301326,4.884645,4.4849544,4.6384,4.641171,5.174406,3.5991027,5.4096365,4.749145,4.8947854,4.4576902,5.8357744,5.291317,4.339169,5.8287377,5.432302,5.273381,4.5993395,5.0634985,5.103565,5.7919064,5.3275104,3.0998688,3.956515,4.783398,5.4469295,5.237151,4.6337824,5.9141583,4.9283667,4.663158,4.9025216,4.1610436,6.285116,4.7294683,4.40417,4.8218174,5.6637483,4.869736,5.499338,5.4090867,3.994373,4.075758,5.652545,5.782553,5.7319045,5.204766,3.1443014,5.533924,3.5732508,5.493956,4.4513626,5.2143474,5.031531,5.558623,5.6148276,4.731309,3.875063,4.648521,4.9879813
t770,8.47728,5.677801,4.9457316,4.899251,4.9610524,5.1481605,5.230532,5.125914,6.013513,5.9273424,5.3644614,5.19381,5.014508,5.396696,4.9859004,4.3485503,5.278389,4.2251287,4.8057494,5.976526,5.392782,5.725102,5.539987,4.0082073,4.4345317,3.7698827,4.888358,5.797312,4.268298,4.73326,5.1197934,5.2869887,4.027413,4.3702526,4.3552775,5.927027,7.565591,5.3475766,4.9220123,5.8126197,5.2401056,4.9087667,4.474055,4.655521,4.6577973,5.1407495,3.5996723,5.433794,4.784499,4.886307,4.479823,5.8534527,5.2629533,4.3584213,5.8453827,5.4420214,5.2374086,4.624458,5.0367556,5.1315475,5.782007,5.3596845,3.1188781,3.9719708,4.767737,5.412173,5.242851,4.6078506,5.9335823,4.8927245,4.6987486,4.8974237,4.155279,6.2924223,4.760428,4.42139,4.858555,5.6610265,4.8322654,5.484431,5.442134,4.0064816,4.098123,5.669748,5.7547135,5.725398,5.234311,3.1194403,5.5515127,3.553731,5.457359,4.418255,5.2148056,4.996273,5.571043,5.6121716,4.697661,3.841643,4.635225,4.9933257
t771,8.468496,5.6890283,4.9334707,4.8808217,4.9258256,5.1844754,5.199112,5.1355,5.9946694,5.9411254,5.3715806,5.1903157,5.0275197,5.404354,4.9735513,4.3775635,5.30508,4.242589,4.78184,5.9950733,5.3561044,5.713029,5.5671797,4.029161,4.4548492,3.788561,4.873459,5.7791605,4.2868705,4.7627435,5.090949,5.2507033,3.9982226,4.353735,4.374636,5.9075212,7.545636,5.331497,4.8849015,5.7984424,5.2302246,4.884586,4.4887266,4.638918,4.640672,5.1763973,3.6003952,5.4078937,4.7468596,4.895895,4.4566984,5.8353395,5.291486,4.33828,5.8276243,5.428531,5.275816,4.59887,5.0637317,5.103518,5.792449,5.324858,3.1009889,3.9552124,4.7837644,5.4466968,5.2372413,4.6343756,5.9146786,4.929149,4.6635246,4.902712,4.161581,6.2852955,4.728166,4.404499,4.8211956,5.663073,4.872043,5.4998446,5.409264,3.9948478,4.0744853,5.6518946,5.7817264,5.732265,5.2045627,3.144703,5.5306344,3.5766315,5.495923,4.4519777,5.2153244,5.0331264,5.558667,5.614882,4.7337832,3.87701,4.6485934,4.9878955
t921,8.462871,5.696712,4.9322658,4.870821,4.902786,5.2072077,5.1808214,5.146127,5.978138,5.9491816,5.37811,5.1895466,5.0290227,5.405095,4.9710217,4.3990536,5.322427,4.271833,4.758645,6.0050607,5.333867,5.7103276,5.584061,4.028009,4.480853,3.7887106,4.864562,5.7520876,4.286925,4.781054,5.073558,5.2312546,3.977761,4.3439074,4.399982,5.889813,7.5423512,5.31489,4.8625956,5.7817864,5.224164,4.8669024,4.4904537,4.624713,4.6321483,5.200451,3.5986955,5.399217,4.7392764,4.8985004,4.4473453,5.8074837,5.30994,4.3280983,5.8204975,5.4274044,5.2841105,4.5836864,5.0923243,5.086298,5.793236,5.3007298,3.0906518,3.9502065,4.7984204,5.4703007,5.2315574,4.6568575,5.9004316,4.9530544,4.6370535,4.9074597,4.16405,6.2770386,4.71087,4.3907747,4.8010707,5.668189,4.8813505,5.5054054,5.382399,3.9869723,4.068059,5.623367,5.8060308,5.7340317,5.1755986,3.1610525,5.528829,3.5797215,5.5175586,4.476239,5.2114105,5.057828,5.551368,5.6141405,4.7563257,3.901901,4.6561494,4.9876957
t922,8.468289,5.6867013,4.930878,4.8830853,4.9313827,5.1792493,5.203794,5.1317277,5.999214,5.9387555,5.3699446,5.190277,5.029986,5.4045005,4.9737167,4.371827,5.3007107,4.236559,4.787959,5.9920216,5.360398,5.7105885,5.5626516,4.030979,4.44887,3.7904708,4.875011,5.785142,4.2888455,4.7580047,5.0949864,5.254247,4.004022,4.356084,4.368681,5.912681,7.5450535,5.336092,4.8903456,5.803298,5.2319226,4.889224,4.4909534,4.6429915,4.642695,5.1713514,3.601706,5.409241,4.747766,4.89587,4.4586873,5.8413424,5.2866473,4.3404856,5.8288746,5.426088,5.274833,4.602677,5.057501,5.1081414,5.792449,5.3294744,3.1046014,3.955838,4.7801914,5.4408083,5.2387624,4.6289086,5.918799,4.923562,4.6697235,4.9016056,4.1612716,6.2875156,4.732014,4.4083366,4.826287,5.6613197,4.870705,5.4985824,5.415467,3.9973044,4.0755773,5.657905,5.7755604,5.7319746,5.210872,3.1406145,5.528987,3.5778735,5.491391,4.446259,5.2169414,5.0277066,5.560664,5.6150403,4.7294197,3.8717387,4.646604,4.9879837
t947,8.449535,5.68259,4.9082484,4.8782005,4.928495,5.1869516,5.2017007,5.117622,6.005206,5.9362674,5.3694324,5.186734,5.0527434,5.4109526,4.965011,4.367804,5.3024325,4.231606,4.799841,5.9880676,5.3428373,5.687859,5.5613184,4.0525746,4.436119,3.8128545,4.8658824,5.794717,4.311135,4.7585826,5.0887914,5.2347836,4.012116,4.3533607,4.3553376,5.9221816,7.5244093,5.343056,4.887059,5.8139005,5.2331686,4.8911386,4.5139656,4.6495223,4.6389604,5.1842265,3.6127512,5.394134,4.7262745,4.9052534,4.450248,5.849309,5.286012,4.3336825,5.819616,5.4032936,5.297437,4.6001563,5.051906,5.1093507,5.7982154,5.3113356,3.1141355,3.9443917,4.7802835,5.4363036,5.2406425,4.629806,5.9249625,4.927179,4.6762524,4.9022827,4.165663,6.2908106,4.7224064,4.413159,4.8223557,5.654386,4.892144,5.5032053,5.421284,4.0020323,4.0636797,5.6644316,5.763636,5.7353663,5.215455,3.1421163,5.5061526,3.601294,5.505526,4.4479785,5.226235,5.0375347,5.561583,5.6162877,4.7468166,3.8838503,4.646703,4.9864416
