,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
t7,17.18472,7.198097,5.372957,3.9080336,4.995519,7.9427586,3.495984,3.7997386,4.5500455,3.8893774,6.0088716,4.496001,5.8058195,7.0495505,3.6105707,5.5973773,3.1619837,5.258419,4.980456,4.5487537,3.82326,5.873236,4.99972
t43,17.105808,7.1779127,5.3983464,3.9623203,5.00352,7.873966,3.5049765,3.8376043,4.5478344,3.9194849,5.9652843,4.4968615,5.7844286,7.0794644,3.6033103,5.575241,3.2236235,5.2700987,4.982637,4.5679197,3.8888707,5.8582454,5.0491676
t44,17.11631,7.168877,5.3876987,3.9600337,5.0040913,7.8794503,3.5093937,3.8243177,4.544349,3.9059815,5.973662,4.500934,5.794449,7.057017,3.613443,5.5752068,3.2201798,5.253565,4.983533,4.561117,3.882622,5.8408546,5.0303316
t51,17.147394,7.193099,5.408823,3.884666,4.9929943,7.952858,3.4837215,3.7446063,4.5864367,3.8133872,6.074404,4.4650908,5.78373,7.1331916,3.6720304,5.574934,3.1521184,5.224936,4.9917793,4.6104903,3.8124447,5.9675803,5.048322
t95,17.213234,7.1726246,5.330016,3.7308595,4.9561796,8.061775,3.5043542,3.6849668,4.6050553,3.7001035,6.209932,4.516442,5.8305984,7.1567254,3.7167645,5.5859866,3.0507777,5.1443386,5.051156,4.5710254,3.7201223,6.0426903,4.942586
t224,17.22157,7.0895963,5.226721,3.4227765,4.9154325,8.283972,3.5845265,3.6191065,4.606855,3.438483,6.5181527,4.5505548,5.8913007,7.224711,3.764503,5.5335884,2.84056,5.0470996,5.105479,4.512308,3.5982864,6.2990403,4.865688
t225,17.237593,7.0963125,5.2155957,3.4131851,4.9113727,8.291767,3.578075,3.614095,4.613098,3.4301198,6.530081,4.5453796,5.9020314,7.228765,3.7695758,5.540745,2.833839,5.043491,5.111097,4.510374,3.5767562,6.3090563,4.8606
t161,17.266481,7.163738,5.237585,3.493962,4.900126,8.217483,3.509704,3.5669293,4.6711335,3.492041,6.449395,4.57142,5.887379,7.261397,3.8169277,5.6081667,2.8996232,5.012771,5.154724,4.5531416,3.5777037,6.2276826,4.815116
t143,17.26105,7.1490283,5.224384,3.4609606,4.88066,8.235236,3.5259283,3.544927,4.6733236,3.4545662,6.4813704,4.602743,5.8875103,7.295603,3.8366556,5.5946503,2.8888872,4.9727225,5.176648,4.5634756,3.5555103,6.25398,4.7960925
t126,17.255173,7.1224227,5.2097483,3.4223714,4.887617,8.276609,3.5514581,3.570124,4.6486554,3.4430993,6.521467,4.5842376,5.900494,7.275778,3.8125033,5.568908,2.8518052,4.993927,5.153997,4.538662,3.5570414,6.298056,4.8178596
