,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
t7,0.5603207,-0.220974,6.066111,2.8063726,-0.22539148,-0.6290574,-0.33468077,1.8413459,-0.401002,-0.32092,10.509625,4.308722,-0.042330384,-0.11606212,-0.5295657,5.027693,0.225182,2.76506,0.20862524,0.28060347,-0.51207966,6.2190223,4.9382787
t43,-0.09793816,-0.2484309,5.952571,1.6948118,-0.49092668,-0.8022309,-0.1356562,3.176148,-0.111627884,-0.2780786,3.1707919,2.8552647,0.22768433,-0.21331161,-0.7017208,0.4801554,0.20409846,2.8859727,0.18080603,0.183566,0.40485796,1.2453547,1.1410596
t44,-0.11249189,-0.2612948,5.8316317,1.5784158,-0.47259143,-0.7822122,-0.12984149,3.1862476,-0.09526841,-0.26415858,2.6806552,2.7693217,0.24556954,-0.17835084,-0.72006285,0.2691798,0.1961521,2.916718,0.1771792,0.16051422,0.6589363,1.0337576,0.89591986
t51,-0.22173333,-0.44598526,11.806014,-0.106274724,-0.65386397,-2.1943765,-0.63755393,6.3180995,-0.93480957,-0.2964301,8.932219,4.6788836,0.9380447,-1.0211649,-1.1371969,5.0185413,0.53812224,5.2065153,0.4286223,0.025137708,0.4725077,7.016348,7.236835
t95,-0.123217136,-0.4575533,12.78776,-0.18263365,-0.53428316,-2.6082804,-0.89043087,6.653686,-1.3039806,-0.24291192,13.808287,5.781417,1.3219982,-1.2071165,-1.16889,8.093797,0.6500435,5.5937266,0.51972485,0.058094375,-0.26960132,11.456114,11.103061
t224,0.5335662,-0.45450243,14.237749,0.787503,0.013033327,-2.6354005,-1.4325403,5.183053,-1.7647297,-0.02545892,26.049887,9.944549,0.9102568,-1.1484295,-1.1412445,15.8448105,0.815875,5.252968,0.67050827,0.33027294,-1.4476805,21.459787,19.218235
t225,0.5376333,-0.4549527,14.239401,0.784624,0.008805141,-2.6360276,-1.4325057,5.184577,-1.765333,-0.02663001,26.053806,9.944987,0.90548694,-1.149665,-1.1415011,15.847607,0.8159106,5.256727,0.67042613,0.32927442,-1.4477488,21.460592,19.21569
t161,0.42528266,-0.45206517,13.6357765,-0.046405096,-0.1859831,-2.7737381,-1.243922,5.825182,-1.6866059,-0.16219947,22.319422,8.2035675,1.2899317,-1.2172916,-1.099065,13.4725895,0.734574,5.628382,0.6143958,0.21226904,-0.9980286,18.326624,16.453007
t143,0.5894164,-0.44986004,13.948836,0.84673,0.038131792,-2.5621068,-1.4120383,5.011653,-1.7121726,-0.029251419,25.845543,9.8696785,0.74818474,-1.1247085,-1.1172824,15.791549,0.81353307,5.147485,0.6576916,0.32625473,-1.4414301,21.076555,18.891674
t126,0.44666058,-0.43749347,13.80892,0.9297105,-0.0041710557,-2.5544002,-1.3992255,4.8673153,-1.7181509,-0.01128531,25.63431,9.732509,0.60107017,-1.089337,-1.1082016,15.60063,0.8148887,4.988452,0.6530212,0.3401806,-1.4490033,21.037058,18.865763
