"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90"
"t18",-0.0998159090984294,-0.00144499237000005,0.00265628974336588,-0.0246084168331172,0.0199845497227221,-0.346210200414528,0.0114104843700759,-0.00564060657017058,0.144708293890275,-0.0346613658856656,0.00674712494534198,-0.0612328175956477,0.000865808063339954,-0.00452854921580978,0.00387945354167711,-8.804944708799e-05,0.0105122662193424,-0.000410007092147609,0.00171050198597236,-0.247778531346436,3.45155602395807e-05,-1.06458281137969e-06,5.04391430560311e-07,-0.000281865904401119,-7.56503590135318e-16,0.00238144119846143,-0.507460960478569,0.0589321363597145,-0.0801721044411666,0.0556785234304993,-9.08978691669043e-05,-0.000527302605868431,1.67655894885366e-05,5.07434933205352e-05,1.72534996151107e-05,-5.29199212189279e-05,-3.26137667650324e-05,0.00186091531308565,-0.000932948012126154,0.000434897762314863,-0.00049088729553812,3.71123423094988e-05,7.1663845143297e-05,8.48320028754423e-07,9.05434126802506e-15,3.85009359507818e-16,0.000974612182340437,0.707106781186553,-0.000125114836258785,3.4979950782061e-05,2.0164950572849e-15,0.000268786071643452,-1.29716173302958e-05,-9.19773660376554e-06,-4.30452117997827e-06,-2.37915910073227e-05,1.95562810023015e-05,-1.80839125767481e-17,-8.89847898540552e-05,-1.13078704832839e-16,-4.85079435520016e-16,-3.75804202310409e-18,4.02589273325659e-06,-1.67896531103326e-05,-6.79251763669773e-17,-1.18895219147198e-16,-4.09349234305526e-17,-2.79121544549015e-17,-3.16659642139262e-17,-3.47553106414765e-16,6.03003533465133e-05,7.50338084690586e-17,5.14235013611206e-16,1.78332823794604e-17,3.10604742037867e-17,-4.74261061387952e-06,-2.22204025474443e-17,1.87503961829114e-17,2.37232208052721e-17,2.83175085143227e-17,-6.35343518670651e-17,4.91781244403704e-17,-5.98988426612242e-17,7.66724129080416e-18,1.80478062270078e-17,1.55514277239694e-17,8.4386266217969e-18,1.5082628011513e-17,2.31385612354255e-17,1.38722212797078e-17
"t19",-0.0998159090984296,-0.00144499236999979,0.00265628974336581,-0.0246084168331173,0.0199845497227217,-0.346210200414528,0.0114104843700752,-0.00564060657017035,0.144708293890274,-0.0346613658856654,0.00674712494534223,-0.0612328175956477,0.000865808063339671,-0.00452854921580973,0.00387945354167664,-8.80494470880238e-05,0.010512266219342,-0.000410007092148094,0.00171050198597243,-0.247778531346436,3.45155602396638e-05,-1.0645828111608e-06,5.04391430415105e-07,-0.000281865904401113,-6.64680001553658e-16,0.00238144119845952,-0.507460960478571,0.0589321363597138,-0.080172104441168,0.0556785234304996,-9.08978691660012e-05,-0.000527302605868088,1.67655894884154e-05,5.07434933199765e-05,1.72534996148985e-05,-5.29199212185985e-05,-3.2613766764861e-05,0.00186091531308816,-0.000932948012126422,0.000434897762318514,-0.00049088729554099,3.71123423118329e-05,7.16638451450066e-05,8.48320028887746e-07,-7.56417946986542e-15,-4.52451499200974e-16,0.000974612189136137,-0.707106781186541,-0.000125114836216845,3.49799507709162e-05,-1.7084693942167e-15,0.000268786071637211,-1.29716173227696e-05,-9.19773660317695e-06,-4.3045211840605e-06,-2.37915910095427e-05,1.95562810003948e-05,9.36994465604586e-17,-8.89847898522701e-05,6.72660606478069e-17,6.22657397481063e-17,-2.65607006557735e-17,4.02589273127301e-06,-1.67896531085903e-05,-2.07813994879939e-17,1.18857446604137e-16,6.8351017164325e-17,2.21560157915791e-17,3.19380553254268e-17,3.39797969943313e-16,6.03003533471983e-05,-2.06556252422962e-17,2.57031700299587e-16,-7.08603057793826e-17,3.57398613893986e-17,-4.74261061363414e-06,1.26673702950281e-17,-8.18113081369336e-17,4.79235409753824e-17,3.25455386244526e-17,-7.38998631212573e-18,-3.29393705877561e-17,-8.10927672991408e-17,-1.37661051377129e-16,-5.65852220120972e-17,6.37274542848527e-18,2.55685898504113e-16,-4.67591209002391e-17,-2.81437460983639e-17,-4.82530683915217e-17
"t24",-0.0999760387550515,-0.00145102917655339,0.00267573631470747,-0.0248005448822204,0.0202650081907706,-0.352440437346241,0.0116932946646323,-0.00582434471029834,0.149789492782602,-0.0359935149768372,0.00711233310423525,-0.065228183544384,0.000927047000690011,-0.00485686285041345,0.00419346270446869,-9.70031274485169e-05,0.011652953672246,-0.000460846081653861,0.00202517152811155,-0.293813602204367,4.27601168383282e-05,-1.35377407876707e-06,6.70529684941768e-07,-0.000525146707049168,4.94237963606027e-17,-0.00763013082761413,0.487714331101138,0.00282864253517125,-0.0249088605468314,0.0222059152388168,-4.89545909979631e-05,-0.000297112590692882,1.09827912279553e-05,3.72234671714285e-05,1.29555735595252e-05,-4.158650870545e-05,-2.59191938102797e-05,0.00153399400814522,-0.000791703930654885,0.000374455055394554,-0.000424038292015365,3.24957577660407e-05,6.27738785681728e-05,7.43585606758605e-07,1.55129601714143e-15,-1.95412958044385e-15,0.000865867695347289,5.55111512312578e-15,-0.000111278769045519,3.11486589549004e-05,-0.707106781186547,0.000241759133900593,-1.1669415027896e-05,-8.27988511748122e-06,-3.88905386907727e-06,-2.15483405557677e-05,1.77308221126995e-05,2.52792909773693e-14,-8.08862848155876e-05,-4.54627644564174e-16,-1.47386403628567e-15,9.56051683322244e-16,3.68372365629187e-06,-1.53821372891462e-05,-4.74569786119741e-16,5.62038494365269e-16,2.86578918676608e-17,-6.02053538506424e-16,-4.56799564740358e-17,-8.33240389116572e-17,5.56041500872668e-05,-2.80098232592342e-16,5.18328378460744e-16,1.68561873527001e-16,-1.93834499236882e-16,-4.38884239108341e-06,-1.93903652748527e-19,5.70235416879019e-17,3.17918248798484e-16,-3.12597789812805e-17,9.37062564613925e-17,-2.95373621113133e-17,-1.79616033120276e-16,2.9243198971755e-16,7.45160771013817e-17,-2.58388252630955e-17,-8.84339114919011e-17,3.528527026331e-17,1.02661281899871e-16,1.22173722752497e-16
"t25",-0.0999760387550515,-0.00145102917655332,0.00267573631470755,-0.0248005448822205,0.0202650081907706,-0.35244043734624,0.0116932946646321,-0.0058243447102983,0.149789492782601,-0.0359935149768372,0.00711233310423524,-0.0652281835443839,0.000927047000689922,-0.00485686285041368,0.0041934627044688,-9.70031274487048e-05,0.0116529536722456,-0.000460846081653374,0.0020251715281117,-0.293813602204367,4.27601168382734e-05,-1.35377407891622e-06,6.7052968514361e-07,-0.000525146707049476,3.86953789551366e-16,-0.00763013082761387,0.487714331101139,0.00282864253517271,-0.0249088605468305,0.0222059152388166,-4.89545909972109e-05,-0.000297112590692731,1.09827912283366e-05,3.72234671718268e-05,1.29555735593028e-05,-4.15865087059503e-05,-2.59191938102454e-05,0.00153399400814495,-0.000791703930655763,0.000374455055394942,-0.000424038292014875,3.24957577667085e-05,6.27738785665388e-05,7.43585605513291e-07,-4.97734753566419e-16,2.16786315793573e-15,0.000865867695344372,1.66533453693773e-15,-0.000111278769045948,3.11486589528215e-05,0.707106781186547,0.000241759134015064,-1.16694149999973e-05,-8.27988510418914e-06,-3.88905387364301e-06,-2.15483405529197e-05,1.77308221125914e-05,-2.52462729439956e-14,-8.08862848160301e-05,3.91492674855817e-16,5.90043866658145e-16,-9.0966124051172e-16,3.68372365563869e-06,-1.53821372871337e-05,2.66393075266593e-16,-6.0016664297467e-16,-3.62286678509921e-17,5.84139085221735e-16,-1.51355410843597e-17,5.16740026643352e-16,5.56041500876092e-05,3.14307816951168e-16,9.91118119059497e-17,-2.87290598761358e-16,2.71898115246092e-16,-4.38884239020433e-06,3.40120513429866e-18,1.46293974410924e-16,-2.7313292767736e-16,1.62288230976786e-17,-4.64584091511902e-17,1.98831648147215e-17,1.21031790375332e-16,-2.82272724069017e-16,-9.65618156969298e-17,9.48498287117396e-17,-7.21759041158851e-17,-1.95647776896193e-18,-1.55023728884849e-16,-1.59193533726225e-16
"t12",-0.098594991620009,-0.00139854012895879,0.00250495504035624,-0.0231106407457873,0.0177482495911969,-0.295805138542815,0.00906406994857394,-0.00407071926188926,0.100870857815104,-0.0230207977787837,0.00335258197864313,-0.0223764179081585,0.00025648915190937,-0.00123749481051836,0.000616350242690587,1.40052680982507e-05,-0.00290847165497615,0.000234587392016578,-0.00387555460725394,0.579116753707277,-0.000187083303848325,9.88618137550204e-06,-1.92058073580763e-05,-0.00243457667030167,-3.41507284548031e-16,-0.0104448331700469,0.0412791588586895,0.0921445049815197,-0.149313349186484,0.107666529941068,-0.000181715181404403,-0.00105601614876014,3.33139334117572e-05,9.77560621768788e-05,3.28750962702217e-05,-9.80386577715396e-05,-5.99011682697293e-05,0.00330426637939867,-0.00159997738567585,0.000730545585208329,-0.000820496281731976,6.06609458923637e-05,0.000117055694128724,1.38400687520113e-06,-0.70710678118655,2.47216563910553e-15,0.00155049143961957,1.60982338570648e-14,-0.000198601037999332,5.53924843967352e-05,-1.09219295489907e-15,0.000416677998526705,-2.01007765085668e-05,-1.42316926217782e-05,-6.60564920731741e-06,-3.63000100024691e-05,2.97641412552036e-05,-7.90128813062605e-16,-0.000134592307403304,-2.61955396684624e-16,1.55759419158965e-16,-4.85396815326474e-16,5.98849786432118e-06,-2.48915666435948e-05,-6.77589530308568e-17,5.23380364864323e-17,4.5994084695753e-17,-1.33205417538879e-16,1.53116585497086e-16,-3.09250139988102e-16,8.78323288386044e-05,-2.33239090897314e-16,3.51423882142763e-16,-2.37102291674998e-16,-1.76673453206318e-16,-6.8378464188289e-06,6.45904695689031e-17,-1.87020719868445e-16,1.31213451176863e-16,-5.15328470693434e-17,2.23468968012887e-16,1.55506242032566e-16,-2.92337748716126e-16,-2.23011959689857e-17,1.16941032981009e-16,-8.72325250432424e-17,2.9398694070057e-17,-5.86489425039547e-17,-2.31878958663739e-16,-1.3227026501105e-16
"t13",-0.098594991620009,-0.00139854012895901,0.00250495504035612,-0.023110640745787,0.0177482495911967,-0.295805138542815,0.0090640699485738,-0.00407071926188939,0.100870857815104,-0.0230207977787838,0.00335258197864317,-0.022376417908159,0.000256489151909222,-0.00123749481051864,0.000616350242690661,1.40052680979286e-05,-0.00290847165497633,0.000234587392016739,-0.00387555460725439,0.57911675370728,-0.000187083303848787,9.88618137548807e-06,-1.92058073582203e-05,-0.00243457667030143,-4.23097067549354e-16,-0.0104448331700483,0.0412791588586903,0.0921445049815193,-0.149313349186485,0.107666529941068,-0.000181715181404644,-0.00105601614876046,3.33139334110697e-05,9.77560621775605e-05,3.28750962706598e-05,-9.80386577714659e-05,-5.99011682698178e-05,0.00330426637939903,-0.00159997738567478,0.000730545585214631,-0.00082049628173468,6.0660945866079e-05,0.000117055694146416,1.384006938217e-06,0.707106781186546,-2.6220185979216e-15,0.00155049143961644,-5.55111512312578e-16,-0.000198601038002189,5.53924844027474e-05,1.15968609560526e-15,0.000416677998525611,-2.01007765081368e-05,-1.42316926206454e-05,-6.60564920636306e-06,-3.63000100026399e-05,2.97641412557809e-05,6.46736374241242e-16,-0.000134592307402303,2.63830085281299e-16,7.24378065286971e-16,4.12792816428217e-16,5.98849786501127e-06,-2.48915666437881e-05,-5.09247420695729e-17,-9.12930405642653e-17,-4.11059626222963e-17,9.55259541073927e-17,-2.11573359836466e-16,1.56110119355316e-16,8.7832328837702e-05,2.16922988957488e-16,6.42550173264423e-16,1.67286252312866e-16,2.47094386455523e-16,-6.83784641953518e-06,-2.59850074571865e-17,1.504286485587e-16,-3.06771656905467e-17,1.3435939428759e-16,-1.39539802770446e-16,-1.8758654611063e-16,1.12061757358453e-16,-2.00384429846627e-16,-1.22050402731293e-16,7.43272262237011e-17,-3.20901502436871e-17,4.82553136645536e-17,3.0243515621407e-16,1.48717984223551e-16
"t4",-0.09678487105674,-0.0013317257088928,0.00229531160113713,-0.0210479311778067,0.0148958398436482,-0.234671134095219,0.00646188254711354,-0.00250859516058074,0.0588287131706851,-0.0123955129102517,0.000956704604254105,-0.00022998169303514,-5.18380438867734e-05,0.000361301922050529,-0.000662405409262742,3.21853879301698e-05,-0.0044211896737774,0.00021666934431176,-0.00117030601998646,0.168684961540219,-7.79699338437363e-06,-7.51036349143444e-07,4.70240300651828e-06,0.00235238402638933,2.40942325644212e-15,0.0213059938533722,-0.0683204437606689,-0.313554756597446,0.674193562648918,-0.577355296735658,0.0016217504716592,0.0110699577565783,-0.00157980882935273,0.0014869221609509,0.000369171432977633,-0.000689942963187475,-0.000381288535743774,0.0155586704645928,-0.00603484530642155,0.00247429763407903,-0.00271336280209373,0.000181665167409701,0.000349550682124636,4.11265132299561e-06,2.46519425132116e-16,4.15954309684823e-17,0.00417626532832091,1.92068583260152e-14,-0.000530600928663809,0.000146711435237769,-3.49444024990486e-16,0.00102546833684772,-4.94032725110885e-05,-3.48081754046375e-05,-1.5730670976947e-05,-8.48861690380364e-05,6.90688325232579e-05,-3.42517594125868e-17,-0.000306439418889763,-4.58224777592695e-17,-1.12758705890578e-16,6.05071058206882e-17,1.29812543898524e-05,-5.34485739349049e-05,-1.48361820443919e-16,4.56595895620862e-17,1.27586156987694e-17,-1.67067602257217e-17,-2.28041218347836e-17,-2.03546241219163e-16,0.000179629354305023,3.29920978327911e-17,7.99212422121821e-16,1.273576523269e-17,3.54416556729021e-17,-1.36118404192151e-05,4.54591735389708e-17,2.85269023563241e-17,1.24455003621762e-16,2.3921161013717e-17,-2.20286313267795e-17,9.4970411628406e-17,-4.45662895043863e-17,-1.84081946632493e-17,-1.89004479361134e-17,6.60583558729319e-17,1.46516579224987e-16,3.71240978409717e-18,6.91187820315149e-18,-1.31430324323114e-18
"t38",-0.109206876083393,-0.00217421579256504,-0.0138419546153991,0.0516063140168573,0.00331107810965592,-0.0755051874002697,-0.00815701204227229,0.00465302727137325,-0.41716093470446,-0.166957365469364,0.00665424023610436,-0.0501436378790416,0.000666925713240243,-0.00342779489541393,0.0027299414529947,-5.82515031738462e-05,0.0347605961930651,-0.000165232959106492,0.000123392642108575,-0.0144217289790865,-1.77228376672778e-05,1.27136933172037e-06,-3.06853656672623e-06,-0.000372115813313029,-3.29540232628903e-15,0.504746207297486,0.0103290234237162,0.0789128098037001,-0.0229538604192477,-0.0294237914825966,1.31606582465705e-05,0.000167852960858595,-7.81292241588883e-05,0.000821655023376983,3.83278749645034e-05,-0.000475267230517454,-5.31074189854222e-05,0.00263568836581955,-0.00120481810652409,0.00241373519620108,-0.000592957819831827,4.36458703572019e-05,8.42043489196424e-05,9.95253364078735e-07,6.6904812403853e-16,-1.01217116133397e-16,0.0046064954098661,2.1538326677728e-14,-0.000127826956392778,3.73908881514006e-05,4.61130130617151e-16,0.000289216309909537,-1.39520752467729e-05,-9.87841643712317e-06,-4.5836541240147e-06,-2.51794294172592e-05,2.06429604118208e-05,-3.27835371884936e-16,-0.000371324606322431,-1.65746519142707e-15,-0.707106781186549,3.31205526918886e-15,4.146530738089e-06,-6.69059533688363e-05,1.7782135387491e-14,-9.99646529851179e-16,-1.05023667041482e-15,-1.1238406275634e-15,-7.07791683734285e-17,7.34606124144604e-16,0.000230953608642925,-1.78300122727133e-16,5.89457239023926e-17,-1.37602907661871e-16,4.88806058690934e-18,-1.7758888795501e-05,1.77569276898802e-16,-3.27368336281173e-16,-3.30245146624407e-16,-8.3205838472109e-17,-2.83058996239779e-16,4.4506252166067e-16,5.64469373926567e-17,-3.14939576483512e-16,3.11089887413704e-17,8.57713585022162e-18,-6.07618819704979e-17,-2.03327697488563e-18,5.68206866978522e-17,1.32861097330071e-16
"t39",-0.109206876083393,-0.00217421579256504,-0.0138419546153985,0.0516063140168573,0.00331107810965603,-0.07550518740027,-0.00815701204227219,0.00465302727137337,-0.41716093470446,-0.166957365469365,0.00665424023610432,-0.0501436378790416,0.000666925713240302,-0.00342779489541383,0.0027299414529949,-5.82515031740789e-05,0.034760596193065,-0.000165232959106366,0.000123392642108743,-0.0144217289790872,-1.77228376672798e-05,1.27136933164991e-06,-3.06853656718552e-06,-0.000372115813313131,-2.91810193323057e-15,0.504746207297486,0.0103290234237162,0.0789128098037004,-0.0229538604192471,-0.0294237914825969,1.31606582466834e-05,0.000167852960858718,-7.81292241591505e-05,0.000821655023377506,3.83278749646174e-05,-0.000475267230516683,-5.31074189852443e-05,0.00263568836581951,-0.00120481810652426,0.00241373519620119,-0.000592957819831542,4.36458703565143e-05,8.4204348919423e-05,9.95253364265479e-07,1.26843384007657e-16,8.18629727460565e-17,0.00460649540986634,2.17881268582687e-14,-0.000127826956391702,3.73908881516164e-05,-1.13179638282459e-15,0.000289216309907639,-1.39520752490042e-05,-9.87841643681446e-06,-4.58365412641733e-06,-2.51794294189826e-05,2.06429604058797e-05,4.58649967325412e-16,-0.000371324606306293,1.5800616588403e-15,0.707106781186548,-3.22016410060105e-15,4.14653073639126e-06,-6.69059533664875e-05,-1.79036423604829e-14,8.07283708740915e-16,1.07060873733134e-15,1.07996326081162e-15,5.44527328439456e-17,-2.45679306147017e-17,0.00023095360864382,2.24516929550121e-16,6.74455510137275e-16,1.39236964787133e-16,7.84537662375834e-17,-1.77588887968049e-05,-9.69652691682614e-17,1.27745552037334e-16,1.3535424144725e-16,1.10945978948756e-16,1.83805928415049e-16,-1.99690170293466e-16,-1.83309092710529e-16,2.66532831282895e-16,-1.37540413835576e-18,1.48833288087283e-16,7.63017443131024e-17,-8.04355547026036e-18,-1.61220824351563e-16,-1.18954798405385e-16
"t59",-0.109424638694837,-0.00218551747592076,-0.0139681951139083,0.0521083403127449,0.0033691173705071,-0.0772049828899483,-0.00841060662422438,0.0048437332772755,-0.435609754655256,-0.175049756259195,0.0071113266156075,-0.0543142481462894,0.000727188761061391,-0.00374549777546638,0.00301339342938875,-6.59143429977811e-05,0.0396535708352881,-0.000191979779398656,0.000153775267869576,-0.0180107990662274,-2.35231704942796e-05,1.75135492150701e-06,-4.50963270281043e-06,-0.000974273602658667,2.70646060819966e-15,-0.492324914731218,-0.00391321607492512,0.0109052905134627,-0.00747187427431253,-0.0116324482492745,6.77001709016592e-06,9.01014377054453e-05,-4.86319143710011e-05,0.000575368680514739,2.75204087566727e-05,-0.000358600431912388,-4.05719494012374e-05,0.00209748017890221,-0.000990899205462904,0.00201849980810499,-0.00049772255227395,3.72143966836597e-05,7.18290657319805e-05,8.49647279256563e-07,-4.17568809663817e-18,-3.49333555953605e-16,0.0039947209002022,1.97064586870965e-14,-0.000110995071651217,3.2512564414776e-05,3.6440034006067e-16,0.000254458238588899,-1.22779319552241e-05,-8.69987215206006e-06,-4.0540808753836e-06,-2.23351805728306e-05,1.83336636054111e-05,-7.09470699247734e-16,-0.000330788009333924,1.23475061763699e-16,-5.42955487079604e-16,-2.95410250481102e-17,3.72283339172025e-06,-6.01597527623563e-05,-4.96031679387647e-16,1.12904019220566e-15,2.23232687027548e-15,1.65363747654598e-15,2.53019572201144e-15,-0.707106781186548,0.000209270858014857,2.15296803640714e-15,1.79445868708608e-16,-2.37463809837194e-16,-5.440813388305e-16,-1.61599875890508e-05,-5.10494209731558e-16,-1.09189174076373e-15,-2.91929335842191e-16,1.61817118157422e-16,9.44137753760102e-17,-4.67394389846946e-16,3.11264412390373e-18,-8.92718239662633e-17,-2.36969329423768e-16,-6.18009729745028e-18,-6.5572483005043e-16,1.59149826131701e-16,1.52620153972355e-16,1.82092623391283e-16
