,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
t2,-0.3238358,-0.024577482,-0.82865316,4.6929727,-0.1270971,-0.80895513,0.56088376,9.281406,-0.09728957,0.2216443,6.450052,-0.770342,0.5302103,3.0287642,7.6524634,4.8691664,5.284166,0.2949,5.217345,16.355396,9.019173,0.6220253,-0.80243987
t3,-0.687206,0.6994628,-0.9344745,3.7390966,-0.1125422,-0.72744006,3.641007,10.313121,-0.20804231,1.6970623,2.8167424,-1.4005789,0.25953355,-0.05990493,4.3774853,1.2103814,9.925397,0.322758,3.317791,16.605768,12.393937,1.2806933,-0.78621686
t4,-0.52849454,-0.0065795397,-0.8557149,4.1301794,-0.10131093,-0.7232442,2.311049,10.073748,-0.17076845,1.2837373,4.0512314,-1.0950488,0.31497535,1.045358,5.307604,2.4208195,8.263762,0.2910349,3.6958735,16.275087,10.969444,1.0849558,-0.77257717
t13,-0.58839893,-0.024735255,-0.7809225,1.7948438,-0.03930336,-0.6802866,1.6987886,13.842505,-0.016287673,4.2622547,2.3007302,-0.65197927,0.37515208,2.100356,2.4094825,4.8133726,8.891572,0.3902634,1.3163583,20.387114,10.174055,3.675534,-1.0348068
t19,-0.80468684,-0.028389364,-0.8364524,0.14123967,-0.0076457066,-0.66852057,1.8446267,17.2328,0.4217582,6.186488,0.6829946,-0.4667755,0.40686017,2.0077822,0.15810062,5.5100756,11.125104,0.4662294,0.023158193,23.693598,10.76743,5.543507,-1.2347163
t20,-0.74447125,-0.0399815,-0.8098446,-0.0035627286,-0.00947312,-0.6942348,1.2123828,17.554054,1.0474654,6.455109,1.4502385,-0.29224804,0.468309,2.9863646,0.60329264,6.711355,10.129012,0.4807792,0.18287095,24.432053,10.00484,5.871027,-1.2816902
t24,-0.76601994,-0.0480566,-0.8092125,-0.04398162,-0.011942647,-0.7112355,0.9884676,18.369146,1.6283004,7.1691637,1.6533427,-0.19491607,0.5498448,3.5104942,0.35109589,7.6498947,9.7895155,0.52180016,0.0020926148,25.67211,9.655193,6.6412745,-1.3605065
t44,-0.6226488,-0.09777124,-0.87344456,-0.030297022,-0.08516172,-0.8833285,-0.0011782919,15.648517,5.964295,6.9132385,7.679949,0.5618122,0.9548943,7.202588,5.0159125,15.411082,3.3613577,0.64838654,3.7277033,27.01652,6.6056714,7.882543,-1.6522317
t45,-0.5950531,-0.101588406,-0.8988409,-0.015886407,-0.0962331,-0.90153176,-0.0013322022,15.231917,6.3881235,6.616592,8.505103,0.67830515,0.9746692,7.538679,5.768949,16.335972,2.8928387,0.6560877,4.1303434,27.009855,6.372871,7.872082,-1.6905612
t40,-0.6556076,-0.091500975,-0.8206133,-0.05013696,-0.07096151,-0.8508505,-0.0009578503,16.240202,5.267226,7.194969,6.4139204,0.37802026,0.929319,6.7165146,3.9186704,13.845448,4.200352,0.6286678,3.1516705,26.984165,6.958869,7.789132,-1.585017
t41,-0.76866543,-0.08889866,-0.7758192,-0.074524544,-0.058754753,-0.8096265,-0.00030281974,17.084665,5.148214,8.281057,5.1222663,-0.09281861,0.9148105,6.47993,2.662952,12.695616,4.4339285,0.63993967,2.6453996,28.074402,7.9963365,8.467861,-1.6130214
