"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92"
"t4",-0.145083296157043,-0.00282628359668395,0.00357771366553342,-0.00425504997758768,0.000293154186278974,-6.60844986471076e-05,0.0564497369381816,-0.0470499966376193,0.00260289008060576,-0.000566395650440257,0.000553651454695825,-0.000302424071659581,0.00240467926764133,0.0484268139397728,0.000759713045798423,-0.0101529108617017,0.00109648787780768,-0.458878917863976,0.358706764950023,-0.00134865354522331,0.000676919846330348,-0.00196037369054294,0.00615174541967583,-0.0256454046956839,0.00539315297477616,-0.345017775673612,0.0175863327493154,-0.00215327570242323,0.000264190611822535,-0.707106781186546,-3.97709596732607e-16,0.0260596608977596,7.31484187506522e-06,0.00790909420201343,-0.00911513779432836,0.000274805084977551,0.000157583710959838,-0.0011746161724018,5.72541633938607e-13,0.000563732733872892,0.00782111504019861,-0.000232817077539957,-0.000956974644403568,9.37933740371408e-14,0.000108600359492494,0.000330074237017619,0.000252532750953963,0.000194889275361416,-0.00903047735795446,-0.000133135892880099,9.22561944761427e-06,6.03762539321003e-17,1.78275507359041e-17,3.01673700944084e-05,-0.000436564004301646,-1.99264094905306e-17,-2.89859835029522e-06,-2.7065609629078e-17,-5.6988676147153e-15,6.99618736829725e-05,-7.97069906681308e-17,-2.35659216132082e-17,4.63761266095187e-17,2.83373773918536e-17,1.59763891556884e-17,-0.00146850410699723,-1.79466544484052e-14,1.9034698391929e-05,2.23560195536595e-05,-1.655452566644e-05,-1.7066104114532e-17,-8.78643014762982e-17,4.69764645882929e-17,9.62262349493348e-18,-4.84816896633656e-05,0.000610990019366871,-3.79116261953708e-05,-9.48014091187434e-18,-6.13365896858192e-17,-1.07253044060987e-17,-3.74212499375467e-17,-1.24496359224334e-17,-6.59839749642218e-16,1.39259955201263e-06,-9.55667448315154e-18,-1.12208475805105e-17,-1.25380989141857e-16,-1.76078177111504e-17,1.8576806499171e-17,-3.43081446857601e-18,6.36669978216916e-17,8.02458286704641e-17
"t5",-0.145083296157043,-0.00282628359668401,0.00357771366553322,-0.00425504997758782,0.000293154186278553,-6.60844986474325e-05,0.0564497369381809,-0.0470499966376194,0.00260289008060666,-0.000566395650440783,0.000553651454695829,-0.000302424071659457,0.00240467926764243,0.0484268139397742,0.000759713045798771,-0.0101529108617011,0.00109648787780758,-0.458878917863974,0.358706764950021,-0.00134865354522314,0.000676919846328946,-0.0019603736905442,0.00615174541967604,-0.0256454046956839,0.00539315297477191,-0.345017775673609,0.0175863327493211,-0.00215327570241653,0.00026419061183291,0.707106781186549,3.75456540703572e-16,0.0260596608977597,7.31484187579875e-06,0.00790909420201511,-0.0091151377943308,0.000274805084977532,0.000157583710956814,-0.00117461617240155,5.72897437102245e-13,0.000563732733872942,0.0078211150401987,-0.000232817077539899,-0.000956974644403853,9.35059137980049e-14,0.000108600359493197,0.000330074237017623,0.000252532750955522,0.000194889275361306,-0.00903047735795287,-0.000133135892879934,9.22561944765451e-06,-6.07410377520333e-17,6.01913151753017e-17,3.01673700940703e-05,-0.000436564004300179,1.18644241498982e-17,-2.89859835064011e-06,3.70412623731932e-17,-5.0055188326169e-15,6.99618736830344e-05,3.43940175790183e-17,1.35627374079295e-17,-4.73212109977089e-17,-3.31859450753574e-17,-1.0241926239152e-17,-0.00146850410699869,-1.79688083684968e-14,1.90346983921601e-05,2.2356019554063e-05,-1.65545256666869e-05,-2.49982701196321e-17,-1.08942957215434e-16,-9.98314840175904e-17,-5.67607885631859e-17,-4.84816896634335e-05,0.00061099001936593,-3.79116261952158e-05,6.34908960089127e-17,1.06291193923577e-18,-2.16191095944697e-17,-3.98872643421223e-17,-1.14780431148292e-17,7.78856151012991e-16,1.39259955198805e-06,2.37167263032242e-16,-1.49974565027149e-18,-1.01549257620984e-16,-2.25220729929541e-17,5.26497955015017e-17,2.12314155717963e-17,7.28817192247893e-17,1.49554792739014e-16
"t64",-0.1953461901251,-0.00397320906346808,0.00664333206814791,-0.0128696615069314,0.00383716153167677,0.00402357148008764,-0.144197222705367,0.10785254815167,-0.00155377410016254,0.000324895445940585,-0.000289359517598441,0.000151219564262548,-0.00120380044166565,-0.198157197007133,0.00558252648189281,0.00037463958460988,-7.97746944934794e-05,0.031693319762343,-0.0206763809393158,6.70058475053924e-05,-2.63207676715166e-05,7.48850042029542e-05,-0.000211412830628391,0.000431242824086565,-8.25009091162216e-05,0.0040176907519979,0.306401091899168,1.18905894144562e-05,-9.59930924597434e-07,-1.55431223447522e-15,2.40414270499607e-16,0.0011713004932199,3.8455803982446e-07,0.000419230222299961,-0.000555406541696827,1.96554396160982e-05,1.29025923484597e-05,-9.71671167663687e-05,1.99762886625302e-13,0.000334524829772242,0.278438757459626,0.000110954100794766,0.000444578596710009,-1.48981388854863e-14,-1.14675254692128e-05,-2.80787327015178e-05,-2.12613853884587e-05,-8.99813422336335e-05,0.0112261555133926,-8.53412680783565e-06,-2.8155240756648e-09,2.67948005087197e-16,1.72346546917039e-16,3.64420329167304e-07,-0.000100378385547435,2.75269457707431e-17,-7.17495789333031e-08,-1.31524170540428e-16,-3.20458366772938e-17,1.76368719783439e-06,-1.93987032142445e-16,-1.06754573933372e-15,-1.25605224515245e-16,-8.67485668185666e-17,-3.2806713895983e-16,-0.00134208422042279,-8.42351024190733e-16,-1.03716223194146e-07,-5.57171856143449e-07,4.72043151557844e-07,-6.10465138244293e-17,2.23105480257102e-15,-3.71905138393805e-15,1.75342233581142e-16,0.000460418461760928,-0.840306882044442,-7.32017099099163e-06,1.09053693828143e-15,-4.58208596858321e-16,-2.41559810955811e-16,-3.52962122635634e-16,1.09653781545405e-17,1.46222188522178e-15,1.63482012386592e-07,8.70575892199636e-17,5.62154397468192e-17,-4.70959666384531e-16,-1.46212546506642e-16,6.05903834699115e-16,3.71284759502964e-18,1.67348847268787e-16,3.91826038610677e-16
"t83",-0.195830236482327,-0.00398422940052734,0.00667243203154189,-0.0129502948518734,0.00386980120467259,0.00406102553539249,-0.14599685440847,0.109238741068502,-0.0015900810972231,0.00033271293670645,-0.000296923358009335,0.000155545033711779,-0.00123851650208391,-0.204954903620897,0.00577588311143162,0.000389599289769052,-8.34076568414103e-05,0.0332679370025361,-0.0218194673433679,7.09513703435733e-05,-2.80045688344239e-05,7.97007178419876e-05,-0.000225413969751925,0.000463896354689741,-8.88139408537273e-05,0.00433181678783047,0.331045099928609,1.29020944551931e-05,-1.04276847558908e-06,-6.10622663543836e-16,-6.10754777288219e-16,0.00132669536947707,4.38686989140691e-07,0.000478427866679475,-0.000638232502847342,2.27740881921171e-05,1.50534033551752e-05,-0.000113422733469263,2.42718993736594e-13,0.000409239834088061,0.342955726997404,0.000137787772442157,0.000552208764187453,-1.8486277378045e-14,-1.46063785862645e-05,-3.61235465175412e-05,-2.74950873937136e-05,-0.000117642562676184,0.0146853130393262,-1.120905142834e-05,-3.80665739362868e-09,7.01143477665721e-17,-5.43618027120346e-17,5.2541309358219e-07,-0.000152953439279187,1.39904453884723e-16,-1.3090135307748e-07,3.61754559850611e-17,-3.94736206620617e-17,3.58242510151965e-06,1.42697564729585e-16,9.82831689951997e-16,5.39518310228005e-17,4.12791535065808e-17,8.07330006575435e-16,-0.00700320484161795,-8.58440760580204e-16,1.5732081737785e-06,2.12650030904098e-06,-1.60880031515643e-06,1.03784231961666e-16,-1.03969006335159e-15,1.75179095341892e-15,8.65066961495349e-17,-0.000214030967124323,0.382448272738751,-4.46220133271603e-07,-7.53243287937376e-16,-7.52745581117706e-17,1.46707282231883e-16,1.31310245871983e-16,-1.58748033812175e-15,-0.707106781186549,8.81268704820958e-08,-1.54982336073194e-15,3.68897710467239e-16,-1.77811302261275e-15,-2.17341307634794e-16,4.96066978119094e-17,-9.97178121671885e-17,-6.87814002900073e-18,1.92999311628089e-16
"t84",-0.195830236482327,-0.00398422940052734,0.00667243203154164,-0.0129502948518735,0.00386980120467261,0.00406102553539234,-0.14599685440847,0.109238741068502,-0.001590081097223,0.000332712936706388,-0.000296923358009565,0.000155545033711726,-0.00123851650208383,-0.204954903620897,0.00577588311143172,0.000389599289769102,-8.34076568414469e-05,0.0332679370025366,-0.0218194673433683,7.0951370343631e-05,-2.80045688344237e-05,7.97007178420216e-05,-0.000225413969752162,0.000463896354689524,-8.8813940853819e-05,0.00433181678783057,0.331045099928609,1.29020944552546e-05,-1.04276847559878e-06,-1.60982338570648e-15,1.9224633274364e-16,0.00132669536947668,4.3868698917059e-07,0.000478427866679421,-0.000638232502847566,2.27740881917924e-05,1.50534033555672e-05,-0.000113422733468957,2.43250856556582e-13,0.000409239834088065,0.342955726997404,0.000137787772441625,0.000552208764187813,-1.89032668797023e-14,-1.46063785861958e-05,-3.61235465177737e-05,-2.74950873934602e-05,-0.000117642562676026,0.0146853130393262,-1.12090514287067e-05,-3.80665763667038e-09,-1.8009457668616e-16,1.25315268975228e-16,5.25413093610753e-07,-0.000152953439278645,4.36199603458138e-17,-1.30901353185682e-07,-2.58129832933352e-17,-5.12476839433631e-16,3.58242510142795e-06,2.23314708594779e-16,2.31137437469147e-16,1.19834767363145e-16,2.24115969692184e-16,-4.30250334898304e-17,-0.00700320484161857,-1.31521553746996e-15,1.57320817241118e-06,2.12650030893072e-06,-1.60880031553083e-06,-3.3333395475452e-17,-1.10483595582114e-15,2.63340589468991e-15,-2.27053850854939e-16,-0.000214030967124908,0.382448272738754,-4.46220131238081e-07,-3.86225604358482e-16,4.57680209150885e-16,-6.42679073174178e-17,-4.62261627467873e-16,1.49581526110443e-15,0.707106781186547,8.81268745636507e-08,1.06946977550767e-15,-4.33184616557888e-16,1.74863383744028e-15,3.58478739900107e-16,-2.05123022910151e-16,1.56992246696887e-16,1.4869354570695e-16,4.58445245356279e-17
"t58",-0.193950103261618,-0.00394138059956672,0.00655865778584375,-0.0126329699095213,0.00374034359872843,0.00391205500094696,-0.138758627475112,0.103656045291146,-0.00143823570511039,0.000299935228661218,-0.000264966958335623,0.000137103729080802,-0.00109037864621123,-0.175350775755665,0.00493276117106123,0.000323044725671795,-6.6891421075761e-05,0.0259923324086589,-0.0164188256523851,5.20376577902198e-05,-1.97630274919376e-05,5.60969962280159e-05,-0.000156240941796594,0.000295966001411179,-5.6235218012055e-05,0.00269904805584018,0.201692747788565,7.48329069474515e-06,-5.96561189240103e-07,-1.66533453693773e-16,1.79257542622226e-16,0.000276113064447428,5.60682267840051e-08,5.89222123677825e-05,-2.39919513567426e-05,-1.71617234566223e-06,-2.71151839274333e-06,2.13622672600151e-05,-2.82185401706266e-13,-0.000549995433038208,-0.557246579696019,-0.000280298637012386,-0.00112956164088114,5.788603057349e-14,6.19546353309596e-05,0.000216510151285661,0.000202580049986485,0.00150294934395063,-0.194183422956292,0.000196976299931607,-7.59673396413335e-08,-7.54189095917692e-17,2.00054378388453e-16,2.73567648495489e-06,-0.000577882105689495,2.9208986952495e-17,-3.35855036237475e-07,-6.39332069883158e-16,-1.41200451749967e-16,8.29964768254227e-06,-1.79268250675449e-16,-5.43872853758671e-16,7.08445376712876e-16,5.03973946543002e-16,-7.18206860220415e-16,-0.0120545581494677,1.6465036857716e-15,2.29606034895381e-06,2.76307412821719e-06,-2.05185989183166e-06,7.39671448163869e-15,-2.63792886323995e-14,-0.707106781186548,8.7929187665274e-16,-1.95070156258052e-05,0.0244059799791866,-4.72487596010249e-06,-1.83605854920613e-17,-1.31802476191739e-15,-1.37227143298784e-16,-4.0379712030173e-16,2.41791602997689e-16,3.98464439989839e-16,1.86895508711489e-07,-4.2692022459576e-16,4.31210897456286e-17,-2.02363275430317e-16,8.3304323936033e-17,-3.94883912241014e-17,1.38582094475119e-17,1.6142362740885e-16,3.18609083323244e-16
"t59",-0.193950103261618,-0.00394138059956672,0.00655865778584408,-0.0126329699095213,0.00374034359872842,0.00391205500094699,-0.138758627475112,0.103656045291145,-0.00143823570511046,0.000299935228661131,-0.000264966958335324,0.000137103729080839,-0.00109037864621135,-0.175350775755665,0.00493276117106124,0.000323044725672021,-6.68914210760241e-05,0.0259923324086588,-0.0164188256523851,5.203765779039e-05,-1.97630274917158e-05,5.60969962275963e-05,-0.000156240941796721,0.00029596600141099,-5.62352180120499e-05,0.0026990480558401,0.201692747788564,7.4832906948336e-06,-5.96561189299284e-07,-1.38777878078145e-16,-3.57416369330356e-17,0.000276113064447338,5.60682267982522e-08,5.89222123678823e-05,-2.39919513566542e-05,-1.71617234590081e-06,-2.71151839261609e-06,2.13622672602296e-05,-2.81961341100084e-13,-0.000549995433038822,-0.55724657969602,-0.000280298637012365,-0.00112956164088102,5.80810347488484e-14,6.19546353309265e-05,0.000216510151283848,0.000202580049986729,0.00150294934395093,-0.194183422956292,0.000196976299932899,-7.59673400245134e-08,1.57507476987169e-16,-3.21829589707993e-16,2.73567648506461e-06,-0.000577882105690273,-1.92271307357659e-16,-3.35855036201554e-07,7.67899479775207e-16,-1.07021172722514e-15,8.29964768250096e-06,2.77609339769154e-16,1.10539394040541e-15,-6.13272142890304e-16,-6.41680643509663e-16,4.51360073816744e-16,-0.0120545581494667,-4.83130665089781e-15,2.2960603492245e-06,2.76307412466617e-06,-2.05185989421961e-06,-7.38461311353493e-15,2.62240731140164e-14,0.707106781186547,-8.78230401357093e-16,-1.95070156281599e-05,0.0244059799791798,-4.72487595792745e-06,-2.48684073296377e-17,1.21419781774649e-15,3.09733012928653e-16,4.4634098773683e-16,-2.68817671938568e-16,-5.45455192409944e-16,1.86895508439619e-07,1.95551950412447e-16,-1.25216605538956e-16,-8.73060290118252e-17,-1.45276403274174e-16,3.81224000049551e-16,5.93758172312695e-17,2.05758489986302e-18,-2.73414782065541e-16
"t30",-0.190830504302083,-0.003870290875338,0.00636999189096074,-0.0121070511360761,0.00352590816531577,0.00366534246014454,-0.126778240292647,0.0944163120780181,-0.00118688032418783,0.000245668838264799,-0.000212029341826805,0.000106524777200221,-0.000844712630725913,-0.126079832167726,0.00352912623493625,0.000211580460261089,-3.89545917651524e-05,0.0135541347711123,-0.00699099412162607,1.8385214525741e-05,-4.5254928846591e-06,1.23187590107235e-05,-2.5358962391326e-05,-8.46427234384994e-05,1.95706403649859e-05,-0.00135473904773736,-0.159763332008116,-1.76219614241999e-05,2.18507413235395e-06,-3.60822483003176e-16,-5.21026044045358e-17,-0.000443281710241286,-2.01372471596745e-07,-0.000222824991669431,0.000370468982744118,-1.61584536320856e-05,-1.21800827908784e-05,9.25719716666365e-05,-2.32969387168578e-13,-0.0003435838523627,-0.199590957803619,-5.47482155875906e-06,-1.22205490027732e-05,-4.30441231778196e-14,-8.54936530140966e-05,-0.000486029387062621,-0.0005732907506258,-0.0069189899907522,0.916973002807484,-0.00112632674057146,1.13695343236655e-05,-7.70391222386037e-16,-1.88716543287412e-16,1.82964334150505e-05,-0.00272040830457444,-5.35869934378181e-17,-1.11666547559034e-06,1.58109743009578e-16,-2.06561266043207e-15,2.56165789849901e-05,-1.67798101239566e-16,-3.60822758426328e-16,-2.12206779531106e-16,-1.01901628753007e-16,6.77790792052039e-16,-0.0715395518069675,-3.34918853232528e-15,5.21940696561609e-06,6.22535957175779e-06,-4.61309859400682e-06,4.15091494198948e-17,1.87856895786908e-17,-1.42284275812078e-16,3.93161514369129e-18,-1.85677874248647e-05,0.00973004750197557,-1.01479494436884e-05,-6.01682905142958e-17,-9.7734621418959e-17,-7.25450541584668e-17,-4.01383744122992e-17,1.07507982406343e-16,-2.07977924422943e-17,3.58498040296034e-07,-1.28483101115242e-16,7.97114407815574e-17,-2.34930388681932e-16,2.08661898852902e-17,1.65625652748036e-16,-4.17218422873428e-17,5.80174957031291e-17,-8.3555649525141e-17
"t55",-0.193327981258141,-0.00392714827544606,0.00652006633196306,-0.0125225723527746,0.00369387823427769,0.00385796986623445,-0.136004779997609,0.101520006175766,-0.00136901357643937,0.000284801863183316,-0.000249627593166958,0.000127816965411042,-0.00101542891653172,-0.158554864668935,0.00445090384525983,0.000280019393216015,-5.45437391552602e-05,0.0198649926107149,-0.0109686503755798,3.02729688923615e-05,-8.03551427527914e-06,2.19897159884157e-05,-4.67011714692829e-05,-0.000186648774781837,4.39214721540482e-05,-0.00315808182146599,-0.393320796824791,-4.92711487882149e-05,6.3434547429408e-06,2.83106871279415e-15,-1.22748097136117e-17,0.00157808505408517,4.78170662632919e-07,0.000519098679203495,-0.000640316600241352,2.08513923931684e-05,1.2743409734121e-05,-9.54438357826104e-05,9.14090911772356e-14,0.000122633336788333,0.0625013840986478,1.46900300945123e-06,3.26668998819422e-06,8.35729711900579e-15,1.43255923581353e-05,6.74796763539456e-05,7.20831896986155e-05,0.000702032091790355,-0.0920148299092115,0.000104131668450814,-5.50026767620292e-07,-5.27039345193908e-17,2.76370950154489e-16,8.12635517146061e-11,-3.08245925036699e-05,5.27739573509474e-17,5.04719308604434e-08,-8.1259636532911e-16,-6.89767488827245e-16,-3.19017305233779e-06,1.05842513715534e-15,7.84580019410563e-16,3.53311962845171e-17,1.0736104822839e-15,-6.57065501552652e-15,0.854401709971391,-2.43278385749353e-14,8.07078568377474e-06,7.1581079697458e-06,-5.15605154851604e-06,-5.22204092118798e-16,4.00424909890038e-16,-8.59779698374248e-16,-5.74526279624361e-17,-1.44071585740558e-05,0.00753485140963147,-7.019044468014e-06,-3.34902668878525e-17,1.25210849622307e-16,2.63380907998207e-17,1.93994953268713e-17,1.00075315058607e-16,3.07377236540648e-16,2.26639031262776e-07,4.18985006137546e-16,-1.28811312455086e-16,4.33296471773703e-16,-9.37861473864016e-18,-2.60262441133364e-16,2.55241333721215e-17,-1.5137839756673e-17,4.89011307353996e-17
"t85",-0.194219704577484,-0.00394743362494604,0.00657338621783603,-0.012669478910284,0.00375291630356833,0.00392553197434074,-0.139213948522545,0.103988375343381,-0.00143054528188172,0.000297997695120927,-0.000262234576983447,0.000134908589593877,-0.00107225156615046,-0.16920278951242,0.00475285943098933,0.000302110397976531,-5.9496741417278e-05,0.0218465602448693,-0.0121976186334317,3.39076349512098e-05,-9.09276262047592e-06,2.48997984405807e-05,-5.30868034566007e-05,-0.000216310373406345,5.09850264099731e-05,-0.00367853310404465,-0.460263729043269,-5.82133152641265e-05,7.51387770861879e-06,2.08166817117217e-15,4.46008210020395e-16,0.00206583013756642,6.37459105587376e-07,0.000692726200625632,-0.000870078459557652,2.8966474125845e-05,1.80405037682782e-05,-0.000135309357123799,1.47022899333144e-13,0.00019999541218574,0.104223464552622,2.5179100777567e-06,5.60303457405008e-06,1.55919452544239e-14,2.68823573053671e-05,0.000131569046635865,0.00014345354449221,0.00146104729889281,-0.191943180173617,0.000220977554728238,-1.33286948326281e-06,4.84859999882699e-16,-1.38748044882874e-16,2.88900785347553e-10,-0.000184724495430722,-5.83626806738378e-17,-2.37636389909897e-07,-4.63271128837924e-17,-1.34234794015426e-16,7.22308067813301e-06,-9.6303301866458e-16,-1.88756396622992e-16,6.46753332289157e-17,-9.59061872919728e-16,2.70554904048802e-15,-0.363635828844043,8.25334664230679e-15,-1.28496195523752e-06,-4.46686634470068e-07,2.62040303157952e-07,-4.58955970585777e-17,-6.1709265930955e-16,-3.11750106891519e-16,4.57552230682185e-17,-2.3755042983007e-06,0.00125528595789023,-2.0182167477723e-06,-6.62292640403365e-17,3.17017285960377e-16,-1.21908433279027e-16,9.95379412210372e-16,-7.23304269036684e-16,-1.62939954552922e-15,1.13276216244954e-07,0.707106781186547,5.66069060176546e-15,2.94687793675717e-15,-3.23243602562773e-17,-4.97148688557756e-16,-2.93309095026489e-16,1.83925600681972e-17,2.27983498066459e-16
