,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
t1,-0.5795827,0.2947671,35.772278,4.2157435,0.15572496,33.30277,8.815461,16.117697,0.42617205,35.197124,1.020794,3.196505,2.4643788,17.266846,-0.010638856,2.7060428
t2,-0.5870304,0.29755172,36.26997,4.3634753,0.15748705,33.88382,8.90398,16.414034,0.4351692,35.782104,1.0322931,3.312001,2.5243685,17.648178,-0.011769238,2.8356717
t3,-0.08593699,0.06322628,8.556109,2.1803353,0.052856445,4.2899914,0.30993024,4.5120277,0.08246283,5.105911,0.5189527,0.2033883,1.1889247,0.26294696,1.673484,-0.05723927
t4,-0.056042578,0.036781874,6.853227,2.6430352,0.04563426,2.5700827,-0.0017546128,3.618135,0.049449384,3.899975,0.5569411,0.6800031,0.54015845,-0.29890454,2.1144304,-0.029001227
t5,-0.0111643905,0.8503512,4.2718873,4.024984,0.049652334,-0.07646619,-0.003246192,2.5712988,0.043871693,2.5773017,0.6930485,2.6820858,0.18496467,-0.40892297,4.156555,0.5712224
t6,-0.00060848205,11.746899,0.124217086,9.657191,0.082896434,-0.80216855,-0.0070780446,-0.002860663,0.61694825,3.9226053,0.6727381,7.7477784,-0.09018928,-0.19329101,14.507362,5.026332
t7,0.7471835,11.830195,0.16666274,8.896905,0.072217084,-0.18853484,-0.014944695,-0.0029344885,2.6942987,2.0857,0.50228095,6.385129,-0.14144932,0.08568613,13.090409,4.8534923
t8,0.857287,15.79262,0.22475946,11.402015,0.0921942,-0.07574833,-0.01999729,-0.003640543,3.9274826,2.6623871,0.57194996,8.196447,-0.20873705,0.7283516,17.207584,6.453529
t9,1.0869069,7.229073,0.09621065,5.5799727,0.04326261,0.692938,-0.011644234,0.26771706,2.1162117,0.5834427,0.3571952,3.3075175,-0.11745302,0.04457056,8.438506,3.313323
t10,0.5591948,16.313965,0.20718856,10.185169,0.080823615,2.465806,-0.022753166,-0.0033584333,5.9063587,0.99716073,0.47877973,7.7551217,-0.26905724,1.8783417,16.641565,6.253776
t11,0.46851477,14.610179,0.182817,8.890351,0.06904026,2.7536874,-0.021230383,-0.0040775337,5.668999,0.52594686,0.42150316,6.8124733,-0.2507854,2.002539,14.815734,5.5728736
t12,0.32159933,13.220787,0.14942758,7.37009,0.05226254,3.6290724,-0.018364955,-0.0048308037,5.9355016,-0.07457043,0.38305685,6.062198,-0.23513904,2.1736972,13.178595,4.869517
t13,0.15895045,14.501328,0.15383509,7.965728,0.059404552,4.0478168,-0.01766424,-0.00485499,6.3706408,-0.04669659,0.38776192,6.4800725,-0.26702783,2.485643,14.126559,5.2100406
t14,0.26128796,11.545564,0.12964666,6.334239,0.04644397,3.507939,-0.017318562,-0.0037493424,5.338193,-0.09771074,0.30515093,5.0001087,-0.21555279,2.1937885,11.445931,4.231961
t15,-0.06338606,0.062738396,7.6311326,2.0091136,0.047624983,2.3891633,-0.0028191325,4.845607,0.09430369,2.3792174,0.69596374,1.2715417,1.2044777,-0.37636575,2.6488388,-0.1162928
t16,-0.015935592,2.280519,0.48799148,0.6290879,0.19203179,3.7815723,-0.008757515,-0.00020607139,3.1252718,-0.24384038,0.028138379,0.37583673,-0.07198328,1.3727745,3.2189593,1.1636225
t17,0.2498335,13.556394,0.15543023,7.4817014,0.05506674,3.7018368,-0.020054294,-0.0038315714,5.903283,-0.07058409,0.37450752,6.1819735,-0.2373823,2.2073655,13.51874,4.994225
t18,4.3537025,5.8542094,0.106097244,7.045027,0.048299458,0.42958683,-0.010637001,0.0771518,0.23046157,0.53232664,0.57558197,2.7849538,-0.076080576,-0.12692939,9.11004,6.5564175
t19,-0.049640696,3.7708902,0.21595028,0.4099787,0.3895071,4.7871957,-0.010102387,-0.003704772,3.5437894,-0.27824464,0.08676544,1.0003116,-0.077806674,1.7241066,3.7295358,1.1675606
t20,0.18677108,12.990049,0.14057606,7.010893,0.050156686,3.9670048,-0.019063052,-0.004483046,5.9745383,-0.112208664,0.36568123,5.800891,-0.23705085,2.3066225,12.79666,4.618597
t21,0.014145031,14.532069,0.15381809,7.691041,0.05611656,4.5934663,-0.017505035,-0.00557469,6.696897,-0.061141424,0.34426573,6.3372416,-0.2759731,2.9315386,14.176114,5.2442846
t22,-0.15309934,0.13045508,15.241625,2.550434,0.06681272,9.474694,0.3375946,8.115955,0.13181466,9.506031,0.84458894,0.0319651,2.9492116,0.9473403,2.136779,-0.1094318
t23,-7.788297e-05,14.504522,0.15368828,7.650083,0.05569928,4.6327457,-0.017420756,-0.005748327,6.7066755,-0.061582644,0.34037775,6.3276587,-0.27646744,2.9548447,14.147243,5.2534533
t24,-0.03923003,9.277651,0.07328235,3.6629553,0.022835378,5.027113,-0.011871853,-0.00429112,5.581142,-0.15630986,0.15426397,3.6683311,-0.20584208,2.5444586,8.985651,3.2314887
t25,-0.0050021256,12.519876,0.1214333,6.201797,0.041560613,4.907949,-0.015449129,-0.005092801,6.3889093,-0.10549207,0.29947907,5.3769007,-0.2585793,2.8847244,12.314939,4.5797424
t26,-0.1743229,0.1513072,16.658901,2.9965608,0.0704301,11.624876,-0.00011919849,9.662433,0.14880782,11.676546,0.8939628,0.043791857,3.0184712,1.6550274,1.8850486,-0.0906355
t27,-0.13358606,0.12904352,14.12723,2.611921,0.05897366,8.620696,-0.00086331833,8.050822,0.12860282,8.654005,0.8293632,0.06348029,2.741276,0.6147059,2.0373888,-0.103049226
t28,-0.048310414,8.163593,0.04561187,2.7374718,0.01618199,5.0628376,-0.010232635,-0.003492072,5.323928,-0.17289548,0.122331195,3.1461167,-0.19126137,2.4484787,7.8384852,2.9061015
t29,-0.019142961,10.886831,0.097816326,4.979363,0.031612895,4.948117,-0.013415859,-0.0048355083,5.99986,-0.12647866,0.23608571,4.545062,-0.23245439,2.7195468,10.69711,3.898666
t30,-0.5236573,0.1302304,2.0721264,4.834969,0.06509169,-0.44118586,1.4627163,0.46163806,0.32100108,18.055931,0.30397558,11.203572,13.17661,0.19036306,3.286415,-0.08756983
t31,-0.6347964,0.18383665,4.2558737,3.1552854,0.06859361,1.2801101,2.2673233,0.41783363,0.33063027,19.772383,0.16093731,11.0400915,12.784154,2.1417503,1.0110492,-0.13450909
