,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
t1,9.279045,1.3499384,1.2458136,5.832855,4.751895,9.537307,8.594337,7.199001,4.854972,3.1850133,2.863911,5.8218513,3.6094604,3.2795951,5.9166684,1.8186698
t2,9.321806,1.3764272,1.2580885,5.8734145,4.70424,9.538173,8.574762,7.1701245,4.8146315,3.1792574,2.8977363,5.8259554,3.5668468,3.2968748,5.955211,1.7713296
t3,9.157465,1.3016535,0.98084956,5.653855,4.7503386,9.477034,8.5474205,7.156462,5.584603,3.5343568,2.8068857,6.0679026,3.8479207,3.2526557,5.578408,1.7584761
t4,9.259426,1.2691969,0.9253731,5.5443125,4.737364,9.497564,8.634471,7.1581225,5.7684016,3.556507,2.6944306,6.084569,3.8840063,3.336875,5.535627,1.877094
t5,9.193767,1.2824605,0.9811705,5.599601,4.7497916,9.459266,8.582471,7.179416,5.7392287,3.5719225,2.754526,6.113286,3.8822024,3.2758908,5.534077,1.8177565
t6,8.213108,0.88157403,4.8441978,4.3481607,6.4646764,8.214716,7.0087194,8.172732,8.0563545,3.9932034,4.184081,6.081761,5.0108204,1.1300502,5.424835,3.0925896
t7,8.145039,0.9044786,4.894767,4.2738013,6.4810667,8.270881,6.9494753,8.212006,8.037034,4.0299106,4.1637583,6.0176673,5.092866,1.1147794,5.4530873,3.0573752
t8,8.202322,0.78400975,4.807603,4.2995844,6.4494042,8.1952095,6.935759,8.142929,8.128641,3.99726,4.2323084,6.088762,5.0112743,1.1606413,5.48261,3.142073
t9,8.340331,1.0908997,4.8804293,4.288759,6.362862,8.265891,6.959694,8.285538,7.9421525,3.860157,4.164207,5.9922347,4.9437985,1.244905,5.498574,2.9148893
t10,8.187243,0.8610397,4.8607826,4.21041,6.4480395,8.278755,6.8574104,8.250758,8.142222,3.986651,4.3313446,6.102901,5.023106,1.1427407,5.569285,3.114552
t11,8.220181,0.9086582,4.8288074,4.174826,6.432423,8.321805,6.8927603,8.246454,8.108273,3.9472382,4.3510323,6.0828137,4.9566245,1.1809387,5.578041,3.0563605
t12,8.252771,0.92338115,4.721506,4.1280937,6.373682,8.352767,6.946427,8.175075,8.029721,3.9261568,4.3678656,6.02331,4.8941627,1.2747835,5.566882,2.9149067
t13,8.366002,0.84693426,4.7118673,4.2752633,6.397932,8.277758,7.0054307,8.174677,8.076859,3.7898436,4.371901,6.1268964,4.762239,1.2859395,5.536681,3.108075
