"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117"
"t111",-0.0676429640970767,-0.199805137154356,-0.104322618626526,-0.0438694157082169,-0.00407736700614396,-0.00734809422404587,-0.00164965359387668,-0.215441870657733,-0.0506334685417789,-0.0431595129860489,0.421356368290453,0.0233726815348986,-0.0097736383984704,-0.00171076577634565,0.0071181012245066,0.00860555787614871,-0.103049185112134,0.00136519468609794,6.11903926335886e-06,0.00182291193312525,-0.000232647146979531,0.000281553004120636,0.00510284086427944,-0.00012756716074133,8.86844350088056e-05,-0.000160010529425956,-0.000147780995376003,-0.000698042487347048,0.00265327246120686,0.0457073332805485,0.00104271668550009,-0.000323428975090216,-0.000881466798779134,-0.000207371384568032,-7.40916825021973e-05,-0.000214570603640495,-0.00066406959342905,0.0268733804994596,-0.000159238565224654,0.000180115309447765,0.00145597152911511,-5.80041556019704e-06,-0.00030080290325057,-0.000721068947538686,-0.000191132685175081,0.00583748530033527,-0.00284751905980585,9.05028425650919e-06,-0.000135637879846792,-0.00733983294323916,-0.100984573886371,-0.0909906586262018,-3.62059323971512e-05,2.82321953683284e-16,6.84658685463152e-17,0.0163701637077176,-0.000204785597316236,-0.00242329284153944,-1.93387328042687e-15,-4.98344353905083e-16,2.66629994176716e-16,1.39380065821304e-16,-6.48394649067023e-06,-1.72996447894887e-05,-0.0708840166748922,-1.15060690410129e-15,4.639969240946e-16,1.11350002245045e-15,8.97728861264404e-06,-1.18246336091765e-08,5.86024271461439e-05,-9.66748931136791e-06,9.84369353369289e-07,2.71629396586773e-17,-4.44738802448349e-16,3.54484106520914e-16,8.06159542982374e-07,-1.20443633045656e-06,-7.54698237158108e-06,1.60520437584001e-15,2.32872475199027e-16,1.98721788325785e-06,-8.5033331054585e-06,-7.11217769742136e-15,-3.2149257366532e-06,-7.69100097071911e-16,5.01744633619118e-06,0.000190736094463064,7.52849025925963e-06,3.40104784395852e-08,5.44756147164906e-07,-7.76579139663967e-06,2.86703971747589e-08,0.000103173631382995,-3.34132235383506e-15,-2.52218922177622e-15,-7.99040984176618e-16,-1.74352054601781e-07,1.38000710619486e-08,-4.27062400519492e-15,-4.61504541712869e-15,1.33194582139946e-15,2.71808706525602e-06,2.93196917344507e-07,-3.28322381124431e-08,-2.54578154547903e-15,1.26310492664367e-14,6.0628117130656e-15,-7.39244638488523e-15,-1.94180691695112e-14,4.52635265974498e-15,6.4722864944554e-14,0.817052876407499,-3.26917887263367e-13,-1.20186590630396e-15,-4.075093733026e-14,-0.0924500327041569
"t112",-0.0676528129485294,-0.199857792544835,-0.104353794384657,-0.0438845703335427,-0.00408071527741628,-0.00735465145128135,-0.00165119379171051,-0.215658694659712,-0.0506873677232988,-0.043211399446254,0.421918649094561,0.0234041742705388,-0.00978843001346182,-0.00171343028378404,0.00712996145314311,0.00862075335538153,-0.103246819020913,0.00136786867216006,6.13137625018499e-06,0.00182722327132265,-0.000233224528035468,0.000282335302107469,0.0051170563710715,-0.000127954028324353,8.89688497188466e-05,-0.000160567118365782,-0.000148313460727406,-0.000700681481021612,0.00266357799623691,0.0458963903378203,0.00104706742367368,-0.000324791674877081,-0.000885973796889347,-0.000208452853048086,-7.45385231093076e-05,-0.000215968626217807,-0.000668506196090156,0.0270682505037856,-0.000160500642464455,0.000181590914166093,0.00146808114461143,-5.8499502114809e-06,-0.000303645252747678,-0.000728199498095406,-0.00019304695962036,0.00589680587756927,-0.0028768917893015,9.14789375318003e-06,-0.000137207720944536,-0.00743453455387046,-0.10231154789232,-0.0922227033651473,-3.67171502629769e-05,5.79908293666787e-16,5.79176054489497e-16,0.0166120955710771,-0.000207831674986757,-0.00245948048100829,-1.88035873412196e-15,8.61233094540377e-16,-3.55988847880736e-16,1.12785763166891e-15,-6.59280989061212e-06,-1.7594757924489e-05,-0.0721390668652514,-1.48120279116965e-15,-6.33904047352363e-16,2.07422368765533e-15,9.1915229463976e-06,-1.21070663220765e-08,6.00233301497752e-05,-9.90480147899381e-06,1.0087899493763e-06,-8.62799795199678e-16,1.05235219686868e-15,-1.87860115961775e-16,8.30330999572272e-07,-1.24227335378222e-06,-7.79507057890798e-06,-4.42226175614325e-16,-2.04436333295057e-15,2.06209747892947e-06,-8.82716971679764e-06,5.11222069662774e-15,-3.35401247691213e-06,-2.72136010273006e-15,5.23959575992526e-06,0.000199254598597908,7.88467096909545e-06,3.56795466391977e-08,5.74778068131317e-07,-8.20913267180549e-06,3.03112562089212e-08,0.000109497301341939,-2.53878536271782e-15,2.71711097406398e-16,-4.66323158490737e-15,-1.90286000977738e-07,1.50932865501657e-08,9.35714080462161e-16,-4.62421420841287e-16,-1.29582346220666e-15,3.0712412246492e-06,3.3992835879791e-07,-3.81296552595853e-08,-4.49893607771763e-15,3.37516927389805e-14,8.3198595271162e-15,-1.89133283356627e-15,9.41229179123828e-15,-3.43735350917609e-14,2.48752905767919e-15,-0.407689784258273,-0.707106781186415,6.11018761965924e-14,1.14400988719822e-13,-0.0924500327040916
"t113",-0.0676528129485288,-0.199857792544835,-0.104353794384657,-0.0438845703335432,-0.00408071527741613,-0.0073546514512815,-0.00165119379171034,-0.215658694659712,-0.0506873677232989,-0.0432113994462538,0.42191864909456,0.0234041742705384,-0.00978843001346165,-0.00171343028378374,0.00712996145314319,0.00862075335538146,-0.103246819020914,0.00136786867216,6.1313762503383e-06,0.0018272232713226,-0.000233224528035511,0.000282335302107148,0.00511705637107199,-0.000127954028324617,8.89688497186783e-05,-0.00016056711836555,-0.00014831346072849,-0.000700681481021461,0.00266357799623694,0.0458963903378239,0.00104706742367359,-0.000324791674876418,-0.000885973796888043,-0.000208452853046737,-7.45385231098088e-05,-0.000215968626218219,-0.000668506196089192,0.0270682505037907,-0.000160500642464648,0.000181590914166031,0.00146808114461326,-5.84995021085724e-06,-0.000303645252748612,-0.000728199498094338,-0.000193046959618352,0.00589680587756973,-0.00287689178930145,9.14789375325589e-06,-0.000137207720944348,-0.00743453455386761,-0.102311547892332,-0.0922227033651569,-3.67171502629961e-05,1.06867711924129e-15,-3.82679925691176e-16,0.0166120955710784,-0.000207831674991569,-0.0024594804810104,-1.41064738051546e-15,-3.79538001740631e-16,3.60097831107085e-16,-7.22365901552923e-16,-6.59280989028689e-06,-1.75947579273844e-05,-0.0721390668652606,-4.4536372470045e-16,1.38772522604107e-16,-2.10352499259625e-15,9.19152294654195e-06,-1.21070641889075e-08,6.00233301526884e-05,-9.90480147072929e-06,1.00878995006527e-06,8.27466202824299e-16,-1.07528701207898e-15,4.60108419935466e-16,8.30331007657195e-07,-1.2422733515381e-06,-7.79507058139243e-06,-8.40303363992545e-16,1.67933461804298e-15,2.06209749306442e-06,-8.82716970462277e-06,2.65675352668644e-15,-3.35401247955593e-06,2.82730045726782e-15,5.23959576536338e-06,0.000199254598598582,7.88467096828554e-06,3.5679547312677e-08,5.74778064321933e-07,-8.20913266699899e-06,3.03112426671e-08,0.00010949730132427,6.57005812954229e-15,5.400013155963e-16,5.12120346734817e-15,-1.90286004367007e-07,1.50932806077627e-08,3.70761949285939e-15,4.98014681563804e-15,-8.47785669917757e-17,3.07124116832373e-06,3.39928360913217e-07,-3.8129668588147e-08,5.87599699414629e-15,-4.11609049594781e-14,-1.1932412805616e-14,8.84875488189313e-15,8.29062370565214e-15,2.99150581713256e-14,-6.25801930222957e-14,-0.407689784257742,0.707106781186681,-6.5521995606217e-14,-1.66637574641315e-13,-0.0924500327043703
"t9",-0.0629566007576361,-0.174741427416668,-0.0894815527797607,-0.0366541319877662,-0.00248096241130021,-0.00422104655763341,-0.00091506515383323,-0.112006534610003,-0.0249165590436153,-0.0183927886017034,0.152859824928088,0.00833390234517088,-0.00270668255885403,-0.000437583148767442,0.00144908890674318,0.00134019165611322,-0.00851229793214832,8.5955382348366e-05,2.15993788818535e-07,-0.000242138763755149,4.40038660656533e-05,-9.36154095396834e-05,-0.00171467015641719,5.81045422840656e-05,-4.78875060563502e-05,0.000107472324156385,0.000108203923026332,0.000571337564205373,-0.00230531767968158,-0.0453275663207788,-0.00105248117805491,0.000332890430839617,0.0012950987696497,0.000315062084572295,0.000142295541471223,0.000463421332368696,0.001488596309284,-0.0678408671767077,0.000455424061259026,-0.000539117796330398,-0.0044486620296413,1.83688170243558e-05,0.00108985904194553,0.00277229075300507,0.00074705640127193,-0.0232484998133975,0.0115611431538049,-3.88996832356029e-05,0.000637377106607253,0.0394809127853428,0.555549043853253,0.519316499538286,0.000217477818356394,-4.40320121550636e-15,-1.7551250880144e-15,-0.103925637606646,0.00131025689037522,0.0155787507465768,7.81433513718475e-15,1.07453538754211e-15,-1.54921367734697e-15,-2.17356947673159e-15,4.79791121541317e-05,0.000130463418302698,0.558763137010138,7.9311322241414e-15,4.85785702232114e-16,-3.68221122647266e-15,-0.000100557279247618,1.32587860546765e-07,-0.000668742406095809,0.000111923245288268,-1.15380355075124e-05,4.7933978994623e-16,-5.87393556450829e-18,-1.58105896131042e-15,-1.17897148907473e-05,1.86011770420502e-05,0.000122909173320041,-2.14753464339731e-16,-8.82169969375031e-16,-3.79901218414853e-05,0.000164610314718463,4.33672828388914e-15,7.23749668738671e-05,2.46915458864946e-15,-0.000116107521754277,-0.00445966025226653,-0.000188583379035663,-8.90229979030296e-07,-1.64101006357121e-05,0.000244243472786237,-9.04479374449225e-07,-0.0035416882895489,1.38228727743713e-16,9.79206201728792e-16,3.08805649144744e-16,1.00077504795913e-05,-8.19409029461824e-07,9.18378397259879e-16,4.9503880982765e-16,-1.93858863920178e-15,-0.000257647392927136,-3.8534516282963e-05,4.40548216092092e-06,1.71919405512507e-16,1.45161981144199e-15,4.53269817034523e-17,1.47841646202414e-16,-2.05919206674167e-16,-1.0701488463501e-16,-6.61569829103429e-16,-0.00163602152502659,-5.71764857681956e-15,-1.40753851972216e-15,-3.47614707727382e-14,-0.092450032704201
"t12",-0.0646492916054109,-0.183412287792644,-0.0945399399723245,-0.0390613225884185,-0.00280523563953286,-0.00473676663057513,-0.00101636469939899,-0.120046214086609,-0.0252445380412655,-0.0116156728889581,-0.211650009213618,-0.0166578233739323,-0.0191264574718561,-0.00260288154492126,0.0078855717106263,0.00810967794686887,-0.0818859801765723,0.00104379328729578,4.44324041931724e-06,0.000985027844148071,-0.000113001706226143,9.79370690420746e-05,0.00175731696670702,-2.82523543196763e-05,1.10227588962207e-05,9.61441763585317e-06,2.49554906285758e-05,0.000262588452431198,-0.00145897587840813,-0.0701733935406228,-0.00196629842644093,0.000806163958992576,-0.000168076944264851,-1.72536252075246e-05,5.16733747599751e-05,0.000309945795764116,0.00124743770065722,-0.261705321256055,-0.000447046120301409,0.000316659134181925,0.00213494650839477,-6.31977804104493e-06,-8.79619801177363e-05,-4.68180677565803e-05,-1.49420968588204e-06,-0.000320126829271462,0.000332847106853105,-2.62680285085572e-06,7.35261423818316e-05,0.00662710312395299,0.0971047557261391,0.0961381974754507,4.29234601211039e-05,2.3690512912483e-16,6.166803868683e-15,-0.0215562498417523,0.000273196948770075,0.00325786565928801,4.15681131112013e-15,-1.28889002236558e-15,8.38895621348561e-16,2.58372880602537e-15,8.89055678723286e-06,2.05964990245914e-05,-0.301087654038579,-6.47410087104887e-15,-9.07794907666297e-16,2.90033307122971e-15,-3.63857301590258e-05,4.79904698896299e-08,-0.000243353423726322,4.09143942600076e-05,-4.23472874221395e-06,1.84484645315472e-15,3.15609935338884e-15,1.60928471203985e-15,-4.71850766365884e-06,7.65268460020562e-06,5.21738180811774e-05,-7.22784068955993e-16,-3.03624796174327e-15,-1.88238255964948e-05,8.32079662930179e-05,1.53462427399465e-15,8.04829942095786e-05,1.23683553952566e-13,-0.000358116361002911,-0.83210405905341,9.56434461464873e-06,-1.00508754182463e-07,-4.23358787294345e-06,6.7322964155084e-05,-2.50277051620265e-07,-0.00106232637307195,-3.28413206840553e-15,-3.20238123292392e-17,3.93877406783414e-15,3.52784540041629e-06,-2.90188393314743e-07,1.92179602854143e-15,1.84805180217702e-16,-4.32065824420272e-15,-9.51689036379773e-05,-1.44661945461293e-05,1.65520849434726e-06,-2.18874334731764e-16,-8.75166818037528e-15,5.18328817827881e-17,1.60734390253136e-15,-2.66206373060643e-15,2.23100630943157e-15,-1.58282267180622e-15,-6.30129088549647e-06,-1.71945790938821e-14,-2.60083896550159e-15,-4.44602246908512e-14,-0.0924500327042076
"t15",-0.0659760969402905,-0.190378568664955,-0.0986396169167324,-0.0410373078486342,-0.00317873648974556,-0.00543376648659375,-0.00117441106076564,-0.140535459953183,-0.0298700413805133,-0.0141094511381588,-0.264029120618919,-0.0208363626632111,-0.0248011641195643,-0.00340929417556081,0.0105994854941719,0.0111787158373606,-0.117684004248154,0.00151818768701753,6.57681890803121e-06,0.00165711068131574,-0.000200828366702486,0.000210911885318358,0.00380789579643681,-8.21078074606946e-05,4.97786037523285e-05,-6.44748056974629e-05,-4.56918497244219e-05,-9.20565028302947e-05,-3.84493010196176e-05,-0.0372787674240006,-0.00114096775863158,0.000508897277367053,-0.000218624071894227,-2.34169670538702e-05,9.38413136747363e-05,0.000662867524376007,0.0028256764915094,-0.73293870532235,-0.00168892528118316,0.00137925468397866,0.0100041942230761,-3.4197685427021e-05,-0.00123734612305073,-0.00268074770075276,-0.000693483300007565,0.0206342911655502,-0.00981536800600824,2.91984593020188e-05,-0.000402046829220754,-0.0196616134690883,-0.266464659291399,-0.234330281701382,-9.01018203225512e-05,6.05067564405167e-16,-1.40717505589128e-15,0.0391057799402389,-0.000486064760369313,-0.00572851332521488,-6.85921510530357e-15,1.43788942106474e-15,-1.24496979584754e-15,-3.37226861293471e-15,-1.14348378607174e-05,-2.55037157499685e-05,0.342261337449264,4.64584594963414e-15,-3.32836585334896e-16,-3.4837510022741e-15,2.33816448239895e-05,-3.07937017082323e-08,0.000152319221775705,-2.50968107003963e-05,2.5533384547586e-06,-1.47214362824768e-15,-8.49397643836611e-16,-1.59146572038405e-15,2.13148880844148e-06,-3.23488153239991e-06,-2.07056852794059e-05,8.8266029720637e-16,2.44602504795718e-15,6.22607968480284e-06,-2.71454661601492e-05,-6.7334614054227e-17,-2.23600468436468e-05,-3.04673750053653e-14,9.6711529044865e-05,0.222350928179748,-2.38420172365143e-06,2.39894796098293e-08,8.83318010010287e-07,-1.34959863986566e-05,5.00312024188291e-08,0.000196714290437436,1.69574042411931e-15,-3.71123099221067e-16,-7.08006060282644e-16,-4.29083909979003e-07,3.44220675870144e-08,-1.66283324857073e-17,-2.77936519347683e-16,9.36378032737091e-16,8.25092236656522e-06,1.04331143217188e-06,-1.1809994215477e-07,2.87389212174745e-16,2.52673191333419e-15,9.94855843903461e-16,5.20358432366559e-16,9.26458786612557e-16,6.02624657349977e-16,1.60658599021879e-15,4.2009501516338e-08,-1.72500902451134e-14,-1.60500587695002e-15,-2.52818196929019e-14,-0.0924500327042024
"t116",-0.0676942377153317,-0.199645117432351,-0.104137811036866,-0.0437164113436483,-0.00374889507276056,-0.00651816694550588,-0.00142306714506661,-0.173423408843578,-0.0374163918717061,-0.0183425719693763,-0.356534292599114,-0.0282452940283114,-0.0354025742493479,-0.00493757903658119,0.0159327258760651,0.0174208789752856,-0.194604144519396,0.00255321015917736,1.13348364069687e-05,0.00338836057411613,-0.000439435309926243,0.000567365068770221,0.0103035378793796,-0.000279254819137798,0.000209161907774133,-0.00044155923773158,-0.00044925951452225,-0.00254534814294462,0.0111663827428394,0.356726204556931,0.00954054800128351,-0.00372151778150778,0.000383760988309957,3.73801006306922e-05,-8.12866178147212e-05,-0.00042831253081492,-0.00166263679118288,0.317160340856069,0.000515571038846851,-0.000366632075924646,-0.00249121471869214,7.56593832075039e-06,0.000161884064459213,0.000259835574979071,6.10725899356013e-05,-0.00161463712270241,0.000672050603641185,-1.20195013406511e-06,1.14507700114198e-06,-0.000915698075542036,-0.0143696350608109,-0.0153423554000014,-7.26215230372237e-06,-4.3383931770539e-16,-1.12654260363046e-15,0.00374838097816256,-4.75924629842492e-05,-0.00056805686800539,-1.35470028480987e-15,2.04045123430927e-16,-3.36040284650568e-16,2.76797020218235e-16,-1.51816619681911e-06,-3.49029563512321e-06,0.0499782987369974,-1.84640772384258e-15,2.95746197110689e-16,1.26579996781397e-16,4.76068902031671e-06,-6.27403170837115e-09,3.1383225078063e-05,-5.21720756434423e-06,5.34776247966021e-07,-9.70048019458193e-16,-1.49566022162761e-15,3.8251523147727e-16,4.98597006459921e-07,-7.73347925567514e-07,-5.04771970295507e-06,4.66965801265173e-17,-3.71865990716905e-16,1.59676235908578e-06,-6.98626807201284e-06,-2.41597254764322e-15,-5.97686013329775e-06,-1.1961608574932e-14,2.60101610157323e-05,0.0599349323419598,-6.51882778154415e-07,6.61486804169145e-09,2.49517468104426e-07,-3.83762628221399e-06,1.42330225730385e-08,5.66357695162176e-05,-2.08745036434743e-15,9.6894156016663e-16,3.23993099707509e-15,-1.30181002905958e-07,1.04696622434455e-08,-1.36022005376605e-15,-2.47625027305466e-15,-4.81699143604262e-15,2.57778314204477e-06,3.30008153454551e-07,-3.73804741770523e-08,-5.28593251624183e-16,1.65346953666128e-16,1.28809966777101e-15,1.13886342823818e-15,-5.18970250517227e-16,-1.69234605642606e-14,-2.17041447960542e-15,1.40585448005215e-08,1.2014000905225e-13,9.03192433971825e-15,0.707106781186518,-0.0924500327044466
"t117",-0.0676942377153317,-0.199645117432351,-0.104137811036866,-0.0437164113436487,-0.00374889507276057,-0.00651816694550603,-0.00142306714506632,-0.173423408843579,-0.0374163918717063,-0.0183425719693761,-0.356534292599115,-0.0282452940283115,-0.0354025742493479,-0.0049375790365817,0.0159327258760648,0.0174208789752858,-0.194604144519397,0.00255321015917682,1.13348364069397e-05,0.00338836057411662,-0.00043943530992582,0.000567365068770223,0.010303537879379,-0.000279254819138707,0.000209161907774055,-0.000441559237731029,-0.000449259514522242,-0.00254534814294441,0.0111663827428384,0.356726204556936,0.00954054800128345,-0.00372151778150766,0.000383760988310073,3.7380100630099e-05,-8.12866178156076e-05,-0.000428312530814312,-0.00166263679118225,0.317160340856068,0.000515571038846476,-0.000366632075926005,-0.00249121471869183,7.56593832334895e-06,0.000161884064458523,0.000259835574979182,6.10725899355533e-05,-0.00161463712270384,0.00067205060364228,-1.20195013293035e-06,1.14507700157135e-06,-0.000915698075541184,-0.0143696350608152,-0.0153423554000082,-7.26215230354268e-06,5.25216142728355e-17,-2.79514128790843e-15,0.00374838097816435,-4.75924629833654e-05,-0.000568056868007543,-4.41771202275504e-16,6.92189886665914e-16,-2.15420391380816e-16,-1.20209710151924e-15,-1.5181661981047e-06,-3.49029562920688e-06,0.0499782987370008,3.15486595403045e-15,7.14614565451538e-16,-1.2631093609493e-15,4.76068901996129e-06,-6.27403050389386e-09,3.1383225079808e-05,-5.21720756456658e-06,5.34776248075616e-07,1.03748768952415e-15,8.62084776638367e-16,-4.40107331762958e-16,4.98597010915456e-07,-7.73347924527436e-07,-5.04771970271042e-06,7.85800738530546e-17,-1.9865422142236e-16,1.59676235816854e-06,-6.98626808746001e-06,5.90323099285844e-15,-5.97686013291216e-06,-6.94722667717885e-15,2.6010161019938e-05,0.0599349323419792,-6.5188277582914e-07,6.61486464350109e-09,2.49517466087096e-07,-3.83762627386862e-06,1.42330199308776e-08,5.66357695271574e-05,3.15927224509038e-15,-1.70370573375724e-15,-4.22622517494075e-15,-1.30181003770771e-07,1.04696627008623e-08,1.64695003868596e-15,2.83054533918257e-15,4.85520971448969e-15,2.57778312485473e-06,3.30008139853353e-07,-3.73804739040087e-08,-7.4831968337024e-17,5.43076102134953e-15,-1.02826706791551e-16,-1.5498779863436e-15,-3.14181183397536e-16,1.60073718250722e-14,4.49437209673214e-15,1.40585280083982e-08,-1.61273772114612e-13,-1.24761764907893e-14,-0.707106781186577,-0.092450032703963
"t7",-0.0632324340640445,-0.175914411254074,-0.0901166804883143,-0.0369224081163088,-0.00238558558367621,-0.00394871190267338,-0.000837002296471576,-0.0966356727189144,-0.019930024464182,-0.00871047807517985,-0.149756042850486,-0.0117130982320883,-0.01227976369793,-0.00162461527411645,0.00454692932827997,0.00428257382522939,-0.0362395900113658,0.000435046536602042,1.68015554711852e-06,5.75324531753357e-05,1.1247735700716e-05,-7.41064638831181e-05,-0.00137176246571126,6.04915428285605e-05,-5.71749293006184e-05,0.000157934024559245,0.000177303756438186,0.00113350169545048,-0.00528982775901291,-0.19232951062226,-0.00522913124369473,0.00207665911941728,-0.000281052798466859,-2.78830513251847e-05,6.46009305207219e-05,0.000325588804661153,0.0012210045127965,-0.182684339641649,-0.000102056876577151,-1.22975138888993e-05,-0.000405185526813969,3.27612873965959e-06,0.000383499327413756,0.00109463510634402,0.000302475818801755,-0.00966024055034316,0.00492078638725223,-1.75648698446087e-05,0.000307668161851737,0.0202740737344358,0.287162992154669,0.270705592944064,0.000114086014225941,4.55801023642854e-16,4.6396030149142e-15,-0.0543790074860141,0.000684599345360544,0.00813121761929704,8.40768282869426e-15,-2.37797907556153e-15,3.23215713392718e-15,5.67719118195202e-15,2.01122988557359e-05,4.60841801580959e-05,-0.657606071005622,-4.44438663827818e-15,-1.98467339914109e-16,5.69473328004845e-15,-6.83464194159702e-05,9.01082817114356e-08,-0.00045379547407861,7.58634834786444e-05,-7.81369539931481e-06,-6.62490834550891e-16,-2.72990353707187e-15,1.15726934166199e-15,-7.87309868869054e-06,1.23553707429034e-05,8.10489278973368e-05,-3.62358247024306e-16,3.29049292647411e-16,-2.37598244814077e-05,0.00010206371557177,-6.80646813150082e-15,1.87822313784037e-05,-7.75986287361625e-14,0.000108729105385609,0.500939730883832,-0.000182967599935397,-7.76974525822379e-07,-1.29678233476037e-05,0.000190772298125006,-7.05975853912782e-07,-0.00272456345470203,2.23548455843712e-15,-8.8535992955396e-16,-2.13940521826733e-15,7.51108532679176e-06,-6.14713967656458e-07,-6.38183982048569e-16,-1.41343611560449e-16,2.30749508520299e-15,-0.000192744408823853,-2.88166158651334e-05,3.29445261122899e-06,-1.59904160454305e-15,7.15355763932285e-15,9.7657604522199e-16,-2.84491768291471e-15,6.45480151463884e-16,-1.98238371484482e-15,4.47298774445531e-15,-1.18482684075272e-05,-1.78329573330416e-14,-1.00242677958209e-15,-2.89521320161887e-14,-0.0924500327041993
"t6",-0.0646678757027215,-0.183283438195686,-0.0944223142209519,-0.0389773485244492,-0.00272676123585125,-0.00456935456523162,-0.000975533781287567,-0.11406924726856,-0.0237659591340947,-0.0106405516328755,-0.187181195716695,-0.0146728013156639,-0.0158118855279588,-0.00210637143907068,0.00598841671716679,0.00570715721196055,-0.048710247470564,0.000584058080436459,2.24202079347642e-06,-2.60458783542256e-05,3.70495316603452e-05,-0.000171326773452254,-0.00317138720585629,0.000145681254686627,-0.000145583988584664,0.000450238598072398,0.000537526603372937,0.00379310301351486,-0.0188781207338522,-0.823592101297041,-0.0230685170314657,0.00948518296283481,-0.0071336216592749,-0.00154484254921671,-0.00040320798971048,-0.00118788487734136,-0.00387642015312921,0.387929527942742,0.000112276428151933,6.26698368224185e-05,0.000892055311560388,-5.35374119714743e-06,-0.000415918279922422,-0.00104158963218476,-0.000278030540226645,0.00854232027529137,-0.00418460694098641,1.33487534745262e-05,-0.000197438354955968,-0.0101620409495569,-0.138218855873381,-0.121965204493206,-4.6897099341823e-05,-2.37288814921588e-17,-2.27719099323783e-15,0.0202390942397502,-0.000251247724979024,-0.00295866364628728,-3.70844145472975e-15,7.67296460203953e-16,-1.32774216514822e-15,-1.5464818278866e-15,-5.6650875340445e-06,-1.25323630339014e-05,0.164616810111023,1.51697544362414e-15,-2.8878949186926e-18,-1.95225664412062e-15,8.24039582138105e-06,-1.0837584047971e-08,5.23255776208727e-05,-8.44460995505517e-06,8.4349482735081e-07,4.45842674603821e-16,1.05176424728027e-16,-4.03074764258636e-16,4.39811201547146e-07,-5.56404391725242e-07,-2.84481780266679e-06,-1.40871035345527e-16,1.02814567671036e-16,1.85399499607281e-07,-5.86450831261369e-07,3.6392108410164e-15,9.66455223963201e-07,1.00173348012517e-15,-2.92662782358027e-06,-0.00407510415024259,-3.07759282789039e-06,-1.81348210542404e-08,-5.00894918861273e-07,8.11839080344653e-06,-3.02331785385621e-08,-0.000135792088067449,5.96433278777327e-17,-1.33067360852271e-16,3.97280036506454e-16,6.03397899523856e-07,-5.02867052121754e-08,1.16227169863205e-16,2.45125212904985e-16,-2.33109447574474e-16,-1.88153197279188e-05,-3.0249501345715e-06,3.47114878300718e-07,-3.61449926574647e-16,3.27640683498185e-15,1.33415187451911e-15,2.50776454464274e-16,-4.92205336121281e-16,-3.20720843604874e-16,7.76916648007495e-16,-1.64855827139432e-06,-1.83880688453542e-14,-2.12268557392176e-15,-3.27983572519482e-14,-0.0924500327042074
