"","t111","t112","t113","t9","t12","t15","t116","t117","t7","t6","t69","t70","t99","t100","t95","t82","t107","t108","t88","t89","t36","t37","t24","t25","t33","t34","t16","t40","t41","t93","t94","t17","t44","t45","t26","t8","t56","t63","t64","t101","t102","t92","t71","t54","t55","t18","t105","t106","t98","t67","t68","t74","t75","t77","t103","t104","t14","t80","t81","t90","t91","t57","t58","t19","t22","t23","t96","t97","t61","t42","t52","t53","t51","t29","t30","t43","t85","t86","t87","t4","t5","t10","t11","t20","t21","t27","t28","t65","t66","t35","t76","t83","t84","t114","t115","t48","t46","t47","t2","t31","t32","t3","t13","t109","t110","t78","t79","t49","t50","t62","t72","t73","t39","t38","t59","t60","t1"
"t111",0,0.14055021979,0.14055021979,3.40116581439,7.22853559331,9.30949970385,10.13193579009,10.13193579009,6.83804245475,10.13193578989,10.253648119,10.253648119,10.77876074283,10.77876074283,10.7787607428,10.7787607428,16.124337087,16.124337087,15.9851015886,16.1243370867,15.1141402413,16.1243370873,16.1243370871,16.1243370871,16.124337087,16.124337087,15.5241201666,16.1243370866,16.1243370866,16.12433708734,16.12433708734,16.12433708714,16.12433708734,16.12433708734,16.12433708734,15.6439441063,16.124337086,16.1243370861,16.1243370861,16.1243370867,16.1243370867,16.1243370867,16.1243370867,16.1243370866,16.1243370866,16.1243370865,16.12433708617,16.12433708617,16.1243370861,16.1243370861,16.1243370861,16.1243370869,16.12433708697,16.12433708694,16.12433708694,16.12433708694,16.1243370867,16.1243370871,16.1243370871,16.124337087,16.124337087,16.12433708678,16.12433708678,16.12433708698,16.12433708698,16.12433708698,16.1243370863,16.1243370863,16.1243370863,16.1243370861,16.12433708623,15.85065460533,16.1243370862,16.1243370865,16.1243370865,16.1243370867,16.1243370863,16.12433708633,16.12433708633,16.1243370874,12.3915531523,16.1243370864,14.1245769824,15.09980525939,16.12433708589,16.12433708679,16.12433708679,15.86687121089,16.12433708659,16.12433708629,16.12433708669,16.12433708671,16.12433708671,16.12433708643,16.12433708643,16.12433708649,16.12433708759,16.12433708759,11.36769668219,16.12433708729,16.12433708729,16.12433708729,14.39779144699,16.12433708609,16.12433708609,16.124337086145,16.124337086145,16.12433708649,15.39127709849,16.12433708639,16.12433708649,16.12433708649,16.12433708619,14.94410001528,16.12433708639,16.12433708639,16.1243370872
"t112",0.14055021979,0,0.10052758894,3.4011658144,7.22853559332,9.30949970386,10.1319357901,10.1319357901,6.83804245476,10.1319357899,10.25364811901,10.25364811901,10.77876074284,10.77876074284,10.77876074281,10.77876074281,16.12433708701,16.12433708701,15.98510158861,16.12433708671,15.11414024131,16.12433708731,16.12433708711,16.12433708711,16.12433708701,16.12433708701,15.52412016661,16.12433708661,16.12433708661,16.12433708735,16.12433708735,16.12433708715,16.12433708735,16.12433708735,16.12433708735,15.64394410631,16.12433708601,16.12433708611,16.12433708611,16.12433708671,16.12433708671,16.12433708671,16.12433708671,16.12433708661,16.12433708661,16.12433708651,16.12433708618,16.12433708618,16.12433708611,16.12433708611,16.12433708611,16.12433708691,16.12433708698,16.12433708695,16.12433708695,16.12433708695,16.12433708671,16.12433708711,16.12433708711,16.12433708701,16.12433708701,16.12433708679,16.12433708679,16.12433708699,16.12433708699,16.12433708699,16.12433708631,16.12433708631,16.12433708631,16.12433708611,16.12433708624,15.85065460534,16.12433708621,16.12433708651,16.12433708651,16.12433708671,16.12433708631,16.12433708634,16.12433708634,16.12433708741,12.39155315231,16.12433708641,14.12457698241,15.0998052594,16.1243370859,16.1243370868,16.1243370868,15.8668712109,16.1243370866,16.1243370863,16.1243370867,16.12433708672,16.12433708672,16.12433708644,16.12433708644,16.1243370865,16.1243370876,16.1243370876,11.3676966822,16.1243370873,16.1243370873,16.1243370873,14.397791447,16.1243370861,16.1243370861,16.124337086155,16.124337086155,16.1243370865,15.3912770985,16.1243370864,16.1243370865,16.1243370865,16.1243370862,14.94410001529,16.1243370864,16.1243370864,16.12433708721
"t113",0.14055021979,0.10052758894,0,3.4011658144,7.22853559332,9.30949970386,10.1319357901,10.1319357901,6.83804245476,10.1319357899,10.25364811901,10.25364811901,10.77876074284,10.77876074284,10.77876074281,10.77876074281,16.12433708701,16.12433708701,15.98510158861,16.12433708671,15.11414024131,16.12433708731,16.12433708711,16.12433708711,16.12433708701,16.12433708701,15.52412016661,16.12433708661,16.12433708661,16.12433708735,16.12433708735,16.12433708715,16.12433708735,16.12433708735,16.12433708735,15.64394410631,16.12433708601,16.12433708611,16.12433708611,16.12433708671,16.12433708671,16.12433708671,16.12433708671,16.12433708661,16.12433708661,16.12433708651,16.12433708618,16.12433708618,16.12433708611,16.12433708611,16.12433708611,16.12433708691,16.12433708698,16.12433708695,16.12433708695,16.12433708695,16.12433708671,16.12433708711,16.12433708711,16.12433708701,16.12433708701,16.12433708679,16.12433708679,16.12433708699,16.12433708699,16.12433708699,16.12433708631,16.12433708631,16.12433708631,16.12433708611,16.12433708624,15.85065460534,16.12433708621,16.12433708651,16.12433708651,16.12433708671,16.12433708631,16.12433708634,16.12433708634,16.12433708741,12.39155315231,16.12433708641,14.12457698241,15.0998052594,16.1243370859,16.1243370868,16.1243370868,15.8668712109,16.1243370866,16.1243370863,16.1243370867,16.12433708672,16.12433708672,16.12433708644,16.12433708644,16.1243370865,16.1243370876,16.1243370876,11.3676966822,16.1243370873,16.1243370873,16.1243370873,14.397791447,16.1243370861,16.1243370861,16.124337086155,16.124337086155,16.1243370865,15.3912770985,16.1243370864,16.1243370865,16.1243370865,16.1243370862,14.94410001529,16.1243370864,16.1243370864,16.12433708721
"t9",3.40116581439,3.4011658144,3.4011658144,0,4.09992547392,6.18088958446,7.0033256707,7.0033256707,3.70943233536,7.0033256705,7.12503799961,7.12503799961,7.65015062344,7.65015062344,7.65015062341,7.65015062341,12.99572696761,12.99572696761,12.85649146921,12.99572696731,11.98553012191,12.99572696791,12.99572696771,12.99572696771,12.99572696761,12.99572696761,12.39551004721,12.99572696721,12.99572696721,12.99572696795,12.99572696795,12.99572696775,12.99572696795,12.99572696795,12.99572696795,12.51533398691,12.99572696661,12.99572696671,12.99572696671,12.99572696731,12.99572696731,12.99572696731,12.99572696731,12.99572696721,12.99572696721,12.99572696711,12.99572696678,12.99572696678,12.99572696671,12.99572696671,12.99572696671,12.99572696751,12.99572696758,12.99572696755,12.99572696755,12.99572696755,12.99572696731,12.99572696771,12.99572696771,12.99572696761,12.99572696761,12.99572696739,12.99572696739,12.99572696759,12.99572696759,12.99572696759,12.99572696691,12.99572696691,12.99572696691,12.99572696671,12.99572696684,12.72204448594,12.99572696681,12.99572696711,12.99572696711,12.99572696731,12.99572696691,12.99572696694,12.99572696694,12.99572696801,9.26294303291,12.99572696701,10.99596686301,11.97119514,12.9957269665,12.9957269674,12.9957269674,12.7382610915,12.9957269672,12.9957269669,12.9957269673,12.99572696732,12.99572696732,12.99572696704,12.99572696704,12.9957269671,12.9957269682,12.9957269682,8.2390865628,12.9957269679,12.9957269679,12.9957269679,11.2691813276,12.9957269667,12.9957269667,12.995726966755,12.995726966755,12.9957269671,12.2626669791,12.995726967,12.9957269671,12.9957269671,12.9957269668,11.81548989589,12.995726967,12.995726967,12.99572696781
"t12",7.22853559331,7.22853559332,7.22853559332,4.09992547392,0,2.20432085506,3.0267569413,3.0267569413,1.41034850796,4.82764244342,7.35024792253,7.35024792253,7.87536054636,7.87536054636,7.87536054633,7.87536054633,13.22093689053,13.22093689053,13.08170139213,13.22093689023,12.21074004483,13.22093689083,13.22093689063,13.22093689063,13.22093689053,13.22093689053,12.62071997013,13.22093689013,13.22093689013,13.22093689087,13.22093689087,13.22093689067,13.22093689087,13.22093689087,13.22093689087,12.74054390983,13.22093688953,13.22093688963,13.22093688963,13.22093689023,13.22093689023,13.22093689023,13.22093689023,13.22093689013,13.22093689013,13.22093689003,13.2209368897,13.2209368897,13.22093688963,13.22093688963,13.22093688963,13.22093689043,13.2209368905,13.22093689047,13.22093689047,13.22093689047,13.22093689023,13.22093689063,13.22093689063,13.22093689053,13.22093689053,13.22093689031,13.22093689031,13.22093689051,13.22093689051,13.22093689051,13.22093688983,13.22093688983,13.22093688983,13.22093688963,13.22093688976,12.94725440886,13.22093688973,13.22093689003,13.22093689003,13.22093689023,13.22093688983,13.22093688986,13.22093688986,13.22093689093,9.48815295583,13.22093688993,11.22117678593,12.19640506292,13.22093688942,13.22093689032,13.22093689032,12.96347101442,13.22093689012,13.22093688982,13.22093689022,13.22093689024,13.22093689024,13.22093688996,13.22093688996,13.22093689002,13.22093689112,13.22093689112,8.46429648572,13.22093689082,13.22093689082,13.22093689082,11.49439125052,13.22093688962,13.22093688962,13.220936889675,13.220936889675,13.22093689002,12.48787690202,13.22093688992,13.22093689002,13.22093689002,13.22093688972,12.04069981881,13.22093688992,13.22093688992,13.22093689073
"t15",9.30949970385,9.30949970386,9.30949970386,6.18088958446,2.20432085506,0,4.44149009024,4.44149009024,3.4913126185,6.90860655396,9.43121203307,9.43121203307,9.9563246569,9.9563246569,9.95632465687,9.95632465687,15.30190100107,15.30190100107,15.16266550267,15.30190100077,14.29170415537,15.30190100137,15.30190100117,15.30190100117,15.30190100107,15.30190100107,14.70168408067,15.30190100067,15.30190100067,15.30190100141,15.30190100141,15.30190100121,15.30190100141,15.30190100141,15.30190100141,14.82150802037,15.30190100007,15.30190100017,15.30190100017,15.30190100077,15.30190100077,15.30190100077,15.30190100077,15.30190100067,15.30190100067,15.30190100057,15.30190100024,15.30190100024,15.30190100017,15.30190100017,15.30190100017,15.30190100097,15.30190100104,15.30190100101,15.30190100101,15.30190100101,15.30190100077,15.30190100117,15.30190100117,15.30190100107,15.30190100107,15.30190100085,15.30190100085,15.30190100105,15.30190100105,15.30190100105,15.30190100037,15.30190100037,15.30190100037,15.30190100017,15.3019010003,15.0282185194,15.30190100027,15.30190100057,15.30190100057,15.30190100077,15.30190100037,15.3019010004,15.3019010004,15.30190100147,11.56911706637,15.30190100047,13.30214089647,14.27736917346,15.30190099996,15.30190100086,15.30190100086,15.04443512496,15.30190100066,15.30190100036,15.30190100076,15.30190100078,15.30190100078,15.3019010005,15.3019010005,15.30190100056,15.30190100166,15.30190100166,10.54526059626,15.30190100136,15.30190100136,15.30190100136,13.57535536106,15.30190100016,15.30190100016,15.301901000215,15.301901000215,15.30190100056,14.56884101256,15.30190100046,15.30190100056,15.30190100056,15.30190100026,14.12166392935,15.30190100046,15.30190100046,15.30190100127
"t116",10.13193579009,10.1319357901,10.1319357901,7.0033256707,3.0267569413,4.44149009024,0,0.01937539648,4.31374870474,7.7310426402,10.25364811931,10.25364811931,10.77876074314,10.77876074314,10.77876074311,10.77876074311,16.12433708731,16.12433708731,15.98510158891,16.12433708701,15.11414024161,16.12433708761,16.12433708741,16.12433708741,16.12433708731,16.12433708731,15.52412016691,16.12433708691,16.12433708691,16.12433708765,16.12433708765,16.12433708745,16.12433708765,16.12433708765,16.12433708765,15.64394410661,16.12433708631,16.12433708641,16.12433708641,16.12433708701,16.12433708701,16.12433708701,16.12433708701,16.12433708691,16.12433708691,16.12433708681,16.12433708648,16.12433708648,16.12433708641,16.12433708641,16.12433708641,16.12433708721,16.12433708728,16.12433708725,16.12433708725,16.12433708725,16.12433708701,16.12433708741,16.12433708741,16.12433708731,16.12433708731,16.12433708709,16.12433708709,16.12433708729,16.12433708729,16.12433708729,16.12433708661,16.12433708661,16.12433708661,16.12433708641,16.12433708654,15.85065460564,16.12433708651,16.12433708681,16.12433708681,16.12433708701,16.12433708661,16.12433708664,16.12433708664,16.12433708771,12.39155315261,16.12433708671,14.12457698271,15.0998052597,16.1243370862,16.1243370871,16.1243370871,15.8668712112,16.1243370869,16.1243370866,16.124337087,16.12433708702,16.12433708702,16.12433708674,16.12433708674,16.1243370868,16.1243370879,16.1243370879,11.3676966825,16.1243370876,16.1243370876,16.1243370876,14.3977914473,16.1243370864,16.1243370864,16.124337086455,16.124337086455,16.1243370868,15.3912770988,16.1243370867,16.1243370868,16.1243370868,16.1243370865,14.94410001559,16.1243370867,16.1243370867,16.12433708751
"t117",10.13193579009,10.1319357901,10.1319357901,7.0033256707,3.0267569413,4.44149009024,0.01937539648,0,4.31374870474,7.7310426402,10.25364811931,10.25364811931,10.77876074314,10.77876074314,10.77876074311,10.77876074311,16.12433708731,16.12433708731,15.98510158891,16.12433708701,15.11414024161,16.12433708761,16.12433708741,16.12433708741,16.12433708731,16.12433708731,15.52412016691,16.12433708691,16.12433708691,16.12433708765,16.12433708765,16.12433708745,16.12433708765,16.12433708765,16.12433708765,15.64394410661,16.12433708631,16.12433708641,16.12433708641,16.12433708701,16.12433708701,16.12433708701,16.12433708701,16.12433708691,16.12433708691,16.12433708681,16.12433708648,16.12433708648,16.12433708641,16.12433708641,16.12433708641,16.12433708721,16.12433708728,16.12433708725,16.12433708725,16.12433708725,16.12433708701,16.12433708741,16.12433708741,16.12433708731,16.12433708731,16.12433708709,16.12433708709,16.12433708729,16.12433708729,16.12433708729,16.12433708661,16.12433708661,16.12433708661,16.12433708641,16.12433708654,15.85065460564,16.12433708651,16.12433708681,16.12433708681,16.12433708701,16.12433708661,16.12433708664,16.12433708664,16.12433708771,12.39155315261,16.12433708671,14.12457698271,15.0998052597,16.1243370862,16.1243370871,16.1243370871,15.8668712112,16.1243370869,16.1243370866,16.124337087,16.12433708702,16.12433708702,16.12433708674,16.12433708674,16.1243370868,16.1243370879,16.1243370879,11.3676966825,16.1243370876,16.1243370876,16.1243370876,14.3977914473,16.1243370864,16.1243370864,16.124337086455,16.124337086455,16.1243370868,15.3912770988,16.1243370867,16.1243370868,16.1243370868,16.1243370865,14.94410001559,16.1243370867,16.1243370867,16.12433708751
"t7",6.83804245475,6.83804245476,6.83804245476,3.70943233536,1.41034850796,3.4913126185,4.31374870474,4.31374870474,0,4.43714930486,6.95975478397,6.95975478397,7.4848674078,7.4848674078,7.48486740777,7.48486740777,12.83044375197,12.83044375197,12.69120825357,12.83044375167,11.82024690627,12.83044375227,12.83044375207,12.83044375207,12.83044375197,12.83044375197,12.23022683157,12.83044375157,12.83044375157,12.83044375231,12.83044375231,12.83044375211,12.83044375231,12.83044375231,12.83044375231,12.35005077127,12.83044375097,12.83044375107,12.83044375107,12.83044375167,12.83044375167,12.83044375167,12.83044375167,12.83044375157,12.83044375157,12.83044375147,12.83044375114,12.83044375114,12.83044375107,12.83044375107,12.83044375107,12.83044375187,12.83044375194,12.83044375191,12.83044375191,12.83044375191,12.83044375167,12.83044375207,12.83044375207,12.83044375197,12.83044375197,12.83044375175,12.83044375175,12.83044375195,12.83044375195,12.83044375195,12.83044375127,12.83044375127,12.83044375127,12.83044375107,12.8304437512,12.5567612703,12.83044375117,12.83044375147,12.83044375147,12.83044375167,12.83044375127,12.8304437513,12.8304437513,12.83044375237,9.09765981727,12.83044375137,10.83068364737,11.80591192436,12.83044375086,12.83044375176,12.83044375176,12.57297787586,12.83044375156,12.83044375126,12.83044375166,12.83044375168,12.83044375168,12.8304437514,12.8304437514,12.83044375146,12.83044375256,12.83044375256,8.07380334716,12.83044375226,12.83044375226,12.83044375226,11.10389811196,12.83044375106,12.83044375106,12.830443751115,12.830443751115,12.83044375146,12.09738376346,12.83044375136,12.83044375146,12.83044375146,12.83044375116,11.65020668025,12.83044375136,12.83044375136,12.83044375217
"t6",10.13193578989,10.1319357899,10.1319357899,7.0033256705,4.82764244342,6.90860655396,7.7310426402,7.7310426402,4.43714930486,0,10.25364811911,10.25364811911,10.77876074294,10.77876074294,10.77876074291,10.77876074291,16.12433708711,16.12433708711,15.98510158871,16.12433708681,15.11414024141,16.12433708741,16.12433708721,16.12433708721,16.12433708711,16.12433708711,15.52412016671,16.12433708671,16.12433708671,16.12433708745,16.12433708745,16.12433708725,16.12433708745,16.12433708745,16.12433708745,15.64394410641,16.12433708611,16.12433708621,16.12433708621,16.12433708681,16.12433708681,16.12433708681,16.12433708681,16.12433708671,16.12433708671,16.12433708661,16.12433708628,16.12433708628,16.12433708621,16.12433708621,16.12433708621,16.12433708701,16.12433708708,16.12433708705,16.12433708705,16.12433708705,16.12433708681,16.12433708721,16.12433708721,16.12433708711,16.12433708711,16.12433708689,16.12433708689,16.12433708709,16.12433708709,16.12433708709,16.12433708641,16.12433708641,16.12433708641,16.12433708621,16.12433708634,15.85065460544,16.12433708631,16.12433708661,16.12433708661,16.12433708681,16.12433708641,16.12433708644,16.12433708644,16.12433708751,12.39155315241,16.12433708651,14.12457698251,15.0998052595,16.124337086,16.1243370869,16.1243370869,15.866871211,16.1243370867,16.1243370864,16.1243370868,16.12433708682,16.12433708682,16.12433708654,16.12433708654,16.1243370866,16.1243370877,16.1243370877,11.3676966823,16.1243370874,16.1243370874,16.1243370874,14.3977914471,16.1243370862,16.1243370862,16.124337086255,16.124337086255,16.1243370866,15.3912770986,16.1243370865,16.1243370866,16.1243370866,16.1243370863,14.94410001539,16.1243370865,16.1243370865,16.12433708731
