"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108","V_109","V_110","V_111","V_112","V_113","V_114","V_115","V_116"
"t1",-0.0841129778397135,0.00219183315754928,-2.55513774213607e-05,0.0268693503505585,-0.0080108200889406,0.00325858240371854,-0.0100090166228205,0.0332680913881593,-0.034071854516508,0.00381967815978385,-0.0064261265683916,0.000925486739607815,-0.0014727642084303,0.00805004202886921,-0.0391917828107031,0.0509482307395743,-0.00214093422448168,-0.00554748238384446,0.0202435583832959,-0.00149113880915643,0.000441565189053021,-0.00167299248945443,0.0252830825097811,-0.00343993594612546,0.0594564818078432,-0.0616848122588154,0.0544669538367318,-0.00739651648585063,0.0216392206007359,-0.00204204497866066,0.00879942964621306,-0.0191489820583754,0.295206206836262,-0.659174660368017,0.349442004624367,-0.255014566725119,0.150221898088761,-0.000174711119543455,-0.0664895877064206,0.0143538091143252,0.365555207024912,-0.00256084173870076,-0.00588958576804608,-0.0054006754894612,0.00884515224452767,0.0112802977156633,2.52022794994256e-16,-0.000683641638181393,-0.00966582148832801,-0.00106621536782289,0.00239501250859145,-3.48679418671338e-16,0.000200654293460529,7.7848429218473e-05,-0.0133521897331234,0.0132203618992657,1.37722003033622e-15,6.80450427214169e-05,8.59755105952951e-13,-0.00085994426516425,-0.0315238349417171,0.02525843339941,6.80760116701676e-05,0.30334705315975,-2.01253869550473e-15,-3.5232118742047e-07,-6.28233140367774e-05,-1.46744709230926e-07,-0.0228982031565349,0.00197457563242904,2.75714233981341e-06,-0.00122521309059336,6.04463139165896e-17,-2.17759785604103e-05,-0.000133773869056526,-2.99590863135847e-17,-6.69665554478419e-05,-0.00022473541260732,-0.00144218188620899,2.1435658823216e-05,5.36099265147282e-06,0.00558838493852596,-1.24877008702359e-05,-0.000270713433955241,-2.85635030838437e-18,1.29981900268847e-17,-0.00193021531264145,0.000344769367421776,8.17637652968722e-18,1.94363403299577e-05,4.16723102476218e-06,-9.75117659921768e-17,-2.3382280931677e-18,-1.86079474207661e-05,-1.29134991435426e-06,5.85861594990655e-17,0.00023452411752366,-2.62505331352563e-17,-2.73817206406283e-17,-8.54387256589533e-05,-6.73315791487331e-18,5.55130058668529e-17,1.54434756287522e-16,-1.72935272637784e-17,7.96669265544632e-07,5.39076149411897e-17,7.9791835621695e-16,-0.000832758609261051,-4.68866790537543e-18,-1.40274874331471e-17,-5.12966949892484e-17,-5.07417450815408e-16,-4.05069884089695e-17,0.00014453678983937,5.62995435434888e-17,-1.3749356634522e-17
"t109",-0.108683335845083,0.0108928417192429,-0.000143176980920081,0.172424963829294,-0.24241757505945,-0.00840847265877348,0.0254220850419438,-0.1686388443669,0.0108789557574078,-0.000969156534822345,0.00166865120418279,-0.00023832976494095,0.00038110512952593,-0.00220363870295075,0.0111867210501063,-0.012551593512244,-0.000255649651718558,0.000786037461134263,-0.00217316274370862,0.000124450419060103,-2.91080573748256e-05,7.40475006396164e-05,-0.000804107429417007,-8.28865677080194e-05,0.00449614079088878,-0.0160107240827967,0.0300727302048437,-0.457970853421439,-0.0038454639209203,0.000138319082135849,-0.000589498374255088,0.00142065704623203,-0.0233201547159319,0.0202404329445073,-0.0100804737994882,0.0071550886268312,-0.00296764283862253,3.24300277708197e-06,0.000675209677875613,-0.000125612790167337,-0.00317636139228322,2.39802437350049e-05,4.28912235476012e-05,3.45996501944553e-05,-3.31985478377352e-05,-2.41141981376387e-05,-1.78373222233426e-16,-9.39491389458785e-09,-6.09253069726156e-05,-1.5786433929173e-06,2.65352694676663e-05,3.15924690602279e-16,1.56325268425808e-06,7.24423591230507e-07,-0.000267473627463431,0.000203006803555031,1.95492901685553e-16,1.49012312269596e-06,2.47172793519641e-14,-2.4788714389814e-05,-0.000925057245900375,0.000804368817425514,2.39744438266847e-06,0.0118799139158272,-5.35683483285782e-16,-1.85441966821872e-08,-3.53575480158001e-06,-9.21718833684353e-09,0.00216445881523131,0.000154903890073542,6.33935359799476e-08,-0.0515024705425425,9.75468155849329e-15,-7.54400219078214e-07,-7.18902375414318e-06,-9.28055519291901e-16,-5.69844238880995e-06,-0.000229376582517273,-0.38287104423717,-1.54342042071559e-06,-3.32391956964548e-07,-0.00143975928130163,8.10928256795661e-08,0.000484941657208426,6.23557804116575e-16,-1.63126488549554e-16,-8.3969426981656e-06,2.10121674408298e-06,-2.22123850365518e-16,2.20980530638067e-07,4.91215030805049e-08,-7.66282434034393e-16,1.21556608195064e-16,-3.13944743960414e-07,-2.56300708761101e-08,9.07486578849217e-16,7.73483150573134e-06,-6.83666859693947e-16,2.00867788727259e-15,-2.13264591092672e-06,6.67740533617237e-16,-9.52947739351849e-16,7.64983363080065e-16,-3.24771589495234e-15,2.20027095028185e-08,3.38539672829664e-15,0.707106781186547,-2.38631228594922e-05,-2.57767690434813e-15,3.15639495125258e-15,-1.93206546649916e-15,-3.11330047120731e-15,4.41665023967184e-16,6.51619560471858e-06,-4.81878627945366e-16,-6.33420983132145e-17
"t110",-0.108683335845083,0.0108928417192426,-0.000143176980920142,0.172424963829295,-0.242417575059449,-0.0084084726587734,0.0254220850419435,-0.168638844366899,0.0108789557574075,-0.000969156534822542,0.00166865120418273,-0.000238329764941126,0.000381105129525965,-0.00220363870295048,0.0111867210501065,-0.012551593512244,-0.000255649651718701,0.000786037461134607,-0.00217316274370885,0.000124450419060036,-2.91080573747675e-05,7.40475006396968e-05,-0.000804107429416988,-8.28865677079947e-05,0.00449614079088913,-0.0160107240827966,0.0300727302048439,-0.457970853421439,-0.00384546392092026,0.000138319082135851,-0.000589498374255109,0.00142065704623195,-0.023320154715931,0.0202404329445064,-0.0100804737994885,0.00715508862683086,-0.0029676428386224,3.24300277680133e-06,0.000675209677875623,-0.000125612790167907,-0.00317636139228275,2.39802437349801e-05,4.28912235479473e-05,3.45996501943857e-05,-3.31985478384208e-05,-2.41141981372241e-05,1.96358576652419e-16,-9.39491412180952e-09,-6.09253069728311e-05,-1.57864339270491e-06,2.65352694671572e-05,-4.49822421799282e-17,1.5632526842139e-06,7.24423591108629e-07,-0.000267473627463525,0.000203006803555096,-4.13929052901677e-16,1.49012312271271e-06,2.43159790913076e-14,-2.47887143893931e-05,-0.000925057245900629,0.000804368817425345,2.39744438264226e-06,0.0118799139158283,-8.87299209484924e-16,-1.8544196782453e-08,-3.53575480179096e-06,-9.21718819263071e-09,0.00216445881523121,0.000154903890073195,6.33935354591478e-08,-0.051502470542542,1.01342605814065e-14,-7.54400219323722e-07,-7.18902375390907e-06,-1.0980129581928e-15,-5.69844238826157e-06,-0.000229376582517521,-0.38287104423717,-1.54342042046961e-06,-3.32391957731989e-07,-0.00143975928130163,8.10928254072535e-08,0.000484941657207364,6.26806866185566e-16,-7.11868666433446e-16,-8.3969426991062e-06,2.10121674406801e-06,-2.14231531997783e-16,2.20980530578368e-07,4.91215029020211e-08,8.35977641509017e-17,-3.16861964499429e-16,-3.13944743941475e-07,-2.56300730568372e-08,-1.03085091121482e-15,7.73483150413167e-06,8.01212762513229e-16,-1.8648263509602e-15,-2.13264591201821e-06,-7.03168283744796e-16,1.23873111678267e-15,-9.72848567873191e-16,3.58205049181859e-15,2.20026878098355e-08,-3.46397490648323e-15,-0.707106781186548,-2.38631228641646e-05,2.57848781626023e-15,-2.88540133959018e-15,1.47584158511851e-15,4.1631103494136e-15,-3.82893938763871e-16,6.51619560686129e-06,6.01550399275115e-16,-7.06882573840098e-17
"t69",-0.108419770685438,0.0108100382051392,-0.000141632752571848,0.170539065237194,-0.239339640668379,-0.00825503623111103,0.0248903475034926,-0.164813118118948,0.010544908662133,-0.000936340622082511,0.00160971381350562,-0.000229148050022696,0.000365942035068378,-0.00211348352171323,0.0107263572039322,-0.0119772214263602,-0.000243506539843789,0.000734062137118829,-0.00200762012371705,0.000114799225928469,-2.66025507767631e-05,6.69867633446026e-05,-0.000723784718232177,-7.36345418116714e-05,0.00397559010083537,-0.0140899210394716,0.0264099148468745,-0.401267556154276,-0.00333015313851632,0.000115560342872723,-0.000490971119675255,0.00117426287601001,-0.0192529504914713,0.0161827570078079,-0.00800578481363046,0.00566695916240788,-0.00224761514330868,2.39316642745015e-06,0.000494494651898821,-9.12422108803679e-05,-0.00230637249826902,1.73231435425818e-05,3.0092152826807e-05,2.40550429034872e-05,-2.24275850859226e-05,-1.59836094525473e-05,7.99577150223125e-17,-6.05710448166536e-09,-3.88790121268398e-05,-9.96935141301704e-07,1.58569866782983e-05,-4.54445736167312e-16,8.84703743153189e-07,3.96982045837724e-07,-0.00013303149759815,9.51098261944639e-05,-2.5108832323082e-17,5.59906006298914e-07,8.95676328159777e-15,-7.02900158284424e-06,-0.000256493000706407,0.000199863098844925,5.12343005238133e-07,0.00212454159687278,1.38282716716102e-15,-1.81887975383412e-09,-2.95972595152049e-07,-5.83662170318134e-10,-3.98912509003112e-05,-7.79582708084031e-05,-3.56863323115885e-08,0.0397828498821131,-8.2095625673257e-15,8.38240391546863e-07,9.62563998766903e-06,2.49897850727919e-15,9.05034971522052e-06,0.000476756016945661,0.837001375936886,4.77223457949937e-06,1.67350039279443e-06,0.00734096299747488,-1.07555781275169e-06,-0.00937218014094546,-1.18960207912806e-15,7.76252460379063e-16,-0.000134294561186998,2.32728144659192e-05,8.41883111143649e-16,1.20646016049126e-06,2.5714452662026e-07,4.88893519134798e-16,7.21758628913272e-17,-1.08186543848624e-06,-7.34203710194536e-08,3.00827207403076e-16,1.96796119695321e-05,-1.71740912962218e-17,-1.59171992611098e-16,-4.78643119540138e-06,-1.14921214677064e-16,-1.41601072765288e-16,1.85678941971769e-16,-1.78290153158822e-16,4.4784053596063e-08,1.21438849924589e-16,-1.73574308354117e-16,-4.69606910568524e-05,2.81654048988677e-17,-2.89771591082698e-16,4.2269172908667e-16,-6.60953089930461e-16,-1.00509998056585e-17,1.17694216765377e-05,6.86697059078971e-17,-2.77064980914964e-17
"t72",-0.109043772784558,0.0110142982093816,-0.000145544447831822,0.175322424789272,-0.247265448206214,-0.00867038240682455,0.0263666454247731,-0.175619976803388,0.0115711160554211,-0.00104082529266152,0.0018006154181431,-0.000260073082902623,0.000417833993108256,-0.00242652313178856,0.0123298718710014,-0.0141072026600678,-0.000289677410501591,0.00100937831388455,-0.00313842909305608,0.000183509570813541,-5.09456127664861e-05,0.000183605545636342,-0.00277188783176453,0.000443597029268294,-0.0094365396081279,0.0177553691208017,-0.0260494064994399,0.304102658885292,0.000478839020931227,4.35560960583252e-05,-0.000194836862596903,0.000515302562826831,-0.00856034743572168,0.00901793901318383,-0.00459131975545933,0.00328492371599595,-0.00147143544259597,1.63847909981508e-06,0.000342336517335447,-6.38775031629579e-05,-0.00161545757830292,1.2214163215727e-05,2.19369780357019e-05,1.76975774199553e-05,-1.69379721060626e-05,-1.22599700373947e-05,4.81126510029262e-16,-4.74286912521826e-09,-3.06621866111223e-05,-7.91818383441187e-07,1.30358977061335e-05,2.27588784068435e-15,7.49854884510027e-07,3.4224948798865e-07,-0.000120366643771247,8.85390083269705e-05,-7.80663058696587e-17,5.7729758644666e-07,8.85242903521795e-15,-8.27550697530383e-06,-0.000305284769756983,0.00025112907047772,6.95444148905608e-07,0.00317392887404053,1.62841508986853e-16,-3.91479395041065e-09,-7.09422445169889e-07,-1.71004310241249e-09,0.000262458289969299,-8.91667754172844e-05,-4.94267484799227e-08,0.18591673274048,-2.58289687277645e-14,-1.0014792144174e-06,-4.92580942664125e-06,1.27123566316533e-16,-2.24427648221768e-06,-2.22113244849985e-05,-0.019676186357113,3.18100973678421e-07,9.34358037109075e-08,0.000393181798225203,1.13068985765057e-06,0.852478756396828,-3.31160858510419e-16,6.57816050345542e-15,-9.88515198290582e-05,1.60840157602468e-05,-1.00322799530953e-16,7.70924128497701e-07,1.64003205136113e-07,9.90960082873147e-16,-6.59818235934047e-17,-6.91936591113551e-07,-4.76591117601831e-08,1.26576935643998e-16,1.29575919832229e-05,1.07772700846212e-16,-5.63136383701272e-16,-3.21284933122841e-06,6.42598872642365e-17,2.49156326145178e-16,-5.42652728680255e-16,7.5495930216406e-17,3.06138977814716e-08,-2.8617129462285e-16,-4.16358339284866e-16,-3.2326872151984e-05,-6.46060868662615e-17,1.65615134975762e-16,-5.31301830735071e-17,-7.35077349491777e-16,-8.58193833034367e-17,8.26163484519051e-06,1.14157728318687e-16,1.28099596589256e-16
"t121",-0.10931235159479,0.0110997204147627,-0.000147150466391952,0.177284565462122,-0.250482836368053,-0.00883331804523241,0.0269359322952491,-0.179739059088412,0.0119410821822371,-0.00107762619162477,0.00186711271021909,-0.000270579318065061,0.000435286009106892,-0.00253084444892974,0.0128631937812341,-0.0147885579574809,-0.000304222646612045,0.00108114398229516,-0.00339789423882174,0.000198974498923408,-5.57490747256308e-05,0.000202951424327361,-0.00307916618430647,0.000499167584199876,-0.0106675947294754,0.0201652988207973,-0.0296453534977815,0.346860400285814,0.000552436199163866,5.20302276204769e-05,-0.000233444227824962,0.000621941615170783,-0.0103435463381478,0.0112363873939164,-0.00575742679503548,0.00412996311388411,-0.00192983849288329,2.20182939359988e-06,0.00046331165318729,-8.71121467915029e-05,-0.00220382522583695,1.67421531695755e-05,3.08917859390152e-05,2.51309752463875e-05,-2.46919085592715e-05,-1.81837434693258e-05,-4.40508587728364e-16,-7.2125079398494e-09,-4.70592919260921e-05,-1.22666176750983e-06,2.12081132896888e-05,-1.32708686951414e-15,1.27926157496189e-06,6.00320435316167e-07,-0.000229168919945354,0.000177103851907785,5.30304283436696e-16,1.37482625067602e-06,2.18434579872267e-14,-2.41752234374563e-05,-0.000905639585698122,0.000801622318716642,2.44219068323735e-06,0.0123776358885299,-3.66911217095744e-17,-2.04137259407779e-08,-3.93241082164252e-06,-1.04046586839239e-08,0.00260331697238952,0.00035590453574436,1.69859264946383e-07,-0.433763746048288,8.0786226148684e-14,1.57085734522293e-06,6.40191549056736e-06,7.11292929807417e-16,2.47580108811909e-06,1.92133646779949e-05,0.0162940632722147,-1.98659391254645e-07,-4.13550704774132e-08,-0.000172622917454806,-3.05081658048526e-07,-0.20237617472504,-3.84084333901503e-17,-1.31327154170664e-15,8.30505640378107e-06,-7.64724567733823e-07,6.62612952183183e-17,5.57381271021836e-08,1.34966573341443e-08,-1.33327981962208e-16,1.16292783065133e-16,-1.42807379879969e-07,-1.32690569920041e-08,6.79391418171696e-16,4.29379906835835e-06,-4.66618018617344e-16,-1.25632434549187e-16,-1.26519156395831e-06,-2.39323003815519e-16,-5.76677083226041e-17,9.36739630998217e-17,-7.85827957122627e-16,1.36966835244119e-08,-2.60330317625423e-16,3.4484975293233e-15,-1.50955780353708e-05,-3.3606753557825e-16,2.92428068678006e-17,4.77599701792357e-15,0.707106781186549,1.60636802038412e-15,4.29077443858753e-06,9.43564360510114e-17,2.74747008944442e-16
"t122",-0.10931235159479,0.0110997204147628,-0.000147150466392008,0.177284565462122,-0.250482836368053,-0.00883331804523219,0.0269359322952487,-0.179739059088412,0.011941082182237,-0.00107762619162484,0.00186711271021889,-0.000270579318065086,0.000435286009107126,-0.00253084444893004,0.0128631937812341,-0.0147885579574815,-0.000304222646611925,0.00108114398229516,-0.00339789423882153,0.000198974498923196,-5.57490747256759e-05,0.000202951424327282,-0.00307916618430633,0.000499167584199831,-0.0106675947294755,0.0201652988207969,-0.029645353497781,0.346860400285813,0.000552436199163626,5.20302276203225e-05,-0.000233444227825,0.000621941615170716,-0.0103435463381468,0.0112363873939171,-0.00575742679503617,0.00412996311388399,-0.00192983849288345,2.20182939360962e-06,0.000463311653187644,-8.71121467913415e-05,-0.0022038252258369,1.67421531695143e-05,3.08917859390195e-05,2.5130975246433e-05,-2.46919085592958e-05,-1.81837434692182e-05,-2.50061083608775e-16,-7.21250784801748e-09,-4.70592919259109e-05,-1.2266617677721e-06,2.12081132892005e-05,-1.90109180623777e-15,1.27926157527628e-06,6.00320435049467e-07,-0.000229168919945563,0.000177103851907962,6.55358072415895e-16,1.37482625046813e-06,2.21526506321053e-14,-2.41752234372973e-05,-0.000905639585697691,0.000801622318716361,2.44219068379302e-06,0.0123776358885276,-5.20800668328962e-16,-2.04137254842217e-08,-3.93241082183559e-06,-1.04046588327959e-08,0.00260331697238959,0.000355904535743238,1.69859265203812e-07,-0.433763746048288,8.07470781930879e-14,1.57085734584507e-06,6.40191549111646e-06,6.08523493317398e-16,2.47580108798706e-06,1.92133646779868e-05,0.0162940632722136,-1.98659390744589e-07,-4.13550708541573e-08,-0.000172622917455838,-3.05081658320725e-07,-0.202376174725041,-1.39225379763594e-16,-2.11905382993576e-15,8.30505640322422e-06,-7.64724567633914e-07,-1.45355639996695e-16,5.57381277172074e-08,1.34966577826271e-08,5.13122219144833e-16,9.47442795067118e-17,-1.42807379397909e-07,-1.32690570133707e-08,-4.38802705571047e-16,4.29379906922612e-06,4.17421614376144e-16,6.63101217581084e-16,-1.26519156408709e-06,1.15070249746257e-16,-1.45698864009738e-16,6.92086702871017e-17,2.61537711945827e-16,1.36966812014608e-08,7.31002259957393e-16,-3.86980265838849e-15,-1.50955780339977e-05,3.95773319451822e-16,-2.52586405356447e-16,-4.74093638189643e-15,-0.707106781186547,-1.61788670623543e-15,4.29077443370493e-06,1.71397045654181e-17,-2.7617063185086e-16
"t64",-0.108893486984549,0.0109664292473309,-0.000144643653635641,0.174221839077254,-0.245459880899516,-0.00857880056597218,0.0260464222142711,-0.173301835823734,0.0113624325471258,-0.00102004877696192,0.00176305781272012,-0.000254133781492989,0.000407964630427061,-0.00236750914506689,0.0120281540668382,-0.0137212339500312,-0.000281433883226856,0.000968489902895906,-0.0029901775740756,0.000174669879011055,-4.81933347971673e-05,0.000172491615712928,-0.0025951338757885,0.000411525108872978,-0.00872521355119744,0.0163612134882783,-0.0239680566018754,0.279340159256737,0.000436093141155336,3.85915044747275e-05,-0.000172201982836306,0.00045267016520105,-0.00751273196047822,0.00770496151200274,-0.00390012093009049,0.00278372686414706,-0.00119687381444016,1.29919751115842e-06,0.000269362954538742,-4.98383443800713e-05,-0.00125991856792654,9.47510884816063e-06,1.64880607419048e-05,1.31662768388698e-05,-1.21848491278966e-05,-8.61560782559022e-06,2.28406783006643e-16,-3.2157076283474e-09,-2.05037161905581e-05,-5.21914097436705e-07,7.91444026371864e-06,1.25461269428521e-15,4.15090336535211e-07,1.78228761307447e-07,-5.02152738993053e-05,3.0966277604693e-05,-4.30397912630135e-16,4.50091740263021e-08,2.35326726320844e-15,2.61839864714526e-06,0.000106793435559104,-0.000129838580060895,-5.25433638315535e-07,-0.00332328975748014,-1.58613353543673e-17,8.00437333267817e-09,1.62853155447809e-06,4.63395691569271e-09,-0.00148607277541728,-0.000471832563922724,-2.41302273862944e-07,0.762877646416081,-1.50948284390143e-13,-3.65451999162853e-06,-1.74615383990392e-05,-1.76436503133943e-15,-7.89634412418323e-06,-8.05287473836235e-05,-0.0722208729356432,1.37762274200613e-06,9.42934527524324e-07,0.00417775401546073,-1.41164624259576e-06,-0.437351092248839,5.79046590387504e-16,-2.89814117769143e-15,-7.58710273433727e-05,1.42581613186133e-05,1.1260154735614e-16,8.58100049908941e-07,1.84441227717762e-07,-1.21332908798853e-15,2.56003403630542e-18,-8.39911136551159e-07,-5.88094262357486e-08,-1.619417275491e-16,1.60548772574301e-05,-1.03023751312478e-16,6.76125631266444e-17,-3.97423088251784e-06,3.66985901825692e-17,1.0660897057065e-16,3.1375886122469e-16,8.13646588595206e-16,3.76454083467723e-08,2.33926145210813e-17,6.02759980695098e-16,-3.96310886792996e-05,-1.8252138597373e-17,-1.22695999890043e-17,-2.09937763249824e-16,5.45328502425239e-16,-5.05125599284868e-17,1.00256231753929e-05,-1.27729799131301e-17,-2.47707143404739e-16
"t26",-0.100809919511588,0.00794241940684978,-7.99831126822449e-05,0.0946763296781354,-0.103297858889279,0.00203006284895252,-0.0244744970546809,0.324227142405876,0.0506407114610425,-0.002922347432528,0.00443829632421679,-0.000517407473680485,0.000776491699504626,-0.00426445864300914,0.0214220763085057,-0.0201251084652996,-0.000386185274822259,0.000596155353956435,-0.00073281998322966,3.37653740834932e-05,6.55476082835147e-06,-8.68655206353553e-05,0.00175556549344293,-0.00040101424053369,0.00809237307846011,-0.0108267505429302,0.0101426109378634,-0.00489166311798117,0.0054575756292539,-0.0016330956309869,0.00868859670835445,-0.043268508096167,0.83146548105457,0.319749704497228,-0.132266715406856,0.088237037504825,-0.0213637747330009,2.01836825765758e-05,0.00406689920222782,-0.000732957815416587,-0.0185089227712131,0.000137227145380427,0.000225519380440873,0.000178084036701495,-0.000161533531942728,-0.000113861642703011,-3.49211271659245e-16,-4.27845046731485e-08,-0.000274265039182288,-7.02941865241458e-06,0.000112821698124714,-2.59835888595976e-16,6.43831684685241e-06,2.94107287179239e-06,-0.00105474611980644,0.000792344585996061,-1.45218624297869e-16,5.7799149001961e-06,9.49945545331818e-14,-9.98443308238451e-05,-0.00374308480421384,0.00333796000650416,1.03711342982019e-05,0.0544567422109065,-1.65525824096726e-16,-1.08710163428958e-07,-2.23008693856175e-05,-6.63447001026059e-08,0.149728999050023,0.000108930103031399,4.4442670078284e-08,-0.00119753214147259,3.85922348840802e-16,-8.99641127969429e-07,-6.44661408935392e-06,-5.98365210231558e-17,-3.6708747876437e-06,-2.94303665985831e-05,-0.00135981825516348,2.09243226165198e-06,1.105979894085e-05,0.0707914860846755,-1.46893848445728e-07,-5.68134333396916e-05,-1.38606539271685e-17,2.88525336150711e-17,-8.64210824351227e-05,1.67033180181852e-05,-7.16578383721458e-16,1.14112003747849e-06,2.47930478002297e-07,6.96034805245888e-17,-6.0363997567435e-17,-1.28352593845198e-06,-9.63038327956432e-08,7.07452637827992e-17,2.75901996335321e-05,-7.6973932357315e-17,-6.46219102082766e-17,-7.20781068060418e-06,-6.73005161876208e-17,4.88200754245689e-17,-1.45013026747588e-16,-5.83059211275839e-17,7.13070212294439e-08,3.57527434203555e-17,2.50086782483818e-16,-7.62126305663282e-05,2.63380323199351e-18,-7.87275058670328e-17,6.76754780694466e-17,8.37805096345558e-16,-5.40686798709164e-17,2.00328835016798e-05,7.01696451258974e-17,-2.20661448379412e-17
"t52",-0.102641135382755,0.00842621766760816,-8.72054557408937e-05,0.103364558742784,-0.114581945458212,0.00237656592195346,-0.0294721616818521,0.398177702059287,0.0687156138439333,-0.00414771925025564,0.00644007694063096,-0.000790624378690192,0.00121253925691731,-0.00679392408484597,0.0342782260274826,-0.0352497311918946,-0.000702473657841004,0.00205046422669328,-0.00602962118217285,0.000349999595760753,-9.25941750865343e-05,0.000311070064450339,-0.0044680685662247,0.000549136619688272,-0.00933014199371063,0.0106494051956625,-0.00934326081565773,0.00420123900779903,-0.00338010588151196,0.000430981647967208,-0.00213665605077096,0.00895066573492331,-0.167422161665798,-0.0288737566348655,0.0097954307480894,-0.00599355136803504,-5.68830311589441e-05,5.32190419339138e-07,0.000128907725228812,-2.69459937217199e-05,-0.000684435296636227,5.46153130886551e-06,1.16710566464093e-05,9.65983868046858e-06,-9.53309665141164e-06,-6.82942550234546e-06,4.16218140133308e-16,-2.51617036890104e-09,-1.58252595355972e-05,-3.95287424526744e-07,4.91528746335366e-06,-3.72519925194177e-16,1.57655636448472e-07,3.14204768218248e-08,4.21432870690019e-05,-6.0895039933501e-05,-1.74165659251106e-16,-1.39452673916062e-06,-2.4035337005802e-14,4.95261501952149e-05,0.00193819138250074,-0.00209140424871629,-8.0928035851274e-06,-0.0525426821836172,-6.88817099118262e-16,1.69488352177493e-07,3.78865225373788e-05,1.27468427740783e-07,-0.485669176193649,0.00077685910640763,2.8007330306061e-07,-0.00596335728465175,8.39159016053377e-16,-3.9677973918463e-06,-2.80605155593788e-05,1.09252686577323e-15,-1.62096081755931e-05,-0.000139728599776108,-0.006589596688382,1.24256613055109e-05,0.000110788522624458,0.722623098396984,5.02530745890245e-06,0.000863931764606378,3.77119346285881e-16,-1.62304004014807e-16,0.000251967535543477,-3.70413841263558e-05,-4.60648203296594e-15,-1.05936520373043e-06,-2.1323085574994e-07,2.73123976509557e-16,-2.63799681711789e-16,3.35150763015275e-07,4.69607329492817e-09,7.13268909258942e-17,1.91867271751841e-06,-1.40195810131122e-16,-2.71986864723665e-17,-1.29366428258905e-06,-8.68226914045881e-17,3.04625614471986e-16,4.71233263384075e-16,2.96426314946755e-16,1.81609004592047e-08,1.79379458657192e-16,-2.71872247438629e-16,-2.123318489603e-05,-3.91659998019048e-17,6.33913499921668e-17,-9.43824497260552e-17,-4.92640427805235e-16,-1.29559184526725e-16,6.71332244903793e-06,1.09343505220359e-16,-8.2540099905282e-19
