,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
t4,-0.9033019,4.7520304,7.512341,4.9849157,3.332269,7.601666,3.4046242,2.680094,3.6981688,6.9779587,6.174777,3.9108264,5.113129,4.5772853,7.7428484,4.201613,2.4721036,3.509534,4.2276235,3.7870226,7.1802697,6.3240814,5.5757217
t12,-0.9941622,4.7086883,7.4282885,4.9872756,3.354921,7.5428877,3.4640086,2.6130035,3.6844332,6.9624267,6.1781926,3.987318,5.0824027,4.592449,7.711591,4.230799,2.5688775,3.4901438,4.1985,3.7637148,7.1374063,6.3372526,5.619122
t13,-0.97333705,4.699884,7.449743,4.972243,3.3832755,7.5182986,3.4550223,2.6290681,3.6531458,6.988771,6.208146,3.9960334,5.0525255,4.5640683,7.682861,4.2601504,2.5344582,3.4624882,4.16919,3.7356818,7.1265445,6.3177795,5.6105614
t11,-1.0769765,4.666733,7.3447337,5.0403967,3.3130782,7.487637,3.524611,2.5378969,3.736557,6.8932366,6.1116285,4.056293,5.1238346,4.6344657,7.7483654,4.2133164,2.6799092,3.5395746,4.232177,3.7772777,7.1076717,6.4111805,5.6664677
t16,-1.0348141,4.6608567,7.388605,5.0313153,3.351236,7.5000453,3.5203602,2.565536,3.6998146,6.935941,6.1568656,4.025533,5.0856295,4.597865,7.711381,4.2428117,2.6211574,3.517023,4.206664,3.7794912,7.0969105,6.38839,5.668508
t17,-1.15142,4.7079177,7.274315,5.033729,3.2483165,7.4871397,3.5097642,2.5070574,3.7986794,6.8395076,6.043544,4.09472,5.180838,4.695982,7.8106904,4.1531982,2.7538476,3.5681624,4.264914,3.7698371,7.1474223,6.4224873,5.642153
t45,-1.4412283,4.2406497,6.915816,5.2571807,3.1452382,7.1607842,3.838763,2.1157598,3.9357586,6.5651793,5.763295,4.4745216,5.387059,4.8965483,7.971206,4.2085204,3.37848,3.744882,4.3366666,3.6169147,6.7537384,6.694921,6.0514994
t61,-1.4730844,4.1972156,6.88205,5.269697,3.1487489,7.157805,3.8718665,2.086636,3.9561894,6.5338583,5.746713,4.4820943,5.423698,4.9081745,7.9828935,4.2133584,3.469526,3.746654,4.3273983,3.6014066,6.724058,6.7146378,6.0819626
t62,-1.3979807,4.1752086,6.925167,5.187159,3.1954405,7.134911,3.8596885,2.1387522,3.950653,6.54976,5.7075734,4.5379987,5.440199,4.9527364,7.96502,4.2291884,3.5536833,3.75223,4.412383,3.6682103,6.67773,6.6933665,6.035007
t40,-1.4131233,4.282108,6.956911,5.2301164,3.1557674,7.173874,3.8538299,2.1133068,3.8960035,6.5548735,5.8047733,4.439444,5.350827,4.8622575,7.929982,4.243792,3.3090894,3.7084982,4.3572235,3.6155639,6.7991853,6.676626,6.013914
t115,-0.9878375,3.1122813,7.0018167,4.7665415,2.4250734,6.66259,3.4896479,2.0125258,3.6281724,6.344804,4.92206,5.127215,6.530758,6.35297,8.808834,4.475474,5.54868,3.8192294,4.6193457,2.784623,5.3061385,6.251073,5.8189716
t212,-0.98063314,3.033195,7.0027027,4.6945863,2.3879051,6.673142,3.438296,1.9822448,3.5869849,6.382966,4.9041734,5.1493597,6.544022,6.4453697,8.833109,4.538819,5.6596036,3.87266,4.582032,2.753598,5.204852,6.214107,5.7674723
t213,-0.9732419,3.0466166,7.0167794,4.7092547,2.3848743,6.666954,3.4451842,1.997254,3.6039972,6.358857,4.9170995,5.128324,6.5652385,6.4353037,8.833708,4.519667,5.646855,3.8455226,4.6080284,2.742206,5.218368,6.21273,5.7758937
t174,-0.9391215,3.0301564,7.091768,4.694424,2.3113997,6.6904287,3.3634386,1.9948877,3.570472,6.340883,4.993829,5.0456862,6.570334,6.4971533,8.786851,4.5328255,5.719354,3.8292446,4.631329,2.6856518,5.1383142,6.1643143,5.6994452
