,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
t1,-0.007299652,4.1899967,2.827125,0.04641293,0.9123606,6.5316772,1.6874079,0.38008678,5.313172,0.052588813,-0.048527237,4.4677696,-0.1607978,4.698275,4.1191554,3.5319712,-0.3336187,3.190009,-0.13680296,15.183862,-0.019221159,2.6240296,2.0971715,-0.16621177
t2,0.09225506,4.280665,2.732602,0.039600324,1.5789975,7.268178,1.1067375,0.44735387,6.0277977,0.049385853,-0.08629047,3.5644758,-0.23702683,4.5949283,3.4848783,4.549078,-0.45581076,3.7112098,-0.147272,16.358568,-0.0112472335,2.4865196,2.0733993,-0.12960781
t3,0.18695152,4.4391475,2.595629,0.03655853,1.8207109,7.8354716,0.9746771,0.47535148,6.439523,0.049103487,-0.1050865,3.421425,-0.26822203,4.5795603,3.1637957,5.0598216,-0.49754676,4.0448384,-0.15052497,17.179207,-0.007541308,2.6024086,2.134189,-0.120699085
t4,-0.01818439,4.403322,2.3540218,0.05183265,0.52005684,6.7444625,2.1676152,0.37705898,5.4044867,0.054293286,-0.043455724,5.4026823,-0.1420852,3.9183276,3.9719903,3.441836,-0.29025978,3.4357285,-0.14619567,15.677741,-0.029416747,3.071025,2.2666779,-0.19617361
t5,0.5895835,3.3852615,1.7662611,0.025212135,2.011773,7.242611,0.3305848,0.41369036,6.036787,0.0473859,-0.09155086,2.2649176,-0.26196262,3.0753348,1.8583683,5.000488,-0.49559665,4.560704,-0.09674241,14.746731,0.40636927,2.4119477,1.6371768,-0.06995463
t6,0.41728613,3.1793797,1.7502207,0.026348136,1.6545681,6.5554185,0.23806246,0.37392616,5.631984,0.047800004,-0.075677216,2.547739,-0.209023,2.860696,1.9584216,4.4574304,-0.42887056,4.3736215,-0.08576951,13.503592,0.12254553,2.3390484,1.6294961,-0.07257561
t7,0.435562,3.0011237,1.4675506,0.014452424,1.8898984,6.9854774,0.05170668,0.38359407,5.761378,0.044520933,-0.08248109,1.7608997,-0.24214867,2.207518,1.1206545,4.942576,-0.4788879,4.8813834,-0.06551231,13.280142,0.6340688,2.3513367,1.3332212,-0.03987584
t8,-0.0022809173,3.595155,2.7459698,0.066745594,0.14799741,5.794547,1.8234196,0.3189622,5.166106,0.06004148,-0.02078573,5.9754815,-0.07723931,4.8239574,4.7898703,1.816769,-0.21473566,3.0104487,-0.12000332,14.476338,-0.048706844,2.1822162,2.242566,-0.18262373
t9,-0.01871541,2.6845486,3.0726562,0.09154321,-0.040475115,4.5805235,2.789294,0.17626245,4.146167,0.073371604,1.5564331,8.273157,1.532461,4.7759094,6.078148,-0.022533761,0.86901385,2.4217024,-0.039545584,11.731043,-0.08414552,1.8796235,2.5977523,-0.25290528
t10,-0.017335191,3.8525963,7.3961806,0.09103826,-0.012294928,3.9798162,1.9061185,0.3095936,4.0218563,0.07284982,2.3256993,5.7620816,1.8679308,10.181853,10.750267,-0.041041207,-0.1018803,0.6709204,-0.046885207,12.696979,-0.08831801,1.0335728,3.1641593,-0.30058527
t11,-0.052300993,3.8135262,1.8624285,0.08735492,-0.06608099,5.652734,4.514102,0.12590222,3.6855664,0.07801193,2.3102527,10.081274,1.4251695,2.1505833,5.345834,0.11525023,1.9687701,2.7964504,-0.061177563,12.597421,-0.08541763,4.172393,3.0434427,-0.32568097
t12,-0.008607507,3.4919538,2.5297651,0.073041625,-0.0045795557,5.6197324,2.0250165,0.30532882,5.0745506,0.064453475,-0.010858483,6.56496,-0.055530492,4.686228,5.0671034,1.4289907,-0.17166913,2.8878212,-0.11839515,14.39191,-0.053929087,2.1860929,2.3526394,-0.19291475
t13,-0.052379783,2.8304,3.15986,0.11679801,-0.14405043,3.1437626,3.2712116,0.17986448,3.0125,0.06618903,4.991699,10.408656,4.005787,4.406993,8.875797,-0.11605701,3.8265114,2.4810247,1.7851745,8.751316,-0.0835814,2.1205504,4.587459,-0.4348369
