,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
t1,4.485747,1.7406491,8.16062,5.1342864,6.323167,4.767804,6.8142314,4.387568,6.894975,3.4375994,4.2544737,5.0624676,5.3822308,5.8985066,6.1952653,3.795674,5.6645436,4.5541816,3.0820112,3.5763495,4.7769012,4.0110745,4.3069444,3.7012012
t2,4.4707975,1.7465364,8.190623,5.104531,6.3279963,4.7482104,6.8150897,4.394889,6.9206166,3.398648,4.2470155,5.0918827,5.363756,5.874873,6.2375965,3.7996721,5.638747,4.5284667,3.1165872,3.5622141,4.80201,4.016215,4.3491817,3.6775875
t3,4.577933,1.9080805,8.088205,5.1853743,6.3409424,4.809445,6.831611,4.360524,6.8598022,3.4668825,4.26523,5.0400248,5.462601,5.930373,6.153717,3.7890892,5.694243,4.6134615,3.0474732,3.6069171,4.70966,4.0241804,4.2730284,3.7658813
t4,4.4170837,1.6607221,8.23793,5.0780544,6.311922,4.7268114,6.8013706,4.4116716,6.9293394,3.3865683,4.2438464,5.093954,5.317481,5.8667502,6.2686315,3.8014243,5.6313415,4.497944,3.1358495,3.5469618,4.8502374,4.0012507,4.3772626,3.641262
t5,4.5963283,1.9347184,8.112625,5.1494937,6.3446956,4.7824335,6.8254304,4.380821,6.8900943,3.4204173,4.239625,5.081535,5.4625797,5.899577,6.2002006,3.778243,5.660464,4.5798187,3.085995,3.5846324,4.734608,4.027736,4.3228455,3.7527215
t6,4.659419,2.0208416,8.078134,5.2012424,6.3538494,4.825149,6.821119,4.3775916,6.819763,3.4587176,4.236838,5.0423265,5.525236,5.9639893,6.179054,3.7399628,5.70924,4.6341133,3.042747,3.6203854,4.692315,4.010464,4.2976136,3.806154
t7,4.625479,1.9932376,8.085326,5.16755,6.350277,4.790121,6.828672,4.3744607,6.8687973,3.443489,4.252537,5.0703096,5.4897475,5.9167852,6.1687484,3.7834313,5.6690354,4.600142,3.0763097,3.5967124,4.7207,4.028891,4.2936664,3.764764
t8,4.2543335,1.5420446,8.386324,4.963905,6.311643,4.6113267,6.748632,4.509964,6.8639026,3.358062,4.2259684,5.0732,5.2398086,5.894724,6.3787007,3.8075829,5.6476083,4.510758,3.227815,3.5358741,5.0030007,3.9591818,4.4743533,3.5069804
t9,4.1950107,1.1876771,8.456626,4.9649234,6.2573037,4.628593,6.7499876,4.475877,6.972298,3.2945647,4.2374353,5.140174,5.116964,5.83733,6.432536,3.8142948,5.5724487,4.341717,3.2587895,3.4805298,5.063264,3.943508,4.5212693,3.4837222
t10,4.140619,1.0984064,8.496035,4.9408126,6.2271876,4.590563,6.730072,4.4910116,6.9987645,3.3063843,4.215915,5.123358,5.0859632,5.810438,6.452636,3.8278434,5.5812216,4.3214073,3.2794225,3.450611,5.116281,3.906104,4.5567126,3.4393327
t11,4.1774683,1.1515816,8.473106,4.9668446,6.282714,4.63236,6.766655,4.4732704,6.961346,3.263858,4.264628,5.1741524,5.1138597,5.862695,6.4433026,3.824864,5.5372453,4.331545,3.2695975,3.510876,5.0765715,3.9653912,4.5235476,3.4848905
t12,4.28643,1.3758022,8.376166,5.008146,6.2748127,4.6688185,6.7628765,4.461349,6.9435186,3.3401556,4.2289267,5.108052,5.2039995,5.854316,6.373743,3.796952,5.6087246,4.416666,3.201638,3.5110257,4.980416,3.9592633,4.4735107,3.5504515
t13,4.1186223,1.0451267,8.52891,4.9276958,6.272615,4.5933776,6.7434173,4.50671,6.9377713,3.2460058,4.25355,5.1686254,5.071822,5.8685656,6.4944224,3.8162637,5.5411954,4.317273,3.3068683,3.4976876,5.131789,3.9454062,4.563955,3.4392602
