"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106","V_107","V_108"
"t1",-0.0240216356736068,0.125494887546905,-0.0761515479110427,0.00628562666579267,-0.00597514447794969,0.000152286280452379,-0.00116312278821721,0.00288847405008274,-0.0635757275050972,0.0140823580811457,-0.161300268006045,0.0156070770297306,-0.00015371485472845,0.00306547533937845,-0.00177527412943527,-0.0119456192604542,0.00439145962026563,-0.0311799643666387,0.0196729837046122,0.25938669615736,-0.0316816787367868,0.0094730650452979,-0.0617211697076796,0.0172491668941929,-0.00777662433816868,0.00229024303875639,-0.00231246051195947,0.0175814121590928,-0.00279217447351943,0.00269336552557007,-0.0149277701016018,0.00214358649168749,-6.97074541388152e-15,2.68448457907411e-16,-9.36750677027476e-17,-3.03576608295941e-17,-0.125438276240479,0.913316812805725,-0.00142082244119316,0.0545403544124609,-7.91636334807036e-05,0.0977642073561521,-0.00657694172303357,0.000539483786279888,-0.00225398414382306,0.0115808671112242,-0.00284831449321803,0.00245757441481341,0.000853203980730068,0.00128180440878272,-0.00390960358291643,0.00745132599688652,0.000748152374917543,-0.00190942020511232,-2.85273769580159e-05,-0.00166534699703617,-6.12109062101139e-06,-0.000548833746882003,-0.000725572845146177,0.00266660423816488,0.000129013466533295,0.0200115388558551,-0.00110844562852276,-0.00163026597980925,-0.00685670799328584,-0.00067886256450863,0.0179449044334898,-1.49912892549524e-05,-7.91228228826718e-06,-0.000138072129471736,3.8250396125685e-05,2.57868010043577e-05,-7.80329793697732e-05,-2.16840434497101e-17,-7.63278329429795e-17,-6.83881270383392e-16,2.3635607360184e-17,-8.67361737988404e-19,-3.68628738645072e-18,-8.67632788531525e-17,-1.79977560632594e-17,7.58941520739853e-17,-1.25387981247949e-16,-7.17741838185404e-17,6.26668855696622e-17,4.23685880216601e-17,1.36826314167671e-16,6.4401609045639e-17,1.29128478743024e-16,4.70543742858709e-17,9.32413868337534e-18,-1.17527515497429e-16,-9.573505183047e-17,3.3285006695305e-17,5.80048162279745e-17,3.33934269125535e-17,-3.25260651745651e-18,3.58870919092702e-17,4.01154803819637e-17,7.37257477290143e-18,-7.38341679462629e-17,6.24500451351651e-17,-2.49366499671666e-18,-2.46330733588707e-16,-5.52943107967607e-18,7.2099444470286e-18,-1.36173440071949e-16,2.64545330086463e-17
"t74",-0.0271324296019418,0.17312778101181,-0.12107710562157,0.0103649982782643,-0.0130312223092539,0.00116977274764671,0.00297040786193043,0.00165784785845362,-0.0665202236064529,0.0209795174674651,-0.34028921949716,0.0424586335130057,0.0586913000974739,-0.0094901922752566,0.00491998231361203,0.0283935579403845,-0.00802241611676007,0.0362465433617123,-0.0216439732400937,-0.218969984561955,0.0264464096753506,0.111272528121147,-0.0518816949015967,-0.000912279994692896,0.000554564753662893,-0.000184139078231979,0.000341520567048329,-0.00257088952400262,0.000399860344345075,-0.000358688012507163,0.00177349557296441,-0.000192367137114082,-0.406311766621432,0.165436174702639,-0.239858479724467,-0.00308708746162164,0.00851451423034736,-0.0499892255725385,5.66802494890658e-05,-0.00197340191668364,2.29775976035829e-06,0.0116639489389382,7.584289620226e-05,1.42058303847879e-06,-1.63722191637479e-05,0.000149011789663149,-4.7187407637954e-05,4.86128186831649e-05,1.90270305631164e-05,2.86381254260611e-05,-0.000107307140725571,0.000245799741947383,2.50607643945189e-05,-6.79247583838641e-05,-1.05013499987144e-06,-6.30351810150306e-05,-2.31826000971894e-07,-2.09155507568796e-05,-2.76822733838258e-05,0.000103709986974549,5.38935777719569e-06,0.00103921203755506,-6.04622899963376e-05,-9.52068067123613e-05,-0.000589102291976286,-7.00590065792413e-05,0.00672644810534429,-6.76603542096265e-07,-3.61904181808407e-07,-6.34743835833555e-06,1.91399657169909e-06,1.32605143743494e-06,-4.02114494857496e-06,-0.134452731278984,0.101260342504842,0.449390171208109,-0.0836618727731596,-0.0465648626066084,-0.0627220112258126,-0.209084856376983,0.0897059973790751,-0.0923223596080731,0.218605752304875,0.0210886798115305,-0.0936176913739233,0.209159066437423,0.0408661881695682,-0.0423414527887271,0.00599922604300793,-0.0113776259047093,0.00357108814391913,0.076748973859254,-0.0338501965635242,-0.0694218831221647,-0.0714489742674493,-0.125911603093238,0.0208026810284331,0.0358443553271964,-0.0251686009128883,0.0497526889306121,0.0742779446823288,0.0875528555268709,0.0979154207367502,0.0104723230284445,0.037460422230049,-0.10573472030985,0.0955247554925547,0.0985593644439057
"t75",-0.0271324296019417,0.17312778101181,-0.12107710562157,0.0103649982782642,-0.0130312223092538,0.0011697727476468,0.00297040786193042,0.00165784785845366,-0.0665202236064528,0.0209795174674649,-0.340289219497159,0.0424586335130059,0.0586913000974739,-0.00949019227525657,0.00491998231361257,0.0283935579403847,-0.00802241611676017,0.0362465433617127,-0.021643973240094,-0.218969984561955,0.0264464096753508,0.111272528121146,-0.0518816949015959,-0.000912279994693132,0.000554564753662623,-0.000184139078232089,0.000341520567047613,-0.00257088952400261,0.000399860344345039,-0.000358688012507673,0.00177349557296435,-0.000192367137113949,-0.406311766621435,0.165436174702639,-0.239858479724467,-0.00308708746162151,0.00851451423034737,-0.0499892255725407,5.6680249489152e-05,-0.00197340191668248,2.29775975895544e-06,0.0116639489389465,7.58428962019573e-05,1.42058303975254e-06,-1.63722191631422e-05,0.000149011789663448,-4.71874076368815e-05,4.86128186829369e-05,1.90270305652014e-05,2.86381254265329e-05,-0.000107307140726928,0.000245799741945525,2.50607643932027e-05,-6.79247583864109e-05,-1.05013499773905e-06,-6.30351810178092e-05,-2.31826002449594e-07,-2.09155507509807e-05,-2.7682273384819e-05,0.000103709986976628,5.38935777659385e-06,0.00103921203755932,-6.04622899898608e-05,-9.52068067103829e-05,-0.000589102291969206,-7.00590065766015e-05,0.00672644810531692,-6.76603543278619e-07,-3.61904182879877e-07,-6.34743835657389e-06,1.91399657385355e-06,1.32605143680016e-06,-4.02114495029959e-06,0.134452731278984,-0.101260342504842,-0.449390171208109,0.0836618727731591,0.0465648626066081,0.0627220112258128,0.209084856376983,-0.089705997379075,0.0923223596080732,-0.218605752304874,-0.0210886798115309,0.093617691373924,-0.209159066437423,-0.0408661881695679,0.0423414527887269,-0.00599922604300799,0.0113776259047096,-0.00357108814391886,-0.0767489738592543,0.0338501965635232,0.0694218831221641,0.0714489742674494,0.125911603093238,-0.0208026810284328,-0.0358443553271955,0.0251686009128881,-0.0497526889306118,-0.0742779446823283,-0.0875528555268705,-0.0979154207367498,-0.0104723230284462,-0.0374604222300493,0.10573472030985,-0.0955247554925545,-0.0985593644439072
"t9",-0.027132429601942,0.17312778101181,-0.12107710562157,0.0103649982782643,-0.0130312223092536,0.00116977274764689,0.00297040786193064,0.00165784785845394,-0.066520223606453,0.0209795174674652,-0.34028921949716,0.0424586335130059,0.0586913000974741,-0.00949019227525666,0.00491998231361253,0.0283935579403845,-0.00802241611676037,0.036246543361713,-0.0216439732400942,-0.218969984561958,0.0264464096753506,0.111272528121149,-0.0518816949015979,-0.000912279994693085,0.000554564753661844,-0.000184139078232851,0.0003415205670459,-0.00257088952400411,0.000399860344346779,-0.000358688012509711,0.00177349557296596,-0.000192367137129452,0.406311766621431,-0.165436174702637,0.239858479724465,0.00308708746162162,0.00851451423035367,-0.0499892255725304,5.66802494877487e-05,-0.00197340191668691,2.29775976336165e-06,0.0116639489389257,7.58428962015513e-05,1.42058304098517e-06,-1.63722191623849e-05,0.000149011789663654,-4.71874076356919e-05,4.86128186812123e-05,1.90270305599282e-05,2.86381254282673e-05,-0.000107307140725123,0.000245799741948139,2.50607643936155e-05,-6.79247583805086e-05,-1.05013500089838e-06,-6.3035181013608e-05,-2.31826002565081e-07,-2.09155507552469e-05,-2.76822733837963e-05,0.000103709986975627,5.38935777804247e-06,0.00103921203755578,-6.04622899962206e-05,-9.52068067107705e-05,-0.00058910229197312,-7.00590065775729e-05,0.00672644810534729,-6.76603543567612e-07,-3.61904183590465e-07,-6.34743835576417e-06,1.91399657389643e-06,1.32605143801954e-06,-4.02114494944253e-06,-0.0634084582750093,0.0389192608529153,-0.0188626130382806,0.0426470278885436,0.0362235280842515,-0.0510345875790376,0.0436350862300111,0.016494673981657,-0.0794575630706238,-0.0310439604732707,0.122019638983911,-0.0208370647909339,-0.0386499263869491,-0.030914252792895,-0.0101820154990445,-0.0441351055520802,-0.0263538320826002,-0.0481058576843122,0.08292610449628,0.0690267318082416,0.0516034830422072,-0.0215961610450612,-0.0136482934318788,0.00732604680161669,-0.111879608170548,-0.0180281107973695,-0.0290258333704154,0.0113505107686394,-0.0850610704471368,-0.0400434633364836,0.397044488221435,0.0336676274740424,-0.0322134374315749,-0.295709718420842,0.413720442915151
"t10",-0.0271324296019419,0.17312778101181,-0.12107710562157,0.0103649982782644,-0.0130312223092537,0.00116977274764692,0.00297040786193086,0.00165784785845381,-0.0665202236064531,0.0209795174674649,-0.34028921949716,0.0424586335130057,0.0586913000974741,-0.0094901922752567,0.00491998231361271,0.0283935579403845,-0.00802241611676018,0.0362465433617127,-0.0216439732400944,-0.218969984561958,0.0264464096753507,0.11127252812115,-0.0518816949015983,-0.000912279994693354,0.000554564753662037,-0.000184139078233044,0.000341520567045784,-0.00257088952400427,0.000399860344346999,-0.000358688012510829,0.00177349557296605,-0.000192367137129663,0.406311766621435,-0.165436174702638,0.239858479724466,0.00308708746162138,0.00851451423035349,-0.0499892255725304,5.66802494872356e-05,-0.00197340191668483,2.2977597612427e-06,0.0116639489389322,7.58428962023077e-05,1.42058303781982e-06,-1.63722191634278e-05,0.000149011789663177,-4.71874076399417e-05,4.86128186838125e-05,1.90270305626481e-05,2.8638125426099e-05,-0.000107307140726973,0.000245799741944927,2.50607643952057e-05,-6.79247583849802e-05,-1.05013499827422e-06,-6.30351810174355e-05,-2.31826001787442e-07,-2.09155507549162e-05,-2.76822733848648e-05,0.000103709986973616,5.38935777655595e-06,0.00103921203755659,-6.04622899951518e-05,-9.52068067130189e-05,-0.000589102291974511,-7.00590065804225e-05,0.00672644810531616,-6.76603542270462e-07,-3.61904183634955e-07,-6.34743835907178e-06,1.91399657173059e-06,1.3260514353078e-06,-4.02114494996824e-06,0.0634084582750089,-0.0389192608529162,0.0188626130382782,-0.0426470278885424,-0.0362235280842509,0.051034587579037,-0.0436350862300105,-0.0164946739816573,0.0794575630706241,0.0310439604732692,-0.122019638983911,0.0208370647909341,0.0386499263869479,0.0309142527928944,0.0101820154990446,0.0441351055520804,0.0263538320826003,0.048105857684312,-0.0829261044962801,-0.0690267318082412,-0.0516034830422064,0.0215961610450618,0.0136482934318793,-0.00732604680161695,0.111879608170547,0.0180281107973695,0.0290258333704147,-0.01135051076864,0.0850610704471362,0.0400434633364831,-0.397044488221434,-0.0336676274740422,0.0322134374315752,0.295709718420841,-0.41372044291515
"t11",-0.0279747033762838,0.188672116655687,-0.13733113288913,0.0118754019443593,-0.0160359895088122,0.00171833325505297,0.00573896723192563,-0.000985860465205615,-0.00362696107712329,0.00428242765655788,-0.0906754407625692,0.0121536074092167,0.01709242803996,-0.00216985157920871,0.00106893074518656,0.00560340629748359,-0.00117744900908645,-0.00175174655883516,0.00201540525806766,0.137790677204832,-0.0192386571485169,-0.477679120290189,0.327177432155733,-0.0231352543935186,0.00962431240908477,-0.00271223338593813,0.00115238323308817,-0.00814360559453158,0.00117417319361157,-0.000917608762005342,0.00405604693799375,-0.000390076808256487,7.12074223398356e-15,-3.88455337288408e-16,1.49463864169784e-15,1.24541991199126e-16,0.0168157164076509,-0.10109301116568,0.000129593376296781,-0.00486054522170659,8.65435227180641e-06,0.239618822050808,-0.000115944988883396,1.02449439049336e-06,-1.37257708963327e-05,0.000138751794345792,-4.60587299039316e-05,4.9043788389107e-05,1.96357138498188e-05,2.95647693609489e-05,-0.000115497730725918,0.000277504776593428,2.84365214090605e-05,-7.88535793886244e-05,-1.23867290687245e-06,-7.54947049930567e-05,-2.77745427771298e-07,-2.51527494350717e-05,-3.33136730062754e-05,0.000126399421715902,7.01205900275611e-06,0.00224449968202562,-0.000148769843243728,-0.000274263936280939,-0.00289685149074438,-0.000396450912953653,0.0561619596247737,-2.58414751409896e-07,-1.63446018687942e-07,-3.02376041864975e-06,1.45621904823718e-06,1.07685432039541e-06,-3.27906359752034e-06,0.0404786663863923,-0.0636805692028895,-0.207462518977408,-0.0690620909948983,-0.0708733047229353,-0.0245495395805371,-0.0162897331853335,-0.0516211695042798,-0.015478000286279,0.227207180043418,0.152900173044795,0.0168160853714345,-0.0171112688271891,-0.070685473377598,0.0337509914156736,-0.0846488293602177,-0.0497299903529416,-0.0299992666584914,-0.245813660125651,-0.0926875429897088,0.0302299774261731,-0.342049501001325,-0.151893333665734,0.0104567590620894,0.0934167612961629,0.0921082812908634,0.22642708040406,0.0530536138144916,0.103690969098485,-0.05470281822125,-0.0131830197388442,0.194655334053889,-0.0669196789379481,-0.0876774713406821,-0.00852395509083786
"t12",-0.0279747033762838,0.188672116655687,-0.13733113288913,0.0118754019443594,-0.0160359895088126,0.00171833325505283,0.00573896723192555,-0.000985860465205684,-0.00362696107712315,0.00428242765655796,-0.0906754407625689,0.0121536074092168,0.0170924280399601,-0.00216985157920861,0.00106893074518674,0.0056034062974835,-0.00117744900908649,-0.001751746558835,0.00201540525806748,0.137790677204831,-0.0192386571485166,-0.477679120290188,0.327177432155732,-0.0231352543935185,0.00962431240908462,-0.00271223338593791,0.00115238323308789,-0.00814360559453109,0.00117417319361159,-0.000917608762005378,0.00405604693799361,-0.000390076808256669,6.52854888529492e-15,-5.8274436659781e-16,1.57790536854472e-15,3.86485236071624e-16,0.0168157164076509,-0.101093011165679,0.000129593376297357,-0.00486054522170646,8.65435227156545e-06,0.239618822050802,-0.00011594498888354,1.02449439168977e-06,-1.37257708950373e-05,0.000138751794344256,-4.60587299026718e-05,4.90437883910121e-05,1.96357138510032e-05,2.95647693616065e-05,-0.000115497730724769,0.000277504776592658,2.84365214093815e-05,-7.88535793868194e-05,-1.23867290783029e-06,-7.54947049919461e-05,-2.77745427049349e-07,-2.51527494360063e-05,-3.33136730054463e-05,0.000126399421713645,7.01205900321004e-06,0.00224449968202604,-0.0001487698432443,-0.000274263936280848,-0.00289685149074211,-0.00039645091295384,0.0561619596247689,-2.5841475060665e-07,-1.63446019257208e-07,-3.0237604159096e-06,1.45621904686658e-06,1.07685432182299e-06,-3.27906359918946e-06,-0.0404786663863928,0.0636805692028896,0.20746251897741,0.0690620909948986,0.0708733047229355,0.024549539580537,0.0162897331853328,0.0516211695042799,0.0154780002862791,-0.227207180043418,-0.152900173044796,-0.0168160853714344,0.0171112688271893,0.0706854733775986,-0.0337509914156737,0.0846488293602184,0.0497299903529423,0.0299992666584916,0.245813660125652,0.092687542989709,-0.0302299774261734,0.342049501001327,0.151893333665735,-0.0104567590620896,-0.0934167612961635,-0.0921082812908639,-0.226427080404061,-0.0530536138144916,-0.103690969098485,0.0547028182212503,0.0131830197388434,-0.19465533405389,0.0669196789379482,0.0876774713406831,0.00852395509083716
"t39",-0.0287846056684832,0.202896425489839,-0.151822595864861,0.0132143736190616,-0.0186122531644233,0.00216486668346293,0.00789820169701513,-0.00275429736167115,0.034259094134563,-0.00486340813893149,0.0331222155898476,-0.00189805176824234,0.00319443201649455,-0.00064748917198873,0.000327822804344785,0.00178398865467487,-0.000398324483956998,-0.00064383526563111,0.000746095497503707,0.051904937272815,-0.00723838783355735,-0.171291767803483,0.116012066629191,-0.00781503898045796,0.00322973186048432,-0.000906585763645832,0.000324529236802483,-0.00222668352073739,0.000306699087821026,-0.000209198312251805,0.000727352837815033,-1.66687839499295e-05,-7.425125445926e-15,2.77062005424087e-16,-1.5582595581449e-15,-9.22375227589187e-16,-0.00232730577299074,0.032918776331124,-9.45552593351168e-05,0.00441255984204114,-1.40347889091104e-05,-0.632748685845714,0.000674057734457052,3.09134821844408e-06,-2.86523215852934e-05,0.00020270539156709,-5.36064890205878e-05,4.59703977228397e-05,1.50598769519633e-05,2.25924708239702e-05,-4.64254594690007e-05,-2.87616143976131e-05,-4.60437247846199e-06,3.41235568985187e-05,7.76355543331586e-07,6.14882716348049e-05,2.27410333711142e-07,2.17615760891955e-05,2.91109867210182e-05,-0.000130260747358044,-1.28310881643413e-05,-0.0150839707801613,0.00113564024259885,0.00235612327533177,0.0316161499227919,0.00449761181241387,-0.688848984637775,-7.2867690449942e-06,-3.5400541250819e-06,-5.98632260597273e-05,1.03491956928661e-05,6.21171152830167e-06,-1.86450220046065e-05,-3.11021281596648e-15,2.21915718197425e-15,4.4739104334513e-15,-8.7935210243589e-16,-5.96877798555703e-16,-1.10037960575294e-15,-1.45311692086696e-15,1.87421265249853e-15,-2.62514893676267e-15,3.54043691758429e-15,2.71728698351393e-15,-1.45970711043041e-15,1.95285270824953e-15,1.15077323376405e-16,2.84823190303631e-16,-1.33101860191969e-15,-1.6915169008826e-15,-1.22415321546604e-15,6.98429753511658e-16,5.00975197011826e-16,9.33177972852847e-16,-3.8907691604297e-15,-3.34636822702948e-15,7.29820122812432e-16,-1.46381110248806e-15,3.69390221088303e-17,1.6005448888179e-15,1.5568749672577e-15,8.31829370630032e-16,4.14216757651874e-16,7.32181426604223e-15,2.48674608157528e-15,-3.15956125229114e-15,-2.8778413331889e-15,8.07745720319633e-15
"t47",-0.0297685141053165,0.219589755714352,-0.168534152895287,0.0147526607994848,-0.0215084273624939,0.00265082390670506,0.0101887451472865,-0.00447955206189212,0.0693941270507867,-0.0129970892270163,0.138902588353798,-0.0136072842484674,-0.00726412020812439,0.000387478421704299,-0.000169666903171085,-0.000728154620226427,9.18220988620332e-05,-2.64300609833269e-05,5.36086990243732e-05,0.0122731577691496,-0.00181221409272195,-0.0635639867398188,0.0445536236369055,-0.00332251458918547,0.00138730696115994,-0.000391721367572065,0.00016367017464442,-0.00114134844398079,0.000160714129077455,-0.000115277149664499,0.000424336881331814,-1.08365215975544e-05,-9.5041597266794e-15,1.93024688498951e-16,-1.83207697000367e-15,-3.11014900083576e-16,-0.00165673813920903,0.0249920915097418,-7.85020042314377e-05,0.0037641681371351,-1.28538361076593e-05,-0.610536030050547,0.000691113689732009,4.07794247084432e-06,-4.22499652545584e-05,0.000356831916941542,-0.000110494875658682,0.000113527407223373,4.48547535890986e-05,6.75286754147661e-05,-0.000267531845598387,0.000702125746133944,7.28880432145762e-05,-0.000215380743934572,-3.54664012976014e-06,-0.000226280078802901,-8.33355841640543e-07,-7.63232282061742e-05,-0.000101298997761926,0.000399109719616039,2.6534629389703e-05,0.0177499543963179,-0.00129301704477569,-0.00260925494481884,-0.0333515363806417,-0.00471145623232236,0.711996205683958,5.77653839594297e-06,2.73043176894895e-06,4.56536927354969e-05,-6.07554507452613e-06,-3.26603217131699e-06,9.71652146896978e-06,5.5686709791014e-15,-5.08727899729923e-15,-1.36002989257046e-14,5.74278323648725e-16,7.99577089395864e-16,1.60233015142743e-15,2.81108243991365e-15,-2.60479169932618e-15,4.85476083500362e-15,-4.39729777818449e-15,-2.46065656213476e-15,3.48927907918682e-15,-3.41797279379228e-15,-5.40607234083668e-16,1.66235463401421e-17,1.8789333632884e-15,2.44978348645719e-15,3.61248856114464e-16,-5.05357592625037e-15,-1.44033924287784e-15,-6.42046489034426e-16,3.0288762805197e-15,4.58816109516433e-15,-7.3167506898464e-16,2.80957716550976e-15,1.48314956740605e-15,-1.08916502390115e-15,-2.35297980420013e-15,-5.11025864673057e-16,-6.52631021926932e-16,-1.09599461872846e-14,-1.94458916539472e-15,4.45064994043777e-15,1.23547500822257e-14,-7.52125223138934e-15
"t99",-0.0309583501288098,0.23996785408549,-0.189032585685982,0.0166414819500596,-0.0250858707384873,0.0032565026821906,0.0130639568338123,-0.00669666477552008,0.115198666797397,-0.0237281284025348,0.280069921972554,-0.0293466486159133,-0.0217426459640625,0.00186320553226455,-0.000881647540876072,-0.00434483886455397,0.000806699348044781,0.000906477915714521,-0.000999242691122615,-0.0509814538613161,0.00689910532440653,0.122185574783594,-0.0799774036851866,0.00481952470408778,-0.00196768559918956,0.00054845062089626,-0.000160310918058537,0.00107495260821751,-0.000143454443622834,9.09512146703064e-05,-0.000290976190231544,5.73765152632813e-06,0.285441068706529,0.30868209944653,-0.270527157495199,-0.00733585949458403,0.00071842983404112,-0.009530433925958,2.55358529088613e-05,-0.00117195834204423,3.60113226398199e-06,0.159536734232537,-0.00016778072909239,-7.81490544023416e-07,7.49083627422584e-06,-5.72460964868363e-05,1.65231963547841e-05,-1.59195099804985e-05,-5.96663288358543e-06,-8.97480753808601e-06,3.17239265365116e-05,-7.26848317742571e-05,-7.44690273896641e-06,2.08348138024082e-05,3.31844501074466e-07,2.05816966226784e-05,7.57533121892071e-08,6.89334607715609e-06,9.13829791258317e-06,-3.52823500826133e-05,-2.16990658041057e-06,-0.00123460410256371,8.88993108910593e-05,0.000177618602566458,0.00223008658209429,0.000314213623275032,-0.0472448047897125,-3.43705441538443e-07,-1.60479527936014e-07,-2.66959180040454e-06,3.12746574663778e-07,1.58502128617109e-07,-4.69248267717702e-07,-0.0020159873272333,0.0172397552181139,0.196200976284578,-0.0133123106902249,-0.0279312163587774,-0.0226439504572823,-0.00208599868027102,-0.00917944207885351,-0.0143226811911909,0.00182932734215167,0.00537308663979723,-0.0101586311791813,-0.00998453718563761,0.00246827349034097,0.0267233317382081,-0.0393348507127909,-0.0162672184419436,0.0332645067986713,0.0296312671835528,-0.00749402374465229,-0.0112660716268364,0.0146766631494419,0.0111369207974152,-0.00715565289723141,0.0110141883278071,0.00908752364714811,-0.0259965885592736,0.015299129281319,-0.0117275682225055,-0.0362450472251169,-0.0159650348427842,-0.0217990939257611,-0.0176170514015885,-0.551383778042361,-0.382733650399198
