"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119","c120","c121","c122","c123","c124","c125"
"t92",0.00864114766047016,-0.278775145254917,0.0383205963205635,-0.0286254743268662,0.0083037426853162,0.00741810082060448,-0.000794086491248562,-0.00520720127127778,-0.00237487184796344,0.00338496657876928,-0.00703799211826696,0.00228866135230436,-0.000600070579711933,-0.000330164819525773,-0.335283886918021,-0.00468446709593401,0.0554411502870198,-0.0161730931657654,0.00112954821362735,-0.000655704548360339,-7.23970009619878e-05,-1.93314015446761e-06,-0.000568730713781995,0.000611617176667351,0.00114269248169805,0.167575571214349,-0.000250241538928236,0.000296745978729911,5.65339784560936e-07,-1.05927851833694e-05,-1.6841392375464e-05,-1.52908565156054e-06,1.86496091693875e-07,1.79771005754688e-07,-0.000217855058642074,0.000205199074858088,6.99379213223596e-07,3.90939310623461e-05,-0.000768927614300162,-4.32337506181629e-05,0.00010670965924648,0.0104274818550824,-1.2003769650271e-05,0.0429158701803543,1.2731570511141e-06,-5.25139769015461e-06,-0.00135825830826828,-8.77410954080094e-06,-1.17226851906667e-06,4.25721566633864e-10,3.36742239799651e-07,1.23993949415612e-05,-4.24468203320779e-06,-1.38132958739136e-05,-2.20901332527356e-06,-6.88200165491148e-16,-1.86410061553018e-05,4.72888248340334e-05,-1.17637999325398e-05,4.60889315497526e-06,5.53343332269544e-05,1.11413511174227e-05,7.42311073956369e-07,-2.35792250945211e-06,-7.67310085588068e-05,2.58512340948636e-05,-3.19678920708847e-06,2.27397940398439e-15,-4.92487224982489e-16,1.27607453858326e-06,7.2105456403489e-05,0.00016568423683053,-1.74556641007386e-05,-4.45385934661771e-05,-2.62638820440628e-06,3.00317839147111e-06,5.91629820061964e-05,-1.54843802161129e-15,1.80024319612901e-07,1.36811420352983e-15,-6.29046531976623e-16,-7.64307867778087e-05,1.02733406280236e-15,1.45766621801792e-16,-5.99396530687465e-06,-6.74403613455331e-06,2.05044712844877e-06,-1.76873896816638e-07,-3.66319624882062e-09,-1.33589863454949e-07,5.54033637833084e-09,-3.83555307803812e-16,2.96494759076296e-05,1.85722466136536e-15,4.32920908520089e-15,-0.000180206356511048,-6.85596450666007e-08,-4.66071971216192e-15,2.12632002076128e-14,-3.66845951162962e-13,0.874682464176765,-0.00086397109517696,-3.04131372341649e-14,0.0162129940139366,1.17312822958647e-06,-7.84464949195476e-06,6.43797834825873e-15,-1.43216464524778e-15,-5.41048047368281e-15,1.69396377556511e-14,-1.31385586951356e-15,-1.07040479369523e-08,-1.82565440330268e-15,-1.6820272769371e-14,6.42560227575382e-15,0.023530526958252,-1.58222644380769e-14,-1.0379898873543e-15,-4.03609511665717e-15,-1.18534048768831e-15,6.13544986034824e-14,7.92558089376022e-15,1.10942829015355e-14,-3.59294031097109e-14,-0.0894427191000036
"t111",0.00865279481051301,-0.279765901309317,0.0384662023265715,-0.0287969969719109,0.00837953205244021,0.0074946630969988,-0.000802498598688547,-0.00527952645326473,-0.0024333932553433,0.00348849378981816,-0.00726567658859398,0.00237254174702923,-0.000623650111551585,-0.000343720007863515,-0.353717900980574,-0.00494754979794178,0.0586214862690612,-0.0171551396745386,0.00120576024020329,-0.000701178702486873,-7.77198691438415e-05,-2.0853804854907e-06,-0.000616920265849921,0.000664564651209398,0.00124561949185916,0.183145992282233,-0.000275745248029176,0.000329321350316022,6.28220174895771e-07,-1.18048232945452e-05,-1.88421640614223e-05,-1.7230095763018e-06,2.10461759897382e-07,2.03870573995487e-07,-0.000249065469806033,0.000235099749807677,8.18927701720167e-07,4.59374682863764e-05,-0.000914448479889825,-5.15060788108779e-05,0.000127963153617035,0.0125336740584041,-1.44379065062301e-05,0.0520479214376849,1.59056208859487e-06,-6.58020149253599e-06,-0.00174186367502559,-1.12766693179436e-05,-1.5073258977126e-06,5.59050131359371e-10,4.42776880815511e-07,1.66328796083578e-05,-5.79732083358897e-06,-1.92046016181205e-05,-3.13746554408944e-06,-1.33118562133987e-15,-2.72520785923146e-05,6.95973108465292e-05,-1.74017870328004e-05,6.96022718601284e-06,8.4595069980525e-05,1.72803301311861e-05,1.18579653888266e-06,-3.83989608464467e-06,-0.000126832897907763,4.3520714846481e-05,-5.44545884279538e-06,3.87340183486167e-15,5.71780056950513e-16,2.26868412457283e-06,0.000138414045501158,0.000320542973798424,-3.47804854129206e-05,-9.32310614933008e-05,-5.80912247771723e-06,6.6781221647947e-06,0.000135059629216172,7.56958579626579e-16,4.85051297991461e-07,-1.56290732576626e-15,2.587694891411e-15,-0.000251802188577942,2.87076412991148e-16,5.00863346703726e-15,-3.0427876032935e-05,-4.00806131009704e-05,1.36286410816468e-05,-1.30661478061853e-06,-2.21866257600662e-07,1.27325999553405e-06,-1.96441809119603e-08,1.0757663787507e-14,-6.74508427273513e-05,1.08732923199804e-15,-2.27161929145119e-15,0.000120628176544414,3.6937643023997e-08,4.96247313357987e-15,-6.3624324492589e-15,1.06156390389953e-13,-0.256522735176361,0.000242268050016126,1.58657384861734e-14,-0.00134909755571156,-7.76996323625533e-08,1.38237292647109e-07,-8.23687463889847e-15,7.53880269632715e-15,9.5493554117419e-15,-1.62071242762232e-14,8.70358316240625e-16,-1.45462465423551e-09,1.30931716462271e-14,9.45643147659682e-14,-1.244249719777e-14,-0.824633622083763,6.50180523254486e-13,4.08849328330808e-14,6.31705435627092e-14,2.09246353595452e-13,3.42363279897392e-13,2.32768029303599e-14,-5.87038144461103e-14,3.34536694560352e-15,-0.0894427191000443
"t118",0.00865382231756955,-0.279853209694617,0.0384790320021514,-0.028812093878838,0.00838619256354225,0.00750138761995519,-0.000803237342603316,-0.00528586786254505,-0.00243849820866689,0.00349749977614643,-0.00728546709599277,0.00237981838444377,-0.000625693191355484,-0.000344893583801804,-0.35530408932541,-0.00497017565133256,0.0588948619090536,-0.0172394328518512,0.0012122831245658,-0.000705067701646087,-7.81742956189113e-05,-2.09834963444639e-06,-0.000621015499370539,0.00066906089074053,0.00125434768214607,0.18446487081349,-0.00027789791056619,0.000332062611863322,6.33508732022695e-07,-1.19066386286568e-05,-1.90099599988231e-05,-1.73922496927834e-06,2.12464472230148e-07,2.05880428408177e-07,-0.000251659819669334,0.000237583082725206,8.28771358273939e-07,4.65001995627535e-05,-0.000926359377826451,-5.21827189105925e-05,0.000129697302896417,0.0127053749752786,-1.46362929653526e-05,0.0527899116838427,1.61607668412836e-06,-6.68690501715755e-06,-0.00177242118236208,-1.14758724784462e-05,-1.53399217313094e-06,5.69586823308565e-10,4.51153152686331e-07,1.6965149930989e-05,-5.91849232829085e-06,-1.96230566978367e-05,-3.20907000732539e-06,1.64962940566338e-15,-2.79106614053097e-05,7.13002696451357e-05,-1.78315599184467e-05,7.13844840335359e-06,8.68056097456697e-05,1.77423430289448e-05,1.21892106900999e-06,-3.95005804808888e-06,-0.000130543741937651,4.48237340040908e-05,-5.61083079326879e-06,1.59024860805651e-14,2.41993110621728e-17,2.34098285465188e-06,0.00014316701751293,0.000331626029034467,-3.60133564334901e-05,-9.66647622164084e-05,-6.03143488143164e-06,6.93458655851373e-06,0.000140333557504913,4.3598903289348e-16,5.05739824878594e-07,3.1149236105129e-16,-1.90979137338724e-14,-0.000263417366189241,5.06794040560832e-16,-1.82842509784807e-16,-3.19887550661508e-05,-4.2190118034419e-05,1.43570433378735e-05,-1.37734111752904e-06,-2.35021916839149e-07,1.35501434547981e-06,-2.10349208282857e-08,2.79362075485967e-15,-7.25872569017663e-05,-9.07004474901733e-17,-1.70736099716797e-15,0.00013309557597523,4.10113040731248e-08,5.67507002829625e-14,-6.46521172188069e-15,1.28633092715009e-13,-0.290401004432858,0.000274672142581667,1.05885355020642e-14,-0.00158632008798182,-9.18383102479716e-08,1.66448733718664e-07,-4.85891707278421e-14,-3.45327180616562e-15,-7.73503118862572e-15,7.27278521323505e-15,-8.21112912048849e-15,-2.18734277934988e-09,-8.30098926880398e-15,-3.7186027662157e-14,-2.55804160079765e-15,0.399640561755644,-3.13986738873601e-13,8.69038642886939e-14,8.48933939395531e-14,-2.52603465371568e-13,-0.707106781186745,5.02208845083323e-13,2.33866724554788e-13,1.81577179222709e-13,-0.0894427191000034
"t119",0.00865382231756932,-0.279853209694618,0.0384790320021515,-0.0288120938788381,0.00838619256354303,0.00750138761995416,-0.000803237342602766,-0.00528586786254626,-0.00243849820866783,0.0034974997761468,-0.00728546709599564,0.00237981838444183,-0.000625693191353566,-0.000344893583802936,-0.355304089325419,-0.00497017565133315,0.0588948619090555,-0.0172394328518499,0.00121228312456266,-0.000705067701643778,-7.81742956201736e-05,-2.09834963516488e-06,-0.000621015499369761,0.000669060890740703,0.0012543476821468,0.184464870813499,-0.00027789791056846,0.000332062611862465,6.33508730283946e-07,-1.1906638629024e-05,-1.90099599999342e-05,-1.73922497522736e-06,2.12464471626888e-07,2.05880427532953e-07,-0.000251659819668381,0.000237583082728751,8.28771359676022e-07,4.65001995632414e-05,-0.000926359377823991,-5.2182718909707e-05,0.000129697302897794,0.0127053749753054,-1.46362929692768e-05,0.0527899116838548,1.61607668402975e-06,-6.68690502043798e-06,-0.00177242118234446,-1.14758724802818e-05,-1.53399217362987e-06,5.6958710954814e-10,4.51153153251331e-07,1.69651499297812e-05,-5.91849232152193e-06,-1.9623056694755e-05,-3.20907000824112e-06,-5.53902126483137e-17,-2.79106614021406e-05,7.13002696478953e-05,-1.78315599257711e-05,7.13844839125764e-06,8.68056097415573e-05,1.77423430298216e-05,1.2189210672986e-06,-3.95005804563433e-06,-0.000130543741932663,4.48237339967063e-05,-5.61083079868362e-06,-1.93223203762854e-14,2.57085995831302e-16,2.3409828513702e-06,0.000143167017510238,0.000331626029028117,-3.60133564349899e-05,-9.66647622161175e-05,-6.03143488512931e-06,6.93458655347407e-06,0.000140333557505394,2.8921462037952e-16,5.05739827224265e-07,2.09473663364072e-16,2.03945620993775e-14,-0.000263417366193632,-1.28279164937894e-15,-3.08248861685937e-15,-3.19887550746801e-05,-4.21901180349895e-05,1.43570433300884e-05,-1.3773411221916e-06,-2.35021900959666e-07,1.35501435795571e-06,-2.10349069819033e-08,-1.53638145764235e-15,-7.2587256904987e-05,-2.88287856427812e-15,-1.10766415626031e-16,0.000133095575967498,4.101130580218e-08,-5.73412058399259e-14,-5.6493518497264e-15,1.15228110471272e-13,-0.290401004432972,0.00027467214259732,2.93712164407965e-15,-0.00158632008790012,-9.18382831840793e-08,1.66448667557093e-07,4.88618386228733e-14,-3.88647766426535e-15,5.31563742249508e-15,-7.99821197241536e-15,9.15046208043502e-15,-2.18732142554521e-09,-7.11068232209179e-15,-4.70362705672866e-14,1.24798999650507e-14,0.399640561756264,-3.18439608056658e-13,-1.21183871286978e-13,-1.58923634618772e-13,3.22972802075711e-14,0.707106781186351,-5.21477347479394e-13,-1.46310852281959e-13,-3.04322782939853e-13,-0.0894427190999159
"t23",0.00847698004592239,-0.264650511291273,0.0362421319158335,-0.0261489761664635,0.00719130598050539,0.006287196062824,-0.000669651112233739,-0.0041183332420365,-0.00144024902802362,0.00167478132373484,-0.00323822610561916,0.000853063880098753,-0.000190098443322883,-9.19680283744251e-05,0.0183195977528094,0.000401385927884015,-0.00653330323601447,0.00340165564229148,-0.000462995351398532,0.000307556449154441,4.39077850940909e-05,1.53158869148095e-06,0.00058382376087709,-0.000675258764759545,-0.00144013532151953,-0.233984922020069,0.000476031049862162,-0.000743695914247114,-1.49710029815321e-06,3.1994863487042e-05,6.36182141628721e-05,1.87153369065237e-05,-5.76600248465953e-05,2.785866390408e-08,0.000528547372915653,-0.000570937112941923,-4.1606830329276e-06,-0.000256031172956274,0.0069725199149771,0.000411429429549704,-0.00122165396706384,-0.12782902175387,0.000150065414353789,-0.694545145600613,-8.8357822165931e-05,0.000486889285123354,-0.604632907862615,-0.000140970162702262,-2.98487205173507e-05,1.26531328756726e-08,9.77286427295437e-06,0.000270197183277633,-7.80254466914841e-05,-0.000224968937718902,-3.23476809062003e-05,-2.08095921718542e-15,-0.000246764168240398,0.000614615927762573,-0.000150925300570737,5.6532869582374e-05,0.000664158129970399,0.000130853749195277,8.42695348765427e-06,-2.63381717947102e-05,-0.000848658264192094,0.000283221447578819,-3.48583961489971e-05,-1.79182868419731e-15,-9.29028231249299e-17,1.37788697664888e-05,0.000781462732213125,0.0017983801070843,-0.000190843466537372,-0.000495115343090915,-2.99034950446627e-05,3.42816264947014e-05,0.000684325129655495,5.8039270012372e-16,2.30152862873527e-06,1.46187848270866e-16,1.57166744088461e-15,-0.00113129132021867,1.50581501216278e-16,-7.8033526859055e-16,-0.000127313425387508,-0.000164867099634221,5.54900013350865e-05,-5.2751433019728e-06,-8.42026614985397e-07,4.56453115427921e-06,-6.51982527766163e-08,1.10106211806409e-14,-0.000209621642455986,6.21315740287712e-16,8.78915998869246e-16,0.000232752039731363,5.76716851043078e-08,2.99490916418133e-15,-1.29662484232689e-15,5.00415598932794e-15,-0.00945188372002614,-2.77067463399103e-05,5.84989886206792e-16,0.0126670871767836,8.31242808496406e-07,-6.94240295566389e-06,-1.98158561886784e-15,2.32324774680426e-16,1.50895720203971e-16,-4.68128568666591e-16,7.44262725563928e-16,-1.54287906271105e-08,-2.5169142158134e-15,-2.34542364984711e-15,1.45797112475652e-15,0.000422473886230457,3.49638311958713e-16,2.1085913874919e-15,-3.34199033698097e-15,-2.7244441785789e-15,2.12368185072146e-14,3.23532393799124e-15,1.28562842374455e-14,-3.92278557390268e-14,-0.0894427190999892
"t25",0.00848567971981137,-0.265379193248934,0.0363490277870308,-0.0262727579966419,0.00724450717575206,0.00634031826692928,-0.000675471791409367,-0.00416660143151639,-0.00147324795483375,0.00172523968828905,-0.00334327702397228,0.00088584797914468,-0.000198157184268536,-9.61212613892637e-05,0.0196294069625663,0.000431158298920732,-0.00703629847136704,0.00369195661933426,-0.000511488535519633,0.000341656867119884,4.94347267955189e-05,1.75815265605845e-06,0.000688295908637477,-0.00080360225280107,-0.00174813685881759,-0.289245577396217,0.000634531674725931,-0.00109780822367785,-2.26557819033907e-06,5.16518475759714e-05,0.000115839921790632,5.29145478000183e-05,-0.000195531613342814,1.60282328640021e-06,-0.000400089879573762,0.000232034658907722,-1.94778279403149e-06,-0.000129783854607245,0.00413605378519067,0.000247610229413728,-0.000767394902807144,-0.0812558148222431,9.56846759265822e-05,-0.456223144581381,-5.7315425923174e-05,0.000310160641415181,0.787468049247849,-0.0012515639054595,-0.000142735796653966,1.25334599026161e-08,9.59785610692382e-06,0.00024861957691399,-7.04446162510189e-05,-0.00020146478567691,-2.88456199674444e-05,1.62913913085208e-15,-0.000219659406344147,0.000547056802800839,-0.000134332900341107,5.03296456269031e-05,0.000591458001321191,0.000116581440809069,7.5157301888952e-06,-2.35073389254072e-05,-0.000757873410365581,0.000253097468673526,-3.11642028359371e-05,-1.70290309701481e-15,-1.72702856731412e-15,1.23368882246468e-05,0.00070128491134814,0.00161420205812054,-0.000171426108311401,-0.000445238657849189,-2.6920441760224e-05,3.08648482405501e-05,0.000616404552932839,4.3482875392539e-16,2.07794350527272e-06,-1.03691346862537e-15,1.13042069586512e-15,-0.00102334868336598,-4.1211471801927e-16,9.148168531428e-16,-0.000115439943864283,-0.00014957207257309,5.03580719525567e-05,-4.78851820802912e-06,-7.65712904873863e-07,4.15689314376487e-06,-5.9476252835629e-08,1.53736372441187e-14,-0.000191457836155523,-1.05616486582117e-15,-1.68246707898381e-15,0.000213713837965016,5.30273308877651e-08,-2.36733600886868e-15,-3.46182127114548e-16,4.25756437421096e-15,-0.00873984433331931,-2.56348711453235e-05,-1.44587827779311e-16,0.0171545278387031,6.64535818940369e-07,-6.20444480246687e-06,1.35090933037563e-15,-9.5587627494276e-16,1.55726905328015e-15,-1.4710773578036e-16,6.91394314585477e-16,-1.41134769120901e-08,-1.26038305749831e-15,-9.17618324696424e-16,4.99661454017778e-16,0.000388102385744243,2.87950357902679e-16,8.56172562658801e-16,-4.30894238436052e-15,-2.9054390723938e-15,1.26143216756922e-15,4.62067005253322e-15,9.55902904247137e-15,-4.05401154952716e-14,-0.089442719099998
"t79",0.00852937960352909,-0.269033217043035,0.0368849616009013,-0.02689228906221,0.0075101241683821,0.00660529027151354,-0.000704498893999627,-0.0044066777968329,-0.0016359465736322,0.00197278627059307,-0.00385788066274366,0.00104585338959088,-0.000237398254022962,-0.000116313743059743,0.0259177853180668,0.000573937441143752,-0.00944578135625912,0.00507814834153118,-0.00074152727869936,0.00050311778014989,7.54939159665194e-05,2.82060915893708e-06,0.00117508382884159,-0.00140041501561273,-0.00317479808636157,-0.544386743438629,0.00135858498310132,-0.00269955242384591,-5.73505551218704e-06,0.000140023157911574,0.000349211288107819,0.000203990833100333,-0.000803047452500287,8.48309512720553e-06,-0.00439491330116694,0.00367125493077041,7.04164983940858e-06,0.000377739482416058,-0.00680266530667686,-0.000379755960075021,0.000923013927368319,0.090086048181095,-0.00010371120361936,0.377121346281155,1.89199055798337e-05,-9.27965097226687e-05,-0.0915636170231584,0.000128868651329253,1.43002136801145e-05,6.84821373470510e-11,1.0460681854298e-07,2.07705440656252e-05,-9.50898363162332e-06,-3.55902085082499e-05,-6.28488460709237e-06,1.41387755944486e-15,-5.77075555363528e-05,0.000148637552320671,-3.73795779851539e-05,1.52288789851914e-05,0.00018660014552688,3.840978745912e-05,2.6654631047016e-06,-8.67592388674557e-06,-0.000287475929389672,9.89539589303712e-05,-1.24022749100204e-05,6.91582994834649e-15,-3.16667936861727e-16,5.19037439523258e-06,0.000318063376011446,0.000736794731914101,-8.00206055315078e-05,-0.000214741444083137,-1.3391466325711e-05,1.53957142549491e-05,0.000311453724196689,5.55499564502053e-16,1.11964985000178e-06,3.42641606500683e-16,2.81659869400351e-15,-0.000581450199944461,-1.13099702718815e-15,-1.80950651528394e-15,-7.02539686877596e-05,-9.25262305397767e-05,3.14578217932421e-05,-3.01557612553153e-06,-5.11257701859411e-07,2.9258069770584e-06,-4.48369536896805e-08,1.30087258116549e-14,-0.000152570284458847,-1.43462494642877e-15,-7.51231840598635e-15,0.000231833069342588,6.31333374360002e-08,9.66905613898718e-15,-5.66004555953261e-15,1.03962657087282e-14,-0.015053589712879,-4.5759630076632e-05,7.52270502178007e-15,0.67906243002417,-1.14689971679663e-05,1.66600433871294e-05,-2.14307820803213e-14,-3.91277214070451e-15,7.14522050104057e-15,1.05126800999294e-15,-9.40464135780009e-15,1.32307880262709e-09,1.25548679196272e-15,1.23441584035357e-14,-8.7799913762245e-16,7.38768561513725e-05,-4.93201615983973e-16,6.15103670851621e-15,-2.02512627864888e-15,5.21971301380389e-16,-3.51667968868996e-14,4.09062729605064e-15,-3.46161066602609e-15,-3.24265317984267e-14,-0.089442719099989
"t80",0.00852031585445616,-0.2682816884461,0.0367748388507206,-0.0267660555198547,0.00745665490942859,0.00655219788666114,-0.0006986889096709,-0.00435924090091608,-0.00160514990304636,0.00192705421956096,-0.00376350437576435,0.00101703111029337,-0.000230408066306647,-0.000112743579898517,0.0248713946157739,0.000550303757521211,-0.00904909467120397,0.00485336615302942,-0.000705364230769559,0.00047795718962862,7.15122214377005e-05,2.66229513313448e-06,0.00110464318413326,-0.00131483915640064,-0.00297380369160434,-0.508957492898929,0.00126265153439168,-0.00249615166631779,-5.29798624994556e-06,0.000129086942179887,0.000321038921542177,0.000186587066055125,-0.000733761790423809,7.72446576888419e-06,-0.00397931706687539,0.00331913297090597,6.27150535950617e-06,0.000335622816304368,-0.00599530578821473,-0.000334291187329032,0.000808953391823473,0.0788304731249848,-9.07132532144242e-05,0.328049364222958,1.61426714964451e-05,-7.90233332271771e-05,-0.0768334521432392,0.000107989208966696,1.19797754273919e-05,5.66236899462234e-11,8.64242024884843e-08,1.69523591400218e-05,-7.67766058377235e-06,-2.84356531908711e-05,-4.95960131704933e-06,-4.03100579080983e-16,-4.47974465106567e-05,0.000114954217375327,-2.88270067732555e-05,1.16115522108136e-05,0.000141333642036115,2.88679061698509e-05,1.97243357624042e-06,-6.35671342831931e-06,-0.000209040673056306,7.12982126814253e-05,-8.88427858173607e-06,-4.4441013641737e-15,1.4365645018433e-15,3.64203862180503e-06,0.000215458656331294,0.000497386988780429,-5.33303012925016e-05,-0.000140171533751366,-8.54928208036738e-06,9.80821039462869e-06,0.000196411331324226,-8.82045375658775e-16,6.655209573998e-07,1.13980912454623e-17,-2.0252932493559e-15,-0.000325082517579736,1.65746266748071e-15,3.23213722896627e-15,-3.55411463879828e-05,-4.55262419729274e-05,1.52111840784707e-05,-1.43664121574426e-06,-2.15731407072514e-07,1.08075289023006e-06,-1.33459083404162e-08,-2.19086293905524e-15,-3.63517788454074e-05,1.54948354093265e-15,7.89429260400181e-15,-1.83969439349583e-05,-1.04040776821928e-08,-9.92073137468543e-15,7.09673179449016e-15,-7.84865325901062e-15,0.00671997788484179,2.14643542564325e-05,-7.86608950967777e-15,-0.73356477021115,1.35012219848711e-05,-2.57590253912217e-05,2.12913215588739e-14,3.7874639237246e-15,-7.55106052200091e-15,1.64593598625799e-16,9.44154465846893e-15,-1.8439208510849e-08,-3.34389952886336e-15,-1.84251944120369e-14,3.0972362164377e-15,0.000394812310757858,1.2548095753406e-16,-4.13058022961201e-15,-5.5508035164853e-15,-6.59380712282821e-15,4.81616143548169e-14,2.40453378582276e-15,2.30555184254817e-14,-4.40853137157407e-14,-0.0894427190999969
"t42",0.00846118934571094,-0.263125000503568,0.0360148372645236,-0.0258473827023579,0.00703475682614401,0.00611944210526954,-0.000650972732968208,-0.00393047043311692,-0.00119531309029583,0.00111640596739299,-0.00191409347574793,0.000266092923512164,-4.83306086755877e-06,2.32254469383189e-05,0.331437027422124,0.00518821681405318,-0.0687680523988709,0.0273605110925658,-0.00376998728178764,0.00276519923465454,0.000638704170024651,-6.30990584476634e-05,-0.0025849854941133,0.00205774134682626,0.00222899757894922,0.193953518728951,0.000207291261557332,-0.000875077682626245,-1.97080654433821e-06,5.29103937542133e-05,0.000143068458824452,8.91392937044624e-05,-0.000352498612815196,3.71933050857747e-06,-0.00183816793841463,0.00150298722745388,1.64933490134823e-06,7.02475577626643e-05,0.000674294168064793,6.82426476927281e-05,-0.00102793269032351,-0.49319702341306,0.0351428116773098,0.151978336792841,-1.71558826556724e-05,0.000101815774696175,-0.00231197442530234,-0.000224433972408687,-2.85719771068736e-05,5.34956820569182e-09,4.14642022742779e-06,0.000122185908608375,-3.71545915941289e-05,-0.00011173441769418,-1.67378059866937e-05,2.14995444266894e-16,-0.000133327469353306,0.000334904485150539,-8.27451786492705e-05,3.1696034936805e-05,0.000376729344608948,7.51495451553645e-05,4.94604107486987e-06,-1.5646809755724e-05,-0.000508429647948563,0.000171279429999071,-2.11979520446304e-05,-0.707106781186543,5.90775441947364e-14,8.52711854398714e-06,0.000495207171774705,0.00114190060875582,-0.00012202889309374,-0.000319795288845027,-1.9496302347516e-05,2.23690528018315e-05,0.000448239859293856,-9.27565876114216e-16,1.53546047335235e-06,-1.60712683171197e-15,7.70059258427787e-16,-0.000765352728653444,1.41342131798974e-15,1.17747481798586e-15,-8.75265741297289e-05,-0.00011373662973024,3.83572784659756e-05,-3.65229988937859e-06,-5.89182303326046e-07,3.21939079020545e-06,-4.6368417460645e-08,8.95735681470164e-15,-0.000149864774300257,-2.55366446139716e-15,-9.92885638409658e-16,0.000168459546129089,4.17083709119303e-08,1.04168489502849e-15,1.25545743760569e-15,-5.39118477319057e-16,-0.00254035218555743,-2.45340843224887e-05,-1.31670481870423e-16,0.00303583841267855,7.4335561366152e-07,-5.44706094850974e-06,1.10336417904214e-15,-1.51672390154613e-15,1.28208747095028e-15,2.39096506294962e-15,-1.12798000149601e-15,-1.18858231651873e-08,-1.70702324852156e-15,-3.35468096560952e-15,1.38937985173949e-15,0.000125475721974272,1.05439826567458e-15,9.61789345458229e-16,-5.15612945425667e-15,-2.89633795628271e-15,-3.71461439538189e-15,3.08300098097222e-15,1.08001685740257e-14,-3.8776388549424e-14,-0.0894427190999931
"t43",0.00846118934571094,-0.263125000503568,0.0360148372645236,-0.0258473827023579,0.00703475682614432,0.00611944210526925,-0.000650972732968297,-0.003930470433117,-0.00119531309029588,0.0011164059673932,-0.00191409347574765,0.000266092923512034,-4.83306086675979e-06,2.32254469375586e-05,0.331437027422124,0.00518821681405312,-0.0687680523988701,0.0273605110925667,-0.00376998728178812,0.00276519923465442,0.000638704170023348,-6.30990584480664e-05,-0.00258498549411331,0.00205774134682729,0.00222899757894951,0.193953518728951,0.000207291261556473,-0.000875077682625534,-1.97080654219113e-06,5.29103937542591e-05,0.000143068458825704,8.9139293706159e-05,-0.000352498612815242,3.71933050809243e-06,-0.00183816793841322,0.00150298722745562,1.64933490102367e-06,7.02475577621749e-05,0.000674294168062369,6.82426476882198e-05,-0.00102793269032292,-0.493197023413051,0.0351428116773092,0.151978336792834,-1.71558826562886e-05,0.000101815774693061,-0.0023119744253016,-0.00022443397241872,-2.85719771074287e-05,5.34957091481845e-09,4.14642022718583e-06,0.00012218590860895,-3.71545915914533e-05,-0.000111734417699037,-1.6737805982461e-05,3.82687334217094e-16,-0.000133327469351165,0.000334904485131594,-8.2745178612839e-05,3.16960349879001e-05,0.00037672934462448,7.51495451655922e-05,4.94604109299625e-06,-1.56468097839669e-05,-0.000508429648011466,0.000171279429712793,-2.11979518203623e-05,0.707106781186551,-5.74982650857444e-14,8.52711843788575e-06,0.00049520717170316,0.0011419006087152,-0.000122028893097929,-0.000319795288826966,-1.94963023442385e-05,2.23690527728108e-05,0.000448239859274508,1.92742696181488e-15,1.53546047995527e-06,9.69500585205366e-16,2.63102661909906e-15,-0.000765352728637204,-8.28214389706312e-16,-2.03782096034825e-15,-8.75265741550527e-05,-0.000113736629724362,3.83572784593866e-05,-3.65229989174008e-06,-5.89182304267314e-07,3.21939078869898e-06,-4.63684104451345e-08,1.00818097496006e-14,-0.000149864774299121,1.97721536357182e-15,-1.00628736040146e-16,0.000168459546130333,4.17083705843104e-08,2.08670622008529e-17,-8.75674900331925e-17,3.36882534254196e-15,-0.00254035218556006,-2.4534084324226e-05,6.84708365471786e-18,0.0030358384126672,7.43355615679221e-07,-5.44706094382136e-06,6.76617837350703e-17,3.98964752192694e-16,2.581404459776e-16,-2.25993534950631e-15,1.58814953036589e-15,-1.18858209837298e-08,2.76886987503257e-17,1.1476834998982e-15,9.91583521689195e-16,0.0001254757219806,4.39155007785341e-16,9.07779673307651e-16,-1.37209832669934e-15,-2.29237242353282e-15,3.1743133453584e-14,2.85620267714405e-15,8.67116006997502e-15,-3.94720742259755e-14,-0.0894427190999883
