,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
t3,6.872367,8.929274,-0.046648502,4.3439045,0.01829153,0.6156131,-0.35776383,8.74103,4.000736,6.9698825,0.5091891,8.729339,14.381834,3.445497,0.20866618,-0.00776551,5.0567293,5.08418,17.640152,0.07171082,-0.2105608
t4,6.949329,8.102308,-0.041852348,4.3307123,0.014239498,0.6368218,-0.34915397,9.231093,4.204014,6.567416,0.59388727,8.805228,13.15676,3.0787575,0.22342362,-0.07030743,5.178215,4.5159993,15.864761,0.050434455,-0.21397765
t5,7.2826886,7.1467257,-0.035589073,4.436876,0.010694708,0.6710648,-0.34125188,9.8970375,4.3763804,6.2698183,0.7267628,9.016642,11.916821,2.859708,0.24562667,-0.12982164,5.2791586,4.207884,13.809694,0.02968217,-0.23127513
t6,6.800055,8.007714,-0.042708997,4.134086,0.017014489,0.6237811,-0.33712897,8.718523,3.9890354,6.260671,0.58254033,8.582144,12.954513,3.2003088,0.2175978,-0.051033594,4.7914677,4.7068605,15.42181,0.053129464,-0.20273975
t8,7.434204,4.428269,-0.023974355,4.5112696,0.0021197523,0.7393451,-0.32473993,10.67584,4.754716,4.987542,1.0373142,9.351632,8.090711,2.6429229,0.30143452,-0.3302364,5.3271728,3.3684595,8.011545,1.0839554,-0.22291358
t9,7.2191534,5.6591754,-0.029986346,4.2948236,0.0077292193,0.7127127,-0.3265505,10.134106,4.406616,5.4891577,0.8839364,9.071062,9.684848,2.8528993,0.27282423,-0.22048017,5.1908307,3.7830212,10.318127,0.47431841,-0.21274215
t10,8.346693,1.0181667,-0.014913466,5.7107368,3.4068208,1.2663983,-0.33146533,10.737504,5.747193,3.0922887,1.6791481,9.896856,3.7127995,3.7944539,0.38256463,-0.8557462,5.8024864,2.428529,-0.052280966,3.4842882,-0.28983483
t11,9.010822,0.34593725,-0.011394062,5.6346097,5.2356086,1.6706595,-0.3050561,9.645236,6.1763816,1.9964523,1.788327,9.825488,3.4820547,4.3625875,0.38808167,-1.0525856,5.3450246,1.7286692,-0.2391496,4.485676,-0.28580666
t48,6.257726,1.2461212,0.16162536,0.00350914,7.9559813,1.7563936,-0.01630336,0.6781798,3.5519264,0.18036352,0.779464,4.075519,3.9071505,-0.00073835265,0.113681786,-0.87530595,-0.033835657,-0.16579036,-0.39082712,4.5205274,1.0256107
t49,5.688296,1.2738842,-0.0006664419,0.0048503797,6.958713,1.5978605,-0.02152428,0.56071085,3.3056245,0.17106447,0.70992666,3.7994435,3.642809,-0.003912405,0.1113372,-0.7865371,-0.028007023,-0.13742684,-0.3519608,4.28921,1.122555
t17,7.9327273,1.0357895,0.9108447,0.2672582,11.170874,2.2461243,0.07536521,0.85541886,4.2498684,0.21287936,1.0173483,4.9039474,4.4542904,-0.0033864684,0.10916508,-1.1573061,-0.07733098,-0.27808568,-0.5175644,4.807657,0.71291053
t28,10.88798,3.2134135,-0.0052109174,0.009939835,12.327914,2.801686,-0.0052689193,0.017483534,5.1048546,0.3488225,1.2445375,7.19264,6.237671,-0.03203264,0.16977052,-1.4902695,-0.11317349,-0.22419138,-0.66155237,7.4419847,3.4071462
t68,5.184305,6.7904377,-0.046300296,0.03809426,0.40252522,0.7736202,-0.040837612,0.12089076,2.5705287,0.2502929,0.536548,7.59146,4.942564,-0.056617714,0.14282118,-0.47477102,-0.08880323,1.796368,-0.09418948,6.0863423,7.6925707
t180,2.5318506,8.950014,-0.06880461,0.030669898,0.02842797,0.004033381,-0.089500204,0.17559436,1.8052263,0.20060587,0.28010613,8.591449,4.2867436,0.29247305,0.15853131,-0.18662213,-0.119788,2.4219768,2.037433,6.1060333,9.791141
