,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
t3,-1.584922,1.5114782,8.327406,4.2438693,6.801408,6.4329524,5.6473103,6.4045815,6.150997,6.82021,8.226881,4.9687552,4.5985913,5.112523,3.524661,5.4206676,4.7617536,5.383272,6.3389006,3.8388426,4.9379
t4,-1.5691304,1.5696846,8.316193,4.30001,6.7004647,6.4174304,5.6497326,6.49028,6.0969415,6.8650985,8.246378,4.911164,4.6195145,5.1257567,3.5292578,5.4735637,4.8063736,5.38349,6.2609506,3.921197,4.922233
t5,-1.6188557,1.5124867,8.316833,4.270087,6.733513,6.468129,5.6732697,6.4998627,6.1282454,6.849562,8.251612,4.9540405,4.59978,5.0843163,3.593492,5.4547334,4.8080482,5.322653,6.2607956,3.8838446,4.933019
t6,-1.620749,1.4880528,8.353153,4.197725,6.804859,6.4939313,5.661086,6.3932085,6.177396,6.7878094,8.263456,5.0110435,4.614057,5.044307,3.578356,5.410035,4.770249,5.332822,6.361764,3.8125772,4.9792757
t8,-1.6383816,1.4191464,8.304913,4.2283554,6.730739,6.534394,5.6480827,6.609048,6.1455946,6.8378353,8.272953,5.0441394,4.6281586,5.0080824,3.736174,5.4947305,4.8400025,5.234653,6.176065,3.839628,4.959586
t9,-1.7079014,1.4943925,8.387654,4.2857337,6.655587,6.521884,5.631945,6.5425053,6.1828737,6.9030566,8.255311,5.028152,4.5791903,5.027049,3.700983,5.536369,4.7887216,5.2257223,6.246436,3.919279,4.93801
t10,-1.6619476,1.273468,8.242581,4.1860976,6.753096,6.5789604,5.718837,6.6739564,6.1336613,6.8168354,8.277833,5.1188083,4.6818695,4.945966,3.8986754,5.496904,4.925387,5.1995153,6.0630236,3.77776,5.0107317
t11,-1.6266999,1.2879707,8.205141,4.16156,6.767703,6.6248207,5.6971073,6.7049346,6.116894,6.7829356,8.325557,5.115639,4.689213,4.9173374,3.9006186,5.4807615,4.9363813,5.16544,6.0648046,3.7519324,5.003849
t48,0.39244184,3.999356,3.854028,5.1764436,6.9231825,5.838859,4.206976,7.0201426,6.0150514,6.034165,8.136358,5.6138163,4.203542,5.0899906,3.0450633,5.44952,5.85695,5.6425557,6.02975,3.4392927,5.3992715
t49,0.3428428,3.953058,3.7932847,5.2008834,6.902655,5.788924,4.245339,7.0012045,6.032643,6.0782456,8.144214,5.562281,4.2117925,5.0943456,3.0550592,5.5024586,5.8199244,5.6162004,6.0550103,3.4536023,5.407556
t17,0.48098803,4.0727477,3.8291795,5.2637854,6.950979,5.8369203,4.284869,7.074255,6.0402865,6.097972,8.10018,5.6237497,4.2175536,5.122196,3.1328561,5.4416194,5.8025103,5.6272035,5.9929576,3.4462337,5.406945
t28,0.32879648,3.9447854,3.63555,5.3002872,6.9074826,5.6641135,4.3188834,7.0506616,6.022841,6.172036,8.061329,5.446097,4.2377057,5.175292,3.1226008,5.625373,5.7368736,5.524984,6.0658507,3.3310943,5.384402
t68,-0.17689581,3.6174011,3.1691928,5.1590266,6.6411815,5.3214006,4.239355,6.7553434,5.930384,6.2080092,8.120552,5.1741047,4.220683,5.1858134,2.939677,5.977081,5.8280373,5.4691987,6.345575,3.2336493,5.37483
t180,-1.0398916,3.011958,2.0725746,5.22239,6.3670917,4.3385334,4.2675023,6.633724,5.8054824,6.5380354,8.3938875,4.4528866,4.256819,5.731381,2.9597025,6.9465466,5.8016267,5.1513042,6.919158,2.6096606,5.33767
t181,-1.0376997,3.0344005,2.0915546,5.240275,6.344808,4.3603816,4.2554255,6.6014743,5.8072543,6.516532,8.410708,4.434938,4.2334504,5.7460084,2.9360511,6.930171,5.8298755,5.172814,6.940582,2.5897572,5.344642
t77,-1.0191447,3.0285404,2.0881999,5.2296667,6.347329,4.3539534,4.2659373,6.629281,5.8173404,6.5168586,8.403947,4.439022,4.247511,5.7286153,2.9413583,6.9404526,5.8177686,5.169978,6.9191875,2.596778,5.3305297
t56,-0.030353809,3.735719,3.3371801,5.18419,6.718129,5.4535265,4.2515965,6.8679795,5.9250045,6.2339206,8.063105,5.270379,4.2023106,5.196107,2.9990172,5.8372416,5.7821746,5.470473,6.2340646,3.2605422,5.329046
t57,-0.067158416,3.658936,3.3004482,5.1973133,6.72528,5.4198484,4.2618275,6.812392,5.9787836,6.1564813,8.175115,5.2520795,4.242042,5.1602006,2.9763587,5.882009,5.817134,5.506577,6.279414,3.2872148,5.431829
t89,-1.159646,2.9579117,1.9896908,5.177777,6.5327625,4.3052516,4.217738,6.389503,5.646236,6.6285553,8.340999,4.537595,4.2538652,5.8228087,3.0184178,6.8982882,5.8330383,5.0675974,7.047912,2.648546,5.4899135
t113,-1.2724266,2.938815,1.9639177,5.3000183,6.5169168,4.3321347,4.2697573,6.4429803,5.663806,6.7031364,8.370736,4.536068,4.217909,5.787229,2.9945695,6.909277,5.768168,5.0439224,6.962026,2.6353428,5.4579883
t114,-1.2420213,2.958174,1.9463542,5.2209835,6.5246944,4.3119774,4.1965723,6.4447556,5.6348596,6.699144,8.4091425,4.5097456,4.2241707,5.848125,3.0427442,6.9003506,5.775829,5.0137677,7.006033,2.6167662,5.4341164
t146,-1.1884485,2.9569037,2.0156908,5.2908707,6.443381,4.3251343,4.305571,6.4882717,5.7491136,6.6056046,8.376818,4.493448,4.2251925,5.758376,2.9429357,6.9436183,5.815228,5.1325164,6.9793673,2.6120567,5.423476
t147,-1.2536409,2.9457548,1.9509888,5.2841716,6.437927,4.3051906,4.2644916,6.441368,5.6942053,6.6633058,8.396949,4.462651,4.222752,5.8019323,2.9815779,6.9646945,5.8040924,5.073728,6.9896207,2.5846994,5.4393506
t103,-1.3228111,2.9313223,1.967291,5.3693824,6.560507,4.383079,4.315411,6.450531,5.656807,6.7344055,8.365548,4.57795,4.204783,5.7523613,2.977168,6.8686686,5.7337084,5.0465083,6.920067,2.6633852,5.477799
t176,-1.2680318,2.9561038,2.0028303,5.375149,6.3888445,4.2599077,4.2466583,6.587755,5.783635,6.696787,8.391208,4.5032616,4.166926,5.7848835,2.9890842,7.008303,5.779176,5.0266185,6.9027777,2.5902941,5.3325677
t177,-1.1851946,2.9734848,2.0274618,5.2476873,6.425844,4.246222,4.2245398,6.680931,5.7841163,6.671616,8.412958,4.4981537,4.2187757,5.7884455,3.0321615,6.9774694,5.731153,5.023029,6.9225726,2.6083107,5.288325
t75,-1.2086009,2.935187,2.015707,5.3331575,6.4227805,4.2749567,4.298648,6.6471534,5.7937965,6.658617,8.360949,4.52962,4.2171555,5.7460833,2.9890027,6.9927473,5.7501383,5.0716877,6.900086,2.636031,5.349652
t128,-1.28881,2.9584193,1.9239717,5.2102284,6.4430447,4.2370815,4.1810794,6.7202744,5.7016954,6.746051,8.498325,4.419559,4.2394133,5.8423,3.0702732,6.974763,5.673474,4.953295,6.9151416,2.5491166,5.278303
t130,-1.2664692,2.949991,1.9259049,5.250708,6.47465,4.279436,4.2121844,6.7619767,5.6994,6.760901,8.460479,4.456382,4.2697845,5.803714,3.1044571,6.9628,5.6332183,4.9408364,6.866644,2.588034,5.3049016
t154,-1.3087541,2.9503744,1.8968027,5.2899766,6.467389,4.3246794,4.252771,6.7249184,5.6970844,6.78373,8.445043,4.4584255,4.2684164,5.776623,3.1175303,6.977332,5.6247077,4.9513392,6.8232145,2.5953457,5.3371563
t155,-1.3113946,2.9187982,1.9369557,5.3089986,6.428348,4.2832623,4.2725973,6.757968,5.753704,6.728004,8.412342,4.482855,4.235157,5.764215,3.050428,7.0128274,5.667246,4.99895,6.824384,2.6055934,5.306371
t79,-0.28086042,3.5487552,3.067441,5.2016344,6.6681757,5.239479,4.2696576,6.790796,5.8956566,6.29803,8.1555,5.115583,4.2264476,5.2572975,2.9922216,6.054488,5.7626324,5.3875175,6.353595,3.1555467,5.3794446
t58,-0.13311888,3.6797173,3.254216,5.171675,6.6948814,5.416234,4.251037,6.8390417,5.9105844,6.273192,8.08462,5.2506905,4.2063456,5.1837897,2.9978669,5.8803377,5.7675214,5.428698,6.2555146,3.2425578,5.3391204
t59,-0.07942835,3.6296875,3.2677398,5.2269034,6.720948,5.3621,4.279568,6.8204126,5.9460077,6.2114816,8.14692,5.1930666,4.2365365,5.235137,2.9895892,5.9345503,5.795137,5.479197,6.30281,3.223615,5.399679
t60,-1.1604509,2.9190643,2.0174456,5.285473,6.4954734,4.314525,4.3223915,6.5005417,5.7392144,6.5898027,8.32851,4.558256,4.23799,5.744425,2.9273496,6.926499,5.8121247,5.1527314,6.980646,2.670275,5.447956
t40,0.16981661,3.8251207,3.5489385,5.2262807,6.814813,5.5971694,4.2745223,6.9369197,6.0028505,6.1608505,8.106948,5.3865685,4.2250714,5.1404614,3.0383353,5.6986704,5.778566,5.5322537,6.152719,3.344975,5.393454
t67,-0.08459237,3.692524,3.2348702,5.0309234,6.489651,5.3320975,4.1216073,6.5798893,5.936036,6.0609407,8.013127,5.167324,4.1767044,5.1276555,2.784829,5.9660892,6.0117426,5.617101,6.4872007,3.3320196,5.3112984
t191,-0.22331879,3.5898468,2.9221847,4.8727026,6.160474,5.0144777,3.9574466,6.2459164,5.859759,5.862216,7.8328266,4.9141364,4.1749077,5.174671,2.491148,6.228686,6.3098044,5.8168597,6.854283,3.3700454,5.2564077
t192,-0.30169514,3.6413977,3.0012512,4.8414707,6.242514,5.1131425,3.9773958,6.2974744,5.9321585,5.9552755,7.9428997,4.976384,4.0797653,5.093071,2.5785735,6.238638,6.248601,5.718361,6.778362,3.2696743,5.1690145
t109,-0.30872256,3.619334,2.9541578,4.7598,6.1673,5.0696263,3.9256296,6.1819077,5.8964357,5.9145,7.9149303,4.9283905,4.066018,5.077047,2.5179079,6.2902923,6.3536015,5.7583957,6.872412,3.2873774,5.1469674
t84,-0.26846278,3.629392,2.978607,4.8024254,6.1756916,5.0805545,3.936968,6.218184,5.892841,5.8938046,7.893547,4.948031,4.0976543,5.101298,2.5115373,6.244401,6.3269196,5.7778187,6.8452744,3.3172188,5.1814823
t76,-0.18149686,3.6570268,3.0608442,4.863585,6.241874,5.1552777,3.9741397,6.294679,5.905469,5.922356,7.899731,5.013539,4.127376,5.1076503,2.564192,6.1447015,6.260598,5.7508073,6.76283,3.352693,5.2292495
t139,-0.24695143,3.6090338,2.953469,4.8271575,6.1525383,5.046696,3.933339,6.21416,5.864852,5.857483,7.8570848,4.926276,4.138348,5.139107,2.4815788,6.2375436,6.3372097,5.814881,6.8603077,3.3484097,5.2190685
t140,-0.25693315,3.6640997,3.0259187,4.795444,6.2123585,5.1264563,3.9430087,6.2333775,5.9246087,5.9250474,7.924465,4.9945574,4.078245,5.0790305,2.5432322,6.2121086,6.308078,5.7433505,6.8069177,3.3019361,5.16738
t100,-0.10193327,3.6992922,3.176741,4.913066,6.3243403,5.264426,4.0150056,6.3843417,5.918928,5.9465632,7.9135222,5.1009827,4.151861,5.0920377,2.6257122,6.038432,6.1851883,5.727669,6.650926,3.3938363,5.2637944
t35,0.27052137,3.8984618,3.6260157,5.265469,6.8812237,5.649564,4.2892346,7.014772,6.0091496,6.153027,8.077853,5.428432,4.229366,5.1670547,3.0844426,5.6444974,5.762371,5.531603,6.095116,3.331028,5.3801956
t32,0.270807,3.908149,3.6575334,5.2217364,6.898993,5.6537843,4.211452,7.022461,5.967485,6.0748334,8.05083,5.4193816,4.201386,5.2225294,3.036227,5.6449556,5.8404465,5.5616403,6.120473,3.2974272,5.317193
t30,0.23506773,3.8612027,3.5839324,5.2980366,6.8601336,5.6374054,4.354335,7.0008965,6.0457096,6.2271485,8.114875,5.4251213,4.2529364,5.1107044,3.1178966,5.65562,5.6909633,5.5017223,6.0806894,3.3607295,5.4397035
t55,0.059912376,3.7621408,3.4466481,5.1731086,6.7323103,5.5237303,4.2395644,6.8449774,5.978824,6.152172,8.111123,5.3304944,4.2132816,5.1325517,2.9778726,5.7717156,5.8227353,5.5387335,6.2319727,3.3397841,5.383355
t73,-0.26538864,3.5860748,2.9771135,4.9309483,6.2950454,5.091335,4.037732,6.380039,5.8924356,6.0052247,7.971848,4.9743505,4.1481676,5.1718473,2.640577,6.20401,6.163412,5.669614,6.7315784,3.25971,5.2533336
t74,-0.16638373,3.6354704,3.146924,5.0347505,6.475737,5.264537,4.1325135,6.573824,5.9153814,6.09834,8.034299,5.114591,4.1777782,5.15081,2.7909021,6.032904,5.9941187,5.5790453,6.511739,3.2755656,5.308987
t19,0.18706118,3.841872,3.650268,5.163737,6.815884,5.673789,4.2228265,6.9119554,6.0002613,6.0940247,8.1448145,5.459011,4.2073126,5.1034517,2.9979937,5.621633,5.836852,5.5894747,6.1438723,3.408646,5.3967385
t18,0.47563148,4.0651383,3.7663252,5.294578,6.958998,5.7753615,4.296685,7.099056,6.019582,6.114014,8.053591,5.563437,4.224433,5.1783233,3.1502838,5.502397,5.7815723,5.5826664,6.0038795,3.3804586,5.3730197
t16,1.2513717,4.779509,4.1048613,5.2820735,7.126492,6.2224383,4.2736564,7.259668,6.000952,5.942097,8.0405855,6.148275,4.179463,5.1388884,3.3310497,4.9694443,5.9636874,5.785846,5.7044587,3.6642315,5.4041085
t24,0.51152,4.0955887,3.925341,5.1795883,6.9801106,5.9161377,4.21489,7.0637493,6.055402,6.023073,8.170526,5.6925745,4.207872,5.0556993,3.0567925,5.370291,5.848769,5.6597776,5.980062,3.4982083,5.4259458
t25,0.7187533,4.2845197,3.9336858,5.2626543,7.015441,5.962945,4.265287,7.1383195,6.0288086,6.037813,8.088263,5.7863703,4.2060413,5.127904,3.1808593,5.2901216,5.8534803,5.679581,5.9066176,3.5123315,5.397686
t39,2.667472,11.274234,6.824039,6.087122,6.902171,8.187649,3.943763,6.492131,4.083104,6.3608723,9.448473,6.86321,3.310723,8.491995,4.48835,3.9071217,6.8565664,5.136092,6.006496,3.17841,3.789112
t99,2.5071855,11.477683,6.866619,6.1114736,6.521868,8.12504,4.017967,6.3072286,4.2374115,6.4018908,9.552256,6.879802,3.2500563,8.340559,4.2586393,3.879839,6.8748507,5.123902,6.101582,3.0478208,3.7312455
t174,2.4580772,11.5283985,6.8854527,6.0818896,6.4428687,8.072353,4.056591,6.2644253,4.2720737,6.3876667,9.609597,6.889429,3.2065592,8.290099,4.2115293,3.8650215,6.884027,5.152636,6.16255,2.9904742,3.6761012
t175,2.4481525,11.565152,6.8710566,6.1405096,6.439787,8.13168,4.0254645,6.2172437,4.2989974,6.4392185,9.556266,6.883987,3.2584505,8.293434,4.155853,3.8941648,6.8705425,5.093637,6.103455,3.0316634,3.740246
t148,2.463381,11.532101,6.8886547,6.092301,6.448809,8.079095,4.04909,6.26489,4.2557964,6.3804617,9.601429,6.8887696,3.2142892,8.293801,4.205574,3.8748224,6.8821325,5.1324177,6.148553,2.998247,3.6913154
