"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103","V_104","V_105","V_106"
"t29",-0.0890579276056993,-0.00423194512403088,6.65979002312303e-06,0.101754119098153,0.0681270340710053,-0.00666665322233093,0.117640626720218,-0.123191292408845,0.0132390265649702,-0.294365140538185,0.00505291783036031,-0.182700106274092,0.0063193801450927,-0.00546524599295206,-0.000503735724384139,0.0134274920199465,0.0112552860133087,-0.494643014750653,-0.00297299426736668,-0.0019221243278994,0.031597217347982,0.00011499152468543,-0.00632830416570672,0.0336655831786801,0.0273097353487121,-0.0284490281646846,-0.057220228603523,0.010333041555306,7.58941520739853e-18,-1.77809156287623e-17,1.66967134562768e-17,-1.91741154204061e-16,-9.62229428080885e-19,2.78917386120222e-16,0.000156130758221167,-0.0365895041715164,0.0818423268895184,-0.000203412942374569,0.0275563596957678,-0.00295910665972828,0.00484944646393255,-0.00802211664121176,0.0936920299567443,-0.0107905489610413,-0.000258739314579074,0.215176912494553,-0.00230909991697862,0.0391390431709374,-0.00207064261573239,-0.000205008480911221,-0.000226530500146841,0.000429433631061843,0.0235147475685728,-0.00618305713439212,-7.65968912621762e-05,0.0033570912181305,6.42838323146354e-05,1.02267191234364e-05,4.1198054714823e-06,1.39081723354989e-06,-3.70004427648584e-05,-1.80345950266328e-05,-0.00366181088956756,0.000760411878048678,0.000163974288685489,-0.00164566824388631,5.43534055437826e-06,0.000127535643805485,1.19241685662624e-06,8.40242490947771e-05,-1.15372997835082e-06,-0.112288338465661,1.48915168390884e-16,-3.70365156186943e-18,1.78242837156617e-16,1.36934734384919e-16,-4.39101879856629e-18,-1.22514845490862e-16,-2.45029690981724e-17,1.51788304147971e-18,1.91578523878189e-16,-7.58941520739853e-18,-1.0245710529988e-16,5.85333647870612e-17,3.33934269125535e-17,9.96212389924728e-17,4.52518881741137e-17,1.26201132877313e-16,-1.75315491290906e-16,-4.71627945031194e-18,2.04480529730766e-16,-4.92634362123101e-17,6.00648003556969e-17,3.21791204793698e-16,2.73600112292612e-17,4.17959937493162e-17,-4.53433677324172e-17,-4.40186082029115e-17,1.8588646247264e-16,-0.65978783782375,0.21590554113241,-2.3635607360184e-17,-1.22514845490862e-17,1.50270421106491e-16,0.0738656578716351,8.60449949138808e-17
"t30",-0.0890579276056994,-0.0042319451240309,6.65979002291904e-06,0.101754119098154,0.0681270340710054,-0.00666665322233086,0.117640626720219,-0.123191292408846,0.0132390265649704,-0.294365140538187,0.00505291783036014,-0.182700106274095,0.00631938014509269,-0.00546524599295187,-0.000503735724384524,0.0134274920199466,0.0112552860133091,-0.494643014750659,-0.00297299426736689,-0.00192212432789903,0.0315972173479829,0.000114991524685557,-0.00632830416570522,0.03366558317868,0.0273097353487129,-0.0284490281646846,-0.0572202286035225,0.0103330415553067,-6.51713491419191e-17,1.58360649151687e-17,1.30687657048664e-16,1.25199239192276e-16,1.02617619795312e-16,2.58449694069234e-16,0.000156130758221702,-0.0365895041715193,0.0818423268895245,-0.000203412942374598,0.0275563596957663,-0.00295910665972856,0.00484944646393018,-0.00802211664121174,0.093692029956743,-0.0107905489610421,-0.000258739314578994,0.215176912494555,-0.00230909991697912,0.0391390431709354,-0.00207064261573016,-0.000205008480912196,-0.000226530500145447,0.000429433631063979,0.0235147475685717,-0.00618305713439292,-7.65968912612063e-05,0.00335709121813007,6.42838323126375e-05,1.02267191243566e-05,4.11980547187916e-06,1.39081723609519e-06,-3.70004427649116e-05,-1.80345950215097e-05,-0.00366181088956535,0.000760411878054065,0.00016397428868663,-0.00164566824389242,5.43534055539924e-06,0.000127535643799119,1.19241685992576e-06,8.40242490969236e-05,-1.15372997723879e-06,0.11228833846566,-5.10688341210233e-16,-1.48017004930804e-16,-1.76247504338664e-16,-3.14746669157807e-16,-2.2888229985001e-17,3.24939336329094e-16,-1.27262861959311e-16,-3.14897838691798e-16,-3.40373643096317e-16,8.53375095501495e-17,1.72520373667833e-16,-1.45886792169705e-16,3.17412939648978e-17,-2.69785294559507e-16,-1.49350894141619e-16,-4.63858759131327e-16,2.32453026376201e-16,-5.01577751172864e-17,-4.08984051117031e-16,-4.87354600768071e-17,6.95698799893215e-17,-6.47704872533304e-16,-5.58880706840159e-17,8.20150223740604e-17,1.80711765749695e-16,2.1273972989289e-16,-6.02715364851842e-16,0.659787837823743,-0.215905541132408,1.88136511334789e-16,1.07753827435991e-16,-4.89416674042882e-16,-0.0738656578716341,-7.1393813911238e-17
"t1",-0.0863334479978093,-0.00401827259954195,6.30420599184982e-06,0.0912154212964492,0.0598743312341825,-0.00546794874448369,0.0927796326597224,-0.0967502212542889,0.00962748752970883,-0.195705265232849,0.00301989152414288,-0.108158189073029,0.00369387639229885,-0.00308315670622804,-0.000257259555977279,0.00651485589327021,0.00479111618256591,-0.206989691131085,-0.001165933083765,-0.00070207099066011,0.00987408934283204,3.5656284659163e-05,-0.00061939669767794,-0.000908484632082974,-0.00167508021316097,0.00330165150255288,0.00717651986355615,-0.00150033594829341,-2.77007095156869e-16,4.88448657733494e-17,-3.43739650693166e-16,2.75899490074668e-16,-3.02709295149803e-16,-5.61022399345479e-16,-0.000179381437358614,0.0605280737319947,-0.13683934639768,0.000384359422374161,-0.076293193649262,0.00839105147509503,-0.0152106912655378,0.0262300069098446,-0.318415600363426,0.0377686487375731,0.000919005281574643,-0.818307915266751,0.00950949363268736,-0.169472078469875,0.00908220770413421,0.000922528988765999,0.0010712955251956,-0.00238558206397134,-0.159742258377374,0.0420522799161805,0.000536168820159704,-0.0235224670152099,-0.000467607885354515,-7.55617770300855e-05,-3.09239859239588e-05,-1.04889434300258e-05,0.000283845919236688,0.000141808355743187,0.036099927996918,-0.00818744103414936,-0.00176613968640307,0.0178393387276037,-5.98041185476058e-05,-0.00141052601746833,-1.32093533528067e-05,-0.00105086804297448,1.46315962876885e-05,9.74914593498966e-16,8.94429568805534e-16,4.73281666850151e-17,4.41253827889944e-16,6.00517946697325e-16,-8.41210315762072e-16,4.19705673246623e-17,6.36098469155787e-17,2.75999407152254e-16,1.86301508047456e-16,-1.61750667102328e-16,1.18240431560682e-17,-1.66022368902673e-17,-2.48041302742954e-16,2.10894451077989e-16,2.54053778015767e-16,3.5150286940655e-16,-1.59056587017918e-16,4.01279327912454e-17,3.53328271925457e-16,-4.98379648158517e-17,2.07066399024914e-17,1.3846362528042e-16,2.53596480792961e-16,-5.8982571907466e-17,-6.58683162020929e-17,-5.02881053041051e-17,2.33433005820193e-16,-8.32667268468867e-17,-2.84494650060196e-16,-5.00353318987132e-17,6.76876035687882e-17,1.61260925485579e-16,-1.97758476261356e-16,2.80238706547165e-16
"t27",-0.111904535781493,-0.0182211568654885,0.00103501504030975,0.0597455886146708,0.0436415890076462,-0.0047632087069521,0.0865811429380838,-0.0909236031348346,0.010300430550926,-0.253729176282925,0.000897703841478629,-0.0840189799882833,0.00388222645033371,-0.00435069145482586,-0.000621646962582017,0.0259264760029852,-0.00885533376576745,0.273117689062658,0.000414923948958573,-6.53656330270617e-05,-0.0547485413962584,4.20493035591526e-05,-0.132820800734625,0.00931546207044029,0.00747720731163857,-0.00757372914270567,-0.0151444146757257,0.00269894057413574,9.78477850465571e-18,-3.26868678157324e-16,2.54916810660361e-16,6.33988729875067e-17,7.50001828502537e-17,8.26759320207452e-17,-1.05458257947104e-05,0.024633358255207,-0.0613477468870333,-0.000381855792366593,-0.0299348408894758,-0.000185776420888017,-0.00101921613655991,0.00202105424388402,-0.027620010419349,0.0171156800150454,6.48027219576907e-05,-0.0703834049262281,0.000817424320531493,-0.0138759017364192,0.000729005136245969,7.0382439058062e-05,6.97301052517717e-05,8.09184582659996e-05,0.783724252448375,-0.230863221247874,0.00025097877212516,0.149523774435087,-0.000668054933800937,-8.93362032474858e-05,-3.17668942682079e-05,-1.04041838609299e-05,0.000252918841253697,0.000112722411274216,0.291837172844346,-0.0436998434926144,0.00541139767787555,0.00199861721295143,-1.26298689401445e-05,-0.00855546760965737,-2.68347591866082e-06,-0.000315144954897696,4.42946357498771e-06,-1.04083408558608e-16,-9.14733017399547e-16,2.17994949201052e-16,1.69856346349379e-16,-1.28782589605272e-16,2.49929449510358e-16,-2.89505211684176e-17,2.42164122443065e-16,-5.65740196453045e-16,-6.13115182921094e-16,4.36900972354448e-16,2.23574497005757e-16,-9.86391876822686e-16,-1.02075090210219e-15,2.64256084159583e-16,-4.25687543161987e-16,-2.33920468616791e-16,3.67240915099542e-16,5.76786195707608e-16,-2.68990231681185e-16,-1.31747695946577e-16,7.44047019657693e-16,8.42510151617288e-16,1.09796617728267e-16,-3.07244477978047e-17,-1.13028436347786e-16,-9.478239267494e-18,-1.08025259139341e-15,9.43689570931383e-16,-3.88578058618805e-16,8.74524303564712e-16,3.98517143097446e-16,2.5436506541725e-16,4.09394740330526e-16,-1.82589256924316e-16
"t79",-0.113642828925713,-0.0186930669067755,0.0010634040354826,0.0630084906359292,0.0464553173186539,-0.00523373749904232,0.0968106393120425,-0.101854315668708,0.0119272813625814,-0.304809365167244,0.0011237782407087,-0.10555158177339,0.00490015703829852,-0.00556305075387641,-0.000822990079147385,0.0349133964717037,-0.0124226369326137,0.385089680019721,0.000596080296654252,-9.57557332423743e-05,-0.0834264314302762,6.4193612230325e-05,-0.241959302252365,0.0191476337706864,0.0159316013223919,-0.0171361996591068,-0.0346324000211219,0.00631477292432471,-7.88770187446498e-16,2.68830791098079e-16,-3.24778574958881e-15,1.14513521560645e-16,1.39725094824174e-16,2.91240346433887e-16,0.000141632660937304,-0.0753029425889859,0.182585980097327,0.000858534637302156,0.0338509983546727,0.00020240715359058,0.000954061830225539,-0.00178089088229897,0.0230307380657172,-0.0136916672955982,-5.07886600283483e-05,0.0502208763710267,-0.000524280894963329,0.00833387353945273,-0.000430576934869371,-4.02190509013683e-05,-3.73973712224116e-05,-3.55280885309174e-05,-0.27056323425825,0.0795913809389908,-8.36613052657458e-05,-0.0497848346699701,0.000212955964401798,2.79671064035593e-05,9.76515025851721e-06,3.18094472087291e-06,-7.58215969254592e-05,-3.28486914438851e-05,-0.065888691009119,0.00894836397228288,-0.00110766352374294,-0.000406215611506927,2.5252595844977e-06,0.00170091232485914,5.32552024882919e-07,5.47757938962759e-05,-7.58340347159206e-07,-0.44318797665342,0.0343296475359172,0.0718178960620954,0.0093111843756008,-0.033825701444994,0.117529553431598,-0.0950970770583405,0.00760489541787597,-0.0432523030272784,0.0147638783456251,0.0806283986165094,-0.00994312746031295,-0.00245371529991395,0.0337865064491805,0.0296910011300106,-0.0413273085296227,0.00393163671770686,-0.0453231297928061,-0.0167325968967832,0.0398663391949127,0.0867353024320211,-0.0472282554147252,0.0963735171288431,-0.0502916716536051,-0.0129979953986305,-0.0455145942286653,0.00477626824451763,0.209030094296923,0.149571960874706,0.308659900901589,-0.106071430833695,-0.0191106913326376,0.0348141269832991,-0.239901251845868,-0.034451852428226
"t80",-0.113642828925713,-0.0186930669067755,0.0010634040354825,0.063008490635929,0.0464553173186542,-0.00523373749904238,0.0968106393120426,-0.101854315668709,0.0119272813625818,-0.304809365167243,0.00112377824070893,-0.10555158177339,0.00490015703829845,-0.00556305075387636,-0.000822990079147227,0.0349133964717039,-0.0124226369326136,0.385089680019721,0.000596080296654188,-9.5755733242344e-05,-0.0834264314302763,6.41936122301473e-05,-0.241959302252364,0.0191476337706864,0.0159316013223923,-0.0171361996591066,-0.0346324000211216,0.0063147729243249,2.9661559249655e-16,1.23331850121031e-17,3.08660154941195e-15,-1.28479277015835e-16,8.40003098729155e-17,1.01376907444144e-16,0.000141632660937415,-0.0753029425889853,0.182585980097325,0.000858534637301947,0.0338509983546706,0.000202407153590157,0.000954061830227887,-0.00178089088229842,0.0230307380657142,-0.0136916672955983,-5.07886600268511e-05,0.0502208763710282,-0.000524280894963113,0.00833387353945413,-0.000430576934868795,-4.02190509016404e-05,-3.73973712219714e-05,-3.55280885343336e-05,-0.27056323425825,0.0795913809389915,-8.36613052649604e-05,-0.0497848346699657,0.000212955964398296,2.79671064025893e-05,9.76515026163143e-06,3.18094471672314e-06,-7.5821596924692e-05,-3.28486914476923e-05,-0.0658886910091194,0.00894836397228265,-0.00110766352374356,-0.000406215611504532,2.52525958444658e-06,0.00170091232486154,5.32552022087319e-07,5.47757938942938e-05,-7.58340347811182e-07,0.443187976653421,-0.0343296475359167,-0.0718178960620958,-0.00931118437560064,0.0338257014449944,-0.117529553431598,0.0950970770583406,-0.00760489541787627,0.0432523030272785,-0.0147638783456249,-0.0806283986165097,0.00994312746031275,0.00245371529991445,-0.0337865064491797,-0.0296910011300109,0.0413273085296229,-0.00393163671770655,0.0453231297928058,0.016732596896783,-0.0398663391949124,-0.0867353024320213,0.0472282554147252,-0.0963735171288436,0.050291671653605,0.0129979953986306,0.0455145942286656,-0.0047762682445177,-0.209030094296923,-0.149571960874706,-0.308659900901589,0.106071430833695,0.0191106913326377,-0.0348141269832994,0.239901251845869,0.0344518524282259
"t2",-0.131715710836189,-0.0304758734257546,0.00193737416135783,0.0214773009837848,0.0209423045469455,-0.0028496868258798,0.0533035462169799,-0.0560803710812247,0.00644774429457957,-0.160460481042773,-0.000853324148020812,-0.0178751976368963,0.00150350172765876,-0.00208592656818587,-0.00030858485836642,0.0126616857520094,-0.00406551071209554,0.124268306002241,0.000182459474507065,-2.78074146306472e-05,0.00745094432421846,6.06896427728496e-06,0.149264657487956,-7.84563490526468e-05,-0.000637609392502238,0.00162369169787043,0.00360224323521996,-0.000780252408029844,-7.86318087408205e-17,1.19797229081398e-16,-1.38670276136232e-16,-8.17414761629149e-17,-6.94712925236348e-16,-3.22078349595629e-16,-0.000209861990117045,0.231115608297295,-0.576784437993373,-0.00405792754790234,-0.110279450118371,-0.00702147409267609,0.00471447638335283,-0.00638147327183033,0.0582523222578352,0.0493289207397193,-0.000206932211281786,0.103433038141905,-0.000728638416882721,0.00904386503065896,-0.000437192602648238,-3.5586536804328e-05,-2.45845145462822e-05,-3.04123106750732e-06,0.0896159427113359,-0.0264858840108284,0.000229797771777612,-0.0110545271897654,-6.71772798409292e-05,-8.53342368850187e-06,-2.78415826261524e-06,-8.81900141740588e-07,1.82526240514454e-05,5.33975947138473e-06,-0.677814562958993,0.128897186333747,-0.0198585521465083,0.0186871431649354,-4.40603054129176e-05,0.0274300849103162,-1.01819127981271e-05,-0.000477752161395613,6.49251198445407e-06,-3.7470027081099e-16,8.99958762131552e-16,7.30336771439826e-17,1.05290857438822e-15,1.18587945160069e-15,-1.06096720962116e-15,5.97023438174227e-16,-1.0134809624035e-15,2.21470316143219e-16,3.26564044877e-16,1.29217347020955e-17,-5.58996000052469e-16,2.96821183787257e-16,6.6431583205452e-16,-2.3005807775194e-16,5.32809817085963e-16,3.03688136610534e-16,7.73235411692091e-17,-5.22493539231904e-16,6.11784077649689e-17,4.01275961456229e-16,-5.3366286710954e-16,-7.14210629615162e-16,-7.53684507166463e-17,6.25493903905247e-16,-6.43549747547207e-16,-2.16436893023165e-16,1.76432807512541e-16,3.21964677141295e-15,-7.7715611723761e-16,-5.19616858244943e-16,1.48214780976673e-16,-4.05824707906294e-16,-1.09634523681734e-15,3.79971868997148e-16
"t5",-0.153113662084576,-0.0430478136982323,0.00285607743484861,-0.0125372207613001,0.00174417906195601,-0.00149270943213552,0.0320135845280018,-0.0340374893418254,0.00448465714820804,-0.126086994686812,-0.00220214752575335,0.0199892923445397,0.000389778925216622,-0.00128030182908733,-0.000235160925136663,0.0100910347892726,-0.00353071723314368,0.109031277999463,0.000166475795981497,-2.65992425656056e-05,0.0302819831866414,-1.56115493919396e-06,0.258592683397892,0.0027716515750629,0.00185510545356796,-0.00130756481974419,-0.00241354676060379,0.000352478085372683,2.59254446745246e-16,9.22763268195686e-17,-1.96903378786356e-16,6.22931332446316e-17,-3.85155212421634e-16,-3.13599009665477e-16,-0.00014992114476358,0.200647839639417,-0.503977304979086,-0.00383805834254062,-0.0511410682095104,-0.00691411720539124,0.00649197314024845,-0.00961685385605961,0.100347297993176,0.0144936291475544,-0.000285033825061511,0.189145664315173,-0.00163811528747777,0.0236328147030509,-0.00119263517454008,-0.000106450846496223,-9.09410836346745e-05,-6.5854701906704e-05,-0.306434795873609,0.0897483418203729,-8.36619563860302e-05,-0.0495118483521933,0.000171778811798099,2.01158519504589e-05,6.09755722203658e-06,1.89170252972211e-06,-3.64317266192827e-05,-9.67740842311351e-06,0.627046386327798,-0.153599788374285,0.0227145269098228,-0.0164279483237026,3.39779192505377e-05,-0.0348231394414111,8.176830152895e-06,0.000278634021453695,-3.68889734515949e-06,1.39471767468535e-15,-1.8926194833611e-16,6.36008275311331e-17,-9.022396417468e-16,-1.59075999218812e-15,4.3573333666477e-16,-5.06596625022527e-16,1.22170753098619e-15,-5.57981352890294e-16,2.33284402382599e-17,3.12784137572389e-16,5.85584918021018e-16,7.37798931046813e-17,-4.91397141730768e-16,1.46571534684703e-16,-4.21944457882852e-16,-9.95093288323419e-16,-6.49320154671979e-16,2.40454696683393e-16,1.53390919831725e-16,-4.633476244986e-16,-1.10556094817332e-16,1.36965808025015e-16,-2.1730208310283e-16,-8.36364359879224e-16,7.43897586461697e-16,5.90167556611404e-16,9.05449686824081e-16,3.88578058618805e-16,-1.27675647831893e-15,-2.22846611314264e-16,-3.6815588500624e-16,-2.59428987972295e-16,-4.63518112781003e-15,1.64062471777866e-15
"t8",-0.176033214984859,-0.0565028028759823,0.00383914851407863,-0.0487517361173517,-0.0186354910772244,-7.54122899552789e-05,0.0100994203782809,-0.0113906126425597,0.00256567341490291,-0.0974852906619479,-0.0041679438946306,0.0701192456858085,-0.0009648645380433,-0.000428566320693349,-0.000176038699741759,0.00837824926847328,-0.00349164746473345,0.109897579995014,0.000179855399078905,-3.1012684435523e-05,0.0730031905541315,-1.36205761364419e-05,0.563997722564844,0.0100926517908156,0.00821507828486776,-0.00876523473270452,-0.0177234040574054,0.00323886497246782,-3.19778976959358e-16,-2.00475519428381e-16,-1.89044502811086e-15,-1.13210390749426e-16,3.09781058675872e-16,-1.44770585494191e-16,0.000126757524123626,-0.113222836003367,0.281299610060088,0.00190122893194354,-0.0635298192395021,0.000192508906217616,-0.00145636607635434,0.00227952902412059,-0.0267638501434244,0.0293161830240044,3.03912461053196e-05,-0.0340667771909365,0.000289592538773858,-0.0040426633151398,0.000202081103041203,1.76839023197282e-05,1.45041271450268e-05,9.10865005100876e-06,0.0364051166505042,-0.010668845895189,7.66016844244163e-05,-0.00370869620167264,-1.76616386514123e-05,-2.05954025909873e-06,-6.18657890284892e-07,-1.91323692696765e-07,3.63862017875046e-06,9.47540143118802e-07,-0.051862791276343,-0.00322710993863254,0.000318216469525452,0.000592586086501967,-2.01110356062504e-06,-0.00157341378611746,-3.66359177037727e-07,-1.63664383046558e-05,2.14422154974595e-07,-0.144430464199835,-0.00902751295645985,-0.000474645445861264,-0.00934726913643162,0.029455553702568,0.056539784307613,-0.0395374879371633,0.0104090322838002,0.00375128568711,-0.0103358564539776,-0.0313262893919383,0.00332759058165999,-0.00955520852130426,0.0228717978043478,0.0138978399912513,-0.00875840802798428,0.0179628241081372,-0.00344139854305513,-0.00702367821489987,-0.00736848915882269,0.00157405000796009,0.0533170116915207,0.0458560556010155,0.015528841260945,0.00371644780274184,-0.0143509300620532,-0.0190496315528059,-0.0870162538025903,0.142488748973614,0.165506531536576,0.0404317118709314,0.00346540001008042,0.115292258092744,0.569421713828508,-0.265668820894749
"t9",-0.176033214984859,-0.0565028028759824,0.00383914851407874,-0.048751736117352,-0.0186354910772246,-7.54122899556259e-05,0.010099420378281,-0.0113906126425593,0.00256567341490271,-0.0974852906619473,-0.00416794389463047,0.0701192456858084,-0.000964864538043137,-0.000428566320693345,-0.000176038699741386,0.0083782492684733,-0.00349164746473335,0.109897579995014,0.000179855399079119,-3.10126844353947e-05,0.0730031905541308,-1.36205761368047e-05,0.563997722564845,0.0100926517908155,0.00821507828486701,-0.00876523473270416,-0.0177234040574053,0.00323886497246688,1.34197110439256e-16,-2.02584000455311e-16,2.07491165223854e-15,-2.38446944234987e-17,-6.69470812490257e-17,6.5568172837177e-16,0.00012675752412322,-0.113222836003369,0.281299610060095,0.00190122893194353,-0.0635298192395083,0.000192508906217573,-0.0014563660763546,0.00227952902412026,-0.0267638501434212,0.0293161830240049,3.03912461047378e-05,-0.0340667771909381,0.000289592538771603,-0.00404266331514095,0.00020208110303985,1.76839023189692e-05,1.45041271450502e-05,9.10865005188913e-06,0.0364051166505061,-0.0106688458951893,7.66016844243215e-05,-0.0037086962016616,-1.76616386512697e-05,-2.05954025798991e-06,-6.18657886549487e-07,-1.9132369713062e-07,3.63862017913498e-06,9.4754014423648e-07,-0.051862791276349,-0.00322710993864247,0.000318216469527477,0.000592586086508682,-2.01110356110776e-06,-0.00157341378611449,-3.66359181605787e-07,-1.6366438302973e-05,2.14422155802589e-07,0.144430464199833,0.00902751295645971,0.000474645445861111,0.00934726913643202,-0.0294555537025679,-0.0565397843076129,0.0395374879371631,-0.0104090322838,-0.00375128568710994,0.0103358564539774,0.0313262893919385,-0.0033275905816599,0.00955520852130417,-0.0228717978043478,-0.0138978399912514,0.00875840802798433,-0.0179628241081378,0.00344139854305549,0.00702367821489986,0.0073684891588223,-0.00157405000795986,-0.0533170116915203,-0.0458560556010152,-0.0155288412609447,-0.00371644780274178,0.0143509300620532,0.0190496315528056,0.0870162538025891,-0.142488748973616,-0.165506531536575,-0.0404317118709314,-0.00346540001008012,-0.115292258092744,-0.569421713828504,0.265668820894747
