,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
t1,2.8218014,5.5336595,0.6756909,1.2060124,-0.09259083,5.6745567,-1.2094892,-0.012660523,-0.23561585,1.744207,9.609567,0.2867752,-1.3787221,3.8602219,5.1844845,1.048773,2.9816816,2.4627242
t2,2.6135418,5.472924,0.67599684,1.1928633,-0.10160936,5.435109,-1.143935,-0.027019674,-0.22541237,1.7076455,9.279701,0.34613776,-1.3318381,3.793948,5.006713,1.1470727,2.8619328,2.3666706
t3,6.390514,7.8523364,3.1660779,1.9719971,-0.057434414,12.384805,-1.978463,-0.067318894,-0.43741876,4.342004,18.612453,-0.006971792,-2.5854638,5.8772817,8.028013,1.3615489,4.286148,4.170177
t4,6.4144063,8.249506,-0.14326344,1.4054462,1.732952,10.711018,-1.9036598,-0.10073711,-0.28465456,3.112559,14.579613,-0.22456917,-1.1937174,2.516927,6.8486624,-0.22349128,3.001745,1.2142662
t5,5.833969,7.308793,3.9145942,1.9408613,-0.051130116,11.202557,-1.817968,0.32287854,-0.43215457,4.407025,18.2483,1.5057615,-2.5851367,6.327871,7.6741734,1.2887193,3.9094846,3.6394043
t6,5.966384,7.4147716,3.9604056,1.9742965,-0.04911975,11.422687,-1.8529084,0.33843613,-0.4390937,4.49047,18.554613,1.5212265,-2.6195116,6.426406,7.80346,1.2620271,3.9495704,3.6592758
t7,0.39455548,6.4396386,-0.09374122,1.0663761,-0.11059103,2.4138603,-0.7186778,3.004688,-0.21332197,2.1218214,9.161114,-0.07589648,-1.48533,5.6055512,4.7385044,5.395802,3.4073727,1.1030343
t8,4.436462,3.921138,6.7258077,1.3690615,-0.18450098,7.8025823,-0.9508396,-0.1799482,-0.3623424,4.5804987,14.567479,0.96241057,-2.5472565,4.6726065,4.165534,3.9834208,2.6373727,6.3778157
t9,5.6854014,5.1825857,6.4977765,1.6780006,-0.16975594,10.383615,-1.3771254,-0.23609039,-0.42467818,5.2792625,17.299505,0.3179249,-2.8340774,5.237117,5.350786,3.657856,3.3022106,6.8127275
t10,0.019333946,8.421026,-0.101567864,0.71167177,-0.12714669,0.006433434,0.08838811,0.09827523,-0.12124377,-0.15930665,5.10535,3.947769,-0.9314629,5.496782,7.294112,3.6208107,5.4957705,4.947984
t11,0.0020689617,10.667298,-0.10431705,1.1742718,-0.17308284,2.7275443,-0.5864307,-0.094188854,-0.206038,0.01485459,9.052563,3.108101,-1.4401077,6.0171485,8.622097,3.640675,6.6380997,5.4964614
t12,0.011499193,7.7617154,-0.05530387,0.7215621,-0.103335604,0.19124144,-0.1178818,0.98479515,-0.13199793,0.0032957974,5.6457148,3.8121073,-1.119111,5.727643,7.306534,3.5427332,4.7449946,4.2145123
t13,1.1097133,9.995362,-0.040266514,1.3306686,-0.14513497,4.631088,-0.97046137,-0.036516096,-0.25038886,0.83886176,10.667115,1.7117577,-1.715317,5.540564,8.465095,2.8308704,5.860135,4.430888
t14,3.3226876,4.9332175,6.117408,1.6216736,-0.08558216,6.076741,-1.1095235,2.5262892,-0.36440983,3.28758,14.678836,5.799059,-2.2573094,7.2373405,6.1618032,1.2018406,2.8088074,2.3049812
t15,9.668627,6.865726,-0.24485333,0.9716557,3.7220724,5.6027236,-1.4570222,-0.08439047,-0.1250446,1.3585377,13.380051,-0.34406325,0.20661458,-0.011103707,5.9883766,-0.3482491,0.0037989744,0.0101158805
t16,0.124459185,8.029682,-0.39462304,0.6275993,-0.2008955,12.862186,-1.5850343,1.8233125,-0.111350596,-0.19456995,1.0893419,3.7684975,4.4452214,0.5957622,2.2810583,-0.4943492,0.022462634,0.017969774
t17,0.0014295253,2.23559,6.762551,0.9484029,-0.10542942,0.0020249933,-0.14578079,3.7641268,-0.2237004,0.9842045,7.8542438,7.4561696,-1.5139717,5.9372416,3.9977014,0.50693244,1.6959147,1.4970089
t18,0.7999542,2.9383347,6.54873,1.1069946,-0.10215994,1.4406711,-0.41421974,3.4828317,-0.25746688,1.647601,9.539017,7.150837,-1.7008481,6.2332587,4.4544487,0.76349866,1.9562608,1.681617
t19,0.01727351,4.270753,-0.17750262,0.55009913,0.3697685,0.02005693,1.6638697,7.3866076,-0.14132318,3.5801172,5.771111,-0.083153635,-1.1772908,6.900089,5.1905155,9.29335,1.513293,0.018043123
t20,0.009100423,10.778331,-0.13954487,0.98777604,-0.15226781,1.0283512,-0.25263363,-0.09727208,-0.16297203,-0.068307206,7.4655747,4.1901045,-1.2099874,6.2562485,8.619362,4.069867,6.6790805,6.063447
t21,0.011772777,10.285618,-0.13195024,0.8387905,-0.12270593,0.00011257593,0.14535517,-0.040230177,-0.13477089,-0.117158405,6.1225166,4.7003665,-1.0645806,6.2845745,8.77938,4.3298497,6.3306003,6.396236
t22,9.938854,4.1945524,-0.24261987,0.10427178,3.4462776,0.053545564,-0.27632186,-0.10616074,3.7218285,0.16746438,6.3811975,-0.1405311,5.2775326,-0.022506634,4.1399546,-0.096509814,0.043212295,0.0071789334
t23,2.383049,1.1334085,10.157185,0.94797206,-0.20998554,4.4559712,2.7208948,-0.24965133,-0.27056557,4.6434393,11.939072,2.4944243,-2.4446998,3.3400276,2.2512512,5.9848843,0.9718303,8.183404
t24,0.020216968,4.9619126,-0.13960925,0.21404031,-0.10187795,8.183303,-0.51492846,6.1970596,-0.037769902,-0.44767174,-1.9049647,6.835872,13.061625,2.140689,-0.06485295,-0.24787176,0.084735386,0.023841493
