,0,1,2,3,4,5,6,7,8,9,10
t1,-1.4824827,3.5638285,0.2675121,-1.9776274,-0.77746964,-0.20125242,0.5877265,8.542789,1.4726428,1.866695,9.561729
t2,-2.6679513,7.6879377,3.3659909,-2.7958922,-1.2098722,-0.30150077,1.370686,13.7764435,3.1038847,2.251472,15.577508
t3,-0.51492435,8.614291,-0.21368012,4.402186,12.318107,-0.21614297,-1.363281,-1.073863,9.98591,4.524969,1.2954012
t4,-0.17642371,-0.14912903,-0.2405891,-1.8117512,-1.6436838,-0.1792523,7.7966485,13.515944,0.61880803,2.9137917,2.4233592
t5,-1.6994222,7.001448,3.3131726,-1.8074332,-1.4356246,-0.35834244,1.6938933,14.044847,0.8336008,0.6915838,10.875084
t6,8.002857,4.0877,-0.8686355,8.273825,15.792451,-0.14739719,-0.40207466,-1.5010841,9.099351,7.5148935,2.9536211
t7,-1.4514071,7.389085,3.36106,-0.878669,-1.4710088,-0.4957896,1.7217449,15.761945,-0.03608341,-0.8309256,9.923982
t8,-1.247516,8.676725,6.2599573,-0.6739448,-0.8242681,-0.4611178,4.519505,16.818441,-0.4153043,2.3058197,5.0888567
t9,10.931468,0.0022148967,-0.19926494,5.8076806,9.720467,-0.15778542,1.4292178,-0.8138526,6.928822,4.4024925,2.4983385
t10,9.464374,1.7751559,-0.5150432,6.4760256,11.996025,-0.1536352,0.30223173,-1.0735142,7.571162,5.660399,2.5749664
t11,1.1752257,-0.22911859,-0.18250655,-1.3309464,-1.7494439,-0.20158209,10.239949,15.949375,1.0079185,2.551634,0.016192403
t12,-1.072056,6.2116466,1.906172,-0.5033803,-1.6098754,-0.5176032,1.3539494,14.815286,-0.08193408,-1.3445796,7.101221
t13,10.236604,3.900495,-0.91558725,5.957196,10.875058,-0.24764273,-0.63835734,-1.1176386,12.646253,3.2465045,2.3028157
t14,-1.457589,10.27794,8.601906,-0.69793713,-0.449781,-0.46233585,5.5574355,17.912388,-0.5702778,4.1068907,4.724217
t15,1.9953569,1.2542623,9.117435,-0.93643415,5.6020947,-0.015689284,-1.1098948,-0.75366557,5.9850636,2.7430892,2.2084
t16,-0.9846425,6.0113373,2.163094,-0.55720437,-1.4561123,-0.4832864,1.8762727,14.501178,-0.09220718,-0.70115685,6.224953
t17,-0.97453773,6.080005,2.0371602,-0.55513895,-1.5481519,-0.5093471,1.8202975,14.519578,-0.10935548,-0.89434606,6.398604
t18,-0.7398115,0.084362656,-0.09169064,-2.3411238,-1.8447955,-0.20087318,7.272526,15.23945,1.5044562,2.6773348,5.5512815
t19,0.8697561,-0.17923948,-0.1671943,-1.2365037,-1.6658046,-0.19978255,9.065743,14.932175,0.8491731,2.0190926,0.124935195
t20,9.940256,-0.45675847,2.7592962,0.5249541,1.8196592,0.22720902,4.650282,0.99875265,2.0424657,7.191867,1.524359
t21,5.799466,-0.24082494,10.279073,-1.0471356,5.4007416,-0.019705964,-0.41437918,-0.56172025,3.312708,2.7142434,2.4105222
t22,-1.7645541,7.9358907,3.6448781,-1.0899554,-1.5921417,-0.51844096,1.2620723,16.573498,0.09425522,-1.0301926,11.666873
t23,-1.4479767,10.471903,8.7402315,-0.6721159,-0.5405272,-0.4524428,5.593011,18.04193,-0.5867522,4.23508,4.9080973
t24,5.656085,-0.22473358,10.114936,-1.035521,5.3878665,-0.004652066,-0.41910046,-0.568911,3.0566611,2.6735053,2.4334586
t25,-1.4143945,10.43429,8.648375,-0.7271986,-0.5401298,-0.4484393,5.748192,18.002546,-0.5749333,4.3331704,4.7548747
t26,12.579816,1.9136508,-0.6559424,11.680344,18.312902,-0.124213934,2.076522,-1.5321434,7.8327327,8.988516,3.8301568
t27,-1.1974388,6.470079,2.1822445,-0.6058927,-1.5943946,-0.5299728,1.3178595,15.138733,-0.0648373,-1.33652,8.045275
t28,-0.9872197,6.044187,2.5508027,-0.565581,-1.3342395,-0.45110965,2.405781,14.316167,-0.19462782,-0.3573128,5.567089
t29,-1.799417,7.957099,3.7990468,-1.2873461,-1.4538232,-0.4646908,1.5904912,16.090313,-0.035136517,-0.32967886,11.19023
t30,16.820904,-0.0010336257,-0.6375199,5.8293505,7.9752526,-0.27937105,1.3738629,-0.65315676,11.941987,1.3696629,2.4666805
t31,-1.539695,11.481977,10.092427,-0.7313019,-0.30335456,-0.4708274,6.2617774,19.073,-0.6160212,5.1983976,4.791399
t32,-1.5554833,11.413073,10.030669,-0.71953756,-0.27138302,-0.47018418,6.344628,19.15753,-0.6408568,5.253134,4.690647
t33,12.2816725,1.1841406,-0.476182,8.966533,14.582514,-0.15689565,1.6597388,-1.2174762,7.789598,6.8742466,3.2140508
t34,11.8041115,1.2484568,-0.48949587,8.914795,14.794847,-0.1550108,1.4197807,-1.2467304,7.514871,6.930201,3.2057478
t35,5.626578,-0.21994375,9.922968,-1.0270236,5.284753,-0.006607766,-0.4158386,-0.55146396,3.1088853,2.485047,2.3946135
t36,5.5309267,-0.21012554,9.888277,-1.0436902,5.246362,-0.002063175,-0.43492374,-0.5508457,3.033963,2.5297828,2.3938165
t37,-0.3129984,4.0660963,1.4031802,-0.7382019,-1.2925874,-0.31706157,3.601881,11.528476,-0.098228045,0.18318537,2.3161182
t38,-0.36140656,4.2913127,1.5882682,-0.69900274,-1.3204074,-0.3271438,3.4243052,11.599329,-0.12195933,0.28652266,2.4944816
t39,-1.088939,6.4543715,1.712137,-0.49176756,-1.6791575,-0.5410038,0.93380594,15.133679,-0.0036962652,-1.6562523,7.880082
t40,-1.0963217,6.3516045,1.5721532,-0.47943506,-1.7992778,-0.5520003,0.91975373,15.408567,-0.012136051,-1.6992915,8.097527
t41,-1.1488581,6.579077,1.7759091,-0.44875062,-1.7364347,-0.5544184,0.870173,15.412799,-0.03336585,-1.6489519,8.014415
t42,18.29059,-0.8903409,5.5671425,-0.17727226,2.9926734,3.2285626,7.9252462,3.13161,3.8010495,13.927262,3.0059588
t43,18.406721,-0.8974433,5.6382256,-0.19251342,3.1426914,3.135921,7.9370275,2.9694505,3.8313115,13.975972,3.0255723
t44,-1.7560445,12.433662,11.352864,-0.7268323,-0.13123605,-0.4823403,6.7885103,20.22949,-0.6949089,6.076578,4.889049
t45,12.689509,2.0557818,-0.6380442,12.075484,18.756773,-0.118158,2.103687,-1.5841496,7.798392,9.21147,3.9313488
t46,0.7844149,-0.18610714,-0.18173991,-1.0451267,-1.641764,-0.20733538,8.568884,14.316598,0.8003725,1.6956171,0.016543822
t47,0.70431304,-0.19303215,-0.19061035,-1.0703182,-1.6178688,-0.20521045,8.640428,14.472048,0.9370768,1.8457037,0.030370511
t48,-1.3879373,9.928161,7.3904443,-0.7308971,-0.7065894,-0.46741223,4.926373,17.805132,-0.47132552,3.2044067,5.4971466
t49,5.603432,-0.22374493,10.046778,-1.0880072,5.375797,-0.016985098,-0.43218097,-0.5602235,3.1807892,2.610959,2.4005294
t50,5.666035,-0.22317415,10.147965,-1.0778354,5.4536166,-0.016908895,-0.431827,-0.567393,3.2544136,2.6000915,2.420673
t51,5.6421366,-0.2292426,10.125765,-1.0420433,5.4000473,-0.017771455,-0.4100671,-0.56539387,3.200137,2.5141802,2.4186814
t52,5.7030525,-0.23714957,10.184041,-1.0684961,5.4388456,-0.021226998,-0.42200467,-0.5691549,3.2364068,2.6032197,2.421962
t53,-1.1265885,6.2985363,1.7700514,-0.5725925,-1.5845236,-0.53241795,1.2220768,14.987031,-0.09222613,-1.3255368,7.50784
t54,-1.1325431,6.3173704,1.9302173,-0.53178406,-1.6216778,-0.53342897,1.1893218,15.026387,-0.08992739,-1.3588191,7.5101547
t55,-1.1215063,6.3761044,1.8829957,-0.5570837,-1.6038191,-0.5376123,1.2235441,15.096655,-0.08248738,-1.3782845,7.537891
t56,-1.0804124,6.401428,1.6034844,-0.50470525,-1.6879588,-0.54138285,0.9776846,15.1650305,-0.004532617,-1.6867771,7.880843
t57,-1.0915734,6.433383,1.6346103,-0.48986742,-1.7010218,-0.5410378,0.86532944,15.118853,-0.00071912404,-1.6952978,7.8506064
t58,-1.7320212,12.564599,11.450385,-0.7562963,-0.14656152,-0.48597792,6.873729,20.375916,-0.6850718,6.137564,4.9618344
t59,-1.7229027,12.443172,11.359517,-0.7472631,-0.14333577,-0.48310736,6.8386064,20.255829,-0.68248355,6.0759506,4.8481064
t60,10.114631,-0.4468583,2.778622,0.7346692,1.9980836,-0.0024193565,4.6823378,0.7154313,1.979526,7.419945,1.5316672
t61,10.218974,-0.44173312,2.7457337,0.7867054,2.028031,-0.0061589363,4.7411165,0.67927,1.9156952,7.53861,1.5420938
t62,5.7415137,-0.2303819,10.310115,-1.0560305,5.5171885,-0.005525624,-0.43502888,-0.58100593,3.1959324,2.526737,2.4914913
t63,-1.7427446,12.632734,11.541067,-0.7351846,-0.11778628,-0.4827091,6.9188266,20.380003,-0.6835956,6.199991,4.8720636
t64,12.710622,2.0827746,-0.648759,11.803071,18.526638,-0.12109054,2.1307423,-1.5497533,7.812198,9.067366,3.8738513
t65,12.565956,2.0666134,-0.65610415,11.654491,18.444864,-0.12232616,2.023672,-1.5453272,7.728387,9.067832,3.8303647
t66,12.660059,2.102317,-0.62211037,12.038488,18.826565,-0.12494405,2.029164,-1.5998749,7.718919,9.279959,3.9396956
t67,12.664951,2.127049,-0.62788755,12.10115,18.82061,-0.11951922,2.0800319,-1.5959722,7.713754,9.232364,3.9520757
t68,5.5261083,-0.22084957,9.816992,-1.0556787,5.2431903,-0.007954624,-0.43059635,-0.5403844,3.0356681,2.4934347,2.3587966
t69,5.474804,-0.22102931,9.741019,-1.0860629,5.2222757,-0.0077989995,-0.4463947,-0.5404417,3.0210967,2.556712,2.3526196
t70,18.54935,-0.89334774,5.478085,-0.17793885,3.290124,3.2846014,8.08523,3.0156465,3.6797295,14.086523,3.0623884
t71,18.524328,-0.89059687,5.50915,-0.18121833,3.289653,3.2330263,8.0711355,3.0108082,3.6778843,14.096538,3.0576856
t72,5.3292117,-0.22780257,9.614985,-1.0822266,5.1391783,-0.0060058855,-0.46911383,-0.5399681,3.054106,2.6332257,2.3235624
t73,4.9368324,-0.19698584,9.394001,-1.125464,5.231541,-0.0022284356,-0.5233143,-0.56755275,3.2862499,2.570328,2.3522496
t74,1.1881174,-0.24503464,-0.15018557,-1.4496657,-1.7801926,-0.21628495,11.037824,16.920506,1.2008301,2.8057516,0.033857666
t75,1.2666386,-0.25461504,-0.19374202,-1.4094621,-1.8002099,-0.21634531,10.939076,16.822784,1.2793566,2.5993876,0.026210908
t76,12.473358,2.4286678,-0.7066446,12.387575,19.127607,-0.12336031,1.8884116,-1.6232066,7.8509808,9.219349,3.9223711
t77,12.24545,2.6208405,-0.74968225,12.331393,19.267796,-0.12441524,1.6588761,-1.6503288,8.00541,9.2265215,3.9169707
t78,12.750736,2.1188827,-0.69770193,12.365554,19.010748,-0.117577426,2.1401901,-1.6031842,7.895614,9.437058,3.971536
t79,5.0586267,-0.1771596,9.691798,-1.1013529,5.506875,-0.00046192427,-0.55271727,-0.6070046,3.4172099,2.4884055,2.4523742
t80,5.606554,-0.22299303,10.063278,-1.060529,5.4258227,-0.0031917356,-0.47450775,-0.5684079,3.0901132,2.5338817,2.445332
t81,-1.7488848,12.596443,11.538684,-0.7496539,-0.12068126,-0.4818964,6.932437,20.407309,-0.69794947,6.259065,4.9276414
t82,17.608881,0.17043674,-0.6188512,6.0623116,7.947252,-0.3204854,1.3690991,-0.67516774,12.705309,1.0443238,2.4867618
t83,17.682238,0.19546725,-0.6318636,6.093664,7.871648,-0.32196558,1.351449,-0.671867,12.786917,0.9639609,2.475206
t84,12.665326,2.1516578,-0.7071679,12.321951,19.009203,-0.1156784,2.0764396,-1.6049442,7.8866715,9.339086,3.9678037
t85,12.71602,2.1351905,-0.7086047,12.342059,19.029694,-0.11818546,2.0990899,-1.6036823,7.9469213,9.396095,3.9626174
t86,-1.4307307,10.540532,8.84682,-0.71211207,-0.4564547,-0.45562443,5.783496,18.101788,-0.5840095,4.286792,4.63031
t87,-1.4353118,10.51327,8.854109,-0.7185722,-0.4626937,-0.45392594,5.8433194,18.127733,-0.5894573,4.256248,4.6831145
t88,5.722918,-0.23296502,10.254593,-1.0586958,5.5141773,-0.019716118,-0.41895023,-0.5797454,3.2381802,2.5692332,2.4542153
t89,-1.4138417,9.966464,7.607858,-0.7322294,-0.7161774,-0.46596083,4.915379,17.809378,-0.4620097,3.1668694,5.542227
t90,-1.4067624,9.973599,7.580613,-0.72477645,-0.70946103,-0.46397206,4.8728266,17.811861,-0.45870876,3.2257805,5.524833
t91,17.762955,0.18196692,-0.6305151,6.163509,7.8744535,-0.32020977,1.4269483,-0.6692598,12.835134,0.9455545,2.4970975
t92,17.712818,0.22108454,-0.6219275,6.083067,7.937187,-0.32351324,1.3481419,-0.67784476,12.7800665,0.9331465,2.4970644
