"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114","c115","c116","c117","c118","c119"
"t20",0.0138586329050182,0.0233959154876504,-0.214856185019986,-0.175719353770865,0.0572390793873069,0.0732817250630389,0.000219348288557058,0.447037553586496,-0.017249104935837,-0.00500210297643242,0.0174273499571279,-0.00489412968070505,-0.00228649947760681,-0.00462273201176266,-0.0223940745151949,0.00197299253444487,0.00496691183415929,-2.63938834858431e-05,0.00585350045405729,1.41904294416559e-05,-0.000345954363128751,-0.000135135151198226,-0.000678455066212089,9.95146741011361e-05,7.47608189311195e-06,-0.00049704709593629,0.000316991048251465,-0.00419623943181299,0.00939501473741873,-8.61703874477998e-05,-0.000301951498351043,-2.54548719190191e-05,4.36651409339498e-05,2.98127012115896e-06,-5.82410975076547e-05,-0.000204225053784078,1.4224580116565e-05,2.86919893372485e-06,0.00106081275436467,-0.00253931925567078,0.825578522260061,-0.146390252309433,-5.22703908409006e-15,-0.000593617018332212,-0.000120364184044266,0.000441757891539705,-0.00596403782871938,0.00707219672950048,-0.0086605533357475,-1.05176675728889e-05,-0.00314843483821102,0.0169911287102341,-0.00011569828534575,0.000122107454410453,-0.00343254521054692,0.000548095466219726,-0.00358229021508551,-0.0084360587012132,-0.0126028377746547,-3.82801263752448e-16,7.79548147606936e-17,0.00543324813195491,-1.62519399715684e-16,8.18528897385772e-05,0.000274079806772233,-0.0145922782155268,5.17251530807353e-17,4.02417430632017e-06,6.1867439557779e-17,-8.91519781896846e-16,-3.85305114102876e-05,0.000124629441879916,1.70061390815222e-06,4.66314066697386e-16,-0.000145101005501154,-2.02084136466193e-16,5.93235244050344e-16,-3.71212428372607e-07,-1.80550863611814e-16,-2.19854689310418e-16,-5.53168425961376e-17,-3.25122374277946e-06,-3.98173498611407e-15,0.002140751718477,-8.78124971803057e-07,0.000137451204098011,2.27434466538536e-16,-1.35162874235058e-16,-7.23167024190429e-16,6.49116290649065e-16,9.36370469081671e-18,1.13806317145415e-06,8.91648499995666e-07,7.9808596595554e-06,-7.84248534398511e-06,1.69692925334509e-05,-1.49105330272405e-06,-1.7146537426418e-16,2.59538864276906e-16,5.65106979135537e-05,3.70471118400557e-17,0,5.00798020690454e-17,-5.62161835933735e-17,-4.75143423071513e-16,0.000100206018342378,-6.27188035290443e-05,9.81851773702368e-17,-2.15526278258788e-06,-3.04362126304804e-16,-4.01371598233122e-06,-3.45280166962624e-16,2.36000238766972e-06,6.21727137737808e-16,1.1178067625684e-16,1.83768322642802e-15,-3.62247487724027e-15,-2.09694637160136e-14,0.0916698497028289
"t60",0.0139702248674017,0.0237535338578588,-0.222924470514248,-0.183585731926302,0.0602359801269427,0.0778425785619354,0.000240098659512669,0.496481766074901,-0.0194842614579461,-0.00572875655399711,0.0207696000447422,-0.00590810085630061,-0.00280623529740852,-0.00575070120336648,-0.0283430994196631,0.00252570483217087,0.00702657998582537,-3.75653730884095e-05,0.00854518565675981,2.25194843507664e-05,-0.000565637913008759,-0.000224180700328962,-0.00114325712541771,0.000173296401195829,1.60693372409696e-05,-0.00113372146119889,0.000795627015461669,-0.0137253124357867,0.0341482364247998,0.00176522005677018,0.00259512900392404,0.000166515374004162,-0.00017785261348104,-1.11439009149053e-05,0.000154687373024509,0.000511133790459913,-2.44807336856997e-05,-2.1654591019323e-06,-0.000752620066333105,0.00157871270950641,-0.379039752916652,0.0654929099786351,3.29166777790337e-15,0.000119450996087893,1.81174045397885e-05,-6.51709223332734e-05,0.000512242671984706,-0.000295111251632872,-0.000281425529158966,-6.65600646770036e-07,-0.000200705810524119,0.00251765987746617,-1.73805746958784e-05,2.0967374658266e-05,-0.000630363650474629,0.000110977697976269,-0.00073145144978994,-0.00236686508990301,-0.00424162063698384,-3.12343098577182e-16,-1.23898811703226e-16,0.00204249338497049,-5.13697112022042e-15,3.14813293645074e-05,0.000107284608296784,-0.00598081841300783,5.4482560813174e-16,1.68172457274748e-06,3.40758936362234e-15,5.15964657900096e-14,-1.6805744047757e-05,5.56177027786336e-05,7.6077484456245e-07,-5.57507199343972e-15,-6.67138206760247e-05,-1.18672934771333e-14,-4.68957816127596e-14,-1.81530087592521e-07,9.52671649462756e-14,1.0003773216073e-14,9.87605899844755e-15,-1.62198593346394e-06,0.707106781186553,0.00109993136387586,-4.52265250272076e-07,7.12416301502028e-05,5.83415239697909e-15,-1.11855817295471e-14,-9.33600519715188e-15,1.08890994861319e-13,2.84391582396727e-16,6.04506765502081e-07,4.74319445783114e-07,4.27896533201845e-06,-4.24528949189339e-06,9.1877191145766e-06,-8.1526701526982e-07,-7.43060725306748e-16,8.90822899015185e-15,3.12860231109355e-05,1.81938498753687e-15,-1.11557189646028e-15,-1.14047816249328e-14,-1.91459564363835e-15,-3.98467264718857e-15,5.72680357052724e-05,-3.59086900033669e-05,-2.30872483221211e-15,-1.25552044186218e-06,-3.11394185655844e-16,-2.38475620902308e-06,-8.74887651324947e-16,1.42003860111534e-06,1.57457629277306e-15,2.05720578907437e-15,-2.24023555481838e-15,-5.14354041098775e-16,-1.94599599342879e-14,0.0916698497028042
"t61",0.0139702248674009,0.0237535338578581,-0.222924470514249,-0.183585731926303,0.0602359801269425,0.0778425785619357,0.000240098659512447,0.496481766074903,-0.0194842614579462,-0.00572875655399609,0.0207696000447436,-0.00590810085630108,-0.00280623529740846,-0.00575070120336752,-0.028343099419662,0.00252570483217146,0.00702657998582689,-3.75653730876578e-05,0.00854518565675855,2.25194843527186e-05,-0.000565637913008559,-0.000224180700327339,-0.00114325712541725,0.00017329640119554,1.60693372397622e-05,-0.00113372146119638,0.000795627015462207,-0.0137253124357842,0.0341482364248009,0.00176522005676907,0.00259512900392198,0.000166515374005469,-0.000177852613481564,-1.11439009143324e-05,0.000154687373023462,0.000511133790461487,-2.4480733685595e-05,-2.16545910461294e-06,-0.00075262006633094,0.00157871270950604,-0.379039752916662,0.0654929099786464,2.05566223895909e-15,0.000119450996085245,1.81174045420735e-05,-6.51709223282636e-05,0.000512242671983064,-0.00029511125163893,-0.000281425529176055,-6.65600658130206e-07,-0.000200705810529285,0.00251765987746539,-1.73805746950426e-05,2.09673746631609e-05,-0.000630363650483684,0.00011097769797857,-0.000731451449794212,-0.00236686508990027,-0.00424162063698524,4.13443537674696e-16,2.40524560083137e-16,0.00204249338497409,4.69243151319949e-15,3.14813293677218e-05,0.000107284608281059,-0.00598081841300898,4.39380064088167e-16,1.68172460483507e-06,-3.53411177109097e-15,-5.75659722584094e-14,-1.68057440375408e-05,5.56177027597717e-05,7.60774880483544e-07,5.25064400602608e-15,-6.67138206750659e-05,1.18776101046499e-14,4.58940533237242e-14,-1.81530001294329e-07,-9.44490275207324e-14,-9.96169541608153e-15,-9.92621800803632e-15,-1.62198732237809e-06,-0.707106781186542,0.00109993136395876,-4.52265122397973e-07,7.12416301713914e-05,-6.17916742533034e-15,1.23027814651853e-14,9.59537897135599e-15,-1.0698625360354e-13,-3.82460638909384e-16,6.04506784245325e-07,4.74319498783642e-07,4.27896528486521e-06,-4.24528945626588e-06,9.18771910474202e-06,-8.15267026725498e-07,5.02860860879743e-16,-9.8683120321026e-15,3.12860230891192e-05,-1.65943133555462e-15,1.3372450094973e-15,1.03957177050215e-14,1.93597387124518e-15,3.5986924973929e-15,5.72680356996445e-05,-3.59086900009483e-05,3.43057270851263e-15,-1.25552043566093e-06,6.57296378868109e-16,-2.38475622874452e-06,8.17504432732525e-16,1.420038600823e-06,-2.90236527434983e-16,-1.80362485658535e-15,5.74151681947028e-15,-7.18413599344269e-15,-2.32001669363705e-14,0.0916698497028315
"t42",0.014391530251295,0.0252639301497604,-0.274766163227935,-0.243659736567461,0.0885755120803604,0.139395319203783,-0.000728048505288844,-0.26944089610195,0.000369649526217122,-0.000883175702763229,0.00740312712993741,-0.00228771161271694,-0.00116807799015068,-0.00249545943631554,-0.0127862253894416,0.00116184279997691,0.00348444143477628,-1.86599251659125e-05,0.00426719993005222,1.12908186602545e-05,-0.000283147099329415,-0.000112091989146715,-0.000570806181276892,8.62062025443451e-05,7.7321106391842e-06,-0.000539850857214445,0.00037257479025435,-0.00615704701011555,0.0150870209414798,0.000648775532911338,0.000913799310184988,5.72567695263213e-05,-5.74674145488271e-05,-3.54653045984914e-06,4.55545985825144e-05,0.000147999753195677,-6.16121193331926e-06,-2.55227203818524e-07,-7.89663293822845e-05,0.000120419992912337,-0.00313480546398379,0.00016868874610642,1.63302207027471e-15,-5.90395871919348e-06,1.94821946824751e-06,-8.19025015898798e-06,0.000635511906890173,-0.00200531820039396,0.505142841164311,-1.67179096726797e-05,-0.00494272540618086,0.0112263360554142,-7.58497013184197e-05,7.47767703676874e-05,-0.00204182227253539,0.000314401596590043,-0.002049145644876,-0.00449842786564484,-0.00665345498572106,-4.82674781673897e-17,-4.26907957511292e-15,0.00288074330982727,4.29023927778352e-15,4.34795011546208e-05,0.000145829755569027,-0.00780501768520961,5.95973541367047e-15,2.15807795411164e-06,5.68312556293544e-15,0.707106781186563,-2.0800387102249e-05,6.75515758213503e-05,9.22179098675956e-07,5.16721103111963e-15,-7.91013190277017e-05,-7.59383175620481e-15,1.77801388983599e-14,-2.05163947943352e-07,-3.62883415037839e-16,-2.03790403205211e-15,3.82497454553495e-16,-1.8058935555919e-06,-5.8716920214863e-14,0.00119845631298707,-4.91926258318648e-07,7.71370018682181e-05,-9.68506600316028e-16,-3.92361018920283e-15,-5.69535428346456e-15,-8.33136996044213e-15,-5.31166072559959e-16,6.43250645682058e-07,5.04197155342959e-07,4.52367871167107e-06,-4.45846555133601e-06,9.64769889337777e-06,-8.50361370796662e-07,7.98131814826695e-16,8.92625740830045e-16,3.23593277161321e-05,-7.05805259914131e-16,9.42112245388968e-16,3.86390600993222e-15,-1.17124726841291e-15,6.3970357140027e-16,5.80057728087772e-05,-3.63289115260425e-05,-3.42497469805209e-16,-1.25623886723156e-06,-8.5585948545221e-17,-2.35689919053655e-06,2.02725181246076e-15,1.39265031063376e-06,1.13484302483521e-15,1.2417280325466e-15,1.71751877000209e-15,-6.4181088789424e-15,-1.98604963064082e-14,0.0916698497028283
"t43",0.0143915302512949,0.0252639301497591,-0.274766163227936,-0.243659736567462,0.0885755120803614,0.139395319203784,-0.00072804850528948,-0.269440896101954,0.000369649526216776,-0.000883175702762359,0.00740312712993735,-0.00228771161271689,-0.00116807799015017,-0.00249545943631583,-0.0127862253894415,0.00116184279997629,0.00348444143477596,-1.8659925166188e-05,0.00426719993005295,1.12908186606063e-05,-0.000283147099327913,-0.0001120919891467,-0.000570806181276079,8.6206202544601e-05,7.73211064014244e-06,-0.000539850857212964,0.000372574790254684,-0.00615704701011775,0.0150870209414788,0.000648775532910868,0.000913799310184729,5.72567695286473e-05,-5.74674145479638e-05,-3.5465304602287e-06,4.55545985822381e-05,0.000147999753191393,-6.16121193392529e-06,-2.55227203511318e-07,-7.89663293869255e-05,0.000120419992919411,-0.0031348054639808,0.000168688746108495,6.44711838526467e-16,-5.90395871797656e-06,1.9482194715095e-06,-8.19025015900742e-06,0.000635511906891572,-0.00200531820039519,0.505142841164354,-1.67179096640072e-05,-0.00494272540618237,0.0112263360554221,-7.58497013243364e-05,7.47767703689659e-05,-0.00204182227254639,0.000314401596587126,-0.00204914564487873,-0.00449842786565776,-0.00665345498571199,-2.93320325878246e-15,4.82329356517841e-15,0.0028807433098225,-1.9636405861788e-15,4.34795011677002e-05,0.000145829755529723,-0.00780501768518264,-7.27112831293258e-15,2.15807789405567e-06,-5.72169445399723e-15,-0.707106781186532,-2.08003871421163e-05,6.75515758077102e-05,9.22179097937958e-07,-6.07486210416439e-15,-7.91013190527225e-05,8.46709135214621e-15,-1.79972684025516e-14,-2.05163956757759e-07,1.42927347369132e-15,1.90533521340387e-15,-6.84337222024145e-16,-1.80589354602119e-06,4.93771690202038e-14,0.00119845631299082,-4.91926240948959e-07,7.71370018663966e-05,1.08336167786228e-15,4.61804475130576e-15,5.64470022021606e-15,1.4469515763345e-14,1.07945502548518e-15,6.43250641814839e-07,5.04197150305107e-07,4.52367873090404e-06,-4.45846555227198e-06,9.64769889089701e-06,-8.50361369833111e-07,-5.81630939097015e-16,-2.30284149215862e-15,3.23593277155984e-05,1.14643412994842e-15,-5.12208980299985e-16,-2.41267477318462e-15,1.83240054820327e-15,-7.70695832306757e-16,5.80057728057932e-05,-3.63289115381785e-05,3.83378569998646e-16,-1.25623886317046e-06,-3.24742839765601e-16,-2.3568991928206e-06,-1.19167567845776e-15,1.39265031320159e-06,-1.62776310576003e-15,-7.62716592904246e-16,2.2321032562633e-15,-1.24289509005076e-15,-2.10490697562091e-14,0.091669849702809
"t70",0.0144333565781543,0.0254024675547366,-0.2783998202448,-0.247478415063938,0.0901890400402326,0.142389680121748,-0.000751214825642261,-0.279340236056949,0.000385329540967678,-0.000924676005274968,0.00784676902730799,-0.00243416546641764,-0.00124894319077308,-0.00267872963682142,-0.0137932259246504,0.00125737610306938,0.00387269139323903,-2.07707339562281e-05,0.00477990053821642,1.28975728172326e-05,-0.00032558340119529,-0.00012929743055211,-0.00066061908357287,0.000100454328699352,9.36581056356724e-06,-0.000660161298370465,0.000462107895529698,-0.00789111091524583,0.0195462830366015,0.000942231769243628,0.00135910301343616,8.62620923066027e-05,-8.94565492282917e-05,-5.56378263291877e-06,7.4273627194199e-05,0.000243280582961813,-1.0802101888507e-05,-5.86391764773398e-07,-0.000187260305210128,0.000307970545973228,-0.0100550004050205,0.000554083088569596,-7.80635346965964e-16,-0.000128630240876917,-3.49155620240035e-05,0.000130411543179063,-0.00262006562318001,0.00462097431896949,-0.49458976842572,1.12028436881856e-05,0.00329215912480408,-0.00136599094345629,8.49254308277529e-06,-1.26837837813138e-06,-6.3069642362269e-05,3.15347642065717e-05,-0.000217723411262564,-0.00147118336603473,-0.00297508786677009,-3.6888899941787e-16,-3.70195995475846e-16,0.00148936653167199,-1.4007847116973e-15,2.30919146418826e-05,7.90214384059866e-05,-0.00444656442333477,-2.16368099045398e-16,1.25452117334191e-06,2.11919426218368e-15,-2.68232067059666e-14,-1.26162061746727e-05,4.18717435171143e-05,5.7291093646261e-07,1.09755315610963e-15,-5.03874295316061e-05,-8.64265546324043e-15,-4.76644471730725e-15,-1.37816086077937e-07,2.03544771300937e-16,-1.81301438643207e-15,-2.58378166646975e-15,-1.2330216953871e-06,1.15144005441437e-13,0.000837570769509186,-3.44431812485915e-07,5.42730262240293e-05,2.47424994493219e-14,1.5344289248892e-13,-1.90578959156105e-13,-0.707106781186549,-5.82172095716379e-15,4.61053184824061e-07,3.61783811761088e-07,3.26484720705202e-06,-3.24042830099892e-06,7.0130420509535e-06,-6.22538256896083e-07,1.94940799072208e-15,9.50950425903421e-15,2.39011984460208e-05,1.96176190901539e-16,-6.21505935460008e-16,-1.45319345665749e-15,4.92708544287226e-16,2.59320651924811e-15,4.37989759468288e-05,-2.74648696075843e-05,-4.8433260196462e-16,-9.60840713684927e-07,1.53713188831198e-15,-1.82622577391461e-06,1.28511227930374e-16,1.08791383309902e-06,5.21398327680644e-15,3.49238976672357e-15,-3.62070615041533e-16,-3.3042878542642e-15,-2.25287289672409e-14,0.0916698497028277
"t71",0.0144333565781542,0.0254024675547365,-0.2783998202448,-0.247478415063939,0.090189040040233,0.142389680121748,-0.000751214825642578,-0.279340236056949,0.000385329540967626,-0.000924676005274618,0.00784676902730844,-0.00243416546641755,-0.0012489431907738,-0.00267872963682107,-0.0137932259246501,0.00125737610306922,0.00387269139323927,-2.07707339568594e-05,0.00477990053821572,1.28975728170577e-05,-0.000325583401195579,-0.000129297430549946,-0.000660619083573129,0.000100454328699988,9.36581056384798e-06,-0.00066016129837093,0.000462107895529343,-0.0078911109152465,0.0195462830365994,0.000942231769244447,0.00135910301343585,8.62620923069158e-05,-8.94565492293742e-05,-5.56378263384203e-06,7.42736271934755e-05,0.000243280582961678,-1.08021018858246e-05,-5.8639176624046e-07,-0.000187260305208706,0.000307970545976368,-0.0100550004050204,0.000554083088568122,-1.21146361631487e-15,-0.000128630240878537,-3.49155620216261e-05,0.000130411543176675,-0.00262006562317599,0.00462097431896917,-0.494589768425728,1.12028436900293e-05,0.00329215912480171,-0.00136599094345565,8.49254308283761e-06,-1.26837838356038e-06,-6.30696423629723e-05,3.15347642112695e-05,-0.000217723411263367,-0.00147118336603633,-0.00297508786677212,2.91521026014902e-15,-3.52175212438905e-17,0.00148936653166988,-1.47078092679801e-15,2.30919146345046e-05,7.90214384047236e-05,-0.00444656442333697,2.17659578778808e-15,1.25452115839423e-06,-1.91334544239786e-15,-4.00812354991965e-15,-1.26162061724562e-05,4.1871743525627e-05,5.72910935819517e-07,1.64041995439952e-16,-5.03874295446237e-05,7.48458754731674e-15,4.74569150024981e-15,-1.37816042332061e-07,-3.82567580869299e-16,1.62805301808956e-15,2.71976218297248e-15,-1.23302172640393e-06,-1.00419672577345e-13,0.000837570769491822,-3.44431824951737e-07,5.42730262725874e-05,-2.47615319981605e-14,-1.53416325105494e-13,1.89917322687166e-13,0.707106781186546,5.13770116362351e-15,4.61053217006055e-07,3.61783550252527e-07,3.26484713699208e-06,-3.24042826247261e-06,7.01304204595408e-06,-6.22538230983014e-07,-2.72724101930577e-15,-8.77738981643912e-15,2.39011984494812e-05,-2.87946190478854e-16,4.86429285833598e-16,-4.7802951906461e-16,-1.24205393679867e-15,-3.7454649126783e-15,4.3798975944718e-05,-2.74648695994813e-05,1.5629367752794e-15,-9.60840714282246e-07,-1.43487389199649e-15,-1.82622577174441e-06,-1.07759619165321e-15,1.08791383733666e-06,-2.64550901762188e-15,-3.49086345079821e-15,3.35883873986627e-15,-3.68319309314074e-15,-2.11905225710966e-14,0.0916698497028163
"t21",0.110488424513644,-0.115447633082417,0.0228506997585795,0.0103930219086815,0.00454084313835762,0.00209149094686553,-3.73139885749957e-05,-0.00476587548124883,-0.0910189826850372,0.000117765585295299,0.00187587046314689,-0.0627414400509305,0.00023581223734725,0.00938640010360684,0.000202224055422278,3.45354559958371e-06,-2.46260092076885e-05,1.59106913200727e-07,-0.000162828167076429,-1.27799604527062e-06,0.0044445549284068,4.47723561878175e-06,7.86212391532916e-05,-6.30648931652986e-06,-3.48427360899616e-06,0.131198643300235,0.000149605489923825,0.000235314353357372,-0.00110021712408493,-0.000254697556816848,-0.000446586961296849,-0.00702293522068512,3.6767599691485e-05,2.42045776364031e-06,-5.53459002829474e-05,-0.022269843661688,6.75172346519955e-06,1.21016153058036e-06,0.00124247265056025,-0.150129418854087,0.0978482324406127,0.564088047503727,-1.87959608074125e-15,-0.000230283463535637,-0.752322499354058,-0.000104470249813547,-0.00194726857389165,0.00241461085242996,-0.000859674986720711,-0.00915931346713716,-0.00257266379394707,0.0151417615995673,-0.000116531869314335,-0.0218619041233182,-0.00179109775133619,0.000174987332075312,-0.00241908584538788,-0.00615916303015545,-0.00453889613953023,-6.22746805571962e-16,-3.05063747434031e-18,0.0029297121387677,-1.56890807869377e-15,5.10436231622119e-05,0.000355287118505566,-0.0221517687103906,2.44742336141776e-16,1.55649650835977e-05,-3.96546230864584e-16,-5.50414148603104e-16,4.49123386897189e-05,-0.120877090667481,1.14224507132505e-06,1.1464417607098e-15,-0.0544732360168021,-5.33052392024805e-17,4.53369033655303e-18,2.11017304530078e-08,-6.92438189849245e-16,5.84278485618029e-16,1.11472435443224e-15,7.79693250754961e-08,6.07500161287078e-15,0.00010269862811846,-3.68527578712422e-09,2.35462322074267e-06,6.23253747132619e-16,2.56021464399778e-16,-6.69597814374735e-17,3.27177667849379e-15,-2.09318650838322e-16,1.70466317379169e-07,3.6001777590862e-08,0.00586279225542324,-0.000700630433063584,3.02897129282108e-06,-3.06467323806132e-07,-2.75486021289016e-16,-2.74956256090074e-16,0.00109389023217668,1.4315805633566e-16,-8.13525671490471e-17,6.90544347008966e-16,-1.63125491746522e-16,-7.85349413129877e-16,0.0010458659743018,-0.000656375813207229,3.85911323602609e-16,-1.83428523806322e-07,1.2697366023318e-16,-1.17842192810405e-06,-2.10893502823543e-16,2.26338182558999e-07,-1.07069332146909e-16,5.64470001433651e-17,1.82571813438554e-15,-3.94489086014418e-15,-2.09553741290363e-14,0.0916698497028217
"t88",0.11460898473278,-0.123824660125837,0.0272606399152742,0.012849485046721,0.00583315264030623,0.00282721486575379,-6.02296244515545e-05,-0.00845650047830774,-0.182006577489715,0.000261788525629141,0.00600917191069107,-0.232309616895066,0.0010840667828762,0.0533461265647613,0.00162191580917487,3.75559911748511e-05,0.000155626429438613,-9.29005975972768e-07,0.000729095478047854,3.49806453385697e-06,-0.0109647204250151,-1.0589292005871e-05,-0.000178634562788247,1.33740164300241e-05,6.77594318576275e-06,-0.275367570122318,-0.000406368558675914,0.000896163742307437,-0.00164490344237837,1.6966032872911e-05,3.98949293307493e-05,0.000686828855348447,-4.12553547765932e-06,-2.7744632414232e-07,6.82903285725984e-06,0.00277890221316291,-9.02329063763706e-07,-3.13357794541741e-07,-0.000409676399815423,0.287985929116905,0.00710456308462003,0.0349223251714292,-3.48990441252007e-16,1.59642492724256e-06,0.00614560974973315,8.54813107765128e-07,1.40127039882631e-05,-1.24672646281674e-05,-3.72300230301655e-07,-0.000394245794061246,-8.36830291418549e-06,0.000212588900533746,-1.66999294433969e-06,-0.000382120118539773,-3.45682604294716e-05,3.89790227563378e-06,-5.45519943666205e-05,-0.000219187397122944,-0.000204662483553911,1.05607166842414e-18,1.22565523164734e-15,0.000147342361029405,9.07665898151396e-16,2.60548815363335e-06,1.8289686590274e-05,-0.0011455661506093,-3.94606261246271e-16,7.97508915412879e-07,7.52832275523897e-16,-1.14282366083806e-14,2.16224420206472e-06,-0.00540102990302091,5.04955180052824e-08,-2.79560867722333e-16,-0.00201138297252312,-5.01372271453205e-15,-1.63421028566644e-15,-1.43090143419816e-10,-5.70715283244103e-16,4.73365693051009e-15,-1.09183392699827e-15,-3.2692937153335e-09,2.96117297349241e-14,-1.66917544647574e-05,6.65393545118801e-10,-5.67482133221211e-07,9.05491097810352e-15,1.26475781985577e-14,-3.01928542146592e-15,-4.1538725849816e-14,-7.23840342523177e-15,-2.15725318946617e-07,-5.51170908237227e-08,-0.84373359353064,-0.00111320114565672,4.72063614957501e-06,-2.64671583342027e-07,1.58027250970965e-15,2.36579139841366e-15,0.000655278453010889,-2.93254743770838e-15,5.78607962959762e-15,-3.18260190210221e-15,2.75193619662522e-15,-1.49387248189073e-15,0.000419505958669015,-0.000259931514212397,-6.37355731043654e-16,-6.60575390038404e-08,1.92268308076952e-15,-3.9754397245282e-07,8.89449547939316e-16,7.43890537386508e-08,-5.0627351160227e-15,2.42316603468774e-15,1.77347212890019e-15,-4.90588343428675e-15,-2.06560851726591e-14,0.0916698497028032
"t110",0.114884157068373,-0.124381307804604,0.0275495447381509,0.0130097279031971,0.00591709031326472,0.00287474487446732,-6.16868125991148e-05,-0.0086895760275937,-0.187710288078253,0.000270766718564089,0.00626330607103917,-0.242696367520974,0.00113580016081472,0.0560186765649062,0.00170792228664739,3.96177773204093e-05,0.00016644048259502,-9.94292548625802e-07,0.00078266975487077,3.78826265237202e-06,-0.0119076546279436,-1.15149729228212e-05,-0.000194515765651482,1.46030186622366e-05,7.50445217167263e-06,-0.30594275998138,-0.000453537081219584,0.00100985425502239,-0.00185903679927352,1.96698927740447e-05,4.64519790025629e-05,0.000801479992395512,-4.83959790774347e-06,-3.25853458906343e-07,8.06499742431542e-06,0.00328546795619624,-1.07535709369915e-06,-3.82277910167399e-07,-0.000500778968707537,0.353551531546416,0.00881015455332841,0.0433432126298533,-1.11860422700435e-15,2.0302820873475e-06,0.00787264811216713,1.09553932708312e-06,1.81491187092763e-05,-1.62930552010411e-05,-4.95759346163301e-07,-0.000530033524974036,-1.12522820127868e-05,0.000295888458666349,-2.32675743923301e-06,-0.000538601848807586,-4.90702779646315e-05,5.60141247007232e-06,-7.84858646650523e-05,-0.000338390053817743,-0.000345672437583932,-1.08254400740489e-16,-8.42339527774807e-16,0.000276877114914024,-3.30760254529617e-18,5.0569891517044e-06,3.65315651253238e-05,-0.00252045284174769,5.81256341822978e-17,1.85256777138569e-06,-5.12143663970825e-16,7.46478374200621e-15,5.94129632416421e-06,-0.0170067508131309,1.61809489891583e-07,3.37498617618345e-16,-0.00837155696376326,1.71849442741904e-15,-1.0419365770512e-15,4.12001692416999e-09,-4.87713642937517e-17,-2.53672381681523e-15,1.00636108874474e-15,1.70642070040397e-08,-9.97812943381859e-15,2.92903941838226e-05,-1.08464029546876e-09,7.63282581357579e-07,-3.52298156119433e-15,-4.36843147084081e-15,-1.26691694423948e-15,1.4665777272089e-14,5.03761538643831e-15,1.35298715502402e-07,3.28741544564771e-08,0.37870669133569,0.000331803055619145,-1.39300684661881e-06,4.41655797164557e-08,5.73693324718242e-16,-1.95095312930155e-15,-2.10198141043059e-05,1.6426366466081e-15,-1.70048577828309e-15,2.61048244344834e-15,-1.16844055876515e-15,-5.1481814895729e-16,9.11170938061914e-05,-5.93772676860858e-05,3.16826318987144e-16,-2.14585483400804e-08,6.86737535492288e-15,-1.64722019225246e-07,-6.24167327947653e-15,3.4435953147613e-08,-0.707106781186544,2.14696337899659e-14,9.42546127362097e-15,3.16666832154442e-15,-2.46061079498678e-14,0.0916698497028339
