"","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","t26","t27","t28","t29","t30","t31","t32","t33","t34","t35","t36","t37","t38","t39","t40","t41","t42","t43","t44","t45","t46","t47","t48","t49","t50","t51","t52","t53","t54","t55","t56","t57","t58","t59","t60","t61","t62","t63","t64","t65","t66","t67","t68","t69","t70","t71","t72","t73","t74","t75","t76","t77","t78","t79","t80","t81","t82","t83","t84","t85","t86","t87","t88","t89","t90","t91","t92","t93","t94","t95","t96","t97","t98","t99","t100","t101","t102","t103","t104","t105","t106","t107","t108","t109","t110","t111","t112","t113","t114","t115","t116","t117","t118","t119"
"t1",0,3.71302214705268,5.2822756928599,6.6190972291272,5.55625900389508,7.14409249206482,6.39185942804039,7.19647630431114,8.87489370451723,7.62573285649882,7.19647630431114,7.19647630431114,6.82938475757896,7.19647630431114,7.52170282476478,7.19647630431114,7.19647630431114,6.00035526988312,7.19647630431114,8.87489370451724,8.87489370451723,6.06388664575128,7.19647630431114,8.87489370451724,7.19647630431114,8.87489370451724,6.98891204017841,7.19647630431114,6.02781902917576,8.87489370451723,7.19647630431114,7.19647630431114,8.87489370451723,8.87489370451723,8.87489370451723,8.87489370451723,7.19647630431114,7.19647630431114,7.19647630431114,7.19647630431114,7.19647630431114,8.87489370451724,8.87489370451724,7.19647630431113,8.87489370451723,7.19647630431114,7.19647630431114,7.19647630431114,8.87489370451723,8.87489370451723,8.87489370451723,8.87489370451723,7.19647630431114,7.19647630431114,7.19647630431114,7.19647630431114,7.19647630431114,7.19647630431113,7.19647630431113,8.87489370451723,8.87489370451723,8.87489370451723,7.19647630431113,8.87489370451723,8.87489370451723,8.87489370451723,8.87489370451723,8.87489370451723,8.87489370451723,8.87489370451723,8.87489370451723,8.87489370451723,8.62531190573552,7.19647630431113,7.19647630431113,8.61505340738269,8.48609267794517,8.87489370451723,8.56421781760598,8.87489370451723,7.19647630431113,8.87489370451724,8.87489370451724,8.87489370451723,8.87489370451723,7.19647630431113,7.19647630431113,8.87489370451723,7.19647630431114,7.19647630431114,8.87489370451724,8.87489370451724,8.87489370451724,8.87489370451724,8.87489370451723,8.87489370451723,8.87489370451723,7.19647630431114,7.19647630431114,8.87489370451723,7.19647630431114,7.19647630431114,7.19647630431113,7.02807897433177,8.87489370451723,8.87489370451723,7.19647630431113,8.87489370451723,8.87489370451723,8.87489370451724,8.87489370451724,8.87489370451723,8.87489370451723,7.19647630431113,7.19647630431113,8.87489370451723,8.87489370451723,7.19647630431113,7.19647630431113
"t2",3.71302214705268,0,4.33555128845626,4.22999074154514,3.57051638009737,6.19736808766118,4.40611680424267,5.21073368051342,7.92816930011359,6.67900845209518,4.80736981672907,5.21073368051342,5.88266035317532,5.21073368051342,6.57497842036114,5.21073368051342,5.21073368051342,3.61124878230105,4.80736981672907,7.92816930011359,7.92816930011359,4.07814402195356,5.21073368051342,7.92816930011359,5.21073368051342,7.92816930011359,5.00316941638069,5.21073368051342,4.04207640537804,7.92816930011359,5.21073368051342,5.21073368051342,7.92816930011359,7.92816930011359,7.92816930011359,7.92816930011359,5.21073368051342,5.21073368051342,5.21073368051342,5.21073368051342,5.21073368051342,7.92816930011359,7.92816930011359,5.21073368051342,7.92816930011359,4.80736981672907,4.80736981672907,5.21073368051342,7.92816930011359,7.92816930011359,7.92816930011359,7.92816930011359,5.21073368051342,5.21073368051342,5.21073368051342,5.21073368051342,5.21073368051342,5.21073368051342,5.21073368051342,7.92816930011359,7.92816930011359,7.92816930011359,5.21073368051342,7.92816930011359,7.92816930011359,7.92816930011359,7.92816930011359,7.92816930011359,7.92816930011359,7.92816930011359,7.92816930011359,7.92816930011359,7.67858750133187,4.80736981672907,4.80736981672907,7.66832900297904,7.53936827354153,7.92816930011359,7.61749341320233,7.92816930011359,5.21073368051342,7.92816930011359,7.92816930011359,7.92816930011359,7.92816930011359,5.21073368051342,5.21073368051342,7.92816930011359,5.21073368051342,5.21073368051342,7.92816930011359,7.92816930011359,7.92816930011359,7.92816930011359,7.92816930011359,7.92816930011359,7.92816930011359,5.21073368051342,5.21073368051342,7.92816930011359,5.21073368051342,5.21073368051342,5.21073368051342,5.04233635053406,7.92816930011359,7.92816930011359,5.21073368051342,7.92816930011359,7.92816930011359,7.92816930011359,7.92816930011359,7.92816930011359,7.92816930011359,5.21073368051342,5.21073368051342,7.92816930011359,7.92816930011359,5.21073368051342,5.21073368051342
"t3",5.2822756928599,4.33555128845626,0,7.24162637053078,6.17878814529867,2.60111774256094,7.01438856944397,7.81900544571472,4.33191895501335,3.08275810699494,7.81900544571472,7.81900544571472,2.28641000807508,7.81900544571472,4.80914008765556,7.81900544571472,7.81900544571472,6.6228844112867,7.81900544571472,7.5620977762294,6.16233096740801,6.68641578715486,7.81900544571472,6.16233096740801,7.81900544571472,4.33191895501335,7.61144118158199,7.81900544571472,6.65034817057934,4.33191895501335,7.81900544571472,7.81900544571472,4.33191895501335,4.33191895501335,6.16233096740801,6.16233096740801,7.81900544571472,7.81900544571472,7.81900544571472,7.81900544571472,7.81900544571472,7.5620977762294,7.5620977762294,7.81900544571471,4.33191895501335,7.81900544571472,7.81900544571472,7.81900544571472,6.16233096740801,6.16233096740801,6.16233096740801,6.16233096740801,7.81900544571472,7.81900544571472,7.81900544571472,7.81900544571472,7.81900544571472,7.81900544571471,7.81900544571471,7.5620977762294,7.5620977762294,6.16233096740801,7.81900544571471,4.33191895501335,4.33191895501335,4.33191895501335,4.33191895501335,6.16233096740801,6.16233096740801,7.5620977762294,7.5620977762294,6.16233096740801,5.9127491686263,7.81900544571471,7.81900544571471,4.0720786578788,3.94311792844129,4.33191895501335,5.85165508049675,6.16233096740801,7.81900544571471,4.33191895501335,4.33191895501335,4.33191895501335,4.33191895501335,7.81900544571471,7.81900544571471,6.16233096740801,7.81900544571472,7.81900544571472,4.33191895501335,4.33191895501335,6.16233096740801,6.16233096740801,6.16233096740801,4.33191895501335,4.33191895501335,7.81900544571472,7.81900544571472,6.16233096740801,7.81900544571472,7.81900544571472,7.81900544571471,7.65060811573535,4.33191895501335,4.33191895501335,7.81900544571471,6.16233096740801,6.16233096740801,6.16233096740801,6.16233096740801,6.16233096740801,6.16233096740801,7.81900544571471,7.81900544571471,6.16233096740801,6.16233096740801,7.81900544571471,7.81900544571471
"t4",6.6190972291272,4.22999074154514,7.24162637053078,0,6.47659146217189,9.1034431697357,7.3121918863172,8.11680876258794,10.8342443821881,9.5850835341697,6.02605546528673,8.11680876258794,8.78873543524984,8.11680876258795,9.48105350243567,8.11680876258794,8.11680876258794,3.91209027839145,5.10821131281946,10.8342443821881,10.8342443821881,6.98421910402809,8.11680876258795,10.8342443821881,8.11680876258795,10.8342443821881,7.90924449845522,8.11680876258794,6.94815148745257,10.8342443821881,8.11680876258794,8.11680876258794,10.8342443821881,10.8342443821881,10.8342443821881,10.8342443821881,8.11680876258794,8.11680876258794,8.11680876258794,8.11680876258794,8.11680876258794,10.8342443821881,10.8342443821881,8.11680876258794,10.8342443821881,6.20790855920517,6.20790855920517,8.11680876258794,10.8342443821881,10.8342443821881,10.8342443821881,10.8342443821881,8.11680876258794,8.11680876258794,8.11680876258794,8.11680876258794,8.11680876258794,8.11680876258794,8.11680876258794,10.8342443821881,10.8342443821881,10.8342443821881,8.11680876258794,10.8342443821881,10.8342443821881,10.8342443821881,10.8342443821881,10.8342443821881,10.8342443821881,10.8342443821881,10.8342443821881,10.8342443821881,10.5846625834064,6.02605546528673,6.02605546528673,10.5744040850536,10.4454433556161,10.8342443821881,10.5235684952769,10.8342443821881,8.11680876258794,10.8342443821881,10.8342443821881,10.8342443821881,10.8342443821881,8.11680876258794,8.11680876258794,10.8342443821881,8.11680876258794,8.11680876258794,10.8342443821881,10.8342443821881,10.8342443821881,10.8342443821881,10.8342443821881,10.8342443821881,10.8342443821881,8.11680876258794,8.11680876258794,10.8342443821881,8.11680876258794,8.11680876258794,8.11680876258794,7.94841143260858,10.8342443821881,10.8342443821881,8.11680876258794,10.8342443821881,10.8342443821881,10.8342443821881,10.8342443821881,10.8342443821881,10.8342443821881,8.11680876258794,8.11680876258794,10.8342443821881,10.8342443821881,8.11680876258794,8.11680876258794
"t5",5.55625900389508,3.57051638009737,6.17878814529867,6.47659146217189,0,8.04060494450359,4.90017348357776,5.7047903598485,9.771406156956,8.52224530893759,7.05397053735583,5.7047903598485,7.72589721001772,5.7047903598485,8.41821527720355,5.7047903598485,5.7047903598485,5.85784950292781,7.05397053735583,9.771406156956,9.771406156956,4.57220070128865,5.7047903598485,9.771406156956,5.7047903598485,9.771406156956,5.49722609571577,5.7047903598485,4.53613308471312,9.771406156956,5.7047903598485,5.7047903598485,9.771406156956,9.771406156956,9.771406156956,9.771406156956,3.72401286433174,3.72401286433174,5.7047903598485,5.7047903598485,5.7047903598485,9.771406156956,9.771406156956,5.7047903598485,9.771406156956,7.05397053735583,7.05397053735583,5.7047903598485,9.771406156956,9.771406156956,9.771406156956,9.771406156956,5.7047903598485,5.7047903598485,5.7047903598485,5.7047903598485,5.7047903598485,5.7047903598485,5.7047903598485,9.771406156956,9.771406156956,9.771406156956,5.7047903598485,9.771406156956,9.771406156956,9.771406156956,9.771406156956,9.771406156956,9.771406156956,9.771406156956,9.771406156956,9.771406156956,9.52182435817428,7.05397053735582,7.05397053735582,9.51156585982145,9.38260513038394,9.771406156956,9.46073027004474,9.771406156956,5.7047903598485,9.771406156956,9.771406156956,9.771406156956,9.771406156956,5.7047903598485,5.7047903598485,9.771406156956,5.7047903598485,5.7047903598485,9.771406156956,9.771406156956,9.771406156956,9.771406156956,9.771406156956,9.771406156956,9.771406156956,5.7047903598485,5.7047903598485,9.771406156956,5.7047903598485,5.7047903598485,5.7047903598485,5.53639302986914,9.771406156956,9.771406156956,5.7047903598485,9.771406156956,9.771406156956,9.771406156956,9.771406156956,9.771406156956,9.771406156956,5.7047903598485,5.7047903598485,9.771406156956,9.771406156956,5.7047903598485,5.7047903598485
"t6",7.14409249206482,6.19736808766118,2.60111774256094,9.1034431697357,8.04060494450359,0,8.87620536864889,9.68082224491964,5.2561962104387,4.00703536242029,9.68082224491964,9.68082224491964,3.4586999310947,9.68082224491964,6.67095688686048,9.68082224491964,9.68082224491964,8.48470121049162,9.68082224491964,9.42391457543432,8.02414776661293,8.54823258635978,9.68082224491964,8.02414776661293,9.68082224491963,3.65675785403257,9.47325798078691,9.68082224491964,8.51216496978426,5.50420887803297,9.68082224491964,9.68082224491964,3.27196124018953,3.27196124018953,8.02414776661293,8.02414776661293,9.68082224491964,9.68082224491964,9.68082224491964,9.68082224491964,9.68082224491964,9.42391457543432,9.42391457543432,9.68082224491964,3.65675785403257,9.68082224491964,9.68082224491964,9.68082224491964,8.02414776661293,8.02414776661293,8.02414776661293,8.02414776661293,9.68082224491964,9.68082224491964,9.68082224491964,9.68082224491964,9.68082224491964,9.68082224491964,9.68082224491964,9.42391457543432,9.42391457543432,8.02414776661293,9.68082224491963,3.65675785403257,3.65675785403257,3.65675785403257,3.65675785403257,8.02414776661293,8.02414776661293,9.42391457543432,9.42391457543432,8.02414776661293,7.77456596783122,9.68082224491964,9.68082224491964,3.39691755689802,3.26795682746051,3.65675785403257,7.71347187970167,8.02414776661293,9.68082224491963,5.50420887803297,5.50420887803297,3.65675785403257,3.65675785403257,9.68082224491963,9.68082224491963,8.02414776661293,9.68082224491964,9.68082224491964,5.50420887803297,5.50420887803297,8.02414776661293,8.02414776661293,8.02414776661293,5.50420887803297,5.50420887803297,9.68082224491964,9.68082224491964,8.02414776661293,9.68082224491964,9.68082224491964,9.68082224491963,9.51242491494027,3.65675785403257,3.65675785403257,9.68082224491964,8.02414776661293,8.02414776661293,8.02414776661293,8.02414776661293,8.02414776661293,8.02414776661293,9.68082224491964,9.68082224491964,8.02414776661293,8.02414776661293,9.68082224491964,9.68082224491964
"t7",6.39185942804039,4.40611680424267,7.01438856944397,7.3121918863172,4.90017348357776,8.87620536864889,0,5.86768090439391,10.6070065811013,9.35784573308289,7.88957096150113,4.60332963835196,8.56149763416303,5.86768090439391,9.25381570134885,3.7729180963922,3.7729180963922,6.69344992707312,7.88957096150113,10.6070065811013,10.6070065811013,3.6383417080162,5.86768090439391,10.6070065811013,5.86768090439391,10.6070065811013,4.56336710244332,5.02863704774611,3.85997977261073,10.6070065811013,5.86768090439391,5.86768090439391,10.6070065811013,10.6070065811013,10.6070065811013,10.6070065811013,6.54039078399381,6.54039078399381,4.60332963835196,4.60332963835196,4.60332963835196,10.6070065811013,10.6070065811013,5.86768090439391,10.6070065811013,7.88957096150113,7.88957096150113,5.86768090439391,10.6070065811013,10.6070065811013,10.6070065811013,10.6070065811013,4.77093136657605,4.77093136657605,4.77093136657605,4.60332963835196,4.60332963835196,5.86768090439391,5.86768090439391,10.6070065811013,10.6070065811013,10.6070065811013,5.86768090439391,10.6070065811013,10.6070065811013,10.6070065811013,10.6070065811013,10.6070065811013,10.6070065811013,10.6070065811013,10.6070065811013,10.6070065811013,10.3574247823196,7.88957096150113,7.88957096150113,10.3471662839668,10.2182055545292,10.6070065811013,10.29633069419,10.6070065811013,5.86768090439391,10.6070065811013,10.6070065811013,10.6070065811013,10.6070065811013,5.86768090439391,5.86768090439391,10.6070065811013,5.86768090439391,5.86768090439391,10.6070065811013,10.6070065811013,10.6070065811013,10.6070065811013,10.6070065811013,10.6070065811013,10.6070065811013,4.60332963835196,4.60332963835196,10.6070065811013,5.86768090439391,5.86768090439391,5.86768090439391,5.69928357441455,10.6070065811013,10.6070065811013,5.86768090439391,10.6070065811013,10.6070065811013,10.6070065811013,10.6070065811013,10.6070065811013,10.6070065811013,5.86768090439391,5.86768090439391,10.6070065811013,10.6070065811013,5.86768090439391,5.86768090439391
"t8",7.19647630431114,5.21073368051342,7.81900544571472,8.11680876258794,5.7047903598485,9.68082224491964,5.86768090439391,0,11.411623457372,10.1624626093536,8.69418783777187,6.67229778066465,9.36611451043377,5.87650825900184,10.0584325776196,6.67229778066465,6.67229778066465,7.49806680334386,8.69418783777187,11.411623457372,11.411623457372,5.5397081221048,5.87650825900184,11.411623457372,5.87650825900184,11.411623457372,6.46473351653192,6.67229778066465,5.50364050552927,11.411623457372,5.87650825900183,5.87650825900183,11.411623457372,11.411623457372,11.411623457372,11.411623457372,7.34500766026455,7.34500766026455,6.67229778066465,6.67229778066465,6.67229778066465,11.411623457372,11.411623457372,5.87650825900183,11.411623457372,8.69418783777188,8.69418783777188,4.33035685036715,11.411623457372,11.411623457372,11.411623457372,11.411623457372,6.67229778066465,6.67229778066465,6.67229778066465,6.67229778066465,6.67229778066465,5.87650825900183,5.87650825900183,11.411623457372,11.411623457372,11.411623457372,5.87650825900183,11.411623457372,11.411623457372,11.411623457372,11.411623457372,11.411623457372,11.411623457372,11.411623457372,11.411623457372,11.411623457372,11.1620416585903,8.69418783777187,8.69418783777187,11.1517831602375,11.0228224308,11.411623457372,11.1009475704608,11.411623457372,5.87650825900183,11.411623457372,11.4116234573721,11.411623457372,11.411623457372,5.87650825900183,5.87650825900183,11.411623457372,4.33035685036715,4.33035685036715,11.4116234573721,11.4116234573721,11.411623457372,11.411623457372,11.411623457372,11.411623457372,11.411623457372,6.67229778066465,6.67229778066465,11.411623457372,4.33035685036715,4.33035685036715,5.87650825900183,5.70811092902247,11.411623457372,11.411623457372,5.87650825900183,11.411623457372,11.411623457372,11.411623457372,11.411623457372,11.411623457372,11.411623457372,5.87650825900183,5.87650825900183,11.411623457372,11.411623457372,5.87650825900183,5.87650825900183
"t9",8.87489370451723,7.92816930011359,4.33191895501335,10.8342443821881,9.771406156956,5.2561962104387,10.6070065811013,11.411623457372,0,3.02541334173864,11.411623457372,11.411623457372,5.18950114354711,11.4116234573721,8.4017580993129,11.4116234573721,11.4116234573721,10.215502422944,11.4116234573721,11.1547157878867,9.75494897906535,10.2790337988122,11.4116234573721,9.75494897906535,11.411623457372,6.98699742289111,11.2040591932393,11.411623457372,10.2429661822367,7.23501009048538,11.4116234573721,11.4116234573721,6.98699742289111,6.98699742289111,9.75494897906535,9.75494897906535,11.411623457372,11.411623457372,11.411623457372,11.411623457372,11.411623457372,11.1547157878867,11.1547157878867,11.4116234573721,6.98699742289111,11.4116234573721,11.4116234573721,11.411623457372,9.75494897906535,9.75494897906535,9.75494897906534,9.75494897906534,11.411623457372,11.411623457372,11.411623457372,11.411623457372,11.411623457372,11.4116234573721,11.4116234573721,11.1547157878867,11.1547157878867,9.75494897906534,11.411623457372,6.98699742289111,6.98699742289111,6.98699742289111,6.98699742289111,9.75494897906534,9.75494897906534,11.1547157878867,11.1547157878867,9.75494897906535,9.50536718028363,11.411623457372,11.411623457372,6.72715712575656,6.59819639631905,6.98699742289111,9.44427309215409,9.75494897906534,11.411623457372,7.23501009048538,7.23501009048538,6.98699742289111,6.98699742289111,11.411623457372,11.411623457372,9.75494897906534,11.4116234573721,11.4116234573721,7.23501009048538,7.23501009048538,9.75494897906534,9.75494897906534,9.75494897906534,7.23501009048538,7.23501009048538,11.411623457372,11.411623457372,9.75494897906534,11.411623457372,11.411623457372,11.411623457372,11.2432261273927,6.98699742289111,6.98699742289111,11.4116234573721,9.75494897906534,9.75494897906534,9.75494897906535,9.75494897906535,9.75494897906534,9.75494897906534,11.4116234573721,11.4116234573721,9.75494897906534,9.75494897906534,11.4116234573721,11.4116234573721
"t10",7.62573285649882,6.67900845209518,3.08275810699494,9.5850835341697,8.52224530893759,4.00703536242029,9.35784573308289,10.1624626093536,3.02541334173864,0,10.1624626093536,10.1624626093536,3.9403402955287,10.1624626093536,7.15259725129448,10.1624626093536,10.1624626093536,8.96634157492563,10.1624626093536,9.90555493986832,8.50578813104694,9.02987295079378,10.1624626093536,8.50578813104694,10.1624626093536,5.7378365748727,9.95489834522091,10.1624626093536,8.99380533421826,5.98584924246697,10.1624626093536,10.1624626093536,5.7378365748727,5.7378365748727,8.50578813104694,8.50578813104694,10.1624626093536,10.1624626093536,10.1624626093536,10.1624626093536,10.1624626093536,9.90555493986832,9.90555493986832,10.1624626093536,5.7378365748727,10.1624626093536,10.1624626093536,10.1624626093536,8.50578813104694,8.50578813104694,8.50578813104693,8.50578813104693,10.1624626093536,10.1624626093536,10.1624626093536,10.1624626093536,10.1624626093536,10.1624626093536,10.1624626093536,9.90555493986832,9.90555493986832,8.50578813104693,10.1624626093536,5.7378365748727,5.7378365748727,5.7378365748727,5.7378365748727,8.50578813104693,8.50578813104693,9.90555493986832,9.90555493986832,8.50578813104694,8.25620633226522,10.1624626093536,10.1624626093536,5.47799627773815,5.34903554830064,5.7378365748727,8.19511224413568,8.50578813104693,10.1624626093536,5.98584924246697,5.98584924246697,5.7378365748727,5.7378365748727,10.1624626093536,10.1624626093536,8.50578813104693,10.1624626093536,10.1624626093536,5.98584924246697,5.98584924246697,8.50578813104693,8.50578813104693,8.50578813104693,5.98584924246697,5.98584924246697,10.1624626093536,10.1624626093536,8.50578813104693,10.1624626093536,10.1624626093536,10.1624626093536,9.99406527937427,5.7378365748727,5.7378365748727,10.1624626093536,8.50578813104693,8.50578813104693,8.50578813104694,8.50578813104694,8.50578813104693,8.50578813104693,10.1624626093536,10.1624626093536,8.50578813104693,8.50578813104693,10.1624626093536,10.1624626093536
