,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
t1,11.706683,6.3770027,12.07975,2.1877017,2.7542188,6.620511,4.265128,1.2140329,2.3773081,4.676986,4.8586707,7.259283,7.5591455,3.8686736,4.1313004,9.199691,7.6545424,6.7734838
t2,11.7230835,6.339043,12.016314,2.182031,2.7813947,6.6384096,4.234418,1.2434554,2.4019027,4.6927805,4.898103,7.2911944,7.5253897,3.9211264,4.1471386,9.168675,7.6474376,6.7742014
t3,11.723728,6.3867073,12.045535,2.177604,2.7487519,6.651595,4.2242684,1.2084491,2.3912714,4.6566014,4.867684,7.2767615,7.548985,3.8886077,4.1355524,9.1850395,7.6755996,6.781924
t4,11.772101,6.366572,12.016035,2.1575873,2.7585611,6.5928917,4.292772,1.251245,2.4358037,4.7061644,4.8250623,7.2591863,7.593669,3.8703492,4.0777054,9.167499,7.6138434,6.8303795
t5,11.653177,6.38884,12.088645,2.1484632,2.7450218,6.6063385,4.2614655,1.246702,2.3257277,4.6922092,4.9402423,7.262054,7.5235224,3.8792791,4.2005,9.2126465,7.6372733,6.711588
t6,10.734836,10.580739,8.60035,10.466001,2.7727273,1.6689215,3.496526,3.3609438,4.311352,3.1881497,4.4847603,3.886449,5.0905747,6.5696144,5.876112,7.180722,7.8833547,5.5350966
t7,11.84257,6.2962546,12.008483,2.1504688,2.8484213,6.5498524,4.3728824,1.2809868,2.4175622,4.73296,4.8520594,7.337294,7.6512747,3.8419547,4.038104,9.187354,7.531845,6.900729
t8,11.867332,6.2873836,11.977627,2.140287,2.8492224,6.5250034,4.3887863,1.313266,2.426039,4.7527313,4.871637,7.3352213,7.6637864,3.843599,4.035849,9.17693,7.5095725,6.911481
t9,11.791376,6.36866,11.897913,2.155371,2.7263393,6.568229,4.255812,1.3283131,2.4625118,4.775098,4.8688707,7.2310953,7.5542665,3.9975178,4.064555,9.0621,7.6215634,6.8636804
t10,11.755095,6.2593317,11.952187,2.2335393,2.842171,6.6648607,4.203378,1.240287,2.437744,4.6991973,4.949786,7.3534727,7.4728065,4.010076,4.116401,9.137461,7.6540947,6.8186507
t11,10.721686,10.534587,8.552977,10.390033,2.7399,1.6252515,3.5312028,3.3231182,4.295939,3.250029,4.49714,3.865865,5.0840707,6.5998154,5.858624,7.2298937,7.920199,5.550898
t12,11.751027,6.4342794,11.76092,2.1282318,2.6280172,6.5615907,4.219422,1.3651665,2.4903607,4.8114924,4.8346705,7.132636,7.5623336,4.062661,4.059846,8.943468,7.6609006,6.8303146
t13,11.762825,6.4978094,11.658315,2.125639,2.5485253,6.5151086,4.188007,1.4356956,2.5301847,4.8679166,4.8548403,7.0491505,7.557987,4.1287713,4.046571,8.847923,7.689083,6.8459907
t14,11.726055,6.643128,11.4964,2.1425428,2.307174,6.480015,4.0279727,1.5848038,2.6226823,4.9950714,4.7253065,6.8115363,7.451806,4.2902594,4.0434904,8.644625,7.8179364,6.8477635
t15,10.879639,1.0707961,7.457636,6.0996633,2.2887895,4.366833,3.210592,1.1066468,3.7373178,3.2399957,6.092695,5.945448,7.795868,7.7541194,4.700851,6.3749537,4.817974,5.5225577
t16,10.734582,10.585247,8.501138,10.371338,2.7992837,1.642471,3.4877155,3.3506706,4.2669525,3.1921992,4.5281167,3.881667,5.0076876,6.5243387,5.894454,7.207524,7.884521,5.5008793
t17,11.705764,6.5579486,11.557819,2.0781965,2.4529452,6.5145373,4.1519313,1.4778563,2.5410175,4.911956,4.8311605,6.960812,7.54124,4.200237,4.061535,8.752781,7.7163897,6.7937303
t18,11.723392,6.5658827,11.432186,2.0747015,2.4250216,6.4800177,4.157602,1.4894071,2.546301,4.9338107,4.8437014,6.931732,7.5400157,4.2967515,4.0430183,8.644235,7.712963,6.8172417
t19,11.733863,6.5964613,11.338062,2.0932803,2.3414288,6.4601445,4.090762,1.5671054,2.5922437,4.976764,4.8119693,6.845532,7.5184045,4.388747,4.0526614,8.540876,7.739855,6.843752
t20,11.714664,6.5048184,11.364735,2.0466914,2.3915498,6.4690127,4.175699,1.5025933,2.5091012,4.907147,4.872363,6.9125376,7.59109,4.35053,4.091855,8.58351,7.657778,6.808178
t21,11.704125,6.505301,11.458778,2.0289614,2.4619389,6.492292,4.215482,1.4334533,2.4820874,4.880623,4.880756,6.9720745,7.5892205,4.2701273,4.0144835,8.668879,7.6535754,6.7982593
t22,10.774358,10.546289,8.460801,10.37652,2.7652624,1.6971581,3.4512665,3.4020689,4.2284956,3.1869116,4.551746,3.9205682,5.0199885,6.4992075,5.87384,7.1870255,7.8561883,5.548241
t23,11.694237,6.6042986,11.453081,2.0712497,2.3699498,6.5058703,4.107419,1.5411137,2.5836127,4.9597235,4.8013334,6.876482,7.5241523,4.2815986,4.0673428,8.653267,7.746474,6.7938795
t24,10.771441,10.569489,8.40748,10.439007,2.8411057,1.7270341,3.485167,3.35566,4.2473927,3.2031996,4.597669,3.858153,4.9689245,6.445337,5.9235735,7.179194,7.8263254,5.476231
t25,10.798364,10.528061,8.413303,10.327478,2.7828724,1.7785907,3.4197896,3.478029,4.186966,3.1669645,4.586297,3.983814,4.956662,6.4178853,5.831496,7.214671,7.841099,5.5868883
t26,10.767749,10.610647,8.520597,10.488671,2.806588,1.767907,3.4291573,3.4642146,4.2706094,3.1234314,4.5178137,3.9492002,5.0529814,6.482275,5.8569384,7.130108,7.8375335,5.5723863
t27,10.691239,10.804991,8.876375,10.819787,2.8082643,1.5769203,3.4233623,3.4147341,4.341638,3.0228877,4.466365,3.9660795,5.1445565,6.6035547,5.9035983,7.047877,7.829366,5.498882
t28,10.698251,10.8794775,8.993738,10.857014,2.8590877,1.6201183,3.4214075,3.4401028,4.430982,2.9396982,4.4226108,3.995542,5.0804634,6.5039444,5.9291997,7.047015,7.827529,5.3855934
t29,11.169782,0.77305,7.24336,5.8704376,2.2586596,4.5840063,3.1091177,0.86215806,3.8121846,3.3071363,6.2115517,6.1087375,7.8940563,7.6969247,4.6025414,6.4141226,4.478211,5.260473
t30,11.379658,0.68933576,7.1775894,5.7898774,2.2521796,4.603127,3.084216,0.75469816,3.8881707,3.3543208,6.2570124,6.1736994,7.8508787,7.6019177,4.52131,6.46529,4.3914423,5.076502
t31,10.861598,0.9094449,7.467175,6.0855,2.2669127,4.3668275,3.1843174,1.1069843,3.706473,3.284393,6.0833693,5.9387727,7.8620524,7.8041716,4.641352,6.3360505,4.7738423,5.529533
t32,11.735404,6.614235,11.360656,2.099032,2.3508472,6.4592304,4.0955,1.5625985,2.5990932,4.9842606,4.8147645,6.8535748,7.5066824,4.373058,4.052332,8.557889,7.752134,6.841106
t33,10.82087,10.500514,8.356091,10.35765,2.7911396,1.8263257,3.4224408,3.4740736,4.172184,3.1860085,4.632286,3.9761288,4.9567504,6.3968396,5.8304873,7.1863484,7.8109407,5.605128
t34,10.622032,10.980033,9.150738,11.065047,2.77211,1.411199,3.3736143,3.4047706,4.3366146,2.9086163,4.4294653,4.0516706,5.2488875,6.7105937,5.926424,6.9491835,7.8278565,5.494641
t35,10.941086,0.84942657,7.3933997,6.016061,2.2460961,4.44722,3.1465876,1.0338787,3.7215657,3.2930584,6.129923,6.000287,7.8930864,7.7931004,4.6224823,6.3435287,4.6876526,5.460493
t36,10.558534,11.168572,9.445736,11.289396,2.7312038,1.1664355,3.3050463,3.3968022,4.273731,2.7764988,4.4041204,4.195195,5.304053,6.7984853,5.9701447,6.870763,7.809269,5.45037
t37,10.299054,11.848541,10.447846,11.940983,2.5636055,0.60023445,3.1122038,3.4500425,4.253451,2.1810317,4.4001307,4.695671,5.3636327,6.7831397,6.0403576,6.6375527,7.891292,5.196205
t38,10.716215,10.63709,8.667582,10.702637,2.8972783,1.8721277,3.6316369,3.3456068,4.534119,3.2203507,4.3767304,3.6777122,5.149714,6.5833426,5.8586106,7.1743093,7.8516874,5.5230803
t39,10.716721,10.699279,8.76783,10.802463,2.886512,1.794829,3.5444777,3.375507,4.501758,3.183384,4.4015813,3.7460122,5.211715,6.6394987,5.884579,7.080142,7.824381,5.556734
t40,10.858171,10.468271,8.326528,10.358776,2.7525966,1.907266,3.3761308,3.5474892,4.1116524,3.1836758,4.6831927,4.046006,4.960709,6.3366036,5.7666016,7.1776867,7.7748914,5.6867337
t41,10.658362,11.047133,9.23013,11.004299,2.8712184,1.5740964,3.4007266,3.4655411,4.5105486,2.7780066,4.3729787,4.096209,5.0683312,6.4536586,5.9536643,6.9957094,7.848283,5.2836876
t42,10.657872,10.889342,9.015423,10.956313,2.8168957,1.525082,3.4242544,3.4081357,4.3907914,2.9888453,4.4134407,3.958934,5.2123466,6.6649356,5.914394,7.0037208,7.8414764,5.5032625
t43,9.61414,12.444726,4.157315,6.227629,7.4363027,-1.1312644,3.94872,-0.6379512,4.393248,4.7016697,3.3494623,4.0752177,5.0283947,4.447352,5.686459,8.26812,5.2148843,3.0613844
t44,10.733202,10.5808,8.70563,10.837081,2.939775,2.0266144,3.7577631,3.2776177,4.741421,3.3674726,4.311069,3.4441638,5.373834,6.714643,5.836402,7.115864,7.8529105,5.6618342
t45,10.714064,10.645507,8.76032,10.8695345,2.9358861,1.9576882,3.6934776,3.314926,4.6886215,3.2970595,4.316173,3.5266538,5.335438,6.7043257,5.8548594,7.091067,7.8412304,5.619527
t46,10.716054,10.6796255,8.748058,10.824363,2.9229023,1.8789128,3.6259933,3.3551326,4.5883937,3.2238395,4.3495955,3.6519814,5.241007,6.642355,5.866715,7.107362,7.8383856,5.5676875
t47,10.738581,10.50115,8.692163,10.8535,2.9383013,2.166808,3.889844,3.1903782,4.871939,3.4776077,4.2750626,3.245417,5.507379,6.7884727,5.83181,7.104326,7.871978,5.714723
t48,10.212946,9.253101,4.8281083,7.754624,1.8185296,2.6406305,3.6768389,2.685539,1.5101919,4.3284593,8.684391,5.769836,4.574249,4.176048,4.7938643,7.0558624,7.278515,6.9764295
t49,10.285682,9.359627,5.007541,7.933637,1.8406693,2.6795335,3.5581908,2.863297,1.7346957,4.2036524,8.651952,5.615878,4.711246,4.360174,4.817357,7.0516987,7.3646593,6.784437
t50,10.651298,10.987298,9.149809,10.992458,2.841489,1.5477802,3.4136002,3.436897,4.4611335,2.864587,4.399385,4.037299,5.137114,6.5417356,5.93357,6.99028,7.8414946,5.3786545
t51,10.814148,0.82631624,7.527662,6.104856,2.2380512,4.3069344,3.1762028,1.1419836,3.6826057,3.341185,6.0472026,5.902596,7.8854723,7.8418517,4.578027,6.306953,4.8134255,5.555899
t52,10.284994,11.924452,10.537285,11.964715,2.5588663,0.60310805,3.118124,3.4640853,4.3187428,2.0810564,4.3979278,4.7504573,5.3315015,6.7082443,6.0343275,6.633201,7.903607,5.1183453
