,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
t4,5.9218774,3.6841695,9.977187,3.7987478,5.75348,5.7965503,5.6842465,5.0995827,4.6144724,4.9107747,3.3136728,7.232283,3.3621194,6.300553,2.921594,2.0357676,3.3821657,4.8983436,4.3798404,2.9452007,6.379002,6.451331,5.8283734,2.5376897,5.0244,3.887707,4.7673287,4.26739,4.668698,4.55226,4.92626,6.1498237
t5,5.9390926,3.6732306,10.000576,3.7696226,5.7736435,5.808768,5.7388186,5.1023064,4.6501865,4.943267,3.282106,7.28565,3.358523,6.2911024,2.8895226,2.0611525,3.3480542,4.862416,4.405998,2.9181848,6.3612504,6.4182353,5.845724,2.5747612,4.973307,3.8924718,4.79329,4.273569,4.7041326,4.591604,4.8871937,6.115745
t11,5.960117,3.6447759,9.987411,3.764172,5.792144,5.8344655,5.7103677,5.123886,4.649621,4.8904657,3.3301446,7.261623,3.3734014,6.2617106,2.938645,2.0471447,3.3454998,4.9181314,4.35896,2.9088094,6.3872824,6.4165,5.866265,2.5724697,5.000893,3.9268093,4.7514215,4.262476,4.704315,4.582162,4.896837,6.178722
t12,5.96428,3.650259,10.01205,3.7604704,5.794677,5.8278785,5.7287865,5.139199,4.649283,4.9253373,3.2994814,7.275505,3.3465118,6.262249,2.906692,2.019311,3.3691986,4.88425,4.3907957,2.9064627,6.3563666,6.4387913,5.856577,2.5817175,4.980235,3.922176,4.782828,4.2930775,4.7109375,4.557701,4.918514,6.140488
t2,5.9420366,3.6397717,9.892039,3.7892282,5.761697,5.851863,5.6093154,5.0693545,4.621061,4.768446,3.4310102,7.173447,3.4425645,6.2594914,3.0469882,2.1096995,3.297067,5.037853,4.2578325,2.942736,6.480006,6.3688874,5.88268,2.5156343,5.103394,3.9500637,4.653477,4.1773453,4.6498365,4.6280727,4.8631744,6.316447
t6,5.9237156,3.6855133,9.993304,3.7956758,5.7562895,5.793775,5.7034907,5.118641,4.618812,4.920738,3.3070428,7.246995,3.3519452,6.301418,2.9144132,2.019999,3.387678,4.8900094,4.385063,2.940991,6.365364,6.4575167,5.8257556,2.545911,5.0031304,3.884899,4.7745657,4.2840295,4.6761,4.5437746,4.9342628,6.139605
t7,5.983505,3.6137059,9.968867,3.745351,5.815097,5.8660393,5.702803,5.123522,4.6709337,4.84572,3.3662055,7.2641916,3.4025795,6.232673,2.9766064,2.0795817,3.3060162,4.96086,4.320638,2.8874133,6.419685,6.378045,5.899089,2.5875723,5.01207,3.9593105,4.7165923,4.2321296,4.720858,4.619174,4.8621974,6.2303715
t9,5.957068,3.6333272,9.95399,3.7758858,5.7931304,5.8453407,5.680481,5.1186295,4.6448092,4.8201528,3.3941019,7.236429,3.4145958,6.2543163,3.005513,2.0734584,3.317929,4.989583,4.292795,2.9132085,6.4389434,6.3930917,5.881086,2.559884,5.032661,3.935954,4.688081,4.219605,4.694266,4.605203,4.8793597,6.2566786
t10,5.9556875,3.6387186,9.959191,3.772474,5.78857,5.8421035,5.6814103,5.1138215,4.6428742,4.8421135,3.372511,7.2369065,3.4011838,6.2593164,2.9830165,2.0665193,3.3268595,4.966539,4.315762,2.9160872,6.4232635,6.399683,5.874862,2.5564737,5.0314198,3.934562,4.709634,4.2314935,4.691522,4.5979915,4.884474,6.2330933
t8,5.992324,3.6028225,9.977693,3.7385132,5.8261557,5.8759785,5.7112956,5.130896,4.6757646,4.84593,3.365717,7.269835,3.4004872,6.2230244,2.9763222,2.0738845,3.3024433,4.961165,4.320006,2.8802242,6.4175563,6.375478,5.9079223,2.592907,5.0048237,3.9689577,4.7160144,4.235817,4.7277374,4.6195493,4.861365,6.2343297
t3,5.9872437,3.626893,10.029274,3.7410219,5.8203263,5.8487663,5.7478356,5.1580496,4.6664753,4.927278,3.2969081,7.2961216,3.3420663,6.238374,2.903935,2.0125353,3.3624282,4.8824763,4.392442,2.8842206,6.3497586,6.4322433,5.875831,2.6040442,4.9622493,3.9425185,4.7862673,4.3020163,4.733772,4.5605755,4.913675,6.1419587
t13,5.95798,3.5880785,9.7319975,3.7729514,5.75684,5.941796,5.457942,4.957848,4.6053085,4.4789534,3.6736538,7.04322,3.6171541,6.176874,3.305675,2.2973902,3.182019,5.318616,4.016301,2.967517,6.705039,6.264686,5.9721394,2.4936771,5.263734,4.008062,4.425148,3.9740639,4.594269,4.752412,4.763682,6.613591
t14,5.975505,3.6054811,9.72686,3.8248084,5.7189813,5.896136,5.4832783,4.9859037,4.6086845,4.5084925,3.6415153,7.078307,3.5708408,6.170585,3.2899158,2.2708426,3.1791627,5.3072233,4.0277452,2.9502673,6.6713758,6.259446,5.9258523,2.5343075,5.2051334,4.02666,4.428149,3.9922254,4.6085634,4.7533016,4.8040833,6.5838327
t15,5.932198,3.617523,9.71278,3.79534,5.7376842,5.916903,5.446244,4.9864244,4.597701,4.479846,3.6714075,7.0295987,3.6146946,6.17787,3.3026984,2.2986755,3.1920722,5.2960067,4.0471907,2.9740984,6.675926,6.2592297,5.981059,2.5125384,5.2674685,3.9847097,4.4651704,4.006755,4.5817175,4.7500563,4.767983,6.6208854
t16,5.996326,3.645249,9.582092,3.9658127,5.6640105,5.869281,5.4472075,4.9947743,4.633748,4.416089,3.70306,6.9894085,3.6231966,6.123296,3.3869925,2.33817,3.0863569,5.4015803,3.9388723,2.9933019,6.6912003,6.1919646,5.9691353,2.584703,5.248762,4.080895,4.401555,4.0001783,4.554141,4.8244176,4.779153,6.681981
t21,5.9650364,3.5622675,9.731422,3.7250392,5.7882614,5.9871,5.431675,4.917195,4.6098943,4.43457,3.7226772,7.0089016,3.6678267,6.1697383,3.3455017,2.337173,3.1585398,5.3617992,3.9720335,2.9795673,6.7615237,6.256618,6.0060215,2.4611213,5.316678,4.0182595,4.377515,3.9236922,4.580913,4.7712016,4.7241116,6.655546
t24,5.9471087,3.5584118,9.764045,3.738834,5.7842984,5.9704256,5.469179,4.935459,4.5868297,4.4983277,3.6606033,7.069556,3.608408,6.199483,3.2897408,2.2748845,3.2081528,5.306571,4.0321527,2.9513006,6.7174525,6.2895327,5.968934,2.4666116,5.2539344,3.9874997,4.4153986,3.9466245,4.615905,4.7285843,4.760805,6.5939846
t25,5.9546447,3.5797706,9.732211,3.7488022,5.7811003,5.9687066,5.451028,4.9389777,4.6116934,4.467389,3.685661,7.008914,3.6519127,6.182182,3.3148916,2.3087502,3.1722348,5.32651,4.0024695,2.9875796,6.7277536,6.2692575,6.007807,2.4679081,5.307494,4.005037,4.4211993,3.9648674,4.5780053,4.7546425,4.7327414,6.623588
t23,5.8936977,3.5595837,9.781099,3.723315,5.7853827,5.970245,5.4373145,4.956396,4.547727,4.477511,3.6792562,7.0853753,3.5991387,6.208355,3.2996407,2.2838695,3.2553647,5.2999206,4.0665383,2.9396036,6.6908727,6.2881293,5.976029,2.4628174,5.258628,3.9390948,4.4623637,3.9851217,4.620907,4.715778,4.767299,6.6256084
t36,5.9892526,3.6842601,9.555502,3.9470267,5.6577992,5.8588724,5.3802066,5.0012746,4.6442266,4.3670635,3.7779016,6.977484,3.6543248,6.085858,3.3987567,2.4134371,3.0879412,5.391336,3.9497676,2.9815984,6.70363,6.1629515,5.9567175,2.588999,5.288477,4.053296,4.4185586,4.000404,4.5488176,4.8434734,4.7800474,6.7335253
t37,6.0034423,3.622194,9.630904,3.8989077,5.6891127,5.8922973,5.4437504,4.9764805,4.633192,4.417289,3.7090933,7.006532,3.6300783,6.127013,3.3720684,2.337906,3.1019058,5.3931117,3.9419198,2.97838,6.7183847,6.208007,5.965204,2.5603535,5.2548885,4.076896,4.3853374,3.970326,4.569143,4.8135967,4.7699976,6.6777115
t28,5.9516997,5.233388,6.4683456,6.977349,4.9376073,5.127021,4.7895412,5.237025,5.050455,4.511053,3.9127655,6.618492,3.7303998,5.4813848,3.6640034,3.0903535,2.7748427,5.0803547,4.329114,3.3519664,6.0082374,5.2722416,5.847611,3.40728,5.2798142,3.813602,5.490597,4.735852,4.1775265,5.1812406,5.2099032,6.7987876
t29,6.0482388,5.2527213,6.4526653,6.9543056,4.8922505,5.149311,4.774209,5.2981563,5.024274,4.476525,3.9589732,6.58417,3.7817252,5.44201,3.6637347,3.089788,2.8376768,5.094152,4.359785,3.2945142,5.9970984,5.2856917,5.817329,3.424435,5.312863,3.7773252,5.4657617,4.776634,4.1915445,5.169216,5.235428,6.7935977
t30,6.06342,5.309432,6.328388,7.0769987,4.904025,5.0588365,4.7540073,5.2554183,5.103195,4.558816,3.9305055,6.585229,3.7897959,5.4017186,3.6683369,3.1240883,2.8555295,5.077545,4.389368,3.3421214,5.976876,5.2388296,5.802937,3.441645,5.289733,3.7955184,5.5385666,4.811668,4.206326,5.167763,5.2344728,6.777617
t34,6.093078,5.332571,6.305026,7.0927033,4.926008,5.0494494,4.750195,5.2642016,5.102437,4.5636964,3.935733,6.5999413,3.7678392,5.401989,3.6707113,3.1122026,2.8348277,5.062502,4.400931,3.3353746,5.977454,5.237517,5.7981157,3.4501643,5.2915273,3.79912,5.5398264,4.7983384,4.1855016,5.1726394,5.212126,6.789542
t35,6.0513115,5.311388,6.3460903,7.057435,4.90487,5.077122,4.7468114,5.2652955,5.0838966,4.537764,3.9398522,6.5828347,3.776277,5.4041,3.6664743,3.1123188,2.8401928,5.07002,4.3946104,3.3368552,5.971471,5.239858,5.7953672,3.449251,5.3003674,3.7938533,5.5313168,4.802241,4.192693,5.175679,5.2258673,6.788538
t33,6.185654,5.330611,6.2456446,7.1368794,4.917109,4.987616,4.737057,5.21344,5.1766686,4.650328,3.910141,6.576724,3.8322136,5.3560534,3.6636925,3.1507032,2.9132304,5.0754457,4.417271,3.36943,5.966031,5.2068057,5.783263,3.4478543,5.2749295,3.8158808,5.583198,4.87388,4.262578,5.154023,5.247895,6.756413
t43,2.773495,6.0284047,6.683707,8.44774,4.486324,5.086535,4.8571377,5.256396,5.181387,4.6024404,3.9385967,6.43497,3.7971208,5.3041134,3.680613,3.3324602,2.7336452,5.031303,4.471405,3.5881152,5.8044443,4.999112,5.7718925,3.5006638,5.2053113,3.876,5.9780946,4.4346185,4.110515,5.318263,5.1809907,6.6573977
t45,2.7873242,6.0777755,6.768375,8.497442,4.4423485,5.1534514,4.859442,5.262325,5.1675262,4.6213784,3.9281478,6.4039946,3.7919035,5.2584467,3.6638408,3.3643143,2.7226307,5.0355678,4.494249,3.5976043,5.767057,4.968035,5.7766767,3.5094268,5.1838765,3.8514433,6.0594187,4.408838,4.0719733,5.3149667,5.190723,6.6266594
t53,2.495725,6.1829658,6.734876,8.626439,4.3828664,5.08596,4.9232635,5.277593,5.2352815,4.627484,3.9517455,6.4166336,3.8496566,5.229559,3.6941605,3.4263055,2.778459,5.088074,4.4614444,3.6731393,5.827738,4.9557805,5.723231,3.4446595,5.1350317,3.8491595,6.0624766,4.4654727,4.052536,5.2886887,5.2258887,6.674642
t62,2.5554078,6.1728873,6.728106,8.586584,4.3719134,5.0756283,4.9313354,5.283556,5.2469997,4.628875,3.9528284,6.432383,3.85588,5.210407,3.6997545,3.4357784,2.7875476,5.109706,4.441954,3.6754827,5.839872,4.968387,5.696464,3.427708,5.115543,3.8366811,6.0574965,4.4909425,4.043365,5.271063,5.2392087,6.6952343
t63,2.5647192,6.140683,6.693067,8.568907,4.4078107,5.0693884,4.9063277,5.272246,5.2252407,4.6140113,3.9496017,6.43411,3.834437,5.257133,3.6933405,3.4032767,2.7662215,5.0756216,4.4538956,3.6509292,5.8269615,4.981227,5.73052,3.456971,5.1516438,3.859444,6.015443,4.4623437,4.076294,5.29513,5.212174,6.680911
t58,2.6561906,6.097472,6.729359,8.530348,4.452287,5.110193,4.8507466,5.2597804,5.1783686,4.613132,3.9325972,6.441769,3.7908945,5.2545652,3.6825092,3.3514893,2.7286298,5.0538096,4.4549193,3.590417,5.800431,5.001919,5.729977,3.4986494,5.1896334,3.8494139,6.0343323,4.4473743,4.0831923,5.2971025,5.1950417,6.6694
t57,2.6243153,6.139115,6.7111044,8.528586,4.391324,5.076685,4.9135423,5.2809243,5.2336526,4.622487,3.9478536,6.445377,3.8398116,5.217914,3.6961358,3.4158587,2.7750342,5.104199,4.4351654,3.6515758,5.833977,4.988121,5.6976995,3.4392855,5.1262836,3.835097,6.032121,4.489756,4.0529532,5.2698536,5.2329817,6.6991916
t54,2.609837,6.116246,6.74377,8.571143,4.434727,5.120174,4.8673825,5.2625937,5.183133,4.6166296,3.9348378,6.419107,3.80043,5.2607064,3.676819,3.3696976,2.731319,5.0458126,4.4761086,3.612241,5.788813,4.97644,5.7552176,3.4970152,5.182347,3.8568504,6.0514097,4.424142,4.077991,5.310182,5.1935196,6.64866
t68,2.135797,6.2991047,6.701107,8.80152,4.332311,5.059353,4.9671955,5.307045,5.2654047,4.6427965,3.9531877,6.416335,3.8736837,5.2087364,3.7038498,3.5088644,2.7893155,5.118047,4.4504957,3.7535102,5.8320055,4.930158,5.715527,3.3868535,5.0826635,3.8334959,6.0685425,4.49056,4.0188103,5.2680635,5.2625875,6.691147
t69,2.1387506,6.2495475,6.721165,8.760544,4.3632464,5.080801,4.9507656,5.281555,5.247995,4.631774,3.9589922,6.3843403,3.869978,5.250967,3.691562,3.4611127,2.7887185,5.073262,4.4930234,3.7207472,5.822353,4.9152846,5.7647185,3.4374244,5.1317906,3.868327,6.058332,4.4409976,4.053637,5.3103194,5.223017,6.6484637
t71,2.0563223,6.2860084,6.70195,8.803386,4.3446784,5.0708003,4.952329,5.303977,5.24974,4.6373696,3.9492316,6.4136415,3.8583858,5.221049,3.696468,3.492636,2.7753055,5.1005607,4.460622,3.733452,5.8168797,4.9341893,5.72954,3.407635,5.10043,3.8378606,6.0671473,4.46965,4.0267777,5.277599,5.2513003,6.679849
