"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101","V_102","V_103"
"t1",0.0461479452459544,-0.0909610683752219,0.0897969045081919,-0.00364928209221511,0.000417368446232612,-0.000690544859427557,-0.00300844133335797,0.000770868531171923,-0.00324414832482257,0.000655489266894717,-0.0898128716918342,0.164734584112948,-0.000633388221835994,5.7300141518327e-05,-0.002788466449529,0.0111996018844706,5.48682959170874e-05,-0.0776247956534856,0.00795438561550358,-0.063293942105249,0.000282188371574354,-0.000461912093674138,0.00255361760108779,-0.0129895071091044,0.00260441339322599,-0.0450727743497355,0.00315426243719916,-0.0430468151788797,0.0430445543534272,-0.795722677765404,0.00104485574684543,0.00261419362968266,-0.408961624109704,0.00254065979728495,0.000512328844398444,-0.0469891437770119,-6.27901128306196e-16,-0.0115142840446886,0.00132102226575495,0.247407601078657,-0.0824529642699023,0.0367702921179536,-0.130239903641927,-0.012547444832037,0.00183042196920902,0.000112310598133312,0.0310713395721939,-0.00082825677259008,-5.19605155358712e-05,-0.000106295409186341,-0.173399113812992,-3.24948226567812e-18,0.00240136474613945,3.34681401398382e-13,0.00238787625683924,0.000366818685858473,-0.0126059862676302,-0.00105442101450343,-0.00012400054968639,-0.000183536113237731,2.00948647174198e-05,0.000788680381465853,0.000355571899530586,9.04313612948424e-05,-0.000767037699301153,-0.000175376159993136,-1.58667450557314e-17,0.000169494030242935,0.000547731867577181,7.26406812796533e-06,0.000178435012695467,-0.00154769013666812,-4.4669692353845e-09,0.00567398233133498,-0.000243122099362062,-1.46999028971526e-18,-3.59816517018279e-17,1.9463325803355e-05,-0.000151593440226975,5.8782778000223e-16,-5.09065293797988e-17,6.82019494422674e-17,3.25026124049155e-06,0.0037375793666421,-2.30035244487747e-16,-4.83628210215872e-06,-1.22251148313426e-17,-3.67897258143196e-17,-1.61251207907274e-17,8.14302601950502e-08,-5.52582694033451e-17,4.0966099198922e-17,-2.93902481237161e-17,2.41326745024864e-17,6.968075824753e-15,-5.73558483453846e-17,1.95072686910212e-17,1.27808472947098e-18,3.01554310502164e-16,8.36098957527928e-17,1.00402430188056e-16,4.50359890993848e-17,1.63397309948769e-17
"t3",0.0560219432164191,-0.121988480245568,0.228490098469824,-0.0457480981654112,0.0150574614400811,0.000882631689346765,0.000804370027370547,-4.70535415603691e-05,-0.000152151117258116,0.000144095229564442,-0.0804196128362415,0.203538387530892,-0.00873228639549408,0.00539581130194192,0.00141673757743953,0.00259379972834267,8.34122121419211e-05,-0.259920852033762,0.0468363357596987,-0.87030640609127,0.0678018119782949,-0.00794226121138177,-0.00226399038084291,0.0100544021906879,-0.00185686909782518,0.0168432078687747,-0.000745074584959873,0.00996258164138937,-0.00907866017172619,0.163660817971007,-0.000201379442406722,-0.000503183345946901,0.0777073564005582,-0.000368109377500626,-7.00811465787977e-05,0.00642698342763755,-6.34342609905476e-16,0.00110651164589658,-0.000124445570583593,-0.0212372260573747,0.00629697135004024,-0.00261762978508129,0.00909594754537963,0.000869599127912774,-0.000104586060949873,-6.25418647227581e-06,-0.00168673867361795,5.81686203640132e-05,7.91414531781912e-06,0.000130577960258686,-0.0618306354991033,1.61832097263422e-16,0.000128543521488224,1.43728727295532e-14,3.12989571697227e-05,2.34633259511338e-06,-4.62303070470306e-05,-0.0111200102791858,5.7917613553975e-08,4.55032483852828e-08,5.30577737910843e-08,2.57032772234346e-06,1.8926143625259e-06,5.56692919482121e-07,-5.75015511979944e-06,-1.98429485063141e-06,-1.05249447889942e-16,2.72331847519371e-06,9.05980406011304e-06,1.45431755039103e-07,3.92291062290035e-06,-0.00290637466692579,-9.7270863754925e-11,0.00014930184788128,-7.36187946295243e-06,-8.53301786391177e-19,-3.08414588186487e-17,7.60419217291814e-07,-6.33833421975335e-06,9.5459598476782e-16,2.71153425368222e-17,-7.26431751198376e-17,1.49221207532081e-07,0.000172258233944315,1.55582489422828e-16,-2.26454880723437e-07,6.19040083097385e-18,-4.92989824001814e-17,-6.17227738457892e-17,4.06820934194286e-09,-4.27305138342853e-17,1.02959964351046e-17,-4.30125583440966e-17,-2.44310884271031e-17,4.8290797022352e-16,-6.29359047250374e-17,-6.97671707644862e-18,-1.18295154935626e-17,7.60774341993978e-16,1.90564529819555e-16,3.87017238249287e-16,1.28149393084417e-18,5.73842784633695e-17
"t61",0.0606448261591366,-0.136821028362771,0.300853637758772,-0.0692543264871069,0.0233168929277039,0.00189359603580041,0.00380779281838563,-0.000784608470893024,0.00295649899403954,-0.000518882048424653,0.0758694108633571,-0.162793381679154,0.00483679940044447,-0.00290764638152222,-0.000442872132899733,-0.000428192411358304,-8.45741665756458e-06,0.022949849235842,-0.00390036748872701,0.0691055484005509,-0.00519573851639119,-0.3874232018653,1.37167632930806e-05,-0.000137730059763686,2.07631591386368e-05,0.000480580979361683,-4.63316799547274e-05,0.00063399518020989,-0.000636698805356405,0.0117596430559808,-1.53501502950406e-05,-3.83989691436991e-05,0.00599634222365322,-3.45305431984548e-05,-6.79729157257382e-06,0.000623398581508321,4.83625896303476e-16,0.000125853638438971,-1.42542003389796e-05,-0.00250811724160294,0.000769245506955299,-0.000325658192256285,0.00113699765346034,0.000108904932415024,-1.37005418272552e-05,-8.24626794658295e-07,-0.000224037968672168,8.13568561362657e-06,1.12878856548603e-06,1.88261820792253e-05,-0.0089678200767393,-1.14276806685843e-16,1.90584022684341e-05,2.53962728751994e-15,4.90957663528226e-06,3.88966821156117e-07,-8.1367138425807e-06,-0.0231924903110303,2.40510405149119e-09,2.56433590575572e-09,4.20352237484571e-09,2.02409213628975e-07,1.39529833180781e-07,3.92310835800776e-08,-3.66903226459544e-07,-6.45311131957185e-08,1.24312412837594e-16,-1.67048419854389e-07,-7.09383597904929e-07,-5.14793705227728e-08,-4.26930517552562e-06,0.826784541786424,-2.09446460732951e-09,0.000118114985308635,-3.39641489217013e-06,5.09650707439505e-18,2.70582828959322e-17,2.46864112627986e-07,-1.96433054326943e-06,1.95739981303513e-15,1.37239264386087e-16,-8.68730247989623e-17,4.41060337721395e-08,5.08329900208707e-05,-5.80295950139724e-16,-6.64013152433334e-08,2.48588407789285e-16,-5.51990615079567e-16,1.89194641034713e-16,1.16662321413121e-09,2.74534087772483e-16,6.82087547595514e-17,-5.0472402387923e-16,-5.54617663043909e-17,2.10160182104452e-16,5.02303028911325e-17,9.35486868746595e-17,1.67331555423203e-16,6.20435587212416e-17,-2.734662623277e-16,-3.3775001539253e-16,1.56947607713798e-16,1.86790027952973e-17
"t68",0.0607263339884998,-0.137080525931128,0.302080793162173,-0.069644020932565,0.0234533635361406,0.0019096510892679,0.00385300722287376,-0.000795380135755089,0.0030009236760761,-0.00052796113892029,0.0777411456001915,-0.167051200056152,0.00498204706232773,-0.00299589779361379,-0.000459496992520886,-0.000448420493766541,-8.91910242790538e-06,0.0242477024506029,-0.00412409391408109,0.0731142618753229,-0.00549961956332171,-0.413783395575192,1.46600424344567e-05,-0.000147451516024326,2.22549461803942e-05,0.000522863182611872,-5.14160541097001e-05,0.000704361204871426,-0.000711209265860345,0.0131562923594769,-1.72456251005343e-05,-4.3144357199501e-05,0.00674323765134027,-3.96546144450821e-05,-7.84649069750942e-06,0.000719630111272906,1.80730192418589e-16,0.000151002372253771,-1.71468454393367e-05,-0.00305589910959016,0.000954231384109806,-0.000408871996426356,0.00143251240221785,0.000137406361741836,-1.80667264289753e-05,-1.09655013845444e-06,-0.000300939987520676,1.18038430588871e-05,1.67505395960688e-06,2.82246077111598e-05,-0.013513535599969,6.43713436445142e-16,2.9181943875021e-05,2.51345842199382e-15,7.72869731424381e-06,6.22911184748362e-07,-1.31989720178818e-05,-0.0399019217053489,4.39259734099815e-09,4.77202788483328e-09,9.27550105952357e-09,4.639207330317e-07,3.70519513706588e-07,1.12004471769694e-07,-1.20573540009924e-06,-4.68607289779041e-07,-2.53434436499471e-16,7.94635875183006e-07,2.72571464798293e-06,6.39205098464232e-08,3.11930651812495e-06,-0.397536075331714,9.78248758047969e-10,-1.48566974915492e-05,-4.76038928453221e-07,3.82683347341851e-16,5.52531349935449e-15,1.08523152450071e-07,-9.73165223346508e-07,-0.707106781186548,1.22293981037793e-16,-3.05989404706234e-15,2.47639754309547e-08,2.86675980372955e-05,3.32558349527075e-16,-3.81144630855858e-08,1.26535800711062e-16,-5.06369062249082e-16,5.06178912138364e-16,7.14336403712075e-10,1.79571644293281e-15,3.08209134753706e-16,-1.41822876365513e-15,4.29112399382078e-16,-1.37551802429965e-16,2.04383351968778e-17,-5.31169258101631e-17,-2.68248453064792e-16,-1.16767025098156e-15,1.2647365591786e-16,-9.21765534224699e-17,-1.38250202111999e-17,2.27137218261979e-17
"t69",0.0607263339884998,-0.137080525931128,0.302080793162173,-0.0696440209325649,0.0234533635361403,0.001909651089268,0.00385300722287364,-0.000795380135755103,0.00300092367607647,-0.00052796113892051,0.0777411456001925,-0.167051200056153,0.00498204706232794,-0.00299589779361362,-0.000459496992520972,-0.000448420493766219,-8.91910242793104e-06,0.0242477024506029,-0.00412409391408114,0.0731142618753232,-0.00549961956332154,-0.413783395575192,1.46600424348465e-05,-0.000147451516024476,2.22549461803775e-05,0.000522863182612058,-5.14160541093369e-05,0.000704361204871367,-0.000711209265861053,0.0131562923594775,-1.72456251006815e-05,-4.31443571993642e-05,0.00674323765134022,-3.96546144452842e-05,-7.84649069750226e-06,0.00071963011127249,-5.14155070068929e-17,0.000151002372253344,-1.71468454393816e-05,-0.00305589910958945,0.000954231384109869,-0.000408871996426207,0.00143251240221864,0.000137406361741429,-1.80667264288246e-05,-1.09655013828741e-06,-0.000300939987520454,1.18038430594465e-05,1.67505395930907e-06,2.82246077118699e-05,-0.0135135355999683,1.99270608929022e-16,2.91819438752439e-05,3.24719276385751e-15,7.7286973139243e-06,6.22911185905762e-07,-1.31989720178012e-05,-0.0399019217053476,4.3925972620208e-09,4.77202769732729e-09,9.27550052697278e-09,4.63920732830228e-07,3.70519513031117e-07,1.12004472507747e-07,-1.2057354006321e-06,-4.68607289726058e-07,3.0856391405054e-16,7.94635875726158e-07,2.72571464697463e-06,6.39205101353855e-08,3.11930651865514e-06,-0.397536075331717,9.78250498383983e-10,-1.48566974881971e-05,-4.76038928703834e-07,-4.42619180322606e-16,-5.49850887926692e-15,1.0852315949585e-07,-9.73165233727077e-07,0.707106781186547,-5.79100598803016e-16,2.68118867497065e-15,2.47639719687364e-08,2.86675980327641e-05,3.62717224393633e-16,-3.81144612423736e-08,-4.96883438876006e-16,7.53427851264448e-16,-8.08279182202338e-16,7.14340051604895e-10,-2.23312885818047e-15,-1.18297077900515e-16,1.90704618256953e-15,-3.31907522874604e-16,1.97009328540875e-16,-2.49481108793627e-16,-8.42124603055981e-17,6.07455829873089e-17,4.67820281156181e-16,1.59077746269784e-16,7.40536254823759e-16,1.46883072438887e-16,-1.19139837575988e-16
"t47",0.0604442620906111,-0.136181235783563,0.297804268982163,-0.0682804803292838,0.0229755691509505,0.00185304526826631,0.00369208736182619,-0.000756839143012614,0.00284136717567376,-0.000495108811887707,0.0708071740372329,-0.151193871909805,0.00443304472648777,-0.00266189509003483,-0.000394487738035848,-0.000364121988459278,-6.82175908556691e-06,0.0181338285034375,-0.00305115722952819,0.0535810777188637,-0.00399984886190873,0.325871830076219,7.96230660517847e-05,-0.000176135952118552,2.2797681286896e-05,0.000390083030385142,-3.27734003177547e-05,0.000444997894259018,-0.00043011331102545,0.00785467092918585,-9.93538807009738e-06,-2.48370645783691e-05,0.00385269937829513,-1.84301739591417e-05,-3.43316244892519e-06,0.000314833063715683,-1.38249665528469e-16,3.28739995981162e-05,-3.45913829090838e-06,-0.000367090436565659,-2.83969131503053e-06,3.75819748827805e-05,-0.00016997568265599,-1.78296890236259e-05,9.39950495069345e-06,6.64931248080798e-07,0.000215729311005792,-2.23794074958924e-05,-4.05413533676199e-06,-7.62784407101074e-05,0.0385902453080001,-4.46797465676028e-15,-9.92329873605877e-05,-1.01026460308647e-14,-3.60811487668347e-05,-3.59738239830512e-06,9.05655590493649e-05,0.857371516272833,1.77338874127281e-07,1.1074015562857e-07,5.84220286186085e-08,2.6271049823691e-06,1.60576935536751e-06,4.45805209754139e-07,-4.25321836845772e-06,-1.2419579782822e-06,-3.34953289824126e-15,1.48649487336209e-06,4.89281289432433e-06,7.38606791829638e-08,1.98439758802765e-06,-0.0176623460150267,-4.756776767896e-12,6.54238832839106e-05,-3.12514105326757e-06,5.22149231540717e-17,5.45179041041378e-16,3.01366283179193e-07,-2.46997051619446e-06,-9.209907293432e-16,8.09319490457574e-17,7.53823979023892e-16,5.69039816606522e-08,6.56330694805969e-05,-2.64276492937948e-16,-8.59856025071523e-08,-3.54584839311617e-17,-1.6190653198005e-17,1.41347838399139e-16,1.52406699149911e-09,-6.62674089219923e-17,9.89884517912068e-17,1.3706634964017e-16,1.31742129138201e-16,1.34084136712255e-16,6.37832938211218e-17,6.91119327863375e-17,-1.32267725402496e-16,-1.22340158758223e-15,4.3056135270114e-17,5.30032039767187e-16,1.60199410855932e-16,9.36588930159172e-17
"t103",0.0607663744434707,-0.137207717856884,0.302676505139718,-0.0698317477016166,0.0235190275475758,0.00191726087195448,0.00387394157618093,-0.000800292860585534,0.00302095017809756,-0.000531952535240375,0.0784839357793672,-0.168692833583422,0.00503300726641977,-0.00302657191795061,-0.000463703182290432,-0.000448568793652737,-8.72244460928034e-06,0.0234239069894193,-0.00395797958191556,0.0697430318046727,-0.0052194918724658,0.447891142193098,0.000109884576590506,-0.000245581255645139,3.20159736736519e-05,0.000603737115621408,-5.89036597367142e-05,0.00080731224599152,-0.000817495663827182,0.0151372646538361,-1.99007467779622e-05,-4.97900831452863e-05,0.00778703896469807,-4.66883098494174e-05,-9.29000265058371e-06,0.00085202838515544,-6.06989005232139e-17,0.000187727702546603,-2.13956610929167e-05,-0.00388584607667253,0.00124862727305688,-0.000546176736049717,0.00192544924172883,0.000185163442254617,-2.66000808105912e-05,-1.6453964975252e-06,-0.000462535624595965,2.28842007842271e-05,3.55411821138302e-06,6.26868656579285e-05,-0.0307429631983331,1.83159533053957e-15,7.20135747800396e-05,7.88357193789279e-15,2.25636026699024e-05,2.06550707730006e-06,-4.89193718963624e-05,-0.358903184460659,-5.91040831290587e-08,-3.45219123635805e-08,-1.05738291670258e-08,-4.25398058603952e-07,-1.71031333908757e-07,-3.86502654930922e-08,2.42737617916957e-07,-2.00885719942381e-08,1.47288225557275e-15,1.36364073142917e-07,4.82176006854707e-07,1.0736534222277e-08,3.3553563270097e-07,-0.00328188387595219,-8.890448358102e-13,1.44004901515178e-05,-8.13496879714139e-07,-1.50525797145875e-16,-5.27255526674647e-16,1.01723757682981e-07,-8.86239395260388e-07,-4.01779168736499e-16,1.4195313639305e-16,-5.74126680559587e-17,2.21065191836077e-08,2.55786238400396e-05,1.15641504084388e-16,-3.39460258970674e-08,6.59862636033309e-17,3.50489696610832e-16,-3.21391837228483e-16,6.33397088768842e-10,-5.08778035768834e-17,3.16496345485823e-16,-1.24093600757926e-16,-1.36991482283303e-16,-1.83893265881412e-15,7.28476658465351e-17,-1.1899459347608e-15,-1.05804316866254e-15,0.707106781186548,-1.80991912498923e-15,-4.30286847070617e-15,5.8550791132244e-17,-1.9137857140343e-16
"t104",0.0607663744434707,-0.137207717856884,0.302676505139718,-0.0698317477016165,0.0235190275475755,0.00191726087195493,0.00387394157618137,-0.000800292860585611,0.00302095017809773,-0.000531952535240358,0.0784839357793671,-0.168692833583423,0.0050330072664197,-0.00302657191795059,-0.000463703182290417,-0.000448568793652812,-8.72244460931733e-06,0.0234239069894192,-0.00395797958191562,0.0697430318046723,-0.00521949187246574,0.447891142193099,0.000109884576590388,-0.000245581255644955,3.20159736738827e-05,0.000603737115621401,-5.89036597363655e-05,0.000807312245991964,-0.000817495663827371,0.0151372646538361,-1.99007467779786e-05,-4.97900831453192e-05,0.00778703896469827,-4.66883098493467e-05,-9.29000265091948e-06,0.000852028385155443,-5.26937496433617e-17,0.000187727702545904,-2.13956610925739e-05,-0.00388584607667253,0.00124862727305673,-0.000546176736049404,0.00192544924172755,0.000185163442254908,-2.66000808110092e-05,-1.64539649725694e-06,-0.000462535624595403,2.28842007844276e-05,3.55411821086413e-06,6.26868656574568e-05,-0.0307429631983335,1.73377921329568e-15,7.20135747794897e-05,7.81959550027099e-15,2.25636026704688e-05,2.06550707719164e-06,-4.89193718963832e-05,-0.358903184460661,-5.91040824834705e-08,-3.45219126227591e-08,-1.05738293824906e-08,-4.25398058607421e-07,-1.71031334005793e-07,-3.86502656991991e-08,2.42737617793575e-07,-2.00885718780117e-08,1.5037482225952e-15,1.36364072555063e-07,4.82176006031581e-07,1.07365342771461e-08,3.35535632446074e-07,-0.00328188387595179,-8.88534518402804e-13,1.44004901516236e-05,-8.13496879668602e-07,5.72547889480881e-17,-1.88118623674425e-16,1.01723757106037e-07,-8.8623939557993e-07,1.52936938713538e-15,-1.00130353523642e-16,-3.24525675626329e-16,2.21065180834305e-08,2.5578623839762e-05,3.65853795416001e-17,-3.39460256982154e-08,-8.16373282147485e-18,-5.42444629909015e-16,1.9245446814864e-16,6.33396753152312e-10,-2.01743940568613e-16,-3.85390466887115e-16,1.34514313740227e-17,8.46591785277985e-17,2.01500701365284e-15,-2.81151592699242e-16,1.16859300859753e-15,1.18821486929164e-15,-0.707106781186547,2.02770444036512e-15,3.9343057115102e-15,-7.98742121469486e-17,2.11213345598915e-16
"t9",0.0534253131402457,-0.11368290191827,0.188402826239787,-0.032804135414537,0.0105127063848223,0.000329629285600985,-0.000841034889370112,0.000359601945586978,-0.00187869384890305,0.000520339777160636,-0.182716470517381,0.455700210370763,-0.0199337927898892,0.012382626309718,0.00458740231301039,-0.00782442963925248,-3.35200900341145e-05,0.0607624001720733,-0.0084623601311523,0.124696116551388,-0.00801731955445113,0.000320890535130975,-0.000311274867668175,0.00154013941798414,-0.000299631808972967,0.00260828799134348,-7.12968861055305e-06,-9.87291067008032e-06,0.000493533361271323,-0.0115232313457171,2.32114919884589e-05,5.8480396987468e-05,-0.00977249515836558,0.000139914609180058,3.15100429151597e-05,-0.00289051472631179,-2.13887872662093e-16,-0.00116410478209331,0.000136641697480569,0.0283852813981842,-0.0107502406563812,0.00518901056928207,-0.0187939236744709,-0.00182716466788481,0.000354013130797584,2.3025361743362e-05,0.00686369715457285,-0.000506834737147738,-8.78746035378093e-05,-0.00163019971265515,0.820088832988898,-2.63042812691574e-16,-0.00208491921182244,-2.46017698970512e-13,-0.000764939829639679,-7.90293438515884e-05,0.00210540867207347,-0.0518696956357817,1.98459506524227e-06,1.29437211664196e-06,7.20103898237182e-07,3.22596902760778e-05,1.93689597778266e-05,5.33265099215982e-06,-5.01674169546523e-05,-1.40527230652503e-05,2.90768235343272e-16,1.59478725111594e-05,5.22038903531567e-05,7.52382633760026e-07,1.92295355031462e-05,-0.00354606362935899,-4.86167052434171e-10,0.000660541115368951,-3.00123236492778e-05,-8.42090186395962e-17,-6.80700333292177e-17,2.67273366521843e-06,-2.14201401614514e-05,-7.46224950737316e-16,8.3472085569213e-17,-1.20099110906005e-16,4.7784382766545e-07,0.000550393422309683,2.58019296994592e-17,-7.17020223944366e-07,-5.27906068870301e-17,-9.57098192319029e-17,2.23595070276397e-17,1.241321438823e-08,-2.94577332590354e-16,-7.04418082455183e-17,-8.62034539936785e-18,4.30168402867751e-17,1.13641652030026e-15,-4.07450777792649e-17,-2.90027596633756e-17,-3.74839021405717e-17,-6.31800553178712e-16,-1.50048405326598e-16,1.69594063374396e-16,7.68062035817819e-17,2.10009142500229e-17
"t10",0.05427358807083,-0.116242998028459,0.197713854415195,-0.0350735483928261,0.0112708013801225,0.000364946575229175,-0.00097156207919985,0.000425359886849677,-0.00225979323661761,0.000646505434569786,-0.250379206992935,0.637740249035075,-0.029514810066687,0.0184220512863599,0.0076258708979541,-0.0153407734447129,-7.55878851850067e-05,0.142614184261045,-0.0201995590009938,0.301747456726881,-0.019599352909135,0.000980458032795033,-0.000969118584082533,0.00503146538806906,-0.00101343276943778,0.0155801097650869,-0.000900450261237043,0.0121720309776167,-0.0116494595274736,0.212790313376963,-0.000270878781732015,-0.000677304514772337,0.105305118293413,-0.000576087178793019,-0.000113218485966274,0.0103835820098835,4.22227922864043e-16,0.00221956981499387,-0.000253092637196938,-0.0462123297019624,0.0150591688986206,-0.00667137253181619,0.0236146982896274,0.00227484185605511,-0.000348436403542935,-2.18590275567274e-05,-0.00625465615202275,0.000362824168978638,5.96197679737818e-05,0.00108136447666978,-0.538123480165733,1.47291276707305e-16,0.00132442303132238,1.5530491326609e-13,0.000461676732959623,4.63390834307916e-05,-0.00120958600444617,0.0274525202179876,-9.81239419987684e-07,-6.28016912335161e-07,-3.05935811917342e-07,-1.34001561229579e-05,-7.49192868137007e-06,-2.0060189949176e-06,1.80537707639725e-05,4.45818335739295e-06,-1.28108369429196e-16,-4.29754852675164e-06,-1.38319745284768e-05,-1.75262063784153e-07,-4.15396402412741e-06,0.000722663556380959,9.86955953633155e-11,-0.000117521497070927,4.38586178232495e-06,4.51892388078881e-17,-5.57752639717574e-18,-2.14374455375373e-07,1.30293351814523e-06,2.44074569778795e-16,-6.15099677436277e-17,3.27545900749289e-17,-1.56762314221269e-08,-1.74014605443217e-05,-3.6135239550457e-17,1.91505616182971e-08,-2.79145249082381e-18,-6.65223208357564e-17,-5.00527409751895e-17,-7.66464269662479e-11,2.12066827484606e-16,9.53563152145964e-17,-2.45542390771217e-18,-2.09079050947641e-17,4.26967257507308e-17,-6.26796465984357e-17,2.39123568081808e-17,1.87484630217429e-17,1.52919755999826e-16,9.31627912493566e-17,-2.97434152514278e-16,6.7148732283396e-17,-5.27031978492857e-18
