,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
t1,3.226091,3.7426925,4.429126,0.60351163,0.78982997,1.0978256,4.3948627,-0.49722737,-0.24578768,0.74261296,3.9661646,1.9110422,4.931754,1.1829847,4.0311017,0.8588779
t2,0.24477963,-1.6265057,-0.63939,-0.02949681,4.4151344,-0.3032182,8.632168,-1.6977822,2.8664362,-0.2867052,4.18031,-0.00013316625,6.5306416,4.9297786,-0.021862384,9.687167
t3,0.1076092,-0.74668425,-0.14606649,-0.031937864,2.86603,-0.16714445,6.9492154,-1.1793628,1.6730045,-0.18063343,3.1575453,0.21832608,6.0634823,3.260047,0.5862832,6.453768
t4,0.15663713,-1.0220622,-0.30818892,-0.04700326,3.3506193,-0.22296144,7.34989,-1.355709,2.2737813,-0.22456953,3.3322446,0.071721055,6.0888333,3.789446,-0.000121064775,7.5804563
t5,0.224107,-1.4715697,-0.5971593,-0.044245884,4.021503,-0.27190343,8.097703,-1.6169635,2.8178537,-0.24508174,3.9918556,-0.00011604419,6.230294,4.5275793,-0.019115264,9.153982
t6,0.4936443,-3.4122112,-1.609037,-0.04350585,7.718278,-0.59608734,12.1194315,-2.6654727,5.1050043,-0.31676877,7.42457,-0.0006549421,6.6882334,8.01667,-0.044199638,16.65689
t7,0.10954271,-0.638239,-0.06330149,-0.07952506,2.9950602,-0.19979075,8.427083,-1.2549561,1.6236806,-0.11500894,4.806207,-2.1218286e-05,7.8608527,3.4313242,1.3063133,6.92199
t8,0.1056344,-0.61402136,-0.047285195,-0.08467349,2.9828007,-0.19667362,8.437023,-1.2489852,1.5363187,-0.11264003,4.849084,-1.925963e-05,7.9272027,3.4137838,1.3630345,6.838302
t9,2.0349267,3.027344,4.3800955,2.2927172,0.7168735,2.7453196,0.64053494,-0.7764908,-0.21123579,-0.021781985,0.31546238,6.1135902,3.1693623,5.7970185,0.23749572,2.9324422
t10,0.08786474,-0.53556985,-0.40437466,2.8092709,0.694381,-0.29277587,0.0004346798,-0.18209927,-0.26594868,0.2324903,9.109363,-0.00044048962,-0.042365365,1.415235,-0.071937904,-0.4850966
t11,0.2584233,-1.6870776,-0.3085921,4.001882,4.052087,-0.353381,10.325922,-1.8331432,7.177001,-0.08558899,-0.1761751,-5.480476e-05,-0.08003441,0.5040399,2.0900555,14.29131
t12,0.28430045,-1.6442568,-0.58633125,1.2243029,4.644681,-0.30411878,6.805761,-1.7252648,2.6979156,-0.29182962,1.790619,2.1184297,5.1247187,6.920062,-0.06874026,12.158558
t13,0.24650684,-1.6384081,-0.2842541,4.52054,3.956395,-0.34101048,10.050481,-1.796079,6.861601,-0.059477728,-0.20053571,-1.8167439e-05,-0.11408075,0.3190173,2.0838428,14.29106
t14,0.12400051,-0.99558777,2.136886,4.54535,1.8899152,-0.19752812,8.513062,-1.0281681,3.4792907,5.0241055,-0.22715391,-0.00012683155,-0.09247147,-0.09368261,3.4014142,6.795427
t15,0.51612204,-0.5500795,6.541037,4.1431465,1.2418352,-0.1191656,7.2995253,-0.44706488,-0.05065452,9.851493,-0.051626448,-0.0004901821,-0.01103002,-0.17382215,6.8144197,0.99393183
t16,0.17178418,-1.3424555,-0.06181812,4.776217,2.9409873,-0.21443266,9.351124,-1.5051634,5.3508945,1.5887214,-0.22622761,-8.548268e-05,-0.10198093,-0.049853493,2.8459516,11.330685
t17,0.2689872,-1.8410408,-0.34574357,4.5141068,4.488884,-0.39138356,11.207108,-2.0169578,7.1570754,-0.15300678,-0.20359941,-4.5478202e-05,-0.12622105,0.2631139,2.2989106,15.7327175
t18,0.21947533,-1.5123943,-0.23759152,4.7009087,3.5419106,-0.2878242,10.147844,-1.7402097,6.741645,0.17305614,-0.21520063,-8.9887595e-05,-0.10684864,-0.018394161,2.4300864,13.085277
t19,0.25244802,-1.737606,-0.36222067,4.4662156,4.0631514,-0.35355696,10.432051,-1.888306,7.080909,-0.08484815,-0.19143458,-5.2007894e-05,-0.098375365,0.16671415,2.101672,14.465548
t20,0.13571498,-1.1398581,0.7347536,4.9650545,2.2991195,-0.19076656,9.020526,-1.2885181,4.060597,3.2824295,-0.2335572,-0.00018865046,-0.10917728,-0.08876519,3.5894172,8.70768
t21,0.2718538,-1.8863341,-0.3575036,4.6506605,4.5441136,-0.39531896,11.321651,-2.0291548,7.0475416,-0.1471417,-0.20031996,-6.462946e-05,-0.13542566,0.18414679,2.5147457,16.010351
