,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
t1,12.925025,5.1487837,3.02414,4.9694066,6.223695,6.3650637,6.479331,3.74677,4.073311,5.63059,2.080486,3.3136387,5.1791577,5.0928783,7.644239,6.5446033,5.6759467,3.1914964,4.450462,4.211999,3.3823254,7.167326,8.1001215
t2,12.94906,5.074776,3.071821,4.969008,6.155543,6.354127,6.412461,3.686068,4.042131,5.5628424,2.0276623,3.3612325,5.095096,5.1104684,7.6472855,6.4483223,5.604527,3.2157078,4.375403,4.2422085,3.4255183,7.04583,8.199377
t3,12.961606,5.0229235,3.1298294,4.9777427,6.1096687,6.3210306,6.405018,3.647085,4.0691304,5.5384865,1.9836321,3.396078,5.0617347,5.093159,7.6761146,6.427854,5.5571246,3.2338219,4.3732014,4.22049,3.4626517,7.0213885,8.245273
t4,12.944236,5.0268197,3.120188,4.9466224,6.1059537,6.300725,6.403529,3.6698844,4.0623703,5.5298533,2.038054,3.4084017,5.00838,5.0536556,7.6265073,6.3685927,5.5396876,3.3210015,4.3172565,4.1869535,3.4823742,6.9903054,8.270333
t5,12.946971,5.0375495,3.1003745,4.977036,6.1159873,6.323662,6.3887568,3.6667318,4.025362,5.55156,2.0568323,3.3869379,5.009506,5.0601563,7.614298,6.325533,5.5614486,3.3152308,4.281592,4.213897,3.4596825,6.9531236,8.254612
t6,12.944789,5.027604,3.1445587,4.950824,6.10323,6.2854667,6.3900685,3.6816878,4.064932,5.5126076,2.0300992,3.430197,4.981871,5.038599,7.610008,6.3545485,5.51417,3.3294177,4.3132153,4.1896625,3.5027437,6.9814725,8.301446
t7,12.907553,5.210534,3.0316389,4.920036,6.2520323,6.358483,6.4845486,3.7866843,4.101021,5.588984,2.060296,3.3561475,5.2185645,5.120991,7.6598268,6.634618,5.648098,3.1222374,4.5073853,4.243434,3.414104,7.2313514,8.111122
t8,12.901245,5.255087,3.0003645,4.8790135,6.275952,6.370968,6.4628778,3.8404477,4.06306,5.59782,2.1258206,3.343002,5.151238,5.052164,7.5661235,6.595774,5.6632833,3.1908295,4.4794025,4.2174892,3.4008536,7.2327857,8.137481
t9,12.9014015,5.202064,3.0147867,4.9465504,6.285519,6.3410635,6.511681,3.8514657,4.1255684,5.618615,2.0850804,3.3439422,5.2505693,5.1135707,7.613598,6.689127,5.6724005,3.13328,4.569681,4.2278194,3.407987,7.312115,8.071252
t10,12.881425,5.226724,3.016288,4.931248,6.295245,6.3170033,6.519441,3.882999,4.144961,5.606415,2.1130824,3.364128,5.2732754,5.0879827,7.5773244,6.722582,5.667578,3.1313865,4.6044884,4.2172794,3.4234502,7.349248,8.066803
t11,12.905638,5.212876,2.9985607,4.9465537,6.3053813,6.3575916,6.514116,3.8599963,4.1215143,5.6274347,2.0806837,3.3297637,5.2751474,5.1238775,7.6227403,6.7215548,5.68949,3.1103756,4.6002293,4.2354937,3.3912544,7.339304,8.055221
t12,12.884689,5.1351066,3.0738578,4.9895844,6.236563,6.278935,6.5296664,3.8162189,4.1799693,5.58775,2.0566716,3.4025018,5.267533,5.131791,7.627517,6.6903567,5.615164,3.1268642,4.5967045,4.227613,3.4672859,7.342105,8.086041
t13,12.827523,5.265095,3.066109,4.890688,6.245208,6.1859217,6.5277433,4.0540586,4.123275,5.6501837,2.3168957,3.4303765,4.9483542,4.7998695,7.284811,6.294779,5.589953,3.5396492,4.297892,4.0313234,3.5283234,7.1850443,8.192321
t14,12.921865,5.0473733,3.1023247,4.9658537,6.121274,6.292027,6.422838,3.7062488,4.032372,5.562056,2.077538,3.3925369,4.9775925,5.0115986,7.575784,6.316759,5.5595307,3.3661003,4.2775264,4.15677,3.4740825,6.954329,8.26311
t15,12.891379,5.1114087,3.0388956,5.001299,6.213747,6.335513,6.492882,3.7482824,4.056323,5.6633735,2.168464,3.3246279,5.135272,5.043928,7.5970616,6.446878,5.6670933,3.2685235,4.378146,4.176533,3.4009137,7.1064367,8.07743
t16,12.893305,5.028168,3.0078454,5.041927,6.1608534,6.371859,6.5442863,3.617243,4.046925,5.727391,2.1612675,3.232902,5.1758666,5.0975895,7.6980534,6.3869863,5.742762,3.3148265,4.3265433,4.142809,3.320849,7.0273232,8.018937
t17,12.842375,5.2052875,3.1435955,4.8852444,6.1867614,6.1234636,6.4821963,4.0421844,4.123472,5.600039,2.3089497,3.5069585,4.823366,4.7163296,7.2439866,6.161541,5.477023,3.6506,4.203295,3.9913044,3.61495,7.076403,8.327002
t18,12.895588,5.078909,3.1947365,4.900496,6.125164,6.1605635,6.4164944,3.8451266,4.1222014,5.509646,2.1795678,3.5262694,4.8312273,4.8176527,7.403221,6.1945486,5.4176526,3.5590484,4.244343,4.069529,3.622431,6.9685907,8.395647
t19,12.885563,5.0981555,3.1854582,4.902086,6.1344194,6.1502757,6.4267287,3.8772552,4.1179013,5.528081,2.2045171,3.5219653,4.822394,4.7893243,7.3669267,6.1785398,5.4285684,3.5857944,4.226467,4.0519443,3.6204896,6.981532,8.383974
t20,12.859932,5.2131467,3.0122652,4.93702,6.269824,6.2933717,6.53209,3.9077897,4.104028,5.671464,2.229161,3.3412921,5.113524,4.9691415,7.472966,6.466831,5.6719837,3.339562,4.4114423,4.123763,3.4231653,7.213583,8.082514
t21,12.894378,5.105647,3.0252676,4.9832063,6.1945596,6.327927,6.4953485,3.7532485,4.055785,5.665531,2.1760166,3.3085136,5.0865316,5.020134,7.553822,6.3744903,5.6724195,3.344469,4.332254,4.1431274,3.3922122,7.0714436,8.104906
t22,12.925469,5.0472884,3.035665,5.0369835,6.1565247,6.372074,6.444237,3.6474793,4.0049157,5.643759,2.1064327,3.2918658,5.085582,5.0967073,7.625578,6.32512,5.6711793,3.2519102,4.2886877,4.2166085,3.3661354,6.9731345,8.121746
t23,12.911857,5.061498,3.0128973,5.0081716,6.1751733,6.370093,6.499676,3.6632125,4.0508003,5.6738434,2.1146424,3.2669437,5.139355,5.10721,7.6413283,6.397128,5.706545,3.2794971,4.350926,4.183719,3.3452332,7.042716,8.071545
t24,12.877201,5.119858,3.1822174,4.8992352,6.1465297,6.1380377,6.437365,3.9206462,4.1205697,5.5439787,2.2293873,3.5248127,4.812779,4.763311,7.33759,6.1647716,5.4285183,3.6089292,4.2151303,4.034713,3.6266782,6.9978557,8.383519
t25,12.83819,5.2325053,3.14706,4.8657074,6.1921062,6.112899,6.483138,4.085386,4.1327724,5.5946994,2.3281493,3.520751,4.801997,4.6905637,7.2084317,6.138946,5.470281,3.6852455,4.1936884,3.9798155,3.6310446,7.0845923,8.338029
t26,12.80027,5.292734,3.1114337,4.8508263,6.221437,6.1058307,6.5254354,4.1496224,4.1400437,5.63146,2.389653,3.500613,4.809089,4.6731305,7.1485796,6.143334,5.5293384,3.7087293,4.2047563,3.9594524,3.6135564,7.1423407,8.274885
t27,-1.7953559,3.2181673,1.4776652,4.1501856,7.2510014,6.6824017,5.646553,5.258805,3.9670894,5.362958,5.312854,3.2928252,4.2645946,3.51993,4.7164607,4.196919,4.671011,4.0096564,3.6131992,5.1388474,5.1300073,3.5114524,5.5216274
