,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
t1,-0.39652187,3.2217662,0.78824604,7.151059,1.7095656,8.954477,4.1650186,-0.540109,-0.11498115,-0.09063267,-0.019832721,5.2624564,0.45363873,7.7049303,-0.2920649,-0.94440204,1.910614,4.0199757,-0.3506531,0.70511574,6.3621798,-0.020763088,6.645486
t2,-0.48380476,5.603203,0.76324236,6.348832,2.6451275,10.549344,2.7948437,-0.72022206,-0.18994346,-0.102527276,-0.025085688,4.0635223,-0.059661765,9.291883,-0.33061615,-1.1837748,2.851441,4.155148,-0.48584154,0.94527316,6.910849,-0.014289973,8.806312
t3,-0.4793965,5.764684,0.76902187,6.214121,2.6875703,10.778966,2.5441172,-0.72792846,-0.21515061,-0.106407516,-0.025571378,3.9878366,-0.06964094,9.391358,-0.3389722,-1.1927496,2.8655126,4.147927,-0.49234164,0.9843069,6.9284024,-0.01308205,8.974155
t4,-0.5317812,6.7391505,0.78270286,6.2352514,2.9377782,11.691567,2.1951928,-0.8167979,-0.2430691,-0.11680076,-0.028165735,3.6782272,-0.10553772,9.955968,-0.35503414,-1.3045937,3.2238555,4.327749,-0.54403406,1.1003418,7.4046736,-0.011371006,9.996527
t5,-0.54800445,7.853812,0.75380534,5.8484125,3.4266605,11.920757,1.5291659,-0.88203347,-0.2279615,-0.12292841,-0.031540953,2.9372504,-0.14894916,10.309069,-0.39624608,-1.358156,3.4648628,4.2527466,-0.5656764,1.1646687,7.333316,-0.008952403,10.591891
t6,-0.63456225,9.175638,0.8084175,5.8860006,3.4074984,13.590473,0.8873677,-0.9851218,-0.29782498,-0.14068891,-0.03613611,2.67724,-0.21009937,11.276395,-0.42602348,-1.5685308,4.017264,4.4795146,-0.6541512,1.3582144,8.291998,-0.0069016633,12.206108
t7,-0.2768012,-0.01525247,0.87912154,7.846408,0.78481895,6.6299067,5.697333,-0.23425458,0.26968136,-0.091093026,-0.015627488,6.635218,2.062274,4.913118,-0.29722577,-0.555771,0.39966092,3.4275734,-0.10758181,0.4469408,5.6146545,-0.02499416,4.028973
t8,-0.23583773,-0.095123574,0.920118,7.8855133,0.4773314,6.0137596,5.9055266,-0.13991657,0.63028383,-0.09609118,-0.016966775,6.866551,2.2205133,4.296238,-0.2862353,-0.4850631,0.29985473,3.285535,-0.049386654,0.41397253,5.3921523,-0.025618847,3.3656774
t9,-0.20915501,-0.24845476,1.1251525,9.156123,0.12477233,6.070357,6.9450407,-0.042483483,1.2940835,-0.103434555,-0.023665953,7.7728977,2.3018641,4.389437,-0.26000336,-0.45402515,-0.026888888,3.5912023,-0.005693201,0.4091602,5.3445706,-0.03140147,2.4827645
t10,-0.26057675,-0.17589472,1.032406,9.10987,0.5951473,6.9067554,6.5030856,-0.15311539,0.6894649,-0.09651904,-0.020032225,7.520357,2.3495169,5.101179,-0.29239392,-0.5558938,-0.00815645,3.8954825,-0.10074352,0.43484822,5.6413474,-0.030276868,3.5789528
