"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94"
"t1",-0.0503843731705492,0.0214651429230856,0.034423394138869,-0.0400443273922819,0.00513137228625468,-0.240600685097009,0.361371168014422,-0.116689444516834,0.00154245272283642,-0.159573860991631,0.0559863789492638,-0.0543278111859089,0.00671386924808803,-0.0204023112557585,0.0434080664127063,-0.00204839508077498,0.139253090881088,-0.591371659936654,0.0155666935602119,-0.00794741382693822,0.00106896449145963,-9.12840209925075e-05,0.00231311740123997,-0.00215290123756183,0.000595947699795396,-4.43850680265068e-07,-0.0022656378810761,0.00432283680056281,-0.00209458888778322,0.0790661977119177,-0.000251732835675404,0.0219003287729969,-0.00047172526471225,4.30848723708995e-05,0.000979016428912263,-9.98484375122602e-07,-0.000418286421925869,-0.00138582190958586,-2.00372107577954e-15,0.0117664957551712,0.00399257091725937,-9.96356640132084e-05,-0.019101310491106,0.608988733077571,-0.00917435172862068,-9.20025682862986e-15,-4.77961284258522e-05,-0.000119684697893311,-0.000128758151787867,1.40036295227107e-05,0.000306117471517767,1.04702717230241e-17,-0.000550621490522854,3.1116602350334e-17,-1.88411176381647e-05,-4.39493299948388e-17,-1.3900172683193e-05,8.41943433417055e-05,7.44085884818498e-17,5.10552537308461e-17,3.47552333013035e-16,1.3243767685467e-16,-0.000812929650749905,9.76819339117417e-17,3.93390403196515e-06,4.86730679053405e-17,5.36615635583919e-17,2.38388591749772e-15,7.02909086861263e-17,-4.76739433616364e-17,1.98821860672579e-16,1.05779204230633e-05,-2.66502126210961e-17,-3.34456374893208e-18,-4.14799080071262e-06,1.16732009899613e-06,1.51758495193096e-15,-9.76665780327009e-05,-7.68521991251972e-17,-1.00034137784637e-15,1.42251630150865e-18,-8.99721391147124e-19,-6.41723175548975e-17,9.27659328912675e-06,-2.91493852099322e-17,-2.12682878301405e-16,-1.53560628647211e-16,1.47730567027802e-16,-1.76012200259372e-18,-3.25065076898216e-05,-2.80235538960023e-17,3.77407393846133e-17,-4.84767865275701e-17,8.77268586492165e-18
"t11",-0.0501278071058526,0.0212348142841081,0.033847201960429,-0.0392524341418458,0.00501051604094114,-0.232375783830266,0.346826420581775,-0.11181999352904,0.00147626200027682,-0.15231785655289,0.0529669874997334,-0.0513922168607806,0.00635298315553159,-0.019449556518566,0.041512118541168,-0.00197150299640747,0.143844923870634,0.490786858952675,0.0115104644481207,-0.00600482123030578,0.000833785210453862,-7.13329296929564e-05,0.00179967931502899,-0.00167485913002633,0.000460103212226572,-3.35920819519329e-07,-0.00169916906856466,0.00318423071565721,-0.00153307234623201,0.0542430159548879,-0.000153032054228562,0.0114033427646448,-0.000236156582025794,1.75285903919736e-05,0.000393704631697932,-3.53132465395874e-07,-0.00013697859362962,-0.000431663644187241,1.82568483845249e-15,0.00247821452116976,0.000825796401170408,-1.17686772528367e-05,-0.00200982819854049,0.0368847159752771,-0.000249965717700086,0.707106781186548,3.02009795600971e-05,9.22220266944457e-05,0.000116420964973876,-1.59419750250651e-05,-0.000430997672022475,1.75705995668613e-15,0.00103171347736829,-1.76843114839357e-15,4.60888554520799e-05,6.47792963412171e-17,0.000125287100259162,-0.000965241717465121,-4.42205393713644e-16,1.07307703861828e-15,5.46184479827368e-16,-2.92508201542889e-16,-0.00344980639909554,1.08746436328782e-15,1.38244666829114e-05,-1.53750889198778e-17,-5.31850575691835e-16,5.08888536501667e-15,-8.47308647097717e-16,-4.52923468150778e-16,-1.87679088425463e-16,2.71913885016461e-05,-1.76795608672831e-16,2.31243485750981e-16,-9.60929472074864e-06,2.60021398042214e-06,2.61608308053518e-15,-0.000189730612453813,-3.73250494504803e-16,-7.99785179808814e-18,2.56256008024057e-16,-1.79299254878278e-16,-1.76347566185162e-16,1.65088147703986e-05,-2.57156415465191e-16,2.55256946545369e-18,-3.56678695739559e-16,5.52422463062936e-17,-1.55229086852992e-16,-5.26796374696006e-05,-2.09777271495652e-16,-1.46181454665548e-16,-1.30822764676355e-16,1.73403846320675e-16
"t12",-0.0501278071058523,0.0212348142841087,0.0338472019604291,-0.0392524341418461,0.00501051604094115,-0.232375783830267,0.346826420581776,-0.11181999352904,0.00147626200027684,-0.15231785655289,0.0529669874997334,-0.0513922168607806,0.00635298315553148,-0.0194495565185662,0.0415121185411679,-0.0019715029964076,0.143844923870634,0.490786858952676,0.0115104644481205,-0.00600482123030558,0.000833785210454087,-7.1332929693166e-05,0.00179967931502892,-0.00167485913002604,0.000460103212226585,-3.35920819452036e-07,-0.00169916906856496,0.00318423071565697,-0.00153307234623169,0.0542430159548881,-0.000153032054228526,0.0114033427646445,-0.0002361565820275,1.75285903918229e-05,0.000393704631700503,-3.53132465280454e-07,-0.000136978593628674,-0.000431663644186454,-2.21463410237765e-15,0.00247821452117002,0.000825796401171805,-1.17686772495101e-05,-0.00200982819854065,0.0368847159752567,-0.000249965717700558,-0.707106781186547,3.02009795612115e-05,9.22220266920439e-05,0.000116420964969747,-1.59419750242374e-05,-0.000430997672027542,-2.27732597687566e-15,0.00103171347736661,2.39027622537202e-15,4.60888554500865e-05,1.92920651715828e-17,0.00012528710025989,-0.0009652417174651,4.22167354743521e-16,-1.04559256443441e-15,-5.00565859592204e-16,3.09375058533724e-16,-0.00344980639909412,-1.083139838637e-15,1.38244666830371e-05,4.43775912151374e-17,4.12061897423229e-16,6.17500713787634e-15,7.04860457522604e-16,3.83384586654987e-16,1.63808326538833e-16,2.71913885015611e-05,-2.49012351121495e-17,-2.98390937228995e-16,-9.60929472054944e-06,2.60021398080389e-06,2.54140098915456e-15,-0.00018973061245466,3.4003849235996e-16,-9.43231328551227e-16,-1.54289986548266e-16,1.52537071492382e-16,1.50023353847837e-17,1.65088147700072e-05,1.21746807374521e-16,-9.64477490112642e-17,2.88168999853979e-16,3.28841933032621e-17,7.84389212713691e-17,-5.26796374698022e-05,1.59006795889247e-16,1.30847061973995e-16,1.02568364721852e-17,-1.31822000095915e-16
"t3",-0.0140872693544083,0.0129925495421107,0.0426909461371744,-0.0414515116360416,0.00430806000251847,-0.0728582431180588,0.0839335557514048,-0.0167411905764226,0.000281285947728513,-0.0228721468402252,-0.0331094089784405,0.0337686368695029,-0.00487342028984947,0.00607947846656826,-0.014244398041261,0.00215673166720478,-0.0799428407337143,-0.000215763445070627,-0.0150813927324363,0.0326108981537895,-0.00445137407699599,0.000141327827332257,-0.0110920136050563,0.00348860109013379,-0.00325043122744663,2.88118698615052e-06,0.0157460023020362,-0.017916371315701,0.0173180707072452,-0.966741976052289,-0.00365194430747297,0.110920776420507,-0.0933631703218632,0.00102210459720255,0.0221460505981528,-1.47681800965478e-05,-0.000755693467606285,-0.0149190257040378,6.5014598161577e-17,0.0580423931770694,0.000886094762912867,-0.000167959388216922,-0.00543537439184737,0.0347447420387795,0.000987773781372248,-5.21366168205954e-16,0.000137875155489062,0.00182054087863529,0.00222033497877583,-0.000290203111164446,-0.00753657138615813,-4.6161730351723e-15,0.00410901353613431,1.19064242111061e-15,0.000747040911574685,-2.12359188738064e-17,0.0017987037495691,-0.00349592936070226,-1.36423363340815e-18,-5.18481291305501e-17,1.34650305955923e-16,-2.90967553247456e-17,-0.011199180219977,2.00071530798076e-17,0.000166548573034668,-2.97661469096696e-18,-3.61985877474812e-18,6.61096861652831e-14,3.23816253836192e-17,-2.64123323550567e-17,-5.03214830053626e-17,8.17340794280927e-05,1.30209690141761e-16,-5.3979308434981e-17,-9.98410613806341e-05,2.65376423513017e-05,2.51168305503906e-14,-0.000523997127516976,1.54110947036618e-16,-1.60622299099254e-16,6.96541121304616e-17,-2.66762416538663e-16,3.75459541862695e-18,4.38407028624863e-05,-9.34333717351983e-17,-9.85297374588155e-17,-1.65034375987966e-17,9.26070300838757e-17,1.76022224132836e-18,-0.000132679845108409,1.08850793419144e-16,1.30644772744751e-16,-5.55651573440698e-17,2.19257749113445e-17
"t75",0.084723580493349,-0.00479474163294208,0.115730731660122,0.140001976043974,0.0507322210976261,0.00177018213370631,0.00100872245072073,0.00376472407694604,-5.30701227306144e-07,-0.000505214169114671,-0.0214813805688996,0.0116198430831796,0.0165119214928278,0.000382236698877884,-0.00107193545975274,0.00118515872845515,-0.0136720381049466,-7.04776849625791e-05,-0.0270947694458822,0.56759194741651,0.242583487716222,-3.83436693356004e-05,0.0574095430738327,0.00257350219437597,0.0110179460351599,-4.99358641932081e-06,-0.00429260790053269,0.00146526102091809,-0.013564971600067,0.0463546944111782,9.50891905499026e-05,-3.25611974790179e-05,-0.137893047080003,0.00700676198020067,0.188854535529018,5.29713026656827e-05,6.5997827856291e-06,-0.0414322869142898,5.5230962063581e-16,-0.00774241689874766,0.000365920384105845,1.29690378884804e-05,3.26515044526601e-05,-0.000191362982381649,-4.91239784509729e-06,3.37973238293986e-16,3.34231532404943e-07,0.000300862840248256,0.000432892945867595,-6.78413002440497e-05,-0.000311365464162865,-4.01696287932817e-16,2.87320227991255e-05,3.79199305083793e-16,0.000283966188914337,-1.98686908759075e-16,0.0399167082908974,3.54809754285199e-05,-3.2055768129748e-17,-1.47831764501627e-16,3.67289057917393e-16,-1.63628539120987e-16,-0.000149904475444659,1.79805559498103e-16,0.00287773905675451,2.88414211781709e-16,-6.94371043741701e-16,3.63414866819935e-14,3.58170204352807e-16,3.12384568645724e-17,-7.71405418414272e-16,1.44076219156432e-06,6.93871331914222e-16,5.24253518240206e-16,-6.02491945052619e-05,0.000405001146104,1.55785263698208e-14,-1.17825534410354e-05,-1.28189883617691e-14,0.707106781186546,5.12329662591143e-15,-1.76467041475704e-15,2.13806467530692e-15,1.08929703787817e-06,3.55156258622458e-17,1.32861735385122e-16,-1.55750049288853e-15,-5.46226308632585e-16,-3.14525820160895e-16,-3.7385862255112e-06,-7.72386510282028e-17,2.35191534565646e-16,6.297880708383e-16,-3.9090749961067e-16
"t76",0.084723580493349,-0.00479474163294209,0.115730731660122,0.140001976043973,0.0507322210976261,0.00177018213370633,0.00100872245072057,0.00376472407694618,-5.30701227189484e-07,-0.000505214169114671,-0.0214813805688994,0.0116198430831797,0.0165119214928278,0.000382236698877905,-0.00107193545975266,0.00118515872845515,-0.0136720381049466,-7.0477684963266e-05,-0.0270947694458821,0.56759194741651,0.242583487716222,-3.83436693355097e-05,0.0574095430738327,0.0025735021943761,0.01101794603516,-4.99358641956502e-06,-0.00429260790053278,0.00146526102091824,-0.013564971600067,0.0463546944111779,9.50891905499742e-05,-3.25611974792105e-05,-0.137893047080003,0.00700676198020085,0.188854535529018,5.29713026655307e-05,6.59978278602511e-06,-0.0414322869142904,1.80973540299245e-15,-0.00774241689874759,0.000365920384105819,1.2969037888913e-05,3.26515044527693e-05,-0.000191362982384646,-4.91239784513979e-06,6.48790115406883e-16,3.34231531602559e-07,0.000300862840248222,0.000432892945867723,-6.78413002440886e-05,-0.000311365464163203,-4.39826140199018e-16,2.87320227988202e-05,2.83760613771375e-18,0.000283966188914285,2.5626810112565e-16,0.0399167082908984,3.54809754289211e-05,-1.82099962658756e-17,1.89957934515701e-16,-5.99127517315e-16,-1.25282304615585e-17,-0.000149904475444836,1.83582153053387e-16,0.0028777390567552,-1.01040828344051e-16,5.85312336033361e-16,3.62542537298529e-14,-2.37734831596372e-16,-8.13265589374646e-17,9.52412549012883e-16,1.44076219126677e-06,-7.89195207509005e-16,-6.4725979298786e-16,-6.0249194503357e-05,0.000405001146100487,1.77543620068573e-14,-1.17825534421562e-05,1.2885205961164e-14,-0.707106781186548,-4.95509791565341e-15,1.84089734051422e-15,-2.11999925059069e-15,1.08929704121673e-06,-2.83015018897723e-16,-3.27710812034899e-16,1.36300282022961e-15,7.91414208234084e-16,1.76961297480068e-16,-3.73858622425013e-06,4.33254704675464e-16,-2.54306945324048e-16,-7.78518770522969e-16,3.89484599260893e-16
"t51",0.0909164516940412,-0.00568623353256245,0.158601378875585,0.211122700651471,0.0890227037170827,0.00800755668998926,-0.0148073677796452,-0.0243181428878604,2.3062255618603e-06,0.00121348402582427,0.0117544002658951,-0.00597409761089013,-0.00681112155465658,-9.84956619725398e-05,0.000253533811396565,-0.000247146542077702,0.0017524368802264,5.28327729332201e-06,0.000889050227594846,-0.0145464163355205,-0.000707548720332889,-3.73820084855382e-07,0.00088998082712573,4.00863504669484e-05,0.000208540459931518,-9.44559566424485e-08,-7.28049266766748e-05,1.61720550153955e-05,-0.000114403039193405,-0.00125566259601818,-1.11928512861523e-05,8.75109711356674e-06,0.0435826136943636,-0.0051386153450834,-0.146396639585184,-9.90533309511049e-05,-7.28407265824782e-05,-0.193944437561719,-4.50850431026009e-17,-0.00155834887023615,6.65755910922538e-05,-1.372866448049e-06,-4.37992874059885e-06,4.21885185539206e-05,1.35991489590929e-06,-1.07596897750468e-15,-3.67196827854069e-07,-0.000379402779038221,-0.00061424897181269,0.000115349877028495,0.000633018704670053,1.67106358932386e-15,-7.57123001928402e-05,1.16301011797898e-15,-0.000973900978539248,1.77760139092625e-17,-0.885956304337134,-0.00156769506576844,9.29159718170454e-16,-4.32760093927968e-16,3.49277052018075e-16,7.64322892038645e-16,-0.000409541983015042,-5.6714537307829e-15,-0.235735694972567,7.99115338092248e-16,1.04530972955999e-16,7.98694408193485e-14,4.45401589675199e-17,2.07319335909192e-16,-1.6691611698675e-15,2.73690464936552e-06,-2.08215315727815e-16,6.40326061077222e-16,-0.000101159250001798,0.0271878672020166,2.21883289409162e-14,-1.58897198758848e-05,6.01452787002204e-16,-5.50092573703688e-16,-1.47411932213437e-17,3.67319542801919e-17,-3.00259905396687e-16,1.31717874500468e-06,-1.56384690641067e-16,-6.1141330111045e-17,1.21679037782367e-16,-2.4883552471885e-16,1.70579617310278e-17,-4.01241894972581e-06,-2.42626272854896e-16,2.03532166975473e-17,-5.12764241944847e-17,-1.34050494775262e-16
"t69",0.0937186898110038,-0.00607338856702784,0.176392647106063,0.239946163576858,0.104077363776967,0.0102442523279858,-0.0201524639242081,-0.0336612156479459,3.23789961352659e-06,0.0017613523780402,0.0207842682963628,-0.0107070047660142,-0.0128571103480329,-0.000212622496662006,0.000562882585008497,-0.000573019942667484,0.00492411899087234,1.9237958956364e-05,0.00533492093910311,-0.103723365316536,-0.0323193472524719,3.78764962415115e-06,-0.00447607510377528,-0.000199822112173062,-0.000650035186467415,1.55602266906077e-07,9.75741249748562e-05,-1.52798976955815e-05,9.64581751266781e-05,0.000322370875861282,-2.42558196838977e-06,5.37921887027153e-06,0.0310133988413157,-0.00663728010854644,-0.194694213446234,-0.000180348341850532,-0.000159857699402144,-0.481614944264297,7.68371473962538e-16,-0.0129678026125575,0.00060030521737725,1.57378164468109e-05,3.86120058588702e-05,-0.000210948895576629,-5.21367410906502e-06,-9.08920730853558e-16,3.35253630720646e-07,0.000311570776895498,0.000463637189523252,-7.73481013518216e-05,-0.00038233520551497,-2.58332948915982e-15,4.00984009887235e-05,-9.11514105414059e-16,0.000461525819088361,7.28518258830391e-16,0.291433915871151,0.000496358584454512,-5.54856332826989e-16,6.12701866485247e-16,1.63078598492486e-15,1.46119194036446e-16,6.86695068579603e-05,-1.79047040794126e-15,-0.102986082686368,3.61672249598089e-16,-1.48328967389281e-16,-5.76689000693832e-16,-1.08055646696872e-15,-3.71277462936258e-15,-8.47703468701077e-15,3.0003076655254e-08,-1.79088570608843e-15,-1.60596042069392e-15,-4.06384414694232e-06,0.0179613925303418,8.90323688630403e-15,-1.61476218081418e-06,-0.707106781186548,-1.24527624518494e-14,5.13027981930517e-15,-3.8958187127087e-15,1.62670901086421e-15,1.88845367111268e-07,-1.77789895375474e-16,1.86736467191892e-16,4.69564510839486e-16,8.67464648204228e-18,-8.18930608302277e-16,-7.89318077943128e-07,-3.77045500066181e-16,3.5271579675376e-16,-2.34915078050131e-16,2.35425170093607e-16
"t70",0.0937186898110038,-0.00607338856702785,0.176392647106063,0.239946163576858,0.104077363776967,0.010244252327986,-0.0201524639242082,-0.0336612156479458,3.23789961342749e-06,0.00176135237804009,0.0207842682963628,-0.0107070047660141,-0.0128571103480329,-0.000212622496661971,0.00056288258500839,-0.000573019942667473,0.00492411899087242,1.9237958956364e-05,0.00533492093910341,-0.103723365316536,-0.0323193472524719,3.78764962412559e-06,-0.00447607510377553,-0.000199822112173165,-0.000650035186467557,1.55602266889713e-07,9.75741249747298e-05,-1.5279897695477e-05,9.6458175126669e-05,0.000322370875861233,-2.42558196857968e-06,5.37921886980403e-06,0.0310133988413159,-0.00663728010854589,-0.194694213446234,-0.000180348341850734,-0.000159857699402387,-0.481614944264297,1.36074775141004e-15,-0.0129678026125575,0.000600305217377039,1.57378164462187e-05,3.86120058594106e-05,-0.000210948895576532,-5.21367410929053e-06,-3.58826184573244e-16,3.35253630725732e-07,0.000311570776895972,0.000463637189523135,-7.73481013514155e-05,-0.000382335205514493,-2.89322968646177e-15,4.00984009886467e-05,-1.32388439334604e-15,0.000461525819088629,6.54344154326753e-17,0.291433915871151,0.000496358584455439,1.04545048935948e-16,-2.62487788983269e-16,-2.56355175149481e-15,-1.65705402041546e-16,6.86695068578234e-05,-2.32787428219175e-15,-0.102986082686367,1.0480495065135e-15,4.49170667995052e-16,7.50185988450734e-17,7.44209131594549e-16,2.8778774618072e-15,9.21028724800363e-15,3.00030766579721e-08,1.90156136865374e-15,1.21517756034341e-15,-4.06384414754585e-06,0.0179613925303403,-4.2690054028588e-15,-1.61476219832538e-06,0.707106781186548,1.32272484834493e-14,-4.77685965914696e-15,3.61770438646477e-15,-1.36119188385802e-15,1.88845363640284e-07,2.44197034016758e-16,8.32969598200343e-17,-3.67280769286328e-16,2.33516253695894e-16,6.89310706571178e-16,-7.89318076582023e-07,6.97301556375829e-16,-4.1767684717491e-16,1.74339426547933e-16,-1.46405615836565e-16
"t64",0.0946722074615792,-0.00620763950286208,0.182690981908756,0.250260001323441,0.109538225685801,0.0110892987515772,-0.0222244650483959,-0.0373074439045379,3.60351417601559e-06,0.00197908647256045,0.0246170559690432,-0.0127239162655459,-0.0154717439748336,-0.000263691121713018,0.000702208580844327,-0.000721206120032027,0.00642108031943089,2.60843623802413e-05,0.00762591174179812,-0.15021198143972,-0.04963923716931,6.17747469510392e-06,-0.00767147730326739,-0.000342772738764008,-0.00118263358345594,3.24103984988848e-07,0.000216390748167128,-3.86941783028782e-05,0.000257047174169116,0.00183475610684625,1.10615489383643e-05,-6.93207508130345e-06,-0.0335128962396685,0.00378109519375554,0.107957551134843,7.7005421449069e-05,5.99064679002503e-05,0.167152273610186,-5.08854092379316e-16,0.00287729242434257,-0.000131100921363558,-2.39825532868357e-06,-5.59196957946586e-06,2.56555073772577e-05,5.57168680949405e-07,5.00166000834513e-16,-2.70995317142421e-10,1.23908169428994e-06,3.0560887852382e-06,-6.22875799809318e-07,-2.5730411344065e-06,-2.51632195800619e-15,3.00846349150004e-08,-1.51989120543889e-15,-4.11814701445067e-06,-1.79929492168773e-16,-0.0246398625419278,-4.86073117813938e-05,6.33453351646288e-17,-2.09829356411263e-16,1.5632141421802e-15,-7.66843506299995e-16,-9.84112986508866e-05,9.13277416788325e-15,0.457415989633769,-1.84089821504662e-15,-1.16908358458035e-15,-4.38393709310221e-15,-7.9592847616957e-17,8.90011665942722e-16,2.29278914558159e-15,8.7778588644892e-08,2.272160582725e-16,8.19854304007999e-17,-1.47654283764534e-05,0.770505507635949,1.10233622878792e-15,-9.030552282945e-07,2.93989697800482e-16,-1.85861202722896e-15,1.9726016475451e-16,3.38608568751377e-16,3.59110148026303e-16,1.28210246052802e-07,5.52781804371515e-17,-6.93691519721059e-16,-3.81562492020061e-17,3.16600389383407e-17,6.72852623325159e-17,-5.58880715623535e-07,-2.10314851649113e-16,5.40542452208112e-16,1.82997821909004e-16,5.30005324731705e-16
