"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90"
"t18",-0.10867125502722,-0.00482506239245805,0.000497846506848939,0.0347938230261603,-0.358370430348775,0.139936792966163,-0.032084129807515,0.0022429047101077,-0.106160686281828,0.0367640068235006,-2.31683342860849e-05,-0.108620141634843,0.0561682158536175,-0.00432814367238312,0.00101097854716866,-0.00166300049312835,0.00485669912726039,-0.000222181806195183,7.90351581598137e-05,-0.000223095063873091,0.00538890246285082,-1.23772959745253e-05,0.000279953298753379,-0.00335269606956247,0.0186585246718795,-0.54508564248983,7.32085920844653e-15,0.0100609371832964,-7.24295520605955e-05,-0.000291489618622805,0.000112787885100834,0.00706338545241574,-0.0026337334808213,0.0403956910811454,1.74458015930124e-05,6.13265501393074e-07,-0.000882703724626115,0.000999055043610388,-0.000541835188385413,1.85374978161806e-05,0.000396669739194257,-0.000321691660973566,-9.26232741415974e-07,-1.3168712030759e-05,-3.40229796498146e-05,0.00102110101138474,7.53225130491096e-05,2.95585680597378e-05,-0.707106781186549,-7.40374436840053e-07,1.1390022515326e-15,4.28382857154612e-16,1.40263333537575e-05,9.28306864290709e-16,2.43293924154382e-07,-2.02173859403505e-05,-7.30292836475945e-14,-2.13673045952771e-17,4.5655512649344e-05,7.33344980431568e-17,1.32648781060799e-16,3.47485530661315e-06,-8.64903215393945e-06,-1.5734121509916e-16,6.53792283285966e-06,2.87765008623428e-17,5.72203916517577e-17,-7.19876147947248e-05,1.32634106925791e-06,1.14925673122892e-16,1.27694511217336e-16,3.13304621871578e-17,1.48384269825185e-17,-6.8026751856558e-19,-6.5119242940307e-06,-8.36990584331755e-18,-5.3656983286291e-17,1.15641735067243e-16,-2.5636960651424e-17,3.49282467825885e-17,-1.23009091197131e-16,-1.20477704460742e-16,-3.77856724368923e-17,2.67796200052441e-17,5.54592399319821e-17,6.88653220168364e-17,3.29693849078791e-17,2.76828972462313e-16,-2.45525272274893e-17,-8.22306365574485e-18
"t19",-0.10867125502722,-0.00482506239245801,0.000497846506848924,0.0347938230261603,-0.358370430348776,0.139936792966163,-0.0320841298075151,0.00224290471010765,-0.106160686281829,0.0367640068235009,-2.31683342861115e-05,-0.108620141634843,0.0561682158536183,-0.0043281436723829,0.00101097854716897,-0.0016630004931287,0.00485669912726062,-0.000222181806195299,7.90351581600995e-05,-0.000223095063872968,0.00538890246285094,-1.23772959751172e-05,0.000279953298752935,-0.0033526960695627,0.0186585246718806,-0.545085642489832,7.50813080451526e-15,0.0100609371832964,-7.2429552059909e-05,-0.000291489618622862,0.000112787885100797,0.00706338545241521,-0.00263373348081944,0.0403956910811455,1.74458015928017e-05,6.13265502493211e-07,-0.000882703724624468,0.000999055043609918,-0.000541835188384653,1.85374978140302e-05,0.00039666973918974,-0.000321691660969332,-9.2623274090568e-07,-1.31687120313291e-05,-3.40229796563082e-05,0.00102110101138115,7.53225130323166e-05,2.95585678659432e-05,0.707106781186546,-7.40374363196086e-07,-1.15666615867405e-15,-4.51825426995173e-16,1.40263333577542e-05,-1.16385759341941e-15,2.43293925640464e-07,-2.02173859402571e-05,-7.36824263652309e-14,-1.9725107546071e-16,4.56555126486032e-05,-4.06599900235152e-17,-6.39511296148573e-18,3.47485530685094e-06,-8.64903215259875e-06,1.60696505841496e-16,6.53792283208862e-06,-7.25996290906375e-17,-2.35703545981621e-18,-7.19876147933541e-05,1.32634106968858e-06,-9.912739221664e-17,1.34476378566904e-16,-3.35726960574541e-17,4.36233551388678e-17,-8.80165104669068e-18,-6.51192429193863e-06,-2.15374757068128e-17,1.42609138551081e-16,2.84906823635253e-16,-1.82724024389818e-18,4.67110990808552e-17,9.42266432351995e-17,1.15215568218438e-16,3.45661671075833e-17,5.800686495256e-17,2.74605574195537e-16,-3.00064762510668e-16,3.0596297263973e-17,3.05381096099398e-16,7.23416480460435e-17,2.2547310800627e-17
"t24",-0.108837483143872,-0.00484469014550876,0.000500357521767646,0.0350590810528328,-0.364878642266791,0.142776753382876,-0.0328117427038477,0.0023157382685129,-0.110072097341368,0.0381344430371543,-2.40777908416062e-05,-0.113556293155988,0.0598632105061425,-0.0046307861601926,0.00108673631046274,-0.00179779395883265,0.00530725626612068,-0.000246511802785919,9.30443697333992e-05,-0.000268605845265121,0.00701096373144563,-1.6461762053543e-05,0.000552179172042221,-0.00890935748879665,0.37081090546184,0.390690975849389,-6.50555524132122e-15,0.00246689374492316,-3.7361845552381e-05,-0.00018980327003363,7.84288082775868e-05,0.00503040319921813,-0.00193189239669405,0.0299897148835974,1.34138578046326e-05,4.74479622162739e-07,-0.000719796088875634,0.000839589847908483,-0.00046436662495635,1.602079607225e-05,0.000344949094595953,-0.000280853478449118,-8.11575382715541e-07,-1.16395894154074e-05,-3.01253670207028e-05,0.000909560415476682,6.74347805979311e-05,2.64725453596879e-05,-5.55111512312578e-16,-6.64064135042022e-07,-2.92395804762536e-15,-5.81190869608154e-15,1.26659493736623e-05,-0.707106781186547,2.21245889079803e-07,-1.8396130424188e-05,-6.60711329629253e-14,3.8173880758102e-15,4.16618179250835e-05,-4.2584571400359e-16,-8.9179635325943e-16,3.19183007536457e-06,-7.95018607409632e-06,9.84088344851334e-16,6.01388959933925e-06,-7.43958424350989e-16,1.21449536890422e-16,-6.6620519423512e-05,1.22763271298283e-06,2.36029158769602e-16,4.01984779676167e-16,5.30648034377635e-17,7.79661913509985e-17,4.85910822513828e-17,-6.04898316609589e-06,-4.18507409284373e-16,-1.31798742745831e-16,3.41242383294256e-16,-2.27568059248525e-16,3.04622149130669e-17,2.16087319133909e-16,-2.64560486401903e-16,-1.35793808051014e-16,4.46065404979489e-16,-9.92575448425106e-18,-1.45497690406098e-16,2.50048356480787e-16,-2.35131212024643e-16,8.88122855223032e-17,1.99401054114516e-17
"t25",-0.108837483143872,-0.0048446901455087,0.000500357521767573,0.0350590810528326,-0.364878642266791,0.142776753382876,-0.0328117427038478,0.00231573826851281,-0.110072097341368,0.0381344430371542,-2.40777908417214e-05,-0.113556293155988,0.0598632105061425,-0.00463078616019243,0.00108673631046279,-0.00179779395883229,0.00530725626612058,-0.000246511802785916,9.30443697334785e-05,-0.000268605845265328,0.0070109637314459,-1.64617620534482e-05,0.000552179172041922,-0.00890935748879661,0.370810905461839,0.390690975849388,-6.7191507525534e-15,0.00246689374492247,-3.73618455522883e-05,-0.000189803270033472,7.84288082778756e-05,0.00503040319921886,-0.00193189239669394,0.0299897148835989,1.34138578046851e-05,4.74479622367981e-07,-0.000719796088875291,0.000839589847908783,-0.000464366624955964,1.60207960725032e-05,0.000344949094595794,-0.000280853478450668,-8.11575383803974e-07,-1.16395894145486e-05,-3.01253670212994e-05,0.000909560415476442,6.74347805895083e-05,2.64725453684794e-05,1.22124532708767e-15,-6.6406413133275e-07,2.94034084496153e-15,5.84419095913408e-15,1.26659493614487e-05,0.707106781186547,2.21245889784213e-07,-1.83961304267636e-05,-6.79017228332399e-14,-3.64842117622742e-15,4.16618179239611e-05,5.07341583059832e-16,8.63600670395755e-16,3.19183007486239e-06,-7.95018607227864e-06,-9.96433041122285e-16,6.01388960095891e-06,3.97628872769552e-16,-2.61721933712303e-17,-6.66205194211404e-05,1.22763271288193e-06,-4.40041313394599e-16,-2.42151874525599e-16,-2.87353902924693e-18,-4.84655296096439e-17,-4.89463769722568e-17,-6.04898316585586e-06,3.99813966138611e-16,1.93681354276908e-16,-2.84902713885061e-16,2.20031577611923e-16,3.36764161507669e-17,-2.10538294486785e-16,2.12140943877953e-16,1.3165136343292e-16,-3.32284269844856e-16,-4.07806926658649e-17,1.20127993555161e-16,-1.9166788738926e-16,4.13833927377271e-16,-9.23604960156808e-17,8.13431920986686e-18
"t13",-0.105990151423148,-0.00451181965992487,0.000457934192375328,0.0306219381184456,-0.260208521230365,0.0974533700860707,-0.021298222357719,0.00120180254464816,-0.0511224727030274,0.0175099982936695,-1.0480081247049e-05,-0.0412216058393219,0.00898818663077763,-0.000513691731358402,7.07790073775318e-05,-2.07489598629192e-05,-0.00044801200431117,5.12729982012166e-05,-5.46208799142114e-05,0.000187441695892072,-0.00691567202124718,1.72585083592973e-05,-0.000828853103852596,0.0137807556947979,-0.521615115330572,0.184883182840936,-1.62741792913331e-15,-0.0249809134270778,0.000301430478268052,0.00204298968893234,-0.00109532905915208,-0.0819289349688742,0.0416165049347904,-0.76054097152068,-0.000865741497703195,-4.4792552721682e-05,-0.0175168016083512,0.0102394682080352,-0.00403887033025142,0.000122305089650562,0.00240049233692114,-0.00184528049108413,-5.06344393280449e-06,-6.42878869907797e-05,-0.000162409843315483,0.00452048942979526,0.000313223985835764,0.000122385602855959,6.10622663543836e-16,-3.01000992647281e-06,1.22296988961989e-16,-2.79384027810711e-17,5.2522772027778e-05,5.51917575280221e-16,8.37190567662938e-07,-6.9076909706859e-05,-2.47140578070363e-13,-2.37540393375952e-16,0.000150739768410255,-9.50867012225865e-17,-8.53485015930006e-17,1.06069906306712e-05,-2.61800481973381e-05,-3.97259359453178e-18,1.9624605027498e-05,-5.45532937997695e-17,2.00025025941259e-17,-0.00020102430103203,3.69739020427073e-06,6.87487858707117e-17,-1.27261214076282e-16,1.98611304399986e-17,4.11775798198087e-17,8.21833546678209e-18,-1.73919286821387e-05,-2.75962339943051e-17,-4.9354904723531e-17,8.19168783039961e-17,-1.38412585673969e-17,8.92503495452942e-17,-4.6750295406792e-17,-1.54883269240573e-16,3.26326881958848e-17,2.74710832711723e-17,4.43581546519215e-17,1.30308008118393e-17,-5.49148303676578e-17,6.01055796610232e-16,-4.01160548738482e-18,2.04690358544906e-17
"t4",-0.105151495094361,-0.00441415887038493,0.00044550614991809,0.029327118006039,-0.230128106540555,0.0844670224840964,-0.0180101336589035,0.000887808686586618,-0.034598760672892,0.0117320823204759,-6.68015838416089e-06,-0.0211607799219433,-0.00479535185344612,0.000596776097478045,-0.000201800445855694,0.000453039145166674,-0.00196483282189427,0.000128550119173988,-9.09720620066245e-05,0.000297772232306463,-0.0101146945402296,2.49052054335816e-05,-0.00109719827674235,0.0178937969340358,-0.657521643606308,0.252235894333131,-9.54987283555772e-16,-0.0297605549016479,0.000334337610554662,0.00193032436853776,-0.000818615183234356,-0.046785557439373,-0.0012643303995918,0.643644097692876,-0.00277441689926581,-0.000119230969333025,-0.0281139578588734,0.0149523455711998,-0.00564809758340257,0.000168309529445218,0.00326653446452049,-0.00249372751757393,-6.80059977438916e-06,-8.51028195264347e-05,-0.000214379300975327,0.00590985605384171,0.000406224383293637,0.000158635249028548,5.55111512312578e-16,-3.89241311044887e-06,-4.05237924619164e-18,1.32613827657001e-17,6.72029705718024e-05,-1.0763243890048e-15,1.05941872336282e-06,-8.73312187550442e-05,-3.1135413923011e-13,2.69929137266053e-18,0.000189712010771403,2.13775741497664e-17,2.54814408780516e-17,1.32093476956662e-05,-3.25658855902888e-05,-3.50583899402734e-17,2.43835428230271e-05,1.59635504943378e-16,-2.1508260197963e-17,-0.000247291253428013,4.54726587134668e-06,3.70815791451348e-17,7.61670147493401e-17,5.79855013623073e-17,2.4198685686115e-17,2.25295562472974e-17,-2.12605711430762e-05,2.49762629660913e-17,-4.68102486142725e-17,8.26799297806747e-17,2.75764965574424e-17,1.0617964321405e-16,-1.15965595911442e-16,-3.68088544129137e-17,-3.56134259350454e-17,6.10336638740659e-18,-8.71864508790014e-17,3.55203869439592e-17,2.50534876875463e-17,-7.4200297135911e-16,4.66535944189396e-17,1.21416113631324e-18
"t38",-0.116663080606105,-0.00706564365231232,0.00100352111704632,-0.0430334006649413,-0.0675096948908007,0.0231177031085066,0.00679178341528988,-0.000527218816494214,0.0620229453053252,-0.0232639436621641,2.10781349048372e-05,0.419219388345846,0.0818884412078403,-0.00551962186318677,0.00114195688625996,-0.00168965397677794,0.0410535883801637,-0.000145658385579076,3.35931292118362e-05,-8.31001089739918e-05,0.00136805168412129,-2.85739816986199e-06,1.88780146997492e-05,-0.000110781010042452,-0.00143689285895581,0.00223965499746376,-6.82510786141963e-17,0.00334321276407856,-2.1263786936907e-05,-0.00044266875188826,0.000492868851119739,0.0883928498149337,-0.0338081238069748,-0.00125605374179828,0.000761295226406657,4.29276116664169e-05,0.877304657189758,0.0235522908140075,-0.00599486241499266,0.00016113256993648,0.0139851017644936,-0.00210338709721261,-5.61065797868766e-06,-6.6807488848931e-05,-0.000167421740237186,0.0191535074500922,0.000281546893133129,0.000110008292255753,-7.7715611723761e-16,-2.69922862904515e-06,2.4994341985925e-16,7.51902710562049e-17,4.5891483399207e-05,-4.86774055036123e-16,7.10007630582971e-07,-5.84429409744408e-05,-2.079171531385e-13,-2.15240377204231e-16,0.000509836552802294,-7.93919967732069e-17,5.8351982288718e-17,8.66774484648029e-06,-2.1344437229636e-05,-2.78266703275746e-17,6.23814776404501e-05,1.86149645256894e-16,-1.05928842530024e-16,-0.000611293066123288,2.94940924488455e-06,-1.22704894457646e-16,4.63994446345647e-17,1.75167949850958e-17,2.6446079302756e-16,6.29521967776014e-17,-5.15099421378242e-05,6.42037327735899e-17,1.47266669499208e-17,3.16010817100426e-17,-4.57438836089789e-17,-2.38351917799344e-16,4.45845170379507e-18,2.46923734685289e-16,-9.80145861636674e-17,5.44970757217061e-17,8.13929829445261e-17,-1.56938038364358e-16,-3.53353858109431e-17,1.90407231358829e-16,1.32804277312115e-17,-2.44398031531694e-16
"t59",-0.118043729772735,-0.00728815785258584,0.00104271567070346,-0.0455755468039566,-0.0770350722487285,0.0267647932518798,0.00798984170738355,-0.000660717230398738,0.0798619133816049,-0.0300343499829995,2.75411251776308e-05,0.568264956558809,0.124253258384735,-0.00855811680933798,0.00181650823101356,-0.00277093392774799,0.0712139079474426,-0.000272518892462118,8.17991867757033e-05,-0.000221317128681872,0.00481436766017901,-1.08119756618164e-05,0.000206986395485245,-0.00255084952256851,0.0543323905748221,-0.018510537934181,-1.84970513476935e-17,-0.0130513479052672,4.9691112149568e-05,0.000655031294304207,-0.000585458693750982,-0.0950463153611612,0.0314789392696677,0.00109362028345146,-0.000524469705525449,-2.81472787577433e-05,-0.319182712251876,-0.00439625786605733,0.000403122042923311,-2.44841965272906e-06,0.000331755270944114,-0.000102376812621531,-4.01894997098965e-07,-8.51953196255132e-06,-2.32570582548396e-05,0.00340641609793315,5.93962236571697e-05,2.34628186770308e-05,4.9960036108132e-16,-6.02139610092565e-07,1.02474833853422e-16,3.92980278741016e-16,1.22910451053934e-05,-2.45512095070602e-16,2.23512743347558e-07,-1.8631092144981e-05,-6.79233920657101e-14,-7.61828303773588e-16,0.000172373230413555,3.76387038231928e-16,-1.44605989576523e-16,3.31773254255061e-06,-8.27284065366702e-06,-1.22435231321401e-15,2.44784294436082e-05,-5.656554722122e-16,-1.20562125963394e-17,-0.000265328314557186,1.28312520857163e-06,-1.46981670228168e-13,-0.707106781186548,1.12068038560245e-14,3.13575281262662e-15,5.98936393396074e-16,-2.36884110946506e-05,-1.69578064038571e-17,-1.28664646207344e-16,3.82234947385223e-16,-1.63922401345149e-16,1.23592482307207e-16,-1.38736418006694e-17,-7.98665606420813e-17,4.91207368287287e-16,1.91241479557352e-16,2.88299752229188e-16,-2.48910710063608e-16,6.06848130062501e-17,8.39047513712563e-17,-2.0480765976726e-16,-1.27308730533064e-17
"t60",-0.118043729772735,-0.00728815785258585,0.00104271567070324,-0.0455755468039566,-0.0770350722487285,0.0267647932518803,0.00798984170738351,-0.000660717230398777,0.0798619133816048,-0.0300343499829995,2.75411251774935e-05,0.568264956558809,0.124253258384735,-0.00855811680933797,0.00181650823101353,-0.00277093392774815,0.0712139079474426,-0.000272518892461961,8.17991867756445e-05,-0.000221317128681973,0.0048143676601789,-1.08119756616333e-05,0.000206986395485205,-0.00255084952256853,0.0543323905748222,-0.0185105379341808,3.50632009590052e-17,-0.013051347905267,4.969111214958e-05,0.000655031294303634,-0.000585458693751051,-0.0950463153611614,0.0314789392696678,0.00109362028345137,-0.000524469705525181,-2.81472787579332e-05,-0.319182712251877,-0.00439625786605769,0.000403122042923186,-2.44841965287996e-06,0.000331755270944475,-0.000102376812621264,-4.01894996758286e-07,-8.51953196282407e-06,-2.32570582551485e-05,0.00340641609793365,5.93962236573429e-05,2.34628186760619e-05,3.88578058618805e-16,-6.02139609972959e-07,-2.6262366394273e-16,-4.51653532906793e-16,1.22910451051601e-05,6.81473325894137e-16,2.2351274368796e-07,-1.86310921444984e-05,-6.80840630670345e-14,6.90952072980276e-16,0.000172373230414372,-2.64928737996733e-16,1.07881863895815e-16,3.31773254260548e-06,-8.27284065293948e-06,1.25139850914655e-15,2.44784294430855e-05,5.34566218218409e-16,1.63254987113611e-16,-0.000265328314559932,1.28312520563119e-06,1.47031601711677e-13,0.707106781186547,-1.12118723874109e-14,-3.2919484041685e-15,-6.27041807731621e-16,-2.36884110958277e-05,-8.04837912530672e-17,1.79101471038761e-16,-2.01826474676441e-16,1.68815178457986e-16,1.58650571772075e-16,-9.13912851301883e-17,-1.06668367632607e-16,-3.66241757299396e-16,-1.30103680153198e-16,-2.49978919415997e-16,2.28190622140637e-16,2.94742584384798e-17,2.95787967814548e-16,2.20189674651058e-16,1.96551162945779e-16
"t16",-0.134093220630056,-0.0110021589078403,0.00182311920524548,-0.145230418774277,0.0788075052032174,-0.0233641716810558,-0.166508790052194,0.000120063917497741,-0.0108511955524498,0.00396450852940855,-3.18363976111823e-06,-0.0429476475649253,-0.000514767188659615,-5.47186045046638e-05,3.65325574709346e-05,-0.000119925677295088,0.0714255920057176,9.2690547273417e-06,-1.19219852685783e-09,1.32137209228264e-07,-4.15132255103742e-05,1.22758520820268e-07,-1.01821442563238e-05,0.000166973564932619,-0.0053111184148455,0.00332630562304508,2.66607609372375e-15,0.13788581743007,2.92751056118658e-06,-6.52899325430156e-05,0.000128056940765795,0.0322875084113082,-0.00419634371848395,-0.00134325042487593,-0.000164684299211269,-6.64180731536464e-06,-0.00126605683769301,-0.000697841678661584,0.00123527049686576,-0.000106260814861836,-0.941452381333096,-0.00310962834199046,-4.77480313293946e-06,-3.43756409035844e-05,-8.32181444226211e-05,0.0374196286480977,7.80972057770829e-05,3.08274064555844e-05,-2.64371857738865e-15,-7.75711127963904e-07,8.40878940392724e-16,6.97988996551354e-17,1.32608645646431e-05,-3.72598550889721e-17,2.01065483690705e-07,-1.65265349098314e-05,-5.77049123689402e-14,-1.17470611476499e-15,0.000657030314161997,-8.74172322876633e-17,9.93965549316779e-17,2.41817180078435e-06,-5.95475845208452e-06,-1.40632653422892e-16,7.50382317977169e-05,1.49975110230032e-16,3.76670888301373e-17,-0.0197958043397898,6.47681551580152e-07,8.86499934665494e-17,1.00546731708802e-16,1.54247474944465e-17,-7.02393264567766e-17,-5.04639822477643e-16,-5.73093082766298e-05,4.76293543329026e-17,7.2756440268647e-17,-1.53329125216774e-16,-7.25700932528218e-17,1.71946615571186e-16,-5.10646256737095e-17,1.53547802676752e-16,7.96851958217418e-17,-9.80824669307638e-17,2.73349476032401e-16,-7.78572472188417e-17,-8.02243994417694e-17,-8.31365836226341e-17,6.79267038228347e-17,8.88904860041099e-17
