accepted_species,estimate
t335,-0.8823219
t42,0.09906149
t128,-0.17237294
t231,0.115085945
t187,-1.5606916
t303,-0.8326312
t101,-0.2706739
t37,-0.025297549
t8,-0.094498724
t209,1.2428621
t253,0.8217389
t154,1.2888201
t305,0.5567647
t306,0.5567647
t207,-1.0126737
t342,-0.34967673
t287,-0.054690357
t12,0.6522033
t32,-0.008931727
t126,-0.7751225
t173,-1.158093
t339,-1.7237808
t319,-1.7192957
t96,0.2729888
t178,0.8677429
t201,0.99261045
t140,0.27676284
t72,0.3403431
t278,0.60067284
t291,0.54036117
t295,-0.19903985
t22,0.11655756
t157,0.5507636
t4,0.45278975
t2,0.20750038
