,Ev Model,Missing Type,Tree Type,Variable Type,Signal,phylopars,phylnn_fill_means,linear_eigenvecs,linear_umap,linear_autoencoded,xgb_eigenvecs,xgb_umap,xgb_autoencoded
0,BM,mcar,ultrametric,continuous,0.999937772003503,0.1975825634059099,0.6804752659063598,0.25808388483921835,0.33573126702501976,0.7367635263994516,0.4293932424448763,0.4273853837978837,0.2041909373747146
1,BM,phyloNa,ultrametric,continuous,0.999937772003503,0.23045623275366206,0.4551670441448432,0.4558156522402391,0.3406208991354965,0.31497032800990316,0.3581137294504494,0.34091951598774545,0.35334185428504017
2,BM,mcar,with_extinct,continuous,0.999926686256414,0.24549002551394347,0.6778796634134082,0.3870051856399165,0.4607064102469396,0.45788717870241974,0.30390206550975757,0.3776228532393273,0.35213348825490504
3,BM,phyloNa,with_extinct,continuous,0.999926686256414,0.4801739599264068,0.7296437443107866,0.4822925493457372,0.5160246249946109,0.6232319273718144,0.4989746756517066,0.470768685650655,0.4156797065896541
4,BM,mcar,ultrametric,continuous,0.999985589024912,0.30548281166046354,0.5745116884317923,0.8422661183736961,0.8800408522278597,0.7953563862195846,0.3396017283194878,0.5046725242195971,0.29809512524201687
5,BM,phyloNa,ultrametric,continuous,0.999985589024912,0.5419504546547201,0.9868974384669315,0.920224220316402,1.1205403056042333,1.0544336600111974,0.5937512824121095,0.6752264300121095,0.5783705679302242
6,BM,mcar,with_extinct,continuous,0.999926686256414,0.258882691293912,0.5653240209912356,0.4376900948249708,0.4088238252609946,0.476538030604469,0.3060780776739736,0.3493118858662403,0.3836291461552139
7,BM,phyloNa,with_extinct,continuous,0.999926686256414,0.6553967576981732,1.11758253768875,0.6041356612646728,0.6314259683074116,1.1895952150009854,0.808601289738097,0.655499340353344,0.8484709747399357
8,BM,mcar,ultrametric,continuous,0.999982710720475,0.3406984357797148,0.5302294993423637,0.3695586277329229,0.428436777195017,0.4880709506815097,0.3718363710007774,0.3554295157890334,0.34535274454744147
9,BM,phyloNa,ultrametric,continuous,0.999982710720475,0.23366078830820197,2.160168163599056,0.2213813729886993,0.37911950523476523,0.7710940577209764,0.25314645215084697,0.19264756903910296,0.30712085215084695
10,BM,mcar,with_extinct,continuous,0.999926686256414,0.16486209567601157,0.8307751752097476,0.2923325366778665,0.2580037411569116,0.2691593866959157,0.2160456122526392,0.2523828383307429,0.23891483223670867
11,BM,phyloNa,with_extinct,continuous,0.999926686256414,0.12722433760924623,0.8734511166771118,0.2071499971389679,0.23029514557011896,0.2693905638717989,0.17300609578784187,0.2223837585015771,0.23589665754647826
12,BM,mcar,ultrametric,continuous,1.00011090547346,0.22599595714534265,0.5679285344701267,0.318901470475236,0.3962934601864224,0.5158684771655003,0.3116003163272629,0.5348658565009898,0.4996006149977787
13,BM,phyloNa,ultrametric,continuous,1.00011090547346,0.3431420369481072,0.5323053136223985,0.7751096511736957,0.39330105396924486,0.9247578028141936,0.5651586561779528,0.4869171006679117,0.5407012069688611
14,BM,mcar,with_extinct,continuous,0.999926686256414,0.2321281767040299,0.527676313583571,0.5905487540013014,0.46238809224363253,0.5626949829940258,0.363817492580548,0.495849458581814,0.3434917180493559
15,BM,phyloNa,with_extinct,continuous,0.999926686256414,0.29224017247279505,0.5508986229858794,0.5127434899572504,0.49367371113884007,0.5523290812772925,0.4508433676598332,0.5670198239819959,0.4394631667434591
