"","V_1","V_2","V_3","V_4","V_5","V_6","V_7","V_8","V_9","V_10","V_11","V_12","V_13","V_14","V_15","V_16","V_17","V_18","V_19","V_20","V_21","V_22","V_23","V_24","V_25","V_26","V_27","V_28","V_29","V_30","V_31","V_32","V_33","V_34","V_35","V_36","V_37","V_38","V_39","V_40","V_41","V_42","V_43","V_44","V_45","V_46","V_47","V_48","V_49","V_50","V_51","V_52","V_53","V_54","V_55","V_56","V_57","V_58","V_59","V_60","V_61","V_62","V_63","V_64","V_65","V_66","V_67","V_68","V_69","V_70","V_71","V_72","V_73","V_74","V_75","V_76","V_77","V_78","V_79","V_80","V_81","V_82","V_83","V_84","V_85","V_86","V_87","V_88","V_89","V_90","V_91","V_92","V_93","V_94","V_95","V_96","V_97","V_98","V_99","V_100","V_101"
"t1",-0.0624057128679234,-0.00470326704046498,0.00154352845200158,0.0151228765024003,-0.0333419542095745,0.000990544018720776,-0.0111424233271817,0.107988348123933,-0.0221822488667827,0.00126999978596347,-3.33543642534283e-05,0.0116790794862509,-0.00351633713862166,0.0193499805219538,-0.000716187969487829,-0.0020044185795826,0.118499565712924,-0.0520540029093624,0.0178397234804246,-0.0244830692964485,0.000943966913538273,-0.000495927836627629,0.00595842081648719,-0.0153401773124992,0.0291903633743198,-0.033680790857376,0.240291504646695,-0.0110660135678848,0.20501491865659,-0.0252610668623226,0.00033535055370491,-0.000269424103074701,0.0608467108405686,-0.197525972328033,1.93009005610209e-05,-0.233020063558677,-0.000119551565029346,0.00328640289583302,-0.101261007637985,-0.00310016188134136,-0.0351648043030747,0.0225671057016925,0.0241431665099249,-0.636405504146825,0.0575120635476642,0.00201694633915031,-0.0162873047235187,-0.0076080058285867,-0.261692537380588,0.0115604837669328,0.0129592962711044,0.00867136553494697,-0.137091474657806,-0.00022228569574674,-0.00137902929473015,-0.00165319634606506,-0.0120852617787163,0.219979032387736,0.00347629273327176,-0.44405088772692,-2.17789387417143e-05,-0.00010910437887195,-0.00314927316455503,0.000106631644963023,3.90003405019585e-16,5.28255867358976e-05,8.37881342673944e-16,-0.00180032818431219,-1.43658043263529e-06,-2.36944748864629e-16,-1.15189880247645e-17,2.57157326291966e-16,4.55217792730876e-16,6.48107950906049e-17,1.61928763993584e-05,1.63090980705355e-17,3.25529757719629e-05,-3.32277337357094e-16,-1.22422285543538e-05,-1.47528311960168e-16,-4.8736382325212e-19,-2.0753565016323e-16,-9.13955881073648e-14,1.04312027517838e-05,-0.000421014276624057,-3.77616576591552e-16,-2.44541333052014e-16,8.58673210088489e-17,1.24756311068158e-17,3.93967782453943e-17,-2.28361350442202e-16,-3.73847037846748e-16,6.6172070509239e-17,-6.16959791773425e-17,-6.312802464021e-17,-1.34570651745469e-16,2.16753664101697e-17,-1.24106734937619e-17,-1.1944966790938e-16,-1.97937954238701e-16,3.36496134980723e-19
"t2",-0.0289224528465435,-0.0206964572656573,0.00326003766797487,0.0247512771589555,-0.0319350984585007,0.00194329595412208,-0.0221686887488749,0.236704226551225,-0.0620524471914935,0.0058566165482261,0.000666315013204858,-0.00390217320667512,0.00162653965690429,0.00923601537199946,-0.00037448582284155,-0.00105719299347744,0.0425336726229501,-0.0511077331403236,0.0162988383990461,-0.0108647208017761,0.00094252107764854,-0.000474690406765845,0.00565778180646365,-0.0146425729534657,0.0232885848194936,-0.0210983848732205,0.205379323420346,-0.0117038024260895,0.2826670664745,-0.0340671508879997,0.000483124640380851,-0.000395935966122801,0.102856863510176,-0.353756367869211,-0.000190885365666292,0.0712792375822061,0.000348136033579498,-0.000309139047718144,-0.0199223861180152,-0.000613684475217961,-0.0122536404072739,0.00797999639755131,0.00957438688970233,-0.263140417026231,0.0257763980886469,0.000985136024328612,-0.00962564240328474,0.031469318835738,0.163892808648078,-0.00136689398627601,0.00245909657293909,0.00144920770533482,-0.0186553234522378,-0.00594862114739275,-4.75859464187887e-05,7.4392140736978e-05,0.0222551732767584,-0.0931987939100214,-0.00282439244408585,0.740546122332207,-3.98418456124808e-05,-0.000114664376335934,0.00152589460677097,9.93979765192579e-05,-4.28496122326763e-16,4.68042903968889e-05,-2.87853353429126e-16,-0.0015291084354869,-1.21821692024333e-06,3.7824107573248e-16,-8.3530354984833e-16,-7.45511419874658e-17,4.3281979195502e-16,-2.86915305372915e-16,1.36053307758685e-05,6.5695554886235e-17,2.72537570196133e-05,6.68486294981746e-16,-1.02365278438953e-05,7.59536902007722e-17,8.95549094812688e-17,3.01723047439476e-16,1.26062142434428e-14,-0.000523823407968755,4.53171192373119e-05,1.43592284382785e-16,-3.53037069261849e-17,-1.81479099098587e-16,-2.14841653875362e-16,-1.47144058244347e-16,3.79932183396207e-16,5.91604762590382e-16,-3.77946408323456e-17,-1.17120150312019e-16,2.28158017741408e-16,6.40051840116374e-17,4.507982963119e-17,1.91281142803381e-16,-6.049391583871e-17,-1.58015247686521e-16,-1.02263881427507e-17
"t6",-0.030132466336345,-0.022229367704507,0.0035856194115118,0.0296480325705317,-0.0393044709953073,0.00251365356022454,-0.0297765484648925,0.34456446414196,-0.102069667164379,0.0110883460903209,0.00156230863673559,-0.0123005963514804,0.00953813324660769,-0.00924055978900593,0.000241349358797329,0.000642563014682333,-0.00293489030950736,-0.00714309931323812,0.00443283854909655,-0.00408248375139401,0.000363180981653985,-0.000189501235731255,0.00261587920717301,-0.00779627301821355,0.0135038299475264,-0.0122597883122734,0.137374994556042,-0.00852802596218986,0.221048187061323,-0.0300712767859302,0.000482170793879978,-0.000405722413514163,0.121425207813403,-0.436659412665042,-0.00040360923163939,0.253451603583553,0.00196202206018795,-0.00737232401936533,0.129811521345394,0.00197544921885461,0.029355327983331,-0.0184975968615342,-0.0167134238189226,0.40801182858409,-0.0306721897625758,-0.000813839461360531,0.00232552580294848,0.0414194672205423,0.36680198694632,-0.00920482562543208,-0.00312142899189854,-0.00152467890928168,0.0176486805413844,0.00510500587953277,3.827603977833e-05,-5.611316085423e-05,-0.015742581506378,0.061087094011532,0.00175259167226942,-0.436474686511107,1.87268488245638e-05,4.05869844316741e-05,-0.000456695270822364,-2.80727705295395e-05,-2.4661318859137e-16,-1.07036476255117e-05,1.57348042844967e-16,0.000224140453015917,1.72507671766314e-07,-1.4262926275837e-16,2.55089587406538e-16,2.74366969351851e-16,-3.3754374512283e-16,-2.96391474492172e-16,-1.42240395690493e-06,-1.98094001124854e-16,-2.24555336329823e-06,-3.55319689179941e-16,7.35426917242381e-07,2.8889949005789e-16,-1.78209918302752e-16,-1.30066738892726e-16,-3.93709877476061e-16,-0.00174724713743496,-2.9942022309286e-07,-4.44724349793881e-17,3.47568776294028e-16,2.66562743688173e-16,2.9492448361426e-16,-8.47701569597876e-17,1.49328901632242e-16,2.5998291522194e-17,7.53470468402834e-17,1.74356043213364e-16,-6.92956982803e-17,-4.03163707667079e-17,-2.38576527201707e-16,2.55914535139112e-16,1.70056081303063e-17,2.41896170174224e-16,-5.30207136156168e-17
"t21",-0.0309698738862379,-0.0233010778641578,0.00381496346986462,0.0331826217632013,-0.0446610869571042,0.00293320214449392,-0.0354196497437528,0.425860162199272,-0.132852190838652,0.0151891792179273,0.00227998660682693,-0.0191678964688101,0.0161648022527868,-0.0264384073867174,0.000828501665843851,0.00226847452763458,-0.0504073605203886,0.0426066623102403,-0.0102092211373399,0.0051897788218184,-0.000438041409303168,0.00021185085928882,-0.00207382820106597,0.00419784088145427,-0.00554184564476807,0.00499517261012157,-0.0323076936381535,0.00128859403904712,-0.0202993374981883,0.000245665778760512,2.80903645413408e-05,-2.86419977541157e-05,0.0154861608825124,-0.0623427435543617,-0.000107397768402378,0.0835651197287142,0.000714536325792341,-0.00302717199864379,0.0627298525465583,0.00108525705690033,0.0176028697260697,-0.0112207510203102,-0.0114067260111076,0.295957892836776,-0.0263102620142928,-0.000958778063019932,0.0120088009418871,-0.108962762345501,-0.80596501438551,0.0165608657139866,0.0023480082525025,0.000948160017693056,-0.00964831721193731,-0.00244201483802811,-1.66083743463173e-05,2.1939168708674e-05,0.00550290170305081,-0.0184893212412427,-0.000474436485266632,0.10565736987722,-2.4897829241299e-06,-1.30494022511557e-06,-5.63533599473186e-06,-7.1956959112687e-07,5.15700241852838e-16,-7.12798922737236e-07,-2.38495391592542e-16,2.80864193812513e-05,2.22066129408515e-08,-9.73676430983206e-17,1.0879186967108e-16,-1.89086654461798e-16,-9.99106072790975e-16,3.80276071892395e-16,-2.18736797330118e-07,3.38580107677219e-16,-3.78228560772566e-07,9.96258152548173e-17,1.28954157044362e-07,-1.63345901974056e-16,2.09418985835589e-16,4.68921506203849e-17,-1.65300764157737e-16,-0.0174340687861823,-6.4731583504095e-08,8.923354534725e-16,-1.37736693143723e-18,1.49484657516691e-16,-2.53347629556488e-16,2.00739620051902e-16,4.15381767273897e-17,-2.81269257678765e-16,-1.7817744758373e-16,-3.22069602124863e-16,1.82478668075725e-16,-1.14876556131742e-16,1.8561745239193e-16,-1.34195900427395e-16,1.11136436283189e-16,3.5004909004611e-17,-8.95780523855416e-17
"t54",-0.0314440916605741,-0.0239095027483772,0.00394540603883445,0.0352049596761796,-0.0477310800311173,0.00317434459645339,-0.0386695896237086,0.472857932818993,-0.150733427112208,0.0175817693864422,0.00270080105944162,-0.0232135397243858,0.020089842903848,-0.0368600984533613,0.00118609118087699,0.00325936246851245,-0.079850551641123,0.0739363990830821,-0.0195739160641723,0.0112225210310272,-0.000960298031136349,0.000474185787793554,-0.00518194896748699,0.012290098662843,-0.0185648052337404,0.016797926228493,-0.151539180765964,0.00832042998002849,-0.196211939323652,0.0230713810601457,-0.000326101280922723,0.000267800150383611,-0.0714322644577196,0.24896173551729,0.000180269814401448,-0.102186043292372,-0.000757043878272509,0.00271944613283565,-0.0460141621510762,-0.000693143073442605,-0.0103444744539655,0.00652636632489747,0.00602211516236921,-0.14946524385742,0.0119666289814984,0.000377926418846492,-0.0036984779084149,0.0283349899828551,0.205550232856909,-0.00411829290814763,-0.00049462930504378,-0.000190055293669497,0.00186490040992456,0.000453570003840399,2.99241458105102e-06,-3.82243218771206e-06,-0.000923769754547027,0.00295480987933217,7.29254353744348e-05,-0.0156122366363437,2.98386244514919e-07,1.09120948306812e-07,3.5570573368531e-07,4.05436668062353e-08,3.05418997424527e-16,2.38241448664427e-08,1.41944451683217e-15,1.1866958814753e-07,1.44052886258495e-10,-2.03769246066386e-16,1.46669385869986e-15,1.84442023657471e-15,-4.83253925804469e-16,1.71387064592384e-16,-4.80605047409458e-09,1.1144338635683e-15,-1.06408070931963e-08,-3.29834950850381e-15,3.72201164906861e-09,-3.6406232382912e-15,-3.20552889934612e-16,-2.51563104840291e-15,-1.19062536540032e-14,0.716775158994591,-1.48635142294037e-08,4.22952284771456e-15,-4.57113132427896e-15,-7.63390324678671e-15,1.99502702754938e-15,2.92905277497877e-16,-9.29099391591087e-17,-2.81157615195483e-16,-5.74247647326779e-16,-6.63049712247537e-16,1.43244195714862e-17,2.5376427354552e-16,-1.23285643609303e-16,-3.49640174347391e-16,-5.38870758819172e-16,4.40837621396115e-17,-8.61091175806171e-17
"t74",-0.0314610498306534,-0.023931238072779,0.00395006248084595,0.0352769795647324,-0.0478403358663696,0.0031829167046998,-0.0387850273246715,0.474524802164344,-0.151366438381991,0.017666326218313,0.00271564482633329,-0.0233559918409887,0.0202277688111156,-0.0372232794702066,0.0011985305663592,0.00329382402956373,-0.0808683226860365,0.0750138334720623,-0.0198943401777173,0.0114278177749118,-0.000978060393024654,0.000483100340948035,-0.00528711982394368,0.0125624677377671,-0.0190014345916389,0.0171936042117506,-0.155506353786936,0.00855319275710907,-0.20200856637383,0.0238174576556889,-0.000337581955516914,0.000277391810206406,-0.0742184139553721,0.258912239859985,0.000189205889162234,-0.107854343778476,-0.00080150616293377,0.00289080784898362,-0.0491957959603839,-0.000744398072436827,-0.0111419647760019,0.00703214020285277,0.00651260191979055,-0.161923969708791,0.0130209490078476,0.000413901276970433,-0.00410195974794581,0.0317326347207055,0.230467127098468,-0.00462461143370405,-0.000561329379246595,-0.000216398676445028,0.00212862876267776,0.000519132304383265,3.43221586164577e-06,-4.39459651080019e-06,-0.00106486364370583,0.00341825434570309,8.46044423704684e-05,-0.0181656045405245,3.52797588073391e-07,1.32804942032325e-07,4.42963501837796e-07,5.09541675482644e-08,-3.78190121833976e-16,3.11547178495315e-08,-1.29872366574732e-15,1.76805385147414e-07,2.17629591779158e-10,1.82696492088788e-16,-1.39525391554386e-15,-1.31215304508409e-15,1.39895654243733e-15,-4.35110078381018e-16,-8.51762052816652e-09,-1.25991345590347e-15,-2.30095979102822e-08,3.06807596799809e-15,9.51641026271203e-09,3.64489625675164e-15,1.63048749535136e-16,2.44075612231272e-15,1.18140383669321e-14,-0.697083995879752,1.95429228090063e-09,-4.98351065294412e-15,4.38546545858195e-15,7.5601249782641e-15,-1.81194960562905e-15,-3.2355875554627e-16,-1.94091795559821e-16,2.86075654480624e-16,6.17005063701212e-16,1.00427292102278e-15,-5.41416157924293e-17,-1.48894546308519e-16,1.11695814754069e-16,4.56071918939746e-16,5.89020792497168e-16,-1.82246601317528e-16,2.2887440193476e-16
"t14",0.0747409544518764,0.0624048277540511,-0.0994950908864373,-0.0424301502705233,-0.00141797501605756,-9.85678762844286e-05,-0.00482289804037888,-0.000198734766104686,1.44114502684464e-05,-0.198779384245904,-0.0704460156350057,-0.000159164966267106,0.00275885064416996,0.00213800978416924,-2.25991886101387e-05,-2.29172274148351e-05,0.00290011001676643,-0.0194205102719626,-0.00787755033359971,0.000490593834107669,-0.0389164837267547,0.0373190131295626,0.00494910688790527,-0.00285125393307928,0.0278493105160466,0.0114690588241937,0.00612223114358168,-0.000557105677013572,0.0193756352939497,0.00405321659523317,-0.000227273443525857,0.00230728732878054,-0.272475853417615,-0.0508845470693153,-0.480756338622216,7.58159421734676e-06,-0.568252394171558,-0.00567247289869908,0.0081531025110324,2.26947083640612e-05,0.00138444831451703,-0.00452834458948753,-0.00292444744268561,0.00641925069965482,0.00343591775806968,0.0284240850599869,-0.0259086257748098,0.000181013475012251,0.000225829942678238,0.00277139531577985,-0.00127570082496636,-0.0979865750944892,0.00115998602880956,2.66856205498347e-05,0.525916987714463,-0.00138739939771786,-0.000440994106661236,0.0108384695430873,-0.000127426128235269,0.00129984595233334,-0.000408578956826242,-7.59161884985922e-06,4.45590447448836e-06,0.00959569131305037,2.24935512705482e-15,3.47170052459144e-06,1.00045539137535e-15,-0.00291459253975111,-8.05736775440947e-07,1.47628554252853e-16,-8.78878966165171e-16,-2.57259880892135e-16,-7.10295663106691e-16,-5.5426317860105e-16,1.08304692257503e-06,4.72358986742793e-16,0.0286053277465106,-3.03303223250097e-16,-7.06864081845289e-06,4.79762670600233e-16,8.66114496776209e-16,9.53642433222662e-17,-9.16101597721939e-16,8.45107519459752e-08,4.61674730807326e-07,-8.41658411393061e-17,-1.73404651350171e-16,7.91827030781359e-16,7.50637291572445e-17,-3.74214707556548e-16,-1.21680553905452e-16,-3.53622047592556e-17,-2.37973507053904e-16,1.95527334721679e-16,5.82587885155669e-17,1.16404637384809e-16,7.1426105750669e-17,7.25355122098105e-17,-2.28022888603384e-16,-1.21119211492227e-16,1.74052875475674e-16
"t63",0.0774985092012523,0.0664554088879496,-0.108157534810094,-0.0495943793731644,-0.00169515343180887,-0.000122717522818703,-0.00618825978187793,-0.000271420809870018,2.15304574425756e-05,-0.326764728197675,-0.131872858337225,-0.000346623263627471,0.00753989519940835,-0.0151198610235256,7.88777711855102e-05,7.45504431313108e-05,-0.00292578948935199,0.00993953428480586,0.00209619611800224,-5.30773598515048e-05,0.0037034770548557,-0.00286386309923957,1.08693495288678e-06,-0.000207617563002568,0.00319454789573306,0.00132722084493409,0.00109865415735511,-0.000119370800796182,0.00466168776406059,0.00113788634943767,-7.17239284433061e-05,0.000743851754425998,-0.0968283927995949,-0.0185552195212511,-0.215402607888195,3.76599547264461e-06,-0.297961523257618,-0.00319011167533845,0.00507483574004708,1.5348219412151e-05,0.000991364168323888,-0.003267116585732,-0.00227761769750907,0.00519839055135229,0.00308911718667462,0.0306639131727245,-0.047511854632141,0.000812132347160992,0.00124160137199264,0.0217764617076569,0.00464580040265185,0.238071495155099,-0.0022418177205222,-4.17444583352111e-05,-0.714020619043514,0.00163482527646931,0.000450482034466808,-0.00932814632887649,9.68294911271358e-05,-0.000877562397382459,0.000160579020592825,1.36560753840142e-06,-4.37372670307207e-07,-0.000721105565050218,-3.79285404539979e-15,-2.98308180385924e-08,-1.5822810313039e-15,-0.000202662587960718,-5.85351445024226e-08,2.4294728644494e-17,1.1476171811674e-15,3.84274916445664e-16,2.50375053879489e-16,2.52449916648514e-15,7.36162771469027e-08,1.92594265666416e-15,-0.354498190809371,6.21586461998118e-15,-2.11223125548444e-06,-2.12334073611818e-15,-3.3527514137952e-16,8.34615259605727e-17,-1.0024877591813e-15,1.9158675106571e-08,1.07876531878497e-07,2.44257182240471e-16,8.63022600407599e-16,-6.5240091048018e-16,5.17637194976869e-16,3.51648454948508e-16,1.81651168502979e-16,4.84919030545183e-16,-1.2808513900127e-17,-1.28020841140167e-16,-6.04107722007631e-16,-2.90306317862807e-16,8.65825383684697e-17,-1.71419197072999e-16,3.73739825426356e-16,-1.0332730142559e-16,-3.35000245356061e-17
"t88",0.0790728928996996,0.0687738662067183,-0.113124938790747,-0.053727313105313,-0.00185532503270092,-0.000136713079030536,-0.00698112510037603,-0.000313791659163121,2.57004496144464e-05,-0.402064590225475,-0.168195291692693,-0.000457996158521795,0.0103959457471839,-0.0256696032778203,0.000141224639523541,0.000134474957279746,-0.00657170074411284,0.0285990320597161,0.00853506799450811,-0.000410202603422527,0.0317519737004094,-0.0293826120407608,-0.00331057054638149,0.00159403637219368,-0.0138373759024685,-0.00568148453553612,-0.00246902319580916,0.000197628756439444,-0.00618344575863938,-0.00108279420879507,5.10932543194498e-05,-0.000500434809775284,0.0491530864634914,0.00868592449104647,0.0461934322313403,-4.7342909957615e-07,0.0261826214420029,0.0001482980527243,4.92282812704359e-06,4.7873715125298e-07,4.81024298567386e-05,-0.000165389497233366,-0.000159227018220162,0.000407955852398209,0.000302833185561955,0.0037829644701144,-0.00777690775185868,0.000153697929180351,0.000238510108131307,0.0042631913592105,0.00101854557072878,0.0538219605068697,-0.000517921223433387,-9.86882364596302e-06,-0.171712820493128,0.000400468545159985,0.000112569479071008,-0.00239134261608087,2.53156632418123e-05,-0.000233936665980372,4.71229955021764e-05,4.62960249613924e-07,-1.63836246003506e-07,-0.00028049849985861,3.23774449129763e-16,-1.35635531992725e-08,8.56159593522455e-16,-0.000156011092681851,-4.80409447335126e-08,-4.94248309585496e-16,-4.09850241224579e-17,-2.0271870837596e-15,2.49567944602521e-15,-4.04597265034529e-15,1.81503047054879e-07,-4.96999626368089e-15,0.855501224250585,-1.57018521805414e-14,2.13461836205553e-06,5.04597302757125e-15,-1.70935435846684e-15,-1.1775092051326e-15,1.75057928262724e-15,-1.19781843589799e-09,8.87260629875951e-10,-1.8865756459888e-15,-3.47864772704283e-16,-4.32729726579587e-16,-6.26919593318823e-16,1.12812206122241e-15,1.04615137861862e-16,-8.39375835798352e-16,-1.87733731804374e-16,3.80937773166015e-15,5.98706200725893e-16,3.35841919472204e-16,-6.41051936449864e-16,-3.72212832944364e-16,-1.51325561959576e-15,-2.81671801920239e-16,-1.04167802509645e-16
"t94",0.0798410470885575,0.0699061406837891,-0.115552590416253,-0.0557516699062857,-0.00193382823738816,-0.000143579878308819,-0.00737042449348135,-0.000334624980761353,2.77543784441558e-05,-0.439212195353762,-0.186146145617288,-0.000513129162421966,0.0118124571948488,-0.0309427696599659,0.000172439592506894,0.000164483799078396,-0.00840787355780398,0.0380414148189188,0.011808748584158,-0.000592692603953445,0.0460923388236759,-0.0429516611300839,-0.00501175111819971,0.00252409716811045,-0.0226612508621619,-0.00931288957625911,-0.00433040578284133,0.00036380745321623,-0.0118924337263584,-0.00226050862765318,0.000116728470470545,-0.0011664853180667,0.127965188299919,0.0234309118706328,0.191508658920478,-2.8665545797335e-06,0.210800700308526,0.00207222874618455,-0.00296686288369347,-8.35449884899924e-06,-0.000517201247704128,0.00169560397274139,0.00112597836691027,-0.00251404352955484,-0.00141974124627764,-0.0131755205255066,0.0183211957352663,-0.000292773671235544,-0.000444322295678937,-0.00771996386460798,-0.00155390219419722,-0.078353377907797,0.000729431894466316,1.34185165822209e-05,0.22746029531418,-0.0005157807997013,-0.000140656800083509,0.00287438049517062,-2.95397655784939e-05,0.000265118301664619,-4.63682578549762e-05,-3.74096405559825e-07,1.17289894815617e-07,0.000192542289050921,7.6360216991203e-16,7.99900417954637e-09,1.90831868307404e-17,6.79289616181441e-05,2.04588282768216e-08,3.87567486447871e-16,-1.40459648370253e-15,1.53990980269038e-15,-7.18609719944608e-16,-1.26906079876882e-16,-6.42936979606826e-08,1.59100542731605e-15,-0.266110038953034,4.87862881746286e-15,-6.1995089994145e-07,-6.50534713155412e-16,7.32434103603695e-16,1.29537546144991e-16,-1.00098601251813e-15,2.29436586549208e-10,-1.44040761794213e-10,-5.29007686941386e-16,1.72058364358258e-16,1.69490165413783e-15,-1.14727958981719e-16,-2.41949955272534e-15,-1.68980762664614e-16,9.61581322082158e-16,-4.91477866694294e-15,0.707106781186545,-5.9655792844924e-14,5.81396425302209e-14,3.2342628991775e-15,-7.57426908160516e-16,-5.62210749705345e-17,-1.50195453766726e-16,-2.90020999638061e-16
