accepted_species,estimate
t198,-0.8223541
t262,-0.5400901
t240,-0.876419
t197,-0.57807326
t164,-0.5285441
t284,-0.80344796
t285,-0.806126
t311,-0.71237326
t91,0.34540707
t77,0.3652889
t46,0.9354473
t246,-0.58404213
t205,-0.6318877
t206,-0.568905
t255,-0.6180656
t296,-0.6226472
t320,-0.6138884
t322,-0.606718
t315,-0.6645183
t316,-0.6086873
t280,-0.6873397
t148,-0.061325863
t269,-0.5497427
t270,-0.5603945
t186,-0.13269319
t199,-0.02379238
t112,0.2863188
t113,0.22801419
t100,-0.30944774
t80,0.1366105
t24,1.9538074
t14,2.1831613
