"accepted_species","trait_ARD"
"t86","0"
"t87","0"
"t96","0"
"t97","0"
"t98","0"
"t80","0"
"t81","0"
"t94","0"
"t95","0"
"t20","0"
"t38","0"
"t39","0"
"t2","1"
"t88","0"
"t89","0"
"t11","0"
"t40","1"
"t41","0"
"t27","0"
"t26","0"
"t22","0"
"t23","0"
"t64","0"
"t99","0"
"t100","0"
"t70","0"
"t71","0"
"t42","0"
"t76",NA
"t77","1"
"t21","0"
"t57","0"
"t58","1"
"t33","0"
"t15","1"
"t16","1"
"t72",NA
"t73","0"
"t68","0"
"t69","0"
"t63","0"
"t82",NA
"t83","1"
"t56","1"
"t50",NA
"t13","1"
"t14",NA
"t3",NA
"t52","1"
"t65","1"
"t90","0"
"t91","0"
"t74","0"
"t75",NA
"t32",NA
"t84",NA
"t85",NA
"t28","1"
"t92","0"
"t93","0"
"t45","0"
"t6","0"
"t54","0"
"t55","0"
"t8","1"
"t10","0"
"t1","0"
"t53","1"
"t78","0"
"t79","0"
"t59","0"
"t60","0"
"t30","0"
"t36","0"
"t37","0"
"t24","0"
"t31","1"
"t43","1"
"t44","1"
"t9","1"
"t17","0"
"t18","0"
"t7","0"
"t5","1"
"t51","0"
"t34","0"
"t12","0"
"t19","0"
"t66","0"
"t67","0"
"t25","0"
"t35","1"
"t48","0"
"t49","0"
"t4","0"
"t29","0"
"t46","0"
"t47","0"
"t61","0"
"t62","0"
