"accepted_species","traits"
"t1",0
"t2",1
"t3",1
"t4",0
"t5",0
"t6",NA
"t7",1
"t8",0
"t9",1
"t10",0
"t11",0
"t12",0
"t13",1
"t14",1
"t15",0
"t16",1
"t17",1
"t18",0
"t19",0
"t20",0
"t21",0
"t22",NA
"t23",0
"t24",0
"t25",0
"t26",1
"t27",1
"t28",NA
"t29",0
"t30",NA
"t31",1
"t32",0
"t33",1
"t34",1
"t35",0
"t36",0
"t37",0
"t38",0
"t39",1
"t40",0
"t41",0
"t42",0
"t43",0
"t44",0
"t45",0
"t46",NA
"t47",0
"t48",0
"t49",1
"t50",0
"t51",NA
"t52",0
"t53",0
"t54",0
"t55",NA
"t56",0
"t57",0
"t58",0
"t59",0
"t60",0
"t61",0
"t62",1
"t63",0
"t64",0
"t65",0
"t66",0
"t67",0
"t68",0
"t69",1
"t70",NA
"t71",0
"t72",0
"t73",1
"t74",1
"t75",0
"t76",NA
"t77",0
"t78",0
"t79",1
"t80",1
"t81",1
"t82",0
"t83",NA
"t84",0
"t85",1
"t86",1
"t87",0
"t88",0
"t89",0
"t90",0
"t91",1
"t92",1
"t93",1
"t94",0
"t95",0
"t96",0
"t97",NA
"t98",0
"t99",0
"t100",0
"t101",1
"t102",NA
"t103",0
"t104",0
"t105",0
"t106",0
"t107",0
"t108",0
"t109",0
"t110",0
"t111",0
"t112",1
"t113",1
"t114",0
"t115",0
"t116",0
"t117",0
"t118",0
"t119",1
"t120",0
"t121",1
"t122",1
"t123",0
"t124",0
"t125",0
"t126",0
"t127",0
"t128",0
"t129",NA
"t130",1
"t131",0
"t132",0
"t133",NA
"t134",NA
"t135",0
"t136",1
"t137",0
"t138",0
"t139",0
"t140",0
"t141",0
"t142",0
"t143",0
"t144",1
"t145",1
"t146",0
"t147",1
"t148",0
"t149",NA
"t150",0
"t151",0
"t152",0
"t153",1
"t154",1
"t155",0
"t156",0
"t157",0
"t158",0
"t159",0
"t160",0
"t161",0
"t162",0
"t163",0
"t164",0
"t165",0
"t166",0
"t167",0
"t168",1
"t169",1
"t170",NA
"t171",1
"t172",1
"t173",1
"t174",0
"t175",0
"t176",0
"t177",0
"t178",0
"t179",0
"t180",0
"t181",0
"t182",0
"t183",1
"t184",0
"t185",0
"t186",0
"t187",0
"t188",0
"t189",0
"t190",0
"t191",1
"t192",1
"t193",NA
"t194",0
"t195",0
"t196",0
"t197",0
"t198",0
"t199",0
"t200",0
"t201",0
"t202",NA
"t203",1
"t204",0
"t205",1
"t206",1
"t207",0
"t208",0
"t209",0
"t210",0
"t211",0
"t212",0
"t213",1
"t214",1
"t215",0
"t216",0
"t217",0
"t218",1
"t219",0
"t220",0
"t221",0
"t222",1
"t223",0
"t224",0
"t225",0
"t226",0
"t227",1
"t228",1
"t229",1
"t230",NA
"t231",NA
"t232",NA
"t233",1
"t234",NA
"t235",1
"t236",0
"t237",NA
"t238",0
"t239",1
"t240",0
"t241",0
"t242",NA
"t243",1
"t244",0
"t245",NA
"t246",NA
"t247",1
"t248",1
"t249",0
"t250",0
"t251",1
"t252",1
"t253",0
"t254",1
"t255",1
"t256",1
"t257",1
"t258",0
"t259",1
"t260",1
"t261",0
"t262",0
"t263",0
"t264",0
"t265",NA
"t266",0
"t267",1
"t268",1
"t269",0
"t270",1
"t271",1
"t272",0
"t273",0
"t274",NA
"t275",1
"t276",0
"t277",0
"t278",0
"t279",NA
"t280",1
"t281",0
"t282",0
"t283",0
"t284",0
"t285",NA
"t286",0
"t287",NA
"t288",0
"t289",0
"t290",0
"t291",0
"t292",0
"t293",0
"t294",0
"t295",0
"t296",1
"t297",1
"t298",1
"t299",0
"t300",0
"t301",0
"t302",0
"t303",0
"t304",1
"t305",NA
"t306",0
"t307",1
"t308",0
"t309",0
"t310",0
"t311",1
"t312",0
"t313",0
"t314",0
"t315",1
"t316",0
"t317",0
"t318",0
"t319",0
"t320",0
"t321",0
"t322",1
"t323",1
"t324",0
"t325",0
"t326",0
"t327",0
"t328",0
"t329",0
"t330",0
"t331",0
"t332",0
"t333",0
"t334",1
"t335",1
