accepted_species,estimate
t19,0.07301366646815025
t22,0.06826552659074717
t207,-0.6540951602358865
t203,-0.7588158872735774
t88,-1.452648945768474
t72,-1.3919221745793984
t95,-0.7691760420336208
t97,0.4301098082021656
t29,0.023564010606739766
t233,0.7019919049022532
t177,0.8315136333921035
t185,0.9083318108060423
t86,0.9852186015699457
t78,0.8942104322891425
t248,0.7014257979611745
t249,0.6930836060779694
t34,0.930404406079955
t221,1.024184318163708
t171,0.9562425939818305
t137,0.9744605978439208
t131,0.9857899304620498
t41,-0.3605005665359068
t189,-1.8792466600055866
t183,-1.976204263060442
t204,-1.7567757145469691
t93,-1.8468975446086242
