"accepted_species","Medicinal"
"Psychotria_costata",0
"Orbea_circes",0
"Pruskortizia_macrocarpa",0
"Canthium_oblongum",0
"Leichhardtia_kebarensis",0
"Mycetia_tonkinensis",0
"Canthium_armatum",0
"Benkara_depauperata",0
"Psychotria_niveobarbata",0
"Pergularia_daemia",NA
"Benkara_armigera",0
"Utania_cuspidata",0
"Lasianthus_hirsutus",1
"Gonzalagunia_thyrsoidea",0
"Gynochthodes_hupehensis",0
"Voacanga_gracilipes",0
"Chomelia_ecuadorensis",0
"Canthium_bugoyense",0
"Hymenodictyon_timoranum",1
"Guettardella_surigaoensis",0
"Gentianella_claytonioides",0
"Urophyllum_strigosum",0
"Aulacocalyx_divergens",0
"Schradera_pentacme",0
"Strychnos_umbellata",1
"Psychotria_nuda",1
"Peplonia_adnata",0
"Rytigynia_decussata",0
"Vangueria_schliebenii",0
"Gentianella_sugawarae",0
"Mandevilla_hirsuta",1
"Spermacoce_ovalifolia",0
"Rudgea_verticillata",0
"Pachycarpus_mckenii",0
"Rhytidocaulon_tortum",0
"Plocama_trichophylla",0
"Didymosalpinx_norae",0
"Guettarda_amblyophylla",NA
"Bouvardia_cordifolia",0
"Allamanda_doniana",NA
"Rubia_caramanica",0
"Strychnos_darienensis",0
"Metastelma_schaffneri",0
"Orthosia_eichleri",0
"Houstonia_wrightii",1
"Mandevilla_semirii",0
"Rondeletia_scabrella",0
"Mitrasacme_oasena",0
"Spigelia_carnosa",NA
"Danais_nigra",0
"Psychotria_orosioides",0
"Psychotria_luteola",0
"Galium_coloradoense",0
"Galium_×_prolazense",0
"Galium_pastorale",0
"Psychotria_jugalis",0
"Psychotria_nubica",0
"Psychotria_subcapitata",0
"Psychotria_lanceolaria",NA
"Psychotria_foetens",0
"Galium_araucanum",0
"Psychotria_peekeliana",0
"Galium_fistulosum",0
"Gaertnera_hirtiflora",0
"Ixora_coccinea",1
"Ixora_capitulifera",0
"Hoya_corneri",0
"Mussaenda_mollissima",0
"Lacmellea_guyanensis",0
"Cynanchica_staliana",0
"Faramea_tenuiflora",0
"Ephippiocarpa_orientalis",0
"Augusta_vitiensis",0
"Faramea_frondosa",0
"Aspidosperma_quebracho-blanco",1
"Cuviera_subuliflora",NA
"Palicourea_zakii",0
"Palicourea_gaertneroides",NA
"Palicourea_corniculata",0
"Dolicholobium_longifructum",NA
"Hydnophytum_cordifolium",NA
"Dolicholobium_rufiflorum",0
"Chapelieria_multiflora",0
"Timonius_montanus",0
"Psydrax_lepidus",0
"Dischidia_rimicola",0
"Galianthe_parvula",0
"Cinchona_glandulifera",1
"Lasianthus_puffii",0
"Lasianthus_myrtifolius",0
"Hyperacanthus_ambovombensis",0
"Rothmannia_capensis",1
"Rudgea_infundibuliformis",0
"Wendlandia_uvariifolia",1
"Ophiorrhiza_pingbienensis",0
"Ophiorrhiza_flavescens",0
"Declieuxia_muscosa",0
"Gentiana_tetraphylla",0
"Argostemma_apiculatum",0
"Parsonsia_wildensis",NA
