accepted_species,estimate
t86,0.88144267
t199,1.7058803
t157,0.117886774
t285,-1.5034623
t169,0.41082886
t149,0.3686246
t338,0.41328168
t384,1.3092366
t403,0.6588342
t387,0.7053741
t208,0.73273206
t341,0.3168848
t194,0.34204987
t233,0.77799845
t365,0.57697386
t357,0.5942287
t445,-0.5668155
t431,-0.6990085
t433,-0.6990085
t413,-0.11838486
t452,-0.6481468
t106,0.44264743
t463,-0.5815673
t483,-1.1522398
t484,-1.1522398
t420,-1.6559645
t442,-1.6559645
t423,-1.6490858
t241,-0.88153577
t139,0.66431785
t142,0.729176
t163,-1.2675451
t188,-0.7832908
t457,-0.56730413
t301,-1.0320543
t491,-0.6041928
t323,-1.0320543
t383,-0.2021668
t337,-0.5173268
t395,-0.298723
t181,-0.15224062
t283,-0.71115845
t172,-0.45675996
t56,0.013757769
t80,-0.18275826
t67,0.010800076
t65,0.010800076
t95,2.8133867
t10,0.29525566
