accepted_species,estimate
t86,0.3964953282118041
t199,1.537304297299015
t157,0.07096749894239782
t285,-0.12922150127442228
t169,0.26508364302238135
t149,0.27458600023208274
t338,0.4034023933731197
t384,0.44024859262031496
t403,0.7741483616026837
t387,0.7609095608292653
t208,0.6334017826314237
t341,0.5426124920936307
t194,0.5449780878783592
t233,0.49674193186937515
t365,0.019503211516597823
t357,0.01837871008812772
t445,-0.223144207613415
t431,-0.2289424323665155
t433,-0.22895914580955531
t413,-0.6299405125865655
t452,-0.6489710241618047
t106,0.4697083573349323
t463,-1.133119989642527
t483,-1.412503249655072
t484,-1.4125032496550727
t420,-1.428104742025016
t442,-1.4298519515952837
t423,-1.447062520875599
t241,-1.1731494086927667
t139,0.45654742284781946
t142,0.47841969242805127
t163,-0.5936621471379606
t188,-0.7181498190506822
t457,-0.8700178122558856
t301,-0.8555049890457535
t491,-0.8725987395069782
t323,-0.8594478078335194
t383,-0.24303371443798633
t337,-0.25074213816786756
t395,-0.2394301906698653
t181,-0.45414489429541877
t283,-0.7427809153322821
t172,-0.5352953053603553
t56,0.317212352104695
t80,0.288380053621104
t67,0.30916736695830777
t65,0.3089520004429947
t95,2.8606587243159276
t10,0.7912009879226463
