"accepted_species","trait_ARD"
"t32","1"
"t37","1"
"t40","1"
"t41","1"
"t22","0"
"t17","1"
"t25","1"
"t26","0"
"t7","1"
"t8","0"
"t6","0"
"t4","0"
"t5","0"
"t10","1"
"t79","0"
"t112","1"
"t113","1"
"t36","1"
"t91","0"
"t92","0"
"t204","1"
"t205","0"
"t185","1"
"t186","0"
"t100","1"
"t101","1"
"t54","1"
"t55","1"
"t67","1"
"t117","1"
"t118","1"
"t121","0"
"t122","0"
"t89","1"
"t94","1"
"t155","1"
"t221","1"
"t266","1"
"t267","1"
"t162","1"
"t129","0"
"t130","0"
"t68","1"
"t82","0"
"t142","1"
"t182","0"
"t260","1"
"t261","1"
"t187","0"
"t42","0"
"t28","1"
"t30","0"
"t49","1"
"t146","1"
"t147","0"
"t199","1"
"t200","1"
"t201","1"
"t192","1"
"t88","1"
"t61","1"
"t58","1"
"t13","0"
"t11","1"
"t222","1"
"t223","1"
"t116","1"
"t76","1"
"t77","1"
"t20","1"
"t135","0"
"t196","1"
"t197","1"
"t133","1"
"t165","1"
"t166","1"
"t123","1"
"t128","0"
"t228","0"
"t244","1"
"t245","0"
"t231","0"
"t194","1"
"t159","1"
"t207","1"
"t248","1"
"t249","1"
"t87","1"
"t262","1"
"t263","1"
"t246","1"
"t144","1"
"t83","0"
"t90","1"
"t98","1"
"t99","1"
"t180","0"
"t268","0"
"t269","0"
"t107","1"
"t126","0"
"t226","1"
"t227","0"
"t206","1"
"t148","0"
"t169","0"
"t170","0"
"t193","0"
"t256","0"
"t257","0"
"t240","1"
"t241","1"
"t167","0"
"t168","0"
"t33","0"
"t103","0"
"t131","0"
"t156","1"
"t157","0"
"t158","0"
"t96","0"
"t149","1"
"t174","1"
"t175","1"
"t160","1"
"t108","1"
"t27","1"
"t140","1"
"t141","1"
"t115","1"
"t219","0"
"t220","0"
"t150","0"
"t132","0"
"t134","0"
"t178","1"
"t179","1"
"t202","0"
"t203","0"
"t127","0"
"t60","1"
"t51","1"
"t84","0"
"t85","1"
"t215","0"
"t216","0"
"t210","1"
"t217","1"
"t218","1"
"t173","1"
"t176","1"
"t177","0"
"t145","0"
"t143","1"
"t136","0"
"t184","0"
"t190","1"
"t191","0"
"t65","1"
"t66","1"
"t62","1"
"t172","1"
"t264","1"
"t265","1"
"t15","0"
"t9","1"
"t52","1"
"t53","0"
"t111","0"
"t139","0"
"t154","0"
"t271","0"
"t272","0"
"t188","0"
"t189","0"
"t181","0"
"t229","1"
"t230","1"
"t97","0"
"t34","1"
"t224","1"
"t225","1"
"t93","1"
"t109","1"
"t110","1"
"t56","1"
"t43","0"
"t64","0"
"t72","0"
"t164","1"
"t208","1"
"t209","1"
"t80","0"
"t152","0"
"t153","0"
"t63","0"
"t48","0"
"t39","1"
"t21","0"
"t50","0"
"t78","1"
"t120","1"
"t137","1"
"t237","1"
"t273","1"
"t274","1"
"t270","1"
"t255","1"
"t239","0"
"t211","1"
"t275","0"
"t276","0"
"t95","1"
"t124","1"
"t125","1"
"t81","1"
"t151","0"
"t198","0"
"t253","1"
"t254","0"
"t238","0"
"t247","0"
"t250","0"
"t251","0"
"t195","0"
"t59","1"
"t106","0"
"t138","1"
"t161","0"
"t235","0"
"t236","0"
"t258","0"
"t259","0"
"t252","0"
"t171","0"
"t86","1"
"t232","1"
"t233","1"
"t213","0"
"t214","0"
"t114","1"
"t71","1"
"t73","0"
"t74","1"
"t23","0"
"t69","0"
"t70","0"
"t35","0"
"t163","0"
"t212","1"
"t242","1"
"t243","1"
"t234","1"
"t183","1"
"t119","1"
"t19","1"
"t16","1"
"t75","0"
"t104","1"
"t105","1"
"t102","1"
"t57","0"
"t14","1"
"t46","1"
"t47","1"
"t29","0"
"t18","0"
"t24","0"
"t31","1"
"t44","1"
"t45","0"
"t38","0"
"t12","1"
"t3","1"
"t2","1"
"t1","0"
