"","t1","t2","t3","t4","t5","t6","t7","t8","t9","t10","t11","t12","t13","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","t25","t26","t27","t28","t29","t30","t31","t32","t33","t34","t35","t36","t37","t38","t39","t40","t41","t42","t43","t44","t45","t46","t47","t48","t49","t50","t51","t52","t53","t54","t55","t56","t57","t58","t59","t60","t61","t62","t63","t64","t65","t66","t67","t68","t69","t70","t71","t72","t73","t74","t75","t76","t77","t78","t79","t80","t81","t82","t83","t84","t85","t86","t87","t88","t89","t90","t91","t92","t93","t94","t95","t96","t97","t98","t99","t100","t101","t102","t103","t104","t105","t106","t107","t108","t109","t110","t111","t112","t113","t114","t115"
"t1",0,4.68466881934933,8.59510886518023,17.0847990130766,17.0847990130766,10.8506989582637,14.5632202644678,11.9608534807509,17.0847990130766,12.118576159627,12.7586988434917,12.4311314842066,17.5739319402611,17.5739319402611,13.487058944983,15.1517410441378,15.1517410441378,15.1517410441378,16.657174700536,17.5739319402611,17.5739319402611,15.1517410441378,17.0847990130766,17.0847990130766,17.0847990130766,17.0847990130766,15.1517410441378,15.1517410441378,17.0847990130766,17.0847990130766,17.0847990130766,17.5739319402611,17.0847990130766,17.5739319402611,17.5739319402611,17.5739319402611,17.5739319402611,17.5739319402611,15.3675172635418,17.0847990130766,15.1517410441378,17.5739319402611,16.3245349922318,17.0847990130766,17.5739319402611,17.0847990130766,17.0847990130766,17.5739319402611,17.5739319402611,17.5739319402612,17.5739319402612,15.1517410441378,15.1517410441378,15.1517410441378,13.4235621534447,15.1517410441378,15.1517410441378,17.0847990130766,16.5843260262395,15.1517410441378,15.1517410441378,17.0847990130766,15.1517410441378,17.0847990130766,17.5739319402611,17.5739319402611,17.0847990130766,17.0847990130766,15.1517410441378,15.1517410441378,17.0847990130766,15.1517410441378,15.1517410441378,17.5739319402611,17.5739319402611,17.5739319402612,17.5739319402612,17.5739319402611,17.5739319402611,17.5739319402611,15.1517410441378,15.1517410441378,17.0847990130766,17.0847990130766,15.1517410441378,15.1517410441378,15.1517410441378,15.1517410441378,17.0847990130766,17.0847990130766,15.1517410441378,17.0847990130766,17.0847990130766,17.5739319402611,17.5739319402611,17.0847990130766,17.0847990130766,15.1517410441378,17.0847990130766,17.0847990130766,17.0847990130766,17.0847990130766,17.0847990130766,17.0847990130766,17.0847990130766,17.0847990130766,15.1517410441378,15.1517410441378,15.1517410441378,15.1517410441378,15.1517410441378,15.1517410441378,15.1517410441378,17.0847990130766,17.0847990130766
"t2",4.68466881934933,0,12.952438585092,13.2617032396656,14.0834539293717,7.84935387455876,11.1675515739325,8.13775770733989,16.8805411540271,11.9143183005775,12.5544409844422,12.2268736251571,19.9982036912341,19.9982036912341,13.2828010859335,19.5090707640496,19.5090707640496,19.5090707640496,12.0252369909294,19.9982036912341,19.9982036912341,19.5090707640496,16.8805411540271,13.6891303225413,16.8805411540271,16.8805411540271,19.5090707640496,19.5090707640496,12.4528613034701,12.4528613034701,12.4528613034701,19.9982036912341,12.4528613034701,19.9982036912341,19.9982036912341,19.9982036912341,19.9982036912341,19.9982036912341,17.7917890145147,12.4528613034701,19.5090707640496,19.9982036912341,18.7488067432047,16.8805411540271,19.9982036912341,12.4528613034701,12.4528613034701,19.9982036912341,19.9982036912341,19.9982036912341,19.9982036912341,19.5090707640496,19.5090707640496,19.5090707640496,17.7808918733565,19.5090707640496,19.5090707640496,13.6891303225413,13.1886573357042,19.5090707640496,19.5090707640496,13.6891303225413,19.5090707640496,13.2617032396656,19.9982036912341,19.9982036912341,16.8805411540271,16.8805411540271,19.5090707640496,19.5090707640496,13.2617032396656,19.5090707640496,19.5090707640496,19.9982036912341,19.9982036912341,19.9982036912341,19.9982036912341,19.9982036912341,19.9982036912341,19.9982036912341,19.5090707640496,19.5090707640496,13.2617032396656,13.2617032396656,19.5090707640496,19.5090707640496,19.5090707640496,19.5090707640496,13.2617032396656,13.6891303225413,19.5090707640496,13.2617032396656,13.2617032396656,19.9982036912341,19.9982036912341,16.8805411540271,16.8805411540271,19.5090707640496,16.8805411540271,16.8805411540271,13.2617032396656,13.2617032396656,12.4528613034701,12.4528613034701,16.8805411540271,16.8805411540271,19.5090707640496,19.5090707640496,19.5090707640496,19.5090707640496,19.5090707640496,19.5090707640496,19.5090707640496,13.6891303225413,13.6891303225413
"t3",8.59510886518023,12.952438585092,0,25.3525687788193,25.3525687788193,19.1184687240064,22.8309900302105,20.2286232464936,25.3525687788193,20.3863459253697,21.0264686092344,20.6989012499493,25.8417017060038,25.8417017060038,21.7548287107257,15.0754856999618,15.0754856999618,15.0754856999618,24.9249444662787,25.8417017060038,25.8417017060038,15.0754856999618,25.3525687788193,25.3525687788193,25.3525687788193,25.3525687788193,15.0754856999618,15.0754856999618,25.3525687788193,25.3525687788193,25.3525687788193,25.8417017060038,25.3525687788193,25.8417017060038,25.8417017060038,25.8417017060038,25.8417017060038,25.8417017060038,23.6352870292845,25.3525687788193,15.0754856999618,25.8417017060038,24.5923047579745,25.3525687788193,25.8417017060038,25.3525687788193,25.3525687788193,25.8417017060038,25.8417017060038,25.8417017060038,25.8417017060038,15.0754856999618,15.0754856999618,15.0754856999618,13.3473068092688,15.0754856999618,15.1482193429853,25.3525687788193,24.8520957919822,15.0754856999618,15.0754856999618,25.3525687788193,15.0754856999618,25.3525687788193,25.8417017060038,25.8417017060038,25.3525687788193,25.3525687788193,15.0754856999618,15.0754856999618,25.3525687788193,15.0754856999618,15.0754856999618,25.8417017060038,25.8417017060038,25.8417017060038,25.8417017060038,25.8417017060038,25.8417017060038,25.8417017060038,15.0754856999618,15.0754856999618,25.3525687788193,25.3525687788193,15.0754856999618,15.0754856999618,15.0754856999618,15.0754856999618,25.3525687788193,25.3525687788193,15.1482193429853,25.3525687788193,25.3525687788193,25.8417017060038,25.8417017060038,25.3525687788193,25.3525687788193,15.0754856999618,25.3525687788193,25.3525687788193,25.3525687788193,25.3525687788193,25.3525687788193,25.3525687788193,25.3525687788193,25.3525687788193,15.0754856999618,15.0754856999618,15.0754856999618,15.1482193429853,15.1482193429853,15.0754856999618,15.0754856999618,25.3525687788193,25.3525687788193
"t4",17.0847990130766,13.2617032396656,25.3525687788193,0,26.483584123099,20.2494840682861,23.5676817676598,15.6212171458904,29.2806713477544,24.3144484943048,24.9545711781695,24.6270038188844,32.3983338849614,32.3983338849614,25.6829312796608,31.9092009577769,31.9092009577769,31.9092009577769,25.2342091208523,32.3983338849614,32.3983338849614,31.9092009577769,29.2806713477544,26.0892605162686,29.2806713477544,29.2806713477544,31.9092009577769,31.9092009577769,25.661833433393,25.661833433393,25.661833433393,32.3983338849614,25.661833433393,32.3983338849614,32.3983338849614,32.3983338849614,32.3983338849614,32.3983338849614,30.191919208242,25.661833433393,31.9092009577769,32.3983338849614,31.1489369369321,29.2806713477544,32.3983338849614,25.661833433393,25.661833433393,32.3983338849614,32.3983338849614,32.3983338849614,32.3983338849614,31.9092009577769,31.9092009577769,31.9092009577769,30.1810220670838,31.9092009577769,31.9092009577769,26.0892605162686,25.5887875294315,31.9092009577769,31.9092009577769,26.0892605162686,31.9092009577769,20.7451626782161,32.3983338849614,32.3983338849614,29.2806713477544,29.2806713477544,31.9092009577769,31.9092009577769,20.7451626782161,31.9092009577769,31.9092009577769,32.3983338849614,32.3983338849614,32.3983338849614,32.3983338849614,32.3983338849614,32.3983338849614,32.3983338849614,31.9092009577769,31.9092009577769,20.7451626782161,20.7451626782161,31.9092009577769,31.9092009577769,31.9092009577769,31.9092009577769,20.7451626782161,26.0892605162686,31.9092009577769,16.2282109116617,16.2282109116617,32.3983338849614,32.3983338849614,29.2806713477544,29.2806713477544,31.9092009577769,29.2806713477544,29.2806713477544,20.7451626782161,20.7451626782161,25.661833433393,25.661833433393,29.2806713477544,29.2806713477544,31.9092009577769,31.9092009577769,31.9092009577769,31.9092009577769,31.9092009577769,31.9092009577769,31.9092009577769,26.0892605162686,26.0892605162686
"t5",17.0847990130766,14.0834539293717,25.3525687788193,26.483584123099,0,8.57963041819016,23.9620053744901,21.3596385907732,29.2806713477544,24.3144484943048,24.9545711781695,24.6270038188844,32.3983338849614,32.3983338849614,25.6829312796608,31.9092009577769,31.9092009577769,31.9092009577769,26.0559598105584,32.3983338849614,32.3983338849614,31.9092009577769,29.2806713477544,26.483584123099,29.2806713477544,29.2806713477544,31.9092009577769,31.9092009577769,26.483584123099,26.483584123099,26.483584123099,32.3983338849614,26.483584123099,32.3983338849614,32.3983338849614,32.3983338849614,32.3983338849614,32.3983338849614,30.191919208242,26.483584123099,31.9092009577769,32.3983338849614,31.1489369369321,29.2806713477544,32.3983338849614,26.483584123099,26.483584123099,32.3983338849614,32.3983338849614,32.3983338849614,32.3983338849614,31.9092009577769,31.9092009577769,31.9092009577769,30.1810220670838,31.9092009577769,31.9092009577769,26.483584123099,25.9831111362619,31.9092009577769,31.9092009577769,26.483584123099,31.9092009577769,26.483584123099,32.3983338849614,32.3983338849614,29.2806713477544,29.2806713477544,31.9092009577769,31.9092009577769,26.483584123099,31.9092009577769,31.9092009577769,32.3983338849614,32.3983338849614,32.3983338849614,32.3983338849614,32.3983338849614,32.3983338849614,32.3983338849614,31.9092009577769,31.9092009577769,26.483584123099,26.483584123099,31.9092009577769,31.9092009577769,31.9092009577769,31.9092009577769,26.483584123099,26.483584123099,31.9092009577769,26.483584123099,26.483584123099,32.3983338849614,32.3983338849614,29.2806713477544,29.2806713477544,31.9092009577769,29.2806713477544,29.2806713477544,26.483584123099,26.483584123099,26.483584123099,26.483584123099,29.2806713477544,29.2806713477544,31.9092009577769,31.9092009577769,31.9092009577769,31.9092009577769,31.9092009577769,31.9092009577769,31.9092009577769,26.483584123099,26.483584123099
"t6",10.8506989582637,7.84935387455876,19.1184687240064,20.2494840682861,8.57963041819016,0,17.7279053196772,15.1255385359603,23.0465712929415,18.0803484394919,18.7204711233566,18.3929037640715,26.1642338301485,26.1642338301485,19.4488312248479,25.6751009029639,25.6751009029639,25.6751009029639,19.8218597557454,26.1642338301485,26.1642338301485,25.6751009029639,23.0465712929415,20.2494840682861,23.0465712929415,23.0465712929415,25.6751009029639,25.6751009029639,20.2494840682861,20.2494840682861,20.2494840682861,26.1642338301485,20.2494840682861,26.1642338301485,26.1642338301485,26.1642338301485,26.1642338301485,26.1642338301485,23.9578191534291,20.2494840682861,25.6751009029639,26.1642338301485,24.9148368821191,23.0465712929415,26.1642338301485,20.2494840682861,20.2494840682861,26.1642338301485,26.1642338301485,26.1642338301485,26.1642338301485,25.6751009029639,25.6751009029639,25.6751009029639,23.9469220122709,25.6751009029639,25.6751009029639,20.2494840682861,19.7490110814489,25.6751009029639,25.6751009029639,20.2494840682861,25.6751009029639,20.2494840682861,26.1642338301485,26.1642338301485,23.0465712929415,23.0465712929415,25.6751009029639,25.6751009029639,20.2494840682861,25.6751009029639,25.6751009029639,26.1642338301485,26.1642338301485,26.1642338301485,26.1642338301485,26.1642338301485,26.1642338301485,26.1642338301485,25.6751009029639,25.6751009029639,20.2494840682861,20.2494840682861,25.6751009029639,25.6751009029639,25.6751009029639,25.6751009029639,20.2494840682861,20.2494840682861,25.6751009029639,20.2494840682861,20.2494840682861,26.1642338301485,26.1642338301485,23.0465712929415,23.0465712929415,25.6751009029639,23.0465712929415,23.0465712929415,20.2494840682861,20.2494840682861,20.2494840682861,20.2494840682861,23.0465712929415,23.0465712929415,25.6751009029639,25.6751009029639,25.6751009029639,25.6751009029639,25.6751009029639,25.6751009029639,25.6751009029639,20.2494840682861,20.2494840682861
"t7",14.5632202644678,11.1675515739325,22.8309900302105,23.5676817676598,23.9620053744901,17.7279053196772,0,18.443736235334,26.7590925991456,21.7928697456959,22.4329924295606,22.1054250702755,29.8767551363525,29.8767551363525,23.161352531052,29.387622209168,29.387622209168,29.387622209168,23.1400574551191,29.8767551363525,29.8767551363525,29.387622209168,26.7590925991456,16.5308135274951,26.7590925991456,26.7590925991456,29.387622209168,29.387622209168,23.5676817676598,23.5676817676598,23.5676817676598,29.8767551363525,23.5676817676598,29.8767551363525,29.8767551363525,29.8767551363525,29.8767551363525,29.8767551363525,27.6703404596331,23.5676817676598,29.387622209168,29.8767551363525,28.6273581883232,26.7590925991456,29.8767551363525,23.5676817676598,23.5676817676598,29.8767551363525,29.8767551363525,29.8767551363525,29.8767551363525,29.387622209168,29.387622209168,29.387622209168,27.659443318475,29.387622209168,29.387622209168,16.5308135274951,16.030340540658,29.387622209168,29.387622209168,11.3192945253654,29.387622209168,23.5676817676598,29.8767551363525,29.8767551363525,26.7590925991456,26.7590925991456,29.387622209168,29.387622209168,23.5676817676598,29.387622209168,29.387622209168,29.8767551363525,29.8767551363525,29.8767551363525,29.8767551363525,29.8767551363525,29.8767551363525,29.8767551363525,29.387622209168,29.387622209168,23.5676817676598,23.5676817676598,29.387622209168,29.387622209168,29.387622209168,29.387622209168,23.5676817676598,11.3192945253654,29.387622209168,23.5676817676598,23.5676817676598,29.8767551363525,29.8767551363525,26.7590925991456,26.7590925991456,29.387622209168,26.7590925991456,26.7590925991456,23.5676817676598,23.5676817676598,23.5676817676598,23.5676817676598,26.7590925991456,26.7590925991456,29.387622209168,29.387622209168,29.387622209168,29.387622209168,29.387622209168,29.387622209168,29.387622209168,11.3192945253654,11.3192945253654
"t8",11.9608534807509,8.13775770733989,20.2286232464936,15.6212171458904,21.3596385907732,15.1255385359603,18.443736235334,0,24.1567258154287,19.190502961979,19.8306256458437,19.5030582865586,27.2743883526356,27.2743883526356,20.5589857473351,26.7852554254511,26.7852554254511,26.7852554254511,20.1102635885266,27.2743883526356,27.2743883526356,26.7852554254511,24.1567258154287,20.9653149839429,24.1567258154287,24.1567258154287,26.7852554254511,26.7852554254511,20.5378879010672,20.5378879010672,20.5378879010672,27.2743883526356,20.5378879010672,27.2743883526356,27.2743883526356,27.2743883526356,27.2743883526356,27.2743883526356,25.0679736759162,20.5378879010672,26.7852554254511,27.2743883526356,26.0249914046063,24.1567258154287,27.2743883526356,20.5378879010672,20.5378879010672,27.2743883526356,27.2743883526356,27.2743883526356,27.2743883526356,26.7852554254511,26.7852554254511,26.7852554254511,25.0570765347581,26.7852554254511,26.7852554254511,20.9653149839429,20.4648419971057,26.7852554254511,26.7852554254511,20.9653149839429,26.7852554254511,8.19002355247947,27.2743883526356,27.2743883526356,24.1567258154287,24.1567258154287,26.7852554254511,26.7852554254511,8.19002355247947,26.7852554254511,26.7852554254511,27.2743883526356,27.2743883526356,27.2743883526356,27.2743883526356,27.2743883526356,27.2743883526356,27.2743883526356,26.7852554254511,26.7852554254511,8.19002355247947,8.19002355247947,26.7852554254511,26.7852554254511,26.7852554254511,26.7852554254511,8.19002355247947,20.9653149839429,26.7852554254511,15.6212171458904,15.6212171458904,27.2743883526356,27.2743883526356,24.1567258154287,24.1567258154287,26.7852554254511,24.1567258154287,24.1567258154287,8.19002355247947,8.19002355247947,20.5378879010672,20.5378879010672,24.1567258154287,24.1567258154287,26.7852554254511,26.7852554254511,26.7852554254511,26.7852554254511,26.7852554254511,26.7852554254511,26.7852554254511,20.9653149839429,20.9653149839429
"t9",17.0847990130766,16.8805411540271,25.3525687788193,29.2806713477544,29.2806713477544,23.0465712929415,26.7590925991456,24.1567258154287,0,8.10568719293547,22.6559056915381,20.0484977822908,32.3983338849614,32.3983338849614,23.3842657930294,31.9092009577769,31.9092009577769,31.9092009577769,28.8530470352138,32.3983338849614,32.3983338849614,31.9092009577769,24.7021653111608,29.2806713477544,24.7021653111608,24.7021653111608,31.9092009577769,31.9092009577769,29.2806713477544,29.2806713477544,29.2806713477544,32.3983338849614,29.2806713477544,32.3983338849614,32.3983338849614,32.3983338849614,32.3983338849614,32.3983338849614,30.191919208242,29.2806713477544,31.9092009577769,32.3983338849614,31.148936936932,26.982005861123,32.3983338849614,29.2806713477544,29.2806713477544,32.3983338849614,32.3983338849614,32.3983338849614,32.3983338849614,31.9092009577769,31.9092009577769,31.9092009577769,30.1810220670838,31.9092009577769,31.9092009577769,29.2806713477544,28.7801983609173,31.9092009577769,31.9092009577769,29.2806713477544,31.9092009577769,29.2806713477544,32.3983338849614,32.3983338849614,26.982005861123,26.982005861123,31.9092009577769,31.9092009577769,29.2806713477544,31.9092009577769,31.9092009577769,32.3983338849614,32.3983338849614,32.3983338849614,32.3983338849614,32.3983338849614,32.3983338849614,32.3983338849614,31.9092009577769,31.9092009577769,29.2806713477544,29.2806713477544,31.9092009577769,31.9092009577769,31.9092009577769,31.9092009577769,29.2806713477544,29.2806713477544,31.9092009577769,29.2806713477544,29.2806713477544,32.3983338849614,32.3983338849614,26.982005861123,26.982005861123,31.9092009577769,24.7021653111608,24.7021653111608,29.2806713477544,29.2806713477544,29.2806713477544,29.2806713477544,13.0719100463851,13.0719100463851,31.9092009577769,31.9092009577769,31.9092009577769,31.9092009577769,31.9092009577769,31.9092009577769,31.9092009577769,29.2806713477544,29.2806713477544
"t10",12.118576159627,11.9143183005775,20.3863459253697,24.3144484943048,24.3144484943048,18.0803484394919,21.7928697456959,19.190502961979,8.10568719293547,0,17.6896828380884,15.0822749288411,27.4321110315117,27.4321110315117,18.4180429395798,26.9429781043272,26.9429781043272,26.9429781043272,23.8868241817642,27.4321110315117,27.4321110315117,26.9429781043272,19.7359424577112,24.3144484943048,19.7359424577112,19.7359424577112,26.9429781043272,26.9429781043272,24.3144484943048,24.3144484943048,24.3144484943048,27.4321110315117,24.3144484943048,27.4321110315117,27.4321110315117,27.4321110315117,27.4321110315117,27.4321110315117,25.2256963547924,24.3144484943048,26.9429781043272,27.4321110315117,26.1827140834824,22.0157830076734,27.4321110315117,24.3144484943048,24.3144484943048,27.4321110315117,27.4321110315117,27.4321110315117,27.4321110315117,26.9429781043272,26.9429781043272,26.9429781043272,25.2147992136342,26.9429781043272,26.9429781043272,24.3144484943048,23.8139755074677,26.9429781043272,26.9429781043272,24.3144484943048,26.9429781043272,24.3144484943048,27.4321110315117,27.4321110315117,22.0157830076734,22.0157830076734,26.9429781043272,26.9429781043272,24.3144484943048,26.9429781043272,26.9429781043272,27.4321110315117,27.4321110315117,27.4321110315117,27.4321110315117,27.4321110315117,27.4321110315117,27.4321110315117,26.9429781043272,26.9429781043272,24.3144484943048,24.3144484943048,26.9429781043272,26.9429781043272,26.9429781043272,26.9429781043272,24.3144484943048,24.3144484943048,26.9429781043272,24.3144484943048,24.3144484943048,27.4321110315117,27.4321110315117,22.0157830076734,22.0157830076734,26.9429781043272,19.7359424577112,19.7359424577112,24.3144484943048,24.3144484943048,24.3144484943048,24.3144484943048,7.48182228550684,7.48182228550684,26.9429781043272,26.9429781043272,26.9429781043272,26.9429781043272,26.9429781043272,26.9429781043272,26.9429781043272,24.3144484943048,24.3144484943048
