"","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c54","c55","c56","c57","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","c77","c78","c79","c80","c81","c82","c83","c84","c85","c86","c87","c88","c89","c90","c91","c92","c93","c94","c95","c96","c97","c98","c99","c100","c101","c102","c103","c104","c105","c106","c107","c108","c109","c110","c111","c112","c113","c114"
"t13",-0.123411667521724,0.0775505379405766,0.00899922055888455,0.000946895430348242,0.000404550802369323,-0.00105107144793899,-1.23307379598935e-05,-8.46089563537348e-05,-0.171166239949419,-0.066685489523534,-4.98808548907077e-05,0.00361714964822756,0.000648384248202589,-0.000476455164972488,-0.0038048581514205,-0.000708694623612284,0.000107856609815668,-1.01254822322093e-08,6.47455551399451e-05,-0.000201207774766444,0.00725883050527799,-0.00180489453701745,-0.00223023456107495,-0.0252186231281336,0.000853316278280426,-0.00334300006622706,0.134057286223853,0.0379015543995416,-0.151084735717173,0.7836071598697,0.386181446981666,-2.36903121741044e-05,0.0066574851844413,-0.347998817049833,0.00750350878101347,-0.0145290588220171,0.0714677362638848,-0.0444866846677293,0.000139860499790901,0.00178137514110345,0.0099876293302184,-2.12673607671838e-06,0.00525611712954188,-0.00133421576948787,2.80036062635947e-06,5.43586023371957e-15,-0.00305054039466299,0.000398919444973482,0.00520828473382562,5.30356268258449e-05,-0.000104287007052933,-3.04461523555755e-15,-0.00302753457722643,6.08434676537326e-05,-2.51057388131524e-16,0.00514074190163363,5.39191253304179e-16,-1.55470529385384e-16,-3.7908697244597e-06,-4.21808337962712e-05,0.00322044753718394,-0.00147864060578448,-0.00434760062805334,1.29530175799121e-05,-4.44369969770399e-16,-8.11987281129242e-05,0.00428430596905263,6.32862456423406e-16,0.00990455246661636,0.000747914688207649,2.12710026775317e-05,-0.0177841278408595,-4.99442074788139e-16,-9.1062476226673e-16,2.9624680808525e-16,1.33959166865986e-16,-8.23520242643163e-05,-5.04320373484162e-08,-2.12942517113524e-16,2.59368412331502e-05,5.23583564616158e-06,-4.9211599504545e-16,2.47841381059262e-17,-2.74756925481708e-16,0.000134269110248123,-0.00294117535355134,4.60976661415583e-16,-9.09634579912959e-15,0.00205212669523664,0.000307268078256898,5.26578111823077e-16,4.15150804628593e-07,0.0299931491552824,-5.07415469832224e-15,-1.2071207006529e-05,1.12449754690182e-15,1.47234047744959e-16,-8.07911875990603e-08,4.87367286036994e-16,-2.55452795855332e-17,-1.97253468585267e-06,-1.64002068031584e-16,-4.25048577125098e-16,-4.77534705430935e-16,5.87838808972323e-06,-1.22427529589404e-16,9.77818679487408e-16,-3.58234219693493e-16,1.92917156582566e-16,4.8749259551376e-16,9.92027730400413e-08,-5.28031008584146e-16,-4.56311880567224e-15,-1.97357274343891e-14
"t74",-0.128000323121983,0.0814953551130607,0.0103803513797809,0.00110056034986245,0.000498782052845465,-0.00136675960352859,-1.64746111915515e-05,-0.000126544875785824,-0.271492399097951,-0.106187697380623,-8.22013778631288e-05,0.00713381597430419,0.0013957964483078,-0.00104679856767101,-0.0199952540240837,-0.00403275620727421,0.000692813599412337,4.02961103249213e-05,-0.000494579940056725,0.000301210152488424,-0.00516816205983036,0.001052206590913,0.000969168992144746,0.0100706543582013,-0.000223578308653843,0.000769860256232148,0.51497131107058,-0.0188752965183552,0.0569544998578145,-0.231583419464604,-0.105086539569022,6.35931576764572e-06,-0.0244943624645954,-0.20944738828805,0.000921847888545693,1.61497587771627e-05,0.0575291790065471,-0.000416112019710181,7.24911132429616e-06,0.000104611889220212,0.000721588469678761,-1.80833909941778e-07,0.000494235288944935,-0.000129999363591308,2.84668226743295e-07,1.89910130864565e-17,-0.000343459856836094,4.80175423009508e-05,0.000629809214060412,7.08090049282198e-06,-1.41694839215223e-05,5.55846568350593e-15,-0.000470994763872681,9.49060788034123e-06,-3.15968201904658e-16,0.000861854051420659,-3.87582972721565e-16,2.08892722738318e-16,-6.72121936252892e-07,-7.81267336676404e-06,0.000601158638824707,-0.000279344954315654,-0.000835255504695096,2.49232700785858e-06,-3.81208337589167e-15,-1.6579488428408e-05,0.000883896423151441,-1.55064766978082e-14,0.0020811134766719,0.000159407981628036,4.55529334597232e-06,-0.00388180794466304,5.00569066034337e-16,1.83773189283791e-14,1.87911569609599e-14,5.89220715983805e-15,-1.97378016980756e-05,-1.20975622425998e-08,4.1434987420971e-15,6.61888240961516e-06,1.3526891698599e-06,3.36869954490091e-14,4.94416512556711e-15,1.52567521403023e-14,3.65116184276165e-05,-0.000800852936291175,2.54315516241462e-14,-0.707106781186537,0.00061263864358916,9.77462809543678e-05,-7.09763499442625e-14,4.22366721843177e-07,0.0361803053866667,-2.51746711578911e-14,-1.3421939036151e-06,-2.45162414041121e-15,3.64762461306733e-15,-1.16782702382372e-08,9.35255312725061e-15,6.85106846885232e-16,-4.29605927770305e-07,-2.77330762712536e-15,-2.22176233119753e-15,-3.02197346895058e-16,1.44694398445019e-06,1.48907497657175e-15,-2.21455751809767e-15,-1.13780792150856e-15,1.46104175676809e-15,-3.46885175147152e-15,2.55776783706946e-08,2.62985401304325e-15,-3.72726946864024e-15,-2.03441238205813e-14
"t75",-0.128000323121982,0.0814953551130596,0.0103803513797811,0.00110056034986223,0.000498782052844721,-0.00136675960352859,-1.64746111911571e-05,-0.000126544875785874,-0.271492399097946,-0.106187697380621,-8.22013778626804e-05,0.00713381597430384,0.00139579644830624,-0.00104679856767004,-0.0199952540240859,-0.00403275620727545,0.000692813599412716,4.02961103239203e-05,-0.000494579940055859,0.000301210152489193,-0.00516816205982807,0.00105220659091248,0.000969168992143815,0.0100706543582018,-0.000223578308652917,0.000769860256232615,0.514971311070562,-0.0188752965183559,0.0569544998578064,-0.231583419464589,-0.105086539569013,6.35931576686177e-06,-0.0244943624645897,-0.209447388288061,0.000921847888548399,1.61497587849526e-05,0.0575291790065388,-0.000416112019706456,7.24911133222498e-06,0.000104611889220932,0.000721588469676286,-1.80833910647618e-07,0.000494235288946987,-0.000129999363596296,2.84668238066774e-07,2.15349829411535e-16,-0.000343459856834239,4.80175422896439e-05,0.000629809214057038,7.08090049852297e-06,-1.41694839210218e-05,-5.83280683378175e-16,-0.000470994763880372,9.49060787630302e-06,-3.47800886116315e-16,0.000861854051419244,6.24244001676541e-16,-2.13064023462603e-17,-6.72121937544498e-07,-7.81267336220752e-06,0.000601158638829913,-0.000279344954314583,-0.000835255504687765,2.49232699825373e-06,4.33310935893018e-15,-1.65794884122623e-05,0.000883896423155066,1.67544947819789e-14,0.00208111347667344,0.000159407981611082,4.55529333703345e-06,-0.00388180794464126,-4.28524084307312e-16,-1.53008465303784e-14,-1.81179842928635e-14,-5.572021772737e-15,-1.97378016861882e-05,-1.20975664075094e-08,-5.14576892136411e-15,6.61888243347021e-06,1.35268919191837e-06,-3.54186915074829e-14,-4.32935103740175e-15,-1.48157855269767e-14,3.65116184896236e-05,-0.000800852936344225,-2.4631268429673e-14,0.707106781186558,0.000612638643080353,9.77462807757662e-05,7.31389164411143e-14,4.22366724875356e-07,0.03618030538665,1.19283337909963e-14,-1.34219390104042e-06,5.30926802928862e-15,-2.48851457397186e-15,-1.16782563327099e-08,-8.68266123194367e-15,-6.21960341039463e-16,-4.29605939650721e-07,1.55936839795365e-15,2.44584292261924e-15,-1.24134706480512e-15,1.44694397591245e-06,-6.11496733563184e-16,3.45225629203189e-15,-3.55083201330179e-16,3.66553571501928e-16,3.15169750942563e-15,2.55777014919798e-08,-2.68409577462296e-15,-5.4282723855698e-15,-2.00820629987811e-14
"t38",-0.127687754149936,0.081224986444595,0.0102819443980563,0.00108958047241838,0.000491909323925985,-0.00134335176513419,-1.61649569089056e-05,-0.00012332120188222,-0.263682633503052,-0.103110256714817,-7.96664721774536e-05,0.00684977175261341,0.00133472886768262,-0.00100008376346273,-0.0185882163829505,-0.00374308349839183,0.000641649139769294,3.66784814362533e-05,-0.000443469349860625,0.000253193907957211,-0.00397814485913497,0.000782923708255846,0.000682873315112803,0.00698647134319048,-0.00014635141858061,0.000500841615794703,0.0713687142328881,0.00126798336088771,-0.0117763562558473,0.104100590210626,0.0629409759901739,-8.27254878426728e-06,0.0536015059132649,0.512316153022017,-0.00280209654586651,-7.27695705324244e-05,-0.547669448602887,-0.00600557675199267,2.96073719355566e-05,0.000395701081361166,0.00241843310674992,-5.54720318684323e-07,0.00144037542070475,-0.000372333632737383,7.99033620182944e-07,3.84289720830823e-15,-0.000920740735578363,0.000125204453406271,0.0016392006900738,1.77643935083023e-05,-3.53388050576424e-05,-2.49330573972578e-15,-0.00113077858648031,2.2771911679032e-05,-3.36900827666835e-17,0.00204102924491361,3.48670548536122e-16,-2.59578509238889e-16,-1.58284331091037e-06,-1.83830352309391e-05,0.00141482917071825,-0.000657827134016426,-0.00196960328058923,5.87803331181604e-06,-6.37532839140133e-16,-3.95257027767306e-05,0.00211344275514101,3.91945367865375e-16,0.00500651700324389,0.000385649623440932,1.10431611188396e-05,-0.00949734227890012,1.72381886321429e-16,-2.012893924974e-15,-3.13810696517587e-15,-5.71248883461459e-16,-5.19362019431866e-05,-3.18613620790948e-08,-2.25586029932477e-16,1.89170278302666e-05,3.94427378173325e-06,-5.76282000240847e-15,-1.02636327055843e-16,4.7897459984665e-16,0.000117300998282687,-0.00258008486338687,6.67072803809344e-15,9.14546216534973e-15,0.00244780890295464,0.000456166037832938,6.81075239333378e-15,6.10227386216934e-06,0.549674703755319,-5.90313032498271e-14,3.41696156126085e-05,1.73704583530019e-14,8.61812773144412e-15,1.78590224980291e-07,5.19183305298473e-15,-4.35252509732659e-15,1.79957155443617e-06,-1.0958798124426e-15,-5.24617223525704e-15,1.81717400737726e-16,-2.80536384334499e-06,4.83014774692324e-16,2.98593095083663e-15,-4.88469679421194e-15,2.28491235482166e-15,9.1129785794846e-16,-3.20359234455266e-08,7.87023345933066e-16,-7.67196879682858e-15,-2.10217042268003e-14
"t39",-0.126815662755243,0.0804801267954168,0.0100322524765549,0.00106189241762278,0.0004753485153985,-0.00128902819660868,-1.5459147026989e-05,-0.000116454539137421,-0.247558213477866,-0.0967690805425489,-7.45312404597258e-05,0.00631717805060193,0.00122379580931671,-0.000915805863374758,-0.0164716092387925,-0.00331137459910456,0.000566363260076189,3.18392793400762e-05,-0.000380042170586724,0.000207668699001696,-0.00312798282262729,0.000607565795312552,0.000519885343170159,0.00529125182100082,-0.000108411477412199,0.00036907088112675,0.049504771202106,0.000852461689519974,-0.0078089960302307,0.0677652009817219,0.0406006283988984,-5.18092973716597e-06,0.0328667744316621,0.312781109382968,-0.00169713305639686,-4.2528363013569e-05,-0.317445327030066,-0.00333697005620055,1.48782519892242e-05,0.000195033254315316,0.00114302041483154,-2.50485139702482e-07,0.000627109557911634,-0.000159709678421102,3.36155906681595e-07,1.42076378166408e-15,-0.000366341313747947,4.7603440067283e-05,0.000621083477007452,6.16805102165022e-06,-1.2044562720246e-05,-1.91742204916726e-15,-0.000317695957967799,6.36603135069469e-06,9.90195758258941e-16,0.000484492677432427,-1.44459418435626e-15,2.66440030860136e-16,-3.13369572525471e-07,-2.98000730436639e-06,0.000219516443086081,-9.48063888126515e-05,-0.000251925968954327,7.4288773922464e-07,4.89740989526242e-16,-2.39564757035715e-06,0.000100730961296544,-8.5313901900763e-15,0.000118165972761941,1.42137029429911e-06,-3.53644148024503e-08,0.000303507270583411,-4.80142112675752e-16,2.29721190959912e-15,1.22154702056649e-15,1.67962697180233e-17,1.06925592641153e-05,6.61832490193671e-09,1.57229694976014e-15,-6.74143134287221e-06,-1.5337795290861e-06,5.61919963075021e-15,-4.84579567893628e-16,-1.8870395530004e-15,-6.22960816151212e-05,0.00137997510243735,-9.35101679953111e-15,-8.72912853111529e-15,-0.00192819951743147,-0.000425692958236049,-1.01658913811916e-14,-9.1372155551859e-06,-0.830162059867772,9.09003478828908e-14,-6.51729397653369e-05,-2.73523360969528e-14,-1.4182975600941e-14,-3.58098719799873e-07,-7.71114513405274e-15,6.38278060957707e-15,-4.76712102928837e-06,1.85262049693912e-15,4.99286978773358e-15,-1.52159510756817e-15,1.02871447933953e-05,-1.4222885894553e-15,-3.61455553779433e-15,7.47641318510402e-15,-1.79873543337207e-15,9.95006126429421e-16,1.50519316116756e-07,-3.2156823847605e-15,-3.26822645752177e-16,-1.72169326398956e-14
"t79",-0.128593256561545,0.0820062091682675,0.0105618836100337,0.00112078112906993,0.000511290890958725,-0.00140898209503714,-1.7030893168711e-05,-0.000132256387983265,-0.285251953644652,-0.111607804840343,-8.6653359103438e-05,0.00762725373549085,0.00150150716206825,-0.00112760769090013,-0.0224087843393413,-0.00452969387196164,0.000780607914640791,4.65359044604599e-05,-0.000583490764695651,0.000390628411949087,-0.00776721348990098,0.00169163985231931,0.00177820760396053,0.0193559179291403,-0.000574788981026701,0.00220240678736142,-0.44128917999675,-0.00294634633507582,0.0207864567475766,-0.135620357017261,-0.0720407453760451,6.70817098827872e-06,-0.0371046283004716,-0.34878258350094,0.00189526573136708,-0.000107151999913482,-0.174335383960348,3.08945810135036e-05,2.25808801108023e-06,3.6358750494019e-05,0.0002936684275506,-8.19268374005275e-08,0.000237803972931943,-6.3831615158063e-05,1.43106119192937e-07,-3.03144315195365e-16,-0.000182257169981304,2.63477247017878e-05,0.000346362661231564,4.08119207659715e-06,-8.23236455461088e-06,1.5789399893361e-15,-0.000290263964365797,5.85533567867781e-06,-5.63926265149748e-16,0.00054757881973482,7.36488391025293e-16,-3.46324627781778e-16,-4.36469376741532e-07,-5.15791603214226e-06,0.000398034922514045,-0.000185776693880828,-0.000558893665279623,1.66861276641698e-06,2.43968441799346e-15,-1.13357640073841e-05,0.00060649862528139,-2.03805993494647e-15,0.00143689262901326,0.000110589978179025,3.16526411116759e-06,-0.00271422123262515,3.7157806463408e-16,-5.59630784143653e-15,-4.15155266819653e-15,-7.83098113883319e-16,-1.42051301367564e-05,-8.7086454505503e-09,7.54531963443803e-16,4.8463717149107e-06,9.93556194424146e-07,-6.8203544584405e-15,-4.52003778878594e-16,-8.01943856334806e-16,2.71437458849206e-05,-0.00059554958197611,4.43948822323872e-16,-2.36893837879393e-14,0.0004636008797132,7.46562322087859e-05,-1.00649013735428e-14,3.44459898816328e-07,0.0296256219840537,0.707106781186544,-8.78436327839365e-07,-7.81674814325836e-15,3.55043117872949e-15,-8.14844358101562e-09,-1.21016935044973e-14,-9.09360724232149e-16,-3.21721900228712e-07,-2.08482781552726e-15,-6.74252130447936e-15,7.08382785834828e-15,1.10407440522066e-06,-3.68902813814048e-15,-4.38160300673361e-15,4.14630887413265e-15,-3.06323819882278e-15,-1.65105465038839e-15,1.96666602798254e-08,1.05787172221747e-15,-2.01259381228255e-16,-2.04476536500138e-14
"t80",-0.128593256561545,0.0820062091682674,0.0105618836100328,0.00112078112906978,0.000511290890958538,-0.00140898209503715,-1.70308931688543e-05,-0.000132256387983525,-0.285251953644652,-0.111607804840343,-8.66533591041011e-05,0.00762725373549031,0.00150150716206829,-0.00112760769090029,-0.0224087843393413,-0.00452969387196116,0.000780607914640616,4.65359044605217e-05,-0.000583490764696552,0.000390628411947965,-0.00776721348990129,0.00169163985231968,0.00177820760396036,0.0193559179291415,-0.000574788981026603,0.00220240678736085,-0.441289179996753,-0.00294634633507579,0.0207864567475787,-0.13562035701726,-0.0720407453760451,6.70817098845837e-06,-0.037104628300476,-0.348782583500938,0.00189526573136692,-0.000107151999914737,-0.174335383960354,3.08945810132109e-05,2.25808801272329e-06,3.63587504942326e-05,0.000293668427550607,-8.19268369277497e-08,0.000237803972930609,-6.38316151604345e-05,1.4310611916167e-07,-2.7295319658748e-16,-0.000182257169979806,2.63477246989024e-05,0.000346362661232848,4.0811920773011e-06,-8.23236455355061e-06,-7.98812621897286e-16,-0.000290263964365785,5.85533567935878e-06,3.32704594393147e-17,0.00054757881973654,2.03807989205339e-16,8.01359435306094e-16,-4.3646937531574e-07,-5.15791603061992e-06,0.000398034922508106,-0.000185776693882133,-0.000558893665283013,1.66861276338755e-06,-1.24416346509819e-15,-1.13357640082796e-05,0.000606498625286037,-4.07352273070836e-16,0.00143689262901913,0.000110589978180345,3.16526410666237e-06,-0.00271422123263591,1.0509828537993e-15,4.11936647955248e-15,5.10518203896027e-15,-4.6810542309916e-17,-1.42051301322206e-05,-8.70864794886398e-09,-6.31712791320133e-16,4.84637171022703e-06,9.93556190558703e-07,6.34573226647699e-15,8.70694753154998e-17,1.59868140036691e-15,2.71437458855273e-05,-0.000595549581969746,5.01547658213442e-16,1.49047441055927e-14,0.000463600879701544,7.46562321503176e-05,9.91482409725043e-15,3.44459930174143e-07,0.029625621983899,-0.707106781186551,-8.78436358706153e-07,1.10790652901213e-14,-3.49499211747083e-15,-8.14844355051713e-09,1.26630782203489e-14,5.40802698396708e-16,-3.21721851967755e-07,6.85530912873717e-16,4.80467301260714e-15,-7.18789949380609e-15,1.10407441491922e-06,3.25746843361545e-15,5.84771312168314e-15,-4.82213477665827e-15,3.26276424885768e-15,2.32381516659307e-15,1.96666608760441e-08,-1.74323943840394e-15,-8.95903955584948e-15,-1.9182261984302e-14
"t36",-0.128002045157034,0.0814973109172041,0.0103821868971522,0.00110077474652515,0.000498961017282169,-0.00136749808447812,-1.64852105091134e-05,-0.000126688668346841,-0.271879398830948,-0.106341180257208,-8.23347736803343e-05,0.00715245870640228,0.00140014592691391,-0.0010501835882391,-0.0201479484794307,-0.00406478824512293,0.000698617288579092,4.07891423335271e-05,-0.000502578220224336,0.000313340760289295,-0.00568113438694666,0.00119405899171048,0.00118248015779333,0.0126390972037593,-0.000343370894008917,0.0012841277673684,-0.163571258391445,-0.000623098264780042,0.00259509202384003,0.00181177606489493,0.00669364846517808,-2.85510467550136e-06,0.0286068724192682,0.299298913419766,-0.00196895136179707,0.000256115458449624,0.51321203763907,-0.0004849358286178,9.72032511901653e-06,0.000137291836243834,0.00091264300802127,-2.2212752535775e-07,0.000596412632147336,-0.000155908710572946,3.38925194912044e-07,8.22216875533312e-16,-0.00040197269491787,5.55925830877195e-05,0.00072863013396621,8.06701333755626e-06,-1.61004168058302e-05,-4.46631216660468e-15,-0.000524943572001559,1.05738811629367e-05,-4.8728460043684e-16,0.000951185411193686,1.8255172543936e-15,5.82362300620805e-15,-7.36681353084702e-07,-8.51946497786454e-06,0.000654964201232496,-0.000303939034855012,-0.000907118383429122,2.70631017321381e-06,2.37528261581588e-14,-1.78924611831153e-05,0.000952928052941619,-0.707106781186543,0.00223974235924004,0.000171332961063086,4.89395685847133e-06,-0.00416342107841017,-1.68834567343794e-15,-6.14971140394329e-16,-1.52535991373533e-16,4.75338257151535e-15,-2.10223379633537e-05,-1.28842058916463e-08,-9.68435321515274e-17,7.02697142373941e-06,1.43542892880615e-06,-4.36344125998833e-15,1.29999037873393e-15,1.14246495211679e-15,3.8697283134269e-05,-0.000848779572243107,1.03542822794403e-15,2.18158824338843e-14,0.000649725042507541,0.000103883849908007,1.14985205541153e-15,4.70609994256176e-07,0.0404629369299797,-7.85286872340183e-15,-1.19041119150306e-06,2.093858387669e-15,-5.0651126645117e-16,-1.10250939955926e-08,-1.18577618710609e-16,-4.37794108333843e-16,-4.3185615118706e-07,7.45743534545173e-16,-1.01234308847954e-15,-4.67999439667148e-16,1.47071385335198e-06,-9.85120259230391e-17,5.01499718266614e-17,1.67841482021495e-15,-1.10706957025329e-16,2.97378503428695e-16,2.60730762775747e-08,-4.10171915574979e-16,-3.53940785542558e-15,-1.92521178647162e-14
"t37",-0.128002045157034,0.0814973109172041,0.0103821868971522,0.00110077474652582,0.000498961017281755,-0.00136749808447728,-1.64852105091016e-05,-0.000126688668346768,-0.271879398830948,-0.106341180257209,-8.23347736803966e-05,0.00715245870640229,0.0014001459269142,-0.00105018358823888,-0.0201479484794297,-0.0040647882451229,0.000698617288578922,4.07891423335996e-05,-0.00050257822022529,0.000313340760290343,-0.00568113438694723,0.00119405899171057,0.00118248015779351,0.0126390972037617,-0.000343370894009749,0.0012841277673684,-0.163571258391445,-0.000623098264779141,0.00259509202384241,0.0018117760648959,0.00669364846517876,-2.85510467505185e-06,0.0286068724192659,0.299298913419765,-0.00196895136179753,0.000256115458448068,0.513212037639059,-0.000484935828622661,9.72032511774668e-06,0.000137291836247479,0.000912643008018717,-2.22127522819993e-07,0.00059641263215102,-0.000155908710574604,3.38925202104435e-07,6.58931423027762e-16,-0.000401972694925124,5.55925830930935e-05,0.000728630133965905,8.06701333669739e-06,-1.61004168110218e-05,-1.73857848781701e-17,-0.000524943572004191,1.05738811730752e-05,6.23232904334321e-16,0.000951185411194788,-1.36319201394896e-15,-6.18084741190273e-15,-7.36681354611752e-07,-8.51946496937205e-06,0.000654964201236307,-0.000303939034863913,-0.000907118383442417,2.70631015844383e-06,-2.59134789958254e-14,-1.78924613136406e-05,0.0009529280528941,0.707106781186552,0.00223974235917425,0.00017133296101281,4.89395685871364e-06,-0.00416342107837779,-1.65143093209704e-16,-8.17211464580224e-16,1.17898676092908e-16,-3.8558278696182e-15,-2.10223379638355e-05,-1.28841978651039e-08,2.36308939678105e-17,7.02697142043614e-06,1.43542892067915e-06,5.61804329697981e-15,-8.13171401824446e-16,-6.56602690486322e-16,3.86972831344348e-05,-0.000848779572245382,2.39827026463115e-16,-1.05193631583234e-14,0.00064972504250756,0.000103883849906894,5.43555223083827e-16,4.70609997266754e-07,0.0404629369299694,-6.07651188400136e-15,-1.19041119228565e-06,1.61916669643558e-16,9.91404916454215e-16,-1.10250954670817e-08,9.69648607513937e-16,1.03124965326533e-15,-4.31856149750457e-07,7.6819027308438e-16,1.70702371550446e-15,-1.87414899034794e-16,1.47071385373826e-06,8.58618275553846e-16,1.54602948880784e-15,-3.02668554020169e-15,3.97571275504634e-16,2.89004457379385e-17,2.60730766441816e-08,-5.38876233745845e-16,-4.7470078636371e-15,-1.99080478737154e-14
"t42",-0.136770359716979,0.0895132587340245,0.0152195053720118,0.00167044141634746,0.00111624195133246,-0.00716958796017211,-0.000616614156511219,0.000113175935868797,0.113408784450328,0.0422137240643038,2.08556785437699e-05,0.000606801466779974,0.000225613899411069,-0.000184553557738544,-0.15710613076548,0.00983301758195579,-0.00049931525885909,2.20575358727499e-06,-5.21761438758199e-05,3.8086138355e-06,0.0184785262825063,-0.00108656182457877,-0.00600079248549098,-0.321776260598251,-0.000746053205364022,0.00230991485849736,-0.00758226937685059,-0.00319189292645443,0.0245096705119804,-0.011506228174851,-0.00279411388047519,2.53684204452615e-07,-0.352979288516766,0.0374820895104849,0.00133860640740536,-0.563252864972619,-0.000254771789436424,-0.0171168998645252,1.45535117126966e-05,0.00138196199188615,0.00127225109203406,-2.99971091313075e-07,0.000790778071263436,-0.000205467318520248,4.43605308129834e-07,5.25258939848142e-16,-0.000518623105618069,7.1217698662073e-05,0.00093304716810235,1.02804508140162e-05,-2.05214315439016e-05,-2.31040820949544e-16,-0.00368414209866155,1.04759171341719e-05,-3.77725378378676e-16,0.00124827271893803,-9.28803976705199e-16,-2.25663066271488e-16,-1.03859882150865e-06,-1.92692395457595e-05,0.0365748137381091,-0.000191484927514207,-0.000932739702830127,2.82322365129206e-06,-2.57311113188111e-15,-2.27584973586042e-05,0.00123351813255723,-1.54606811982872e-15,0.0029872212259768,0.00023399194471728,6.73847227181561e-06,-0.00593377331573012,-1.57540883501542e-15,-2.82198419284959e-15,-3.73369573093144e-15,-4.58504902098612e-15,-3.93213211339251e-05,-2.41922498926891e-08,1.90989416374099e-15,2.0748371691626e-05,4.99525457031743e-06,-1.43276878901572e-14,-2.7142639861928e-15,-7.67953288546841e-15,0.00380548931589576,-0.612511581968978,2.42672486954903e-15,-1.86795023893183e-14,-0.000747725263534504,-0.00187976945537909,-3.87031373077913e-15,5.47364027850028e-10,3.8825552552098e-05,-2.60603637488425e-15,-6.33364945566888e-07,-7.78069772868685e-16,-2.08503513059598e-15,-4.7572558309154e-09,-7.35277422224625e-16,2.81066283392616e-16,-1.72940901597839e-07,-1.65710003566028e-15,4.04711319899573e-15,-1.67096706375927e-16,6.48433649498049e-07,7.66761950536841e-16,2.45116042237847e-16,1.25586986723205e-15,1.25311115176705e-15,9.38013229876129e-16,1.21495264962978e-08,-6.49143959964302e-16,-4.08004121276541e-15,-2.06432231681099e-14
