accepted_species,estimate
t63,-0.893615
t210,0.4880893
t211,0.8978904
t192,0.68506986
t160,0.37127396
t194,0.8799243
t241,0.85334104
t269,0.854244
t270,0.854244
t273,0.85334104
t283,0.85334104
t284,0.85334104
t158,0.54421127
t123,0.015216411
t97,0.31966025
t47,-1.0018637
t48,-0.8194861
t49,-1.00171
t78,-0.8650335
t56,-1.0046282
t100,-0.43052047
t182,0.60397184
t180,0.322608
t217,0.82153094
t126,0.048672672
t198,0.88136166
t153,0.3615175
t80,-0.6675537
t42,-0.7517199
t37,-0.98848695
t38,-1.01935
